inning,is_bot,outs,score_diff,bases_idx,wins,total,win_rate
1,0,2,1,3,1071,1907,0.5616151022548506
1,0,2,1,4,277,525,0.5276190476190477
1,0,2,1,5,550,1013,0.5429417571569596
1,0,2,1,6,286,475,0.6021052631578947
1,0,2,1,7,434,721,0.6019417475728155
1,0,2,2,0,867,1423,0.6092761770906535
1,0,2,2,1,749,1198,0.6252086811352254
1,0,2,2,2,469,701,0.6690442225392297
1,0,2,2,3,509,790,0.6443037974683544
1,0,2,2,4,163,256,0.63671875
1,0,2,2,5,275,404,0.6806930693069307
1,0,2,2,6,153,223,0.6860986547085202
1,0,2,2,7,206,296,0.6959459459459459
1,0,2,3,0,477,685,0.6963503649635037
1,0,2,3,1,391,553,0.7070524412296564
1,0,2,3,2,265,372,0.7123655913978495
1,0,2,3,3,284,372,0.7634408602150538
1,0,2,3,4,82,107,0.7663551401869159
1,0,2,3,5,137,186,0.7365591397849462
1,0,2,3,6,77,102,0.7549019607843137
1,0,2,3,7,99,136,0.7279411764705882
1,0,2,4,0,249,314,0.7929936305732485
1,0,2,4,1,186,224,0.8303571428571429
1,0,2,4,2,131,166,0.7891566265060241
1,0,2,4,3,124,151,0.8211920529801324
1,0,2,4,4,38,46,0.8260869565217391
1,0,2,4,5,69,76,0.9078947368421053
1,0,2,4,6,33,41,0.8048780487804879
1,0,2,4,7,30,42,0.7142857142857143
1,0,2,5,0,113,135,0.837037037037037
1,0,2,5,1,61,76,0.8026315789473685
1,0,2,5,2,60,74,0.8108108108108109
1,0,2,5,3,43,52,0.8269230769230769
1,0,2,5,4,28,33,0.8484848484848485
1,0,2,5,5,24,30,0.8
1,0,2,5,6,14,19,0.7368421052631579
1,0,2,5,7,15,17,0.8823529411764706
1,0,2,6,0,50,55,0.9090909090909091
1,0,2,6,1,23,26,0.8846153846153846
1,0,2,6,2,20,23,0.8695652173913043
1,0,2,6,3,25,26,0.9615384615384616
1,0,2,6,4,9,9,1.0
1,0,2,6,5,10,10,1.0
1,0,2,6,6,7,8,0.875
1,0,2,6,7,4,4,1.0
1,0,2,7,0,10,11,0.9090909090909091
1,0,2,7,1,9,9,1.0
1,0,2,7,2,6,6,1.0
1,0,2,7,3,7,7,1.0
1,0,2,7,4,2,2,1.0
1,0,2,7,5,8,8,1.0
1,0,2,7,6,5,5,1.0
1,0,2,7,7,5,5,1.0
1,0,2,8,0,4,4,1.0
1,0,2,8,1,2,2,1.0
1,0,2,8,2,1,1,1.0
1,0,2,8,3,3,3,1.0
1,0,2,8,4,2,3,0.6666666666666666
1,0,2,8,6,1,1,1.0
1,0,2,8,7,1,1,1.0
1,0,2,9,0,4,5,0.8
1,0,2,9,1,3,3,1.0
1,0,2,9,2,2,2,1.0
1,0,2,9,3,1,1,1.0
1,0,2,9,7,1,1,1.0
1,0,2,10,0,6,7,0.8571428571428571
1,0,2,10,1,6,6,1.0
1,0,2,10,3,2,2,1.0
1,0,2,10,4,1,1,1.0
1,0,2,10,7,2,2,1.0
1,1,0,-10,0,1,10,0.1
1,1,0,-10,1,1,2,0.5
1,1,0,-10,3,1,1,1.0
1,1,0,-9,0,1,6,0.16666666666666666
1,1,0,-9,1,0,1,0.0
1,1,0,-8,0,1,13,0.07692307692307693
1,1,0,-8,1,0,4,0.0
1,1,0,-8,2,0,1,0.0
1,1,0,-8,3,0,1,0.0
1,1,0,-7,0,1,33,0.030303030303030304
1,1,0,-7,1,0,15,0.0
1,1,0,-7,2,0,2,0.0
1,1,0,-7,3,0,6,0.0
1,1,0,-7,7,0,3,0.0
1,1,0,-6,0,13,125,0.104
1,1,0,-6,1,4,35,0.11428571428571428
1,1,0,-6,2,0,10,0.0
1,1,0,-6,3,1,13,0.07692307692307693
1,1,0,-6,4,0,2,0.0
1,1,0,-6,5,0,2,0.0
1,1,0,-6,7,0,3,0.0
1,1,0,-5,0,63,360,0.175
1,1,0,-5,1,18,96,0.1875
1,1,0,-5,2,5,24,0.20833333333333334
1,1,0,-5,3,4,26,0.15384615384615385
1,1,0,-5,4,1,3,0.3333333333333333
1,1,0,-5,5,0,6,0.0
1,1,0,-5,6,0,3,0.0
1,1,0,-5,7,1,4,0.25
1,1,0,-4,0,168,872,0.1926605504587156
1,1,0,-4,1,57,225,0.25333333333333335
1,1,0,-4,2,15,73,0.2054794520547945
1,1,0,-4,3,19,58,0.3275862068965517
1,1,0,-4,4,1,2,0.5
1,1,0,-4,5,3,18,0.16666666666666666
1,1,0,-4,6,3,6,0.5
1,1,0,-4,7,5,13,0.38461538461538464
1,1,0,-3,0,592,2049,0.2889214250854075
1,1,0,-3,1,185,569,0.3251318101933216
1,1,0,-3,2,45,107,0.4205607476635514
1,1,0,-3,3,60,155,0.3870967741935484
1,1,0,-3,4,5,18,0.2777777777777778
1,1,0,-3,5,17,50,0.34
1,1,0,-3,6,12,25,0.48
1,1,0,-3,7,12,34,0.35294117647058826
1,1,0,-2,0,1694,4441,0.3814456203557757
1,1,0,-2,1,507,1200,0.4225
1,1,0,-2,2,113,249,0.4538152610441767
1,1,0,-2,3,169,315,0.5365079365079365
1,1,0,-2,4,19,39,0.48717948717948717
1,1,0,-2,5,57,122,0.4672131147540984
1,1,0,-2,6,19,43,0.4418604651162791
1,1,0,-2,7,41,74,0.5540540540540541
1,1,0,-1,0,4484,9466,0.4736953306570885
1,1,0,-1,1,1267,2498,0.5072057646116893
1,1,0,-1,2,322,526,0.6121673003802282
1,1,0,-1,3,335,587,0.5706984667802385
1,1,0,-1,4,44,86,0.5116279069767442
1,1,0,-1,5,151,237,0.6371308016877637
1,1,0,-1,6,59,100,0.59
1,1,0,-1,7,96,156,0.6153846153846154
1,1,0,0,0,26021,44104,0.5899918374750589
1,1,0,0,1,7339,11741,0.6250745251682139
1,1,0,0,2,1559,2414,0.6458160729080364
1,1,0,0,3,1918,2848,0.6734550561797753
1,1,0,0,4,284,408,0.696078431372549
1,1,0,0,5,744,1020,0.7294117647058823
1,1,0,0,6,314,418,0.7511961722488039
1,1,0,0,7,469,633,0.740916271721959
1,1,0,1,0,896,1285,0.6972762645914397
1,1,0,1,1,487,690,0.7057971014492753
1,1,0,1,2,335,456,0.7346491228070176
1,1,0,1,3,443,585,0.7572649572649572
1,1,0,1,4,86,115,0.7478260869565218
1,1,0,1,5,221,283,0.7809187279151943
1,1,0,1,6,137,188,0.7287234042553191
1,1,0,1,7,203,241,0.8423236514522822
1,1,0,2,0,314,414,0.7584541062801933
1,1,0,2,1,194,243,0.7983539094650206
1,1,0,2,2,151,187,0.8074866310160428
1,1,0,2,3,145,178,0.8146067415730337
1,1,0,2,4,20,25,0.8
1,1,0,2,5,88,103,0.8543689320388349
1,1,0,2,6,69,80,0.8625
1,1,0,2,7,81,92,0.8804347826086957
1,1,0,3,0,185,225,0.8222222222222222
1,1,0,3,1,86,102,0.8431372549019608
1,1,0,3,2,57,67,0.8507462686567164
1,1,0,3,3,50,60,0.8333333333333334
1,1,0,3,4,10,11,0.9090909090909091
1,1,0,3,5,25,28,0.8928571428571429
1,1,0,3,6,18,19,0.9473684210526315
1,1,0,3,7,29,34,0.8529411764705882
1,1,0,4,0,76,86,0.8837209302325582
1,1,0,4,1,37,40,0.925
1,1,0,4,2,19,23,0.8260869565217391
1,1,0,4,3,18,18,1.0
1,1,0,4,4,4,5,0.8
1,1,0,4,5,14,15,0.9333333333333333
1,1,0,4,6,5,8,0.625
1,1,0,4,7,7,7,1.0
1,1,0,5,0,28,32,0.875
1,1,0,5,1,12,15,0.8
1,1,0,5,2,5,6,0.8333333333333334
1,1,0,5,3,11,13,0.8461538461538461
1,1,0,5,4,2,2,1.0
1,1,0,5,5,4,4,1.0
1,1,0,5,6,2,3,0.6666666666666666
1,1,0,5,7,6,7,0.8571428571428571
1,1,0,6,0,6,6,1.0
1,1,0,6,1,2,2,1.0
1,1,0,6,2,1,1,1.0
1,1,0,6,3,3,4,0.75
1,1,0,6,6,0,1,0.0
1,1,0,6,7,3,3,1.0
1,1,0,7,0,1,1,1.0
1,1,0,7,6,1,1,1.0
1,1,0,7,7,1,1,1.0
1,1,0,8,0,1,1,1.0
1,1,0,8,3,1,1,1.0
1,1,0,8,4,1,1,1.0
1,1,0,8,5,1,1,1.0
1,1,0,9,1,1,1,1.0
1,1,1,-10,0,0,8,0.0
1,1,1,-10,1,0,3,0.0
1,1,1,-10,3,1,3,0.3333333333333333
1,1,1,-9,0,1,5,0.2
1,1,1,-9,1,0,3,0.0
1,1,1,-9,3,0,1,0.0
1,1,1,-9,7,0,1,0.0
1,1,1,-8,0,1,8,0.125
1,1,1,-8,1,0,7,0.0
1,1,1,-8,2,0,1,0.0
1,1,1,-8,3,0,3,0.0
1,1,1,-7,0,1,15,0.06666666666666667
1,1,1,-7,1,1,15,0.06666666666666667
1,1,1,-7,2,0,1,0.0
1,1,1,-7,3,0,2,0.0
1,1,1,-7,4,0,2,0.0
1,1,1,-7,5,0,2,0.0
1,1,1,-7,6,0,2,0.0
1,1,1,-7,7,0,3,0.0
1,1,1,-6,0,8,73,0.1095890410958904
1,1,1,-6,1,5,38,0.13157894736842105
1,1,1,-6,2,1,8,0.125
1,1,1,-6,3,1,17,0.058823529411764705
1,1,1,-6,4,0,4,0.0
1,1,1,-6,5,0,5,0.0
1,1,1,-6,6,0,3,0.0
1,1,1,-6,7,1,6,0.16666666666666666
1,1,1,-5,0,39,232,0.16810344827586207
1,1,1,-5,1,20,105,0.19047619047619047
1,1,1,-5,2,8,35,0.22857142857142856
1,1,1,-5,3,9,41,0.21951219512195122
1,1,1,-5,4,1,6,0.16666666666666666
1,1,1,-5,5,3,20,0.15
1,1,1,-5,6,1,6,0.16666666666666666
1,1,1,-5,7,4,17,0.23529411764705882
1,1,1,-4,0,94,573,0.16404886561954624
1,1,1,-4,1,61,287,0.21254355400696864
1,1,1,-4,2,12,84,0.14285714285714285
1,1,1,-4,3,26,95,0.2736842105263158
1,1,1,-4,4,1,25,0.04
1,1,1,-4,5,10,47,0.2127659574468085
1,1,1,-4,6,5,17,0.29411764705882354
1,1,1,-4,7,12,34,0.35294117647058826
1,1,1,-3,0,349,1334,0.2616191904047976
1,1,1,-3,1,183,688,0.26598837209302323
1,1,1,-3,2,58,169,0.3431952662721893
1,1,1,-3,3,72,240,0.3
1,1,1,-3,4,16,41,0.3902439024390244
1,1,1,-3,5,42,102,0.4117647058823529
1,1,1,-3,6,16,47,0.3404255319148936
1,1,1,-3,7,32,72,0.4444444444444444
1,1,1,-2,0,1024,2912,0.3516483516483517
1,1,1,-2,1,559,1482,0.37719298245614036
1,1,1,-2,2,150,367,0.4087193460490463
1,1,1,-2,3,208,499,0.4168336673346693
1,1,1,-2,4,49,111,0.44144144144144143
1,1,1,-2,5,105,241,0.43568464730290457
1,1,1,-2,6,40,80,0.5
1,1,1,-2,7,67,131,0.5114503816793893
1,1,1,-1,0,2815,6317,0.44562292227323097
1,1,1,-1,1,1478,3151,0.4690574420818788
1,1,1,-1,2,374,726,0.5151515151515151
1,1,1,-1,3,543,1088,0.4990808823529412
1,1,1,-1,4,124,238,0.5210084033613446
1,1,1,-1,5,291,547,0.5319926873857403
1,1,1,-1,6,110,181,0.6077348066298343
1,1,1,-1,7,208,343,0.6064139941690962
1,1,1,0,0,16291,28833,0.5650123122810669
1,1,1,0,1,8198,14013,0.5850281881110397
1,1,1,0,2,2021,3318,0.6091018685955395
1,1,1,0,3,2888,4742,0.6090257275411219
1,1,1,0,4,676,1072,0.6305970149253731
1,1,1,0,5,1418,2275,0.6232967032967033
1,1,1,0,6,488,745,0.6550335570469799
1,1,1,0,7,911,1391,0.6549245147375988
1,1,1,1,0,1270,1875,0.6773333333333333
1,1,1,1,1,1432,2106,0.6799620132953467
1,1,1,1,2,693,963,0.719626168224299
1,1,1,1,3,1043,1492,0.6990616621983914
1,1,1,1,4,251,336,0.7470238095238095
1,1,1,1,5,624,844,0.7393364928909952
1,1,1,1,6,298,399,0.7468671679197995
1,1,1,1,7,513,666,0.7702702702702703
1,1,1,2,0,731,967,0.7559462254395036
1,1,1,2,1,626,823,0.7606318347509113
1,1,1,2,2,328,439,0.7471526195899773
1,1,1,2,3,444,584,0.7602739726027398
1,1,1,2,4,108,148,0.7297297297297297
1,1,1,2,5,256,331,0.7734138972809668
1,1,1,2,6,157,194,0.8092783505154639
1,1,1,2,7,217,254,0.8543307086614174
1,1,1,3,0,465,549,0.8469945355191257
1,1,1,3,1,304,360,0.8444444444444444
1,1,1,3,2,164,204,0.803921568627451
1,1,1,3,3,214,250,0.856
1,1,1,3,4,51,65,0.7846153846153846
1,1,1,3,5,108,134,0.8059701492537313
1,1,1,3,6,77,89,0.8651685393258427
1,1,1,3,7,100,110,0.9090909090909091
1,1,1,4,0,183,214,0.8551401869158879
1,1,1,4,1,132,149,0.8859060402684564
1,1,1,4,2,67,73,0.9178082191780822
1,1,1,4,3,94,108,0.8703703703703703
1,1,1,4,4,19,21,0.9047619047619048
1,1,1,4,5,59,63,0.9365079365079365
1,1,1,4,6,19,23,0.8260869565217391
1,1,1,4,7,28,29,0.9655172413793104
1,1,1,5,0,73,83,0.8795180722891566
1,1,1,5,1,45,50,0.9
1,1,1,5,2,34,40,0.85
1,1,1,5,3,39,40,0.975
1,1,1,5,4,5,6,0.8333333333333334
1,1,1,5,5,26,29,0.896551724137931
1,1,1,5,6,12,13,0.9230769230769231
1,1,1,5,7,7,7,1.0
1,1,1,6,0,33,34,0.9705882352941176
1,1,1,6,1,16,16,1.0
1,1,1,6,2,13,14,0.9285714285714286
1,1,1,6,3,10,12,0.8333333333333334
1,1,1,6,4,3,3,1.0
1,1,1,6,5,7,7,1.0
1,1,1,6,6,1,2,0.5
1,1,1,6,7,1,1,1.0
1,1,1,7,0,10,10,1.0
1,1,1,7,1,5,5,1.0
1,1,1,7,2,3,3,1.0
1,1,1,7,3,1,2,0.5
1,1,1,7,5,3,3,1.0
1,1,1,7,6,1,1,1.0
1,1,1,7,7,2,2,1.0
1,1,1,8,0,2,2,1.0
1,1,1,8,1,1,1,1.0
1,1,1,8,2,1,1,1.0
1,1,1,8,3,2,2,1.0
1,1,1,8,5,1,1,1.0
1,1,1,8,7,2,2,1.0
1,1,1,9,0,3,3,1.0
1,1,1,9,1,3,3,1.0
1,1,1,9,2,1,1,1.0
1,1,1,9,3,1,1,1.0
1,1,1,9,5,1,1,1.0
1,1,1,9,7,2,2,1.0
1,1,1,10,0,1,2,0.5
1,1,1,10,1,0,1,0.0
1,1,1,10,2,1,1,1.0
1,1,2,-10,0,0,6,0.0
1,1,2,-10,1,0,3,0.0
1,1,2,-10,3,1,2,0.5
1,1,2,-10,6,0,1,0.0
1,1,2,-9,0,1,4,0.25
1,1,2,-9,2,1,1,1.0
1,1,2,-9,3,0,1,0.0
1,1,2,-9,7,0,1,0.0
1,1,2,-8,0,1,4,0.25
1,1,2,-8,1,1,4,0.25
1,1,2,-8,2,0,2,0.0
1,1,2,-8,3,1,3,0.3333333333333333
1,1,2,-7,0,0,8,0.0
1,1,2,-7,1,1,5,0.2
1,1,2,-7,2,0,1,0.0
1,1,2,-7,3,0,2,0.0
1,1,2,-7,4,0,2,0.0
1,1,2,-7,5,0,4,0.0
1,1,2,-7,7,0,1,0.0
1,1,2,-6,0,4,54,0.07407407407407407
1,1,2,-6,1,1,24,0.041666666666666664
1,1,2,-6,2,0,4,0.0
1,1,2,-6,3,0,6,0.0
1,1,2,-6,4,1,4,0.25
1,1,2,-6,5,0,8,0.0
1,1,2,-6,6,0,1,0.0
1,1,2,-6,7,1,5,0.2
1,1,2,-5,0,25,160,0.15625
1,1,2,-5,1,13,83,0.1566265060240964
1,1,2,-5,2,6,26,0.23076923076923078
1,1,2,-5,3,8,44,0.18181818181818182
1,1,2,-5,4,1,9,0.1111111111111111
1,1,2,-5,5,1,15,0.06666666666666667
1,1,2,-5,6,0,7,0.0
1,1,2,-5,7,3,14,0.21428571428571427
1,1,2,-4,0,56,393,0.14249363867684478
1,1,2,-4,1,33,211,0.15639810426540285
1,1,2,-4,2,10,72,0.1388888888888889
1,1,2,-4,3,16,88,0.18181818181818182
1,1,2,-4,4,4,24,0.16666666666666666
1,1,2,-4,5,7,39,0.1794871794871795
1,1,2,-4,6,3,15,0.2
1,1,2,-4,7,8,25,0.32
1,1,2,-3,0,221,882,0.25056689342403626
1,1,2,-3,1,111,506,0.21936758893280633
1,1,2,-3,2,52,192,0.2708333333333333
1,1,2,-3,3,52,208,0.25
1,1,2,-3,4,12,43,0.27906976744186046
1,1,2,-3,5,24,101,0.2376237623762376
1,1,2,-3,6,7,34,0.20588235294117646
1,1,2,-3,7,17,64,0.265625
1,1,2,-2,0,638,1966,0.32451678535096645
1,1,2,-2,1,364,1093,0.33302836230558097
1,1,2,-2,2,136,340,0.4
1,1,2,-2,3,178,472,0.3771186440677966
1,1,2,-2,4,35,102,0.3431372549019608
1,1,2,-2,5,71,207,0.34299516908212563
1,1,2,-2,6,32,66,0.48484848484848486
1,1,2,-2,7,66,151,0.4370860927152318
1,1,2,-1,0,1842,4341,0.424326192121631
1,1,2,-1,1,1018,2303,0.44203213200173685
1,1,2,-1,2,340,719,0.4728789986091794
1,1,2,-1,3,443,924,0.47943722943722944
1,1,2,-1,4,119,248,0.4798387096774194
1,1,2,-1,5,218,449,0.48552338530066813
1,1,2,-1,6,80,161,0.4968944099378882
1,1,2,-1,7,153,301,0.5083056478405316
1,1,2,0,0,10550,19371,0.5446285684786537
1,1,2,0,1,5712,10149,0.5628140703517588
1,1,2,0,2,1693,2973,0.5694584594685503
1,1,2,0,3,2338,4062,0.5755785327424914
1,1,2,0,4,579,999,0.5795795795795796
1,1,2,0,5,1098,1849,0.5938345051379124
1,1,2,0,6,382,630,0.6063492063492063
1,1,2,0,7,731,1199,0.609674728940784
1,1,2,1,0,1551,2368,0.6549831081081081
1,1,2,1,1,1486,2319,0.6407934454506252
1,1,2,1,2,841,1238,0.6793214862681745
1,1,2,1,3,1155,1731,0.6672443674176777
1,1,2,1,4,310,453,0.6843267108167771
1,1,2,1,5,644,900,0.7155555555555555
1,1,2,1,6,293,439,0.6674259681093394
1,1,2,1,7,473,670,0.7059701492537314
1,1,2,2,0,988,1308,0.7553516819571865
1,1,2,2,1,865,1124,0.7695729537366548
1,1,2,2,2,483,634,0.7618296529968455
1,1,2,2,3,606,798,0.7593984962406015
1,1,2,2,4,190,252,0.753968253968254
1,1,2,2,5,328,413,0.7941888619854721
1,1,2,2,6,152,198,0.7676767676767676
1,1,2,2,7,226,288,0.7847222222222222
1,1,2,3,0,618,741,0.8340080971659919
1,1,2,3,1,434,525,0.8266666666666667
1,1,2,3,2,279,341,0.8181818181818182
1,1,2,3,3,315,376,0.8377659574468085
1,1,2,3,4,99,120,0.825
1,1,2,3,5,166,195,0.8512820512820513
1,1,2,3,6,81,97,0.8350515463917526
1,1,2,3,7,122,140,0.8714285714285714
1,1,2,4,0,284,326,0.8711656441717791
1,1,2,4,1,202,232,0.8706896551724138
1,1,2,4,2,150,166,0.9036144578313253
1,1,2,4,3,147,169,0.8698224852071006
1,1,2,4,4,52,58,0.896551724137931
1,1,2,4,5,82,92,0.8913043478260869
1,1,2,4,6,35,43,0.813953488372093
1,1,2,4,7,47,51,0.9215686274509803
1,1,2,5,0,124,132,0.9393939393939394
1,1,2,5,1,77,85,0.9058823529411765
1,1,2,5,2,58,67,0.8656716417910447
1,1,2,5,3,35,39,0.8974358974358975
1,1,2,5,4,23,26,0.8846153846153846
1,1,2,5,5,30,33,0.9090909090909091
1,1,2,5,6,24,26,0.9230769230769231
1,1,2,5,7,26,30,0.8666666666666667
1,1,2,6,0,51,54,0.9444444444444444
1,1,2,6,1,39,42,0.9285714285714286
1,1,2,6,2,26,26,1.0
1,1,2,6,3,22,26,0.8461538461538461
1,1,2,6,4,8,8,1.0
1,1,2,6,5,9,12,0.75
1,1,2,6,6,6,6,1.0
1,1,2,6,7,5,5,1.0
1,1,2,7,0,17,17,1.0
1,1,2,7,1,18,18,1.0
1,1,2,7,2,12,12,1.0
1,1,2,7,3,11,11,1.0
1,1,2,7,4,3,3,1.0
1,1,2,7,5,3,3,1.0
1,1,2,7,6,6,6,1.0
1,1,2,7,7,3,3,1.0
1,1,2,8,0,8,8,1.0
1,1,2,8,1,4,4,1.0
1,1,2,8,2,5,5,1.0
1,1,2,8,3,2,2,1.0
1,1,2,8,4,3,3,1.0
1,1,2,8,5,4,4,1.0
1,1,2,8,7,1,1,1.0
1,1,2,9,0,5,5,1.0
1,1,2,9,1,5,5,1.0
1,1,2,9,2,2,2,1.0
1,1,2,9,3,2,2,1.0
1,1,2,9,5,2,2,1.0
1,1,2,9,7,2,2,1.0
1,1,2,10,0,6,6,1.0
1,1,2,10,1,2,3,0.6666666666666666
1,1,2,10,2,3,3,1.0
1,1,2,10,3,2,2,1.0
1,1,2,10,4,2,2,1.0
1,1,2,10,6,1,1,1.0
1,1,2,10,7,2,2,1.0
2,0,0,-10,0,1,13,0.07692307692307693
2,0,0,-10,1,0,3,0.0
2,0,0,-10,3,0,2,0.0
2,0,0,-9,0,0,13,0.0
2,0,0,-9,1,0,4,0.0
2,0,0,-9,2,0,1,0.0
2,0,0,-9,6,0,1,0.0
2,0,0,-8,0,0,18,0.0
2,0,0,-8,1,0,5,0.0
2,0,0,-8,3,0,1,0.0
2,0,0,-8,7,0,1,0.0
2,0,0,-7,0,0,52,0.0
