season,team_id,team_abv,team_name,team_league_id,team_league,team_level_id,team_level_abv,player_id,player_full_name,player_first_name,player_last_name,player_use_name,player_initial_name,player_position,pitching_W,pitching_L,pitching_W%,pitching_ERA,pitching_RA9,pitching_G,pitching_GS,pitching_GF,pitching_CG,pitching_QS,pitching_SHO,pitching_SVO,pitching_SV,pitching_HLD,pitching_BS,pitching_IP_str,pitching_IP,pitching_BF,pitching_AB,pitching_R,pitching_H,pitching_2B,pitching_3B,batting_R,pitching_ER,pitching_HR,pitching_TB,pitching_BB,pitching_IBB,pitching_SO,pitching_HBP,pitching_BK,pitching_GiDP,pitching_GiDP_opp,pitching_CI,pitching_IR,pitching_IRS,pitching_BqR,pitching_BqRS,pitching_RS,pitching_SF,pitching_SB,pitching_CS,pitching_PK,pitching_FH,pitching_PH,pitching_LH,pitching_FO,pitching_GO,pitching_AO,pitching_pop_outs,pitching_line_outs,pitching_PI,pitching_total_swings,pitching_swing_and_misses,pitching_balls_in_play,pitching_PI_strikes,pitching_PI_balls,pitching_WP,pitching_WHIP,pitching_H/9,pitching_HR/9,pitching_BB/9,pitching_SO/9,pitching_BABiP,pitching_SO/BB,pitching_BA,pitching_OBP,pitching_SLG,pitching_SO%,pitching_BB/SO,pitching_PI/PA,pitching_HR/PA,pitching_SO/PA,pitching_BB/PA,pitching_PI/IP
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,685050.0,William Miranda,William,Miranda,William,W Miranda,P,0.0,0.0,,54.054,54.054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.333,4.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,2.0,5.0,1.0,0.0,6.006,54.054,0.0,0.0,27.027,1.0,,0.667,0.75,1.333,0.25,0.0,1.5,0.0,0.25,0.0,18.018
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,694063.0,Roberto Bautista,Roberto,Bautista,Roberto,R Bautista,P,0.0,2.0,0.0,10.126,13.501,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.1,5.333,29.0,23.0,8.0,7.0,1.0,1.0,8.0,6.0,0.0,10.0,5.0,0.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,9.0,4.0,2.0,0.0,58.0,27.0,7.0,20.0,30.0,28.0,3.0,2.25,11.813,0.0,8.438,5.063,0.35,0.6,0.304,0.448,0.522,0.103,1.667,2.0,0.0,0.103,0.172,10.876
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,699022.0,Samuel Fabian,Samuel,Fabian,Samuel,S Fabian,P,1.0,1.0,0.5,9.679,11.717,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.2,17.667,97.0,72.0,23.0,26.0,3.0,2.0,23.0,19.0,1.0,36.0,21.0,0.0,10.0,2.0,0.0,2.0,15.0,0.0,3.0,3.0,13.0,7.0,9.0,2.0,3.0,1.0,0.0,4.0,0.0,13.0,14.0,21.0,17.0,3.0,0.0,191.0,93.0,29.0,64.0,94.0,97.0,11.0,2.66,13.245,0.509,10.698,5.094,0.424,0.476,0.361,0.505,0.583,0.103,2.1,1.969,0.01,0.103,0.216,10.811
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,692849.0,Fraimin Marte,Fraimin,Marte,Fraimin,F Marte,P,0.0,1.0,0.0,7.172,8.016,15.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,21.1,21.333,103.0,77.0,19.0,17.0,5.0,3.0,19.0,17.0,0.0,28.0,21.0,0.0,15.0,2.0,1.0,1.0,17.0,0.0,5.0,3.0,3.0,1.0,10.0,3.0,2.0,0.0,0.0,3.0,0.0,11.0,24.0,12.0,36.0,8.0,4.0,202.0,107.0,42.0,65.0,110.0,92.0,7.0,1.781,7.172,0.0,8.86,6.328,0.288,0.714,0.221,0.388,0.468,0.146,1.4,1.961,0.0,0.146,0.204,9.469
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,691363.0,Brayan Ramirez,Brayan,Ramirez,Brayan,B Ramirez,P,0.0,5.0,0.0,7.01,8.048,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,34.667,163.0,135.0,31.0,40.0,9.0,3.0,31.0,27.0,2.0,61.0,21.0,0.0,29.0,5.0,1.0,1.0,18.0,0.0,0.0,0.0,11.0,7.0,23.0,2.0,9.0,8.0,0.0,4.0,0.0,21.0,30.0,29.0,39.0,6.0,3.0,308.0,186.0,78.0,108.0,197.0,111.0,7.0,1.76,10.385,0.519,5.452,7.529,0.373,1.381,0.296,0.405,0.556,0.178,0.724,1.89,0.012,0.178,0.129,8.885
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,692384.0,Marlyn Almonte,Marlyn,Almonte,Marlyn,M Almonte,P,0.0,0.0,,6.752,6.752,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.333,8.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,17.0,8.0,3.0,5.0,8.0,9.0,1.0,3.001,13.503,6.752,13.503,6.752,0.25,0.5,0.333,0.5,1.0,0.125,2.0,2.125,0.125,0.125,0.25,12.753
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,702100.0,Juan Severino,Juan,Severino,Juan,J Severino,P,2.0,2.0,0.5,6.113,9.679,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.2,17.667,100.0,78.0,19.0,25.0,2.0,1.0,19.0,12.0,1.0,32.0,17.0,0.0,17.0,4.0,0.0,2.0,11.0,0.0,2.0,2.0,4.0,2.0,17.0,1.0,3.0,0.0,0.0,4.0,0.0,14.0,9.0,20.0,17.0,6.0,2.0,192.0,105.0,43.0,62.0,113.0,79.0,8.0,2.377,12.736,0.509,8.66,8.66,0.407,1.0,0.321,0.46,0.462,0.17,1.0,1.92,0.01,0.17,0.17,10.868
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,684711.0,Yonael Dominguez,Yonael,Dominguez,Yonael,Y Dominguez,P,3.0,2.0,0.6,5.22,6.3,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,228.0,214.0,35.0,71.0,10.0,4.0,35.0,29.0,3.0,98.0,6.0,0.0,50.0,6.0,0.0,3.0,33.0,0.0,0.0,0.0,6.0,0.0,32.0,2.0,6.0,4.0,2.0,6.0,2.0,40.0,32.0,45.0,50.0,14.0,4.0,366.0,298.0,132.0,166.0,316.0,50.0,9.0,1.54,12.78,0.54,1.08,9.0,0.428,8.333,0.332,0.364,0.537,0.219,0.12,1.605,0.013,0.219,0.026,7.32
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,686339.0,Wilmer Ortega,Wilmer,Ortega,Wilmer,W Ortega,P,0.0,3.0,0.0,4.846,6.231,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,180.0,147.0,27.0,35.0,6.0,3.0,27.0,21.0,2.0,53.0,26.0,0.0,39.0,6.0,0.0,1.0,17.0,0.0,0.0,0.0,9.0,5.0,15.0,0.0,10.0,8.0,0.0,5.0,0.0,11.0,22.0,33.0,41.0,10.0,9.0,365.0,203.0,94.0,109.0,227.0,138.0,12.0,1.564,8.077,0.462,6.0,9.0,0.311,1.5,0.238,0.374,0.435,0.217,0.667,2.028,0.011,0.217,0.144,9.359
2021.0,2097.0,DSL CARR,DSL Cardinals Red,130.0,DSL,16.0,RK,684707.0,Eduar Pimentel,Eduar,Pimentel,Eduar,E Pimentel,P,1.0,1.0,0.5,4.154,5.815,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.2,21.667,95.0,79.0,14.0,19.0,3.0,1.0,14.0,10.0,0.0,24.0,14.0,0.0,17.0,2.0,0.0,0.0,14.0,0.0,10.0,3.0,2.0,1.0,8.0,0.0,5.0,2.0,0.0,4.0,0.0,8.0,18.0,16.0,27.0,7.0,2.0,182.0,112.0,50.0,62.0,113.0,69.0,7.0,1.523,7.892,0.0,5.815,7.061,0.306,1.214,0.241,0.368,0.354,0.179,0.824,1.916,0.0,0.179,0.147,8.4
