season,team_id,team_abv,team_name,team_league_id,team_league,team_level_id,team_level_abv,player_id,player_full_name,player_first_name,player_last_name,player_use_name,player_initial_name,player_position,pitching_W,pitching_L,pitching_W%,pitching_ERA,pitching_RA9,pitching_G,pitching_GS,pitching_GF,pitching_CG,pitching_QS,pitching_SHO,pitching_SVO,pitching_SV,pitching_HLD,pitching_BS,pitching_IP_str,pitching_IP,pitching_BF,pitching_AB,pitching_R,pitching_H,pitching_2B,pitching_3B,batting_R,pitching_ER,pitching_HR,pitching_TB,pitching_BB,pitching_IBB,pitching_SO,pitching_HBP,pitching_BK,pitching_GiDP,pitching_GiDP_opp,pitching_CI,pitching_IR,pitching_IRS,pitching_BqR,pitching_BqRS,pitching_RS,pitching_SF,pitching_SB,pitching_CS,pitching_PK,pitching_FH,pitching_PH,pitching_LH,pitching_FO,pitching_GO,pitching_AO,pitching_pop_outs,pitching_line_outs,pitching_PI,pitching_total_swings,pitching_swing_and_misses,pitching_balls_in_play,pitching_PI_strikes,pitching_PI_balls,pitching_WP,pitching_WHIP,pitching_H/9,pitching_HR/9,pitching_BB/9,pitching_SO/9,pitching_BABiP,pitching_SO/BB,pitching_BA,pitching_OBP,pitching_SLG,pitching_SO%,pitching_BB/SO,pitching_PI/PA,pitching_HR/PA,pitching_BB/PA,pitching_PI/IP
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,809332.0,Johan Zapata,Johan,Zapata,Johan,J Zapata,P,0.0,0.0,,6.749,6.749,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.667,12.0,7.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,27.0,7.0,1.0,6.0,9.0,18.0,0.0,1.875,3.375,0.0,13.498,3.375,0.167,0.25,0.143,0.5,0.143,0.083,4.0,2.25,0.0,0.333,10.124
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,808354.0,Linbel Jimenez,Linbel,Jimenez,Linbel,L Jimenez,P,1.0,1.0,0.5,6.567,6.932,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.2,24.667,120.0,88.0,19.0,23.0,5.0,1.0,19.0,18.0,0.0,30.0,25.0,0.0,25.0,4.0,0.0,1.0,9.0,0.0,1.0,0.0,15.0,7.0,23.0,3.0,10.0,4.0,0.0,3.0,0.0,11.0,23.0,14.0,29.0,3.0,3.0,270.0,132.0,66.0,66.0,141.0,129.0,11.0,1.946,8.392,0.0,9.121,9.121,0.383,1.0,0.261,0.433,0.409,0.208,1.0,2.25,0.0,0.208,10.946
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,699129.0,Dikember Sanchez,Dikember,Sanchez,Dikember,D Sanchez,P,0.0,5.0,0.0,6.494,7.519,15.0,0.0,10.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,26.1,26.333,124.0,104.0,22.0,30.0,5.0,0.0,22.0,19.0,1.0,38.0,16.0,2.0,33.0,1.0,1.0,2.0,23.0,0.0,8.0,3.0,2.0,1.0,7.0,2.0,4.0,1.0,0.0,4.0,0.0,10.0,10.0,24.0,20.0,5.0,5.0,241.0,151.0,77.0,74.0,174.0,67.0,7.0,1.747,10.253,0.342,5.468,11.279,0.426,2.062,0.288,0.382,0.423,0.266,0.485,1.944,0.008,0.129,9.152
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,808319.0,Luis Guevara,Luis,Guevara,Luis,L Guevara,P,5.0,2.0,0.714,5.559,6.618,12.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,34.0,34.0,154.0,139.0,25.0,38.0,9.0,3.0,25.0,21.0,2.0,59.0,11.0,0.0,26.0,2.0,2.0,2.0,20.0,1.0,0.0,0.0,7.0,2.0,30.0,1.0,8.0,1.0,0.0,11.0,0.0,13.0,14.0,42.0,34.0,13.0,7.0,255.0,184.0,69.0,114.0,193.0,62.0,4.0,1.441,10.059,0.529,2.912,6.882,0.327,2.364,0.273,0.333,0.525,0.169,0.423,1.656,0.013,0.071,7.5
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,807655.0,Elias Gonzalez,Elias,Gonzalez,Elias,E Gonzalez,P,1.0,1.0,0.5,5.283,7.044,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,15.333,68.0,50.0,12.0,8.0,2.0,0.0,12.0,9.0,3.0,19.0,12.0,0.0,9.0,4.0,4.0,1.0,9.0,0.0,12.0,5.0,0.0,0.0,13.0,2.0,7.0,3.0,0.0,4.0,0.0,3.0,18.0,11.0,24.0,3.0,3.0,132.0,62.0,19.0,43.0,70.0,62.0,2.0,1.304,4.696,1.761,7.044,5.283,0.139,0.75,0.16,0.353,0.48,0.132,1.333,1.941,0.044,0.176,8.609
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,808213.0,Lenin Mendez,Lenin,Mendez,Lenin,L Mendez,P,2.0,3.0,0.4,4.725,5.737,12.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,26.2,26.667,118.0,95.0,17.0,23.0,5.0,1.0,17.0,14.0,0.0,30.0,17.0,0.0,26.0,4.0,0.0,2.0,20.0,0.0,4.0,2.0,4.0,2.0,20.0,2.0,0.0,2.0,2.0,8.0,0.0,8.0,17.0,23.0,25.0,5.0,3.0,225.0,142.0,71.0,71.0,149.0,76.0,3.0,1.5,7.762,0.0,5.737,8.775,0.343,1.529,0.242,0.373,0.379,0.22,0.654,1.907,0.0,0.144,8.437
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,802070.0,David Dominguez,David,Dominguez,David,D Dominguez,P,3.0,1.0,0.75,4.5,6.0,13.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,24.0,115.0,84.0,16.0,16.0,3.0,0.0,16.0,12.0,0.0,19.0,24.0,1.0,30.0,4.0,1.0,0.0,15.0,1.0,11.0,5.0,6.0,2.0,15.0,2.0,13.0,0.0,0.0,5.0,1.0,5.0,19.0,15.0,25.0,3.0,3.0,252.0,138.0,81.0,56.0,147.0,105.0,7.0,1.667,6.0,0.0,9.0,11.25,0.308,1.25,0.19,0.386,0.262,0.261,0.8,2.191,0.0,0.209,10.5
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,800318.0,Ranwell Smith,Ranwell,Smith,Ranwell,R Smith,P,2.0,4.0,0.333,4.339,5.786,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,37.333,175.0,145.0,24.0,40.0,10.0,1.0,24.0,18.0,1.0,55.0,22.0,0.0,41.0,7.0,1.0,4.0,18.0,0.0,8.0,4.0,9.0,3.0,28.0,1.0,5.0,5.0,4.0,11.0,0.0,13.0,15.0,40.0,25.0,7.0,3.0,335.0,213.0,108.0,105.0,228.0,107.0,6.0,1.661,9.643,0.241,5.304,9.884,0.382,1.864,0.276,0.394,0.462,0.234,0.537,1.914,0.006,0.126,8.973
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,808254.0,Ismael Yanez,Ismael,Yanez,Ismael,I Yanez,P,0.0,0.0,,4.119,5.491,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,19.667,89.0,65.0,12.0,11.0,3.0,0.0,12.0,9.0,0.0,14.0,19.0,0.0,26.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,8.0,4.0,13.0,0.0,3.0,4.0,0.0,2.0,0.0,5.0,8.0,15.0,13.0,3.0,2.0,204.0,104.0,65.0,39.0,117.0,87.0,4.0,1.525,5.034,0.0,8.695,11.898,0.282,1.368,0.169,0.393,0.262,0.292,0.731,2.292,0.0,0.213,10.373
2023.0,2101.0,D-BW2,DSL Brewers 2,130.0,DSL,16.0,RK,699316.0,Pedro Quintana,Pedro,Quintana,Pedro,P Quintana,P,0.0,0.0,,3.857,5.4,12.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,11.2,11.667,57.0,43.0,7.0,8.0,3.0,0.0,7.0,5.0,1.0,14.0,11.0,0.0,11.0,3.0,0.0,0.0,11.0,0.0,6.0,3.0,5.0,3.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,7.0,13.0,11.0,2.0,2.0,117.0,63.0,31.0,32.0,65.0,52.0,4.0,1.629,6.171,0.771,8.485,8.485,0.226,1.0,0.186,0.386,0.419,0.193,1.0,2.053,0.018,0.193,10.028
