team,year,total_war,bat_war,pit_war,actual_w
CHN,1957,14.489999999999998,8.069999999999999,6.42,62
CLE,1957,20.07,15.340000000000002,4.7299999999999995,76
BRO,1957,32.08,20.939999999999998,11.14,84
PHI,1957,32.550000000000004,18.42,14.13,77
NY1,1957,19.699999999999996,13.909999999999998,5.789999999999999,69
CHA,1957,33.03,23.34,9.690000000000001,90
BOS,1957,35.809999999999995,26.49,9.319999999999999,82
CIN,1957,30.73,26.740000000000002,3.9899999999999998,80
PIT,1957,22.930000000000003,15.120000000000001,7.810000000000001,62
NYA,1957,34.84,24.720000000000002,10.120000000000001,98
WS1,1957,5.76,3.15,2.61,55
DET,1957,25.68,18.64,7.04,78
SLN,1957,32.17999999999999,23.599999999999994,8.58,87
BAL,1957,27.28,14.03,13.25,76
KC1,1957,3.58,2.66,0.9200000000000002,59
ML1,1958,38.16,24.87,13.29,92
CHN,1958,21.83,19.979999999999997,1.8500000000000003,72
SFN,1958,24.2,19.47,4.73,80
WS1,1958,10.740000000000002,7.570000000000001,3.17,61
SLN,1958,18.75,14.69,4.0600000000000005,72
PHI,1958,27.96,17.15,10.81,69
CHA,1958,25.279999999999998,18.869999999999997,6.410000000000001,82
CLE,1958,18.15,14.149999999999999,4.0,77
CIN,1958,29.909999999999997,20.099999999999998,9.809999999999999,76
PIT,1958,27.54,18.21,9.33,84
NYA,1958,40.07,29.71,10.360000000000001,92
KC1,1958,18.42,12.420000000000002,6.000000000000001,73
BOS,1958,30.49,23.46,7.0299999999999985,79
DET,1958,29.45,18.55,10.899999999999999,77
LAN,1958,12.11,10.469999999999999,1.6400000000000001,71
BAL,1958,29.92,12.62,17.3,74
ML1,1959,37.57000000000001,24.390000000000004,13.18,86
WS1,1959,23.249999999999996,12.739999999999997,10.51,63
SFN,1959,39.46,28.47,10.99,83
CHN,1959,23.260000000000005,17.250000000000004,6.010000000000002,74
PHI,1959,18.270000000000003,10.0,8.270000000000001,64
CHA,1959,27.630000000000003,16.82,10.81,94
CIN,1959,33.29,27.93,5.360000000000001,74
NYA,1959,31.979999999999997,23.2,8.78,79
CLE,1959,15.339999999999998,14.399999999999999,0.9399999999999998,89
KC1,1959,14.45,9.66,4.789999999999999,66
DET,1959,33.269999999999996,27.579999999999995,5.6899999999999995,76
SLN,1959,28.82,21.7,7.12,71
BAL,1959,27.65,14.699999999999998,12.95,74
BOS,1959,26.450000000000003,23.35,3.0999999999999996,75
PIT,1959,29.270000000000003,18.180000000000003,11.090000000000002,78
LAN,1959,28.150000000000002,21.840000000000003,6.31,88
ML1,1960,34.42999999999999,25.369999999999994,9.06,88
WS1,1960,24.96,17.11,7.8500000000000005,73
SFN,1960,39.88,24.84,15.040000000000001,79
CHN,1960,14.46,9.58,4.88,60
PHI,1960,19.39,8.219999999999999,11.170000000000002,59
DET,1960,29.499999999999993,18.189999999999998,11.309999999999997,71
CIN,1960,26.24,16.369999999999997,9.870000000000001,67
CHA,1960,35.86,26.939999999999998,8.92,87
LAN,1960,29.259999999999998,18.239999999999995,11.020000000000001,82
CLE,1960,10.78,10.34,0.4399999999999998,76
BAL,1960,25.78,16.92,8.86,89
KC1,1960,12.97,11.850000000000001,1.1199999999999999,58
NYA,1960,33.12,29.369999999999997,3.75,97
BOS,1960,19.15,14.289999999999997,4.86,65
SLN,1960,34.11,20.380000000000003,13.73,86
PIT,1960,54.510000000000005,36.03,18.48,95
ML1,1961,28.589999999999996,23.609999999999996,4.98,83
BAL,1961,35.129999999999995,21.52,13.61,95
MIN,1961,31.759999999999998,25.6,6.159999999999998,70
SFN,1961,34.22,23.31,10.91,85
CHN,1961,31.44,24.400000000000002,7.039999999999999,64
PHI,1961,10.419999999999998,3.46,6.959999999999999,47
CHA,1961,41.370000000000005,31.220000000000002,10.15,86
KC1,1961,12.2,13.049999999999999,-0.8500000000000001,61
LAN,1961,42.06,31.34,10.719999999999999,89
CLE,1961,22.98,21.48,1.5,78
LAA,1961,12.090000000000002,13.770000000000001,-1.6799999999999997,70
CIN,1961,30.689999999999998,23.319999999999997,7.369999999999999,93
NYA,1961,55.23000000000001,43.27000000000001,11.96,109
DET,1961,53.67999999999999,44.63999999999999,9.04,101
SLN,1961,26.009999999999998,18.409999999999997,7.6,80
WS2,1961,15.14,10.530000000000001,4.61,61
BOS,1961,20.449999999999996,20.729999999999997,-0.2799999999999998,76
PIT,1961,41.63,26.15,15.480000000000002,75
ML1,1962,40.01,27.72,12.289999999999997,86
BAL,1962,27.76,17.23,10.530000000000001,77
DET,1962,39.760000000000005,31.320000000000007,8.440000000000001,85
MIN,1962,54.599999999999994,42.599999999999994,12.0,91
SFN,1962,57.300000000000004,44.63,12.67,103
CHN,1962,16.44,13.280000000000001,3.16,59
KC1,1962,12.120000000000001,17.26,-5.140000000000001,72
CLE,1962,12.499999999999998,11.219999999999999,1.28,80
HOU,1962,33.04,12.4,20.64,64
PHI,1962,27.99,21.99,5.999999999999999,81
CHA,1962,45.13,30.28,14.850000000000001,85
NYN,1962,7.23,10.42,-3.19,40
LAA,1962,29.03,19.820000000000004,9.209999999999999,86
PIT,1962,41.95,23.43,18.52,93
NYA,1962,51.36,39.96,11.399999999999999,96
CIN,1962,39.54,31.05,8.489999999999998,98
SLN,1962,44.91,31.69,13.219999999999999,84
BOS,1962,30.58,24.99,5.59,76
WS2,1962,17.68,12.599999999999998,5.080000000000001,60
LAN,1962,58.72,39.8,18.920000000000005,102
ML1,1963,39.46,24.75,14.71,84
BAL,1963,36.48,22.209999999999997,14.27,86
CLE,1963,24.099999999999998,11.589999999999998,12.51,79
DET,1963,26.65,20.58,6.0699999999999985,79
MIN,1963,51.89000000000001,37.900000000000006,13.990000000000002,91
PIT,1963,36.22,15.53,20.69,74
SFN,1963,52.290000000000006,33.35000000000001,18.939999999999998,88
SLN,1963,56.660000000000004,38.81,17.85,93
KC1,1963,21.589999999999996,11.969999999999999,9.62,73
PHI,1963,43.3,24.34,18.96,87
HOU,1963,29.18,4.7,24.48,66
CHN,1963,38.02,18.57,19.450000000000003,82
NYA,1963,54.2,35.89,18.31,104
WS2,1963,7.030000000000001,4.160000000000001,2.87,56
LAN,1963,55.150000000000006,28.03,27.120000000000005,99
BOS,1963,39.120000000000005,24.91,14.21,76
NYN,1963,-4.649999999999999,-10.339999999999998,5.6899999999999995,51
CIN,1963,50.3,27.659999999999997,22.639999999999997,86
CHA,1963,55.620000000000005,30.080000000000002,25.54,94
LAA,1963,24.869999999999997,13.8,11.069999999999999,70
ML1,1964,47.080000000000005,34.660000000000004,12.42,88
BAL,1964,48.3,30.419999999999998,17.88,97
LAA,1964,34.94,13.84,21.099999999999998,82
DET,1964,39.34,28.880000000000003,10.459999999999999,85
MIN,1964,50.709999999999994,38.13999999999999,12.57,79
PHI,1964,48.24,27.92,20.32,92
PIT,1964,55.17,32.65,22.52,80
SFN,1964,50.830000000000005,30.850000000000005,19.98,90
NYN,1964,17.14,7.89,9.250000000000002,53
KC1,1964,6.220000000000002,7.880000000000003,-1.6600000000000004,57
CLE,1964,39.730000000000004,24.29,15.440000000000001,79
CHN,1964,39.17999999999999,26.669999999999998,12.509999999999998,76
HOU,1964,27.08,3.560000000000001,23.519999999999996,66
NYA,1964,54.739999999999995,34.25,20.49,99
WS2,1964,11.489999999999998,5.1,6.39,62
CIN,1964,54.75000000000001,28.630000000000003,26.120000000000005,92
SLN,1964,50.010000000000005,33.230000000000004,16.78,93
BOS,1964,31.249999999999993,22.269999999999996,8.979999999999999,72
CHA,1964,48.620000000000005,25.88,22.740000000000002,98
LAN,1964,46.31,17.94,28.37,80
ML1,1965,47.6,30.060000000000002,17.54,86
BAL,1965,31.319999999999997,14.389999999999997,16.93,94
CAL,1965,25.989999999999995,8.599999999999998,17.389999999999997,75
DET,1965,42.64,26.22,16.419999999999998,89
PHI,1965,53.010000000000005,30.41,22.6,85
PIT,1965,54.67,32.31,22.36,90
MIN,1965,43.85000000000001,31.640000000000008,12.210000000000003,102
SFN,1965,57.42,33.83,23.59,95
CHN,1965,27.440000000000005,16.060000000000002,11.38,72
CLE,1965,53.480000000000004,31.69,21.79,87
HOU,1965,41.43,21.0,20.43,65
NYA,1965,34.28999999999999,16.229999999999997,18.06,77
CHA,1965,49.68,26.380000000000003,23.299999999999997,95
WS2,1965,10.689999999999998,7.119999999999999,3.5699999999999994,70
SLN,1965,32.07,19.6,12.47,80
BOS,1965,36.29,24.060000000000002,12.229999999999999,62
KC1,1965,20.03,13.620000000000001,6.41,59
NYN,1965,3.6700000000000013,-2.1699999999999995,5.840000000000001,50
CIN,1965,63.52,48.260000000000005,15.26,89
LAN,1965,51.599999999999994,25.6,25.999999999999996,97
ATL,1966,52.120000000000005,35.68,16.44,85
CHA,1966,42.49,17.12,25.37,83
CAL,1966,23.88,11.159999999999997,12.720000000000002,80
MIN,1966,50.4,26.45,23.95,89
PHI,1966,50.03,31.379999999999995,18.650000000000002,87
PIT,1966,65.72999999999999,45.47,20.259999999999998,92
SFN,1966,55.42,29.3,26.120000000000005,93
CHN,1966,34.43,24.43,10.0,59
CLE,1966,42.9,20.43,22.47,81
BAL,1966,52.989999999999995,32.58,20.41,97
HOU,1966,40.599999999999994,20.7,19.9,72
LAN,1966,68.5,33.160000000000004,35.339999999999996,95
NYA,1966,32.980000000000004,15.510000000000002,17.47,70
KC1,1966,19.04,11.33,7.710000000000001,74
NYN,1966,13.759999999999998,7.229999999999999,6.529999999999999,66
BOS,1966,33.47,21.959999999999997,11.51,72
WS2,1966,22.810000000000002,8.84,13.97,71
SLN,1966,36.400000000000006,18.54,17.860000000000003,83
DET,1966,42.29,30.419999999999998,11.87,88
CIN,1966,34.91,19.28,15.629999999999999,76
ATL,1967,41.63999999999999,22.669999999999998,18.969999999999995,77
BOS,1967,49.18000000000001,30.800000000000004,18.380000000000003,92
HOU,1967,39.79,19.05,20.74,69
CHA,1967,37.84,10.410000000000002,27.43,89
LAN,1967,51.11,20.61,30.5,73
WS2,1967,21.319999999999997,2.8400000000000003,18.479999999999997,76
PHI,1967,59.9,28.12,31.779999999999998,82
PIT,1967,37.95,22.77,15.18,81
MIN,1967,66.59,36.769999999999996,29.82,91
SFN,1967,55.53,30.540000000000006,24.99,91
CLE,1967,37.379999999999995,13.79,23.59,75
NYA,1967,26.980000000000004,7.320000000000002,19.66,72
BAL,1967,38.92,17.63,21.29,76
KC1,1967,22.269999999999996,5.119999999999999,17.15,62
CHN,1967,43.6,26.55,17.05,87
CIN,1967,46.86,21.049999999999997,25.810000000000002,87
NYN,1967,13.74,0.9999999999999997,12.74,61
SLN,1967,65.46000000000001,37.430000000000014,28.029999999999998,101
DET,1967,51.06,34.62,16.44,91
CAL,1967,28.46,10.68,17.78,84
ATL,1968,52.21,20.29,31.92,81
BOS,1968,40.63999999999999,21.68,18.959999999999994,86
HOU,1968,44.19,12.500000000000002,31.689999999999998,72
NYN,1968,41.35,10.26,31.09,73
LAN,1968,50.480000000000004,15.57,34.910000000000004,76
WS2,1968,18.990000000000002,3.92,15.07,65
PHI,1968,43.78,15.03,28.75,76
PIT,1968,50.03,23.529999999999998,26.500000000000004,80
MIN,1968,51.18,21.009999999999998,30.17,79
CHA,1968,26.930000000000003,3.3000000000000007,23.630000000000003,67
SFN,1968,71.66,36.349999999999994,35.309999999999995,88
CLE,1968,47.91999999999999,19.58,28.339999999999993,86
NYA,1968,35.79,12.19,23.599999999999998,83
CHN,1968,49.38,28.040000000000003,21.34,84
CIN,1968,47.57,26.68,20.89,83
OAK,1968,42.33,19.650000000000002,22.68,82
BAL,1968,49.18,23.160000000000004,26.019999999999996,91
SLN,1968,71.21000000000001,36.25,34.96,97
DET,1968,62.17,35.11,27.06,103
CAL,1968,14.829999999999998,1.2999999999999992,13.53,67
