team,year,total_war,bat_war,pit_war,actual_w
BOS,1985,43.53,28.210000000000004,15.319999999999999,81
HOU,1985,42.39999999999999,25.57,16.829999999999995,83
CLE,1985,5.700000000000001,7.840000000000001,-2.14,60
NYN,1985,53.99,28.06,25.930000000000003,98
CHA,1985,21.22,7.579999999999998,13.64,85
OAK,1985,13.1,12.15,0.9499999999999991,77
KCA,1985,32.64,8.46,24.18,91
TEX,1985,9.68,1.9699999999999993,7.71,62
TOR,1985,36.05,21.25,14.8,99
NYA,1985,39.11,23.290000000000003,15.819999999999999,97
ATL,1985,14.13,7.550000000000001,6.58,66
CIN,1985,39.16,20.999999999999996,18.16,89
CAL,1985,23.729999999999997,10.329999999999998,13.399999999999999,90
DET,1985,32.199999999999996,16.09,16.109999999999996,84
SDN,1985,35.720000000000006,20.450000000000003,15.270000000000001,83
SEA,1985,15.679999999999998,10.799999999999999,4.879999999999999,74
CHN,1985,32.620000000000005,22.84,9.780000000000001,77
MON,1985,42.099999999999994,18.59,23.509999999999998,84
ML4,1985,1.62,-3.999999999999999,5.619999999999999,71
MIN,1985,24.98,9.33,15.65,77
BAL,1985,28.009999999999998,19.75,8.26,83
PHI,1986,40.83,25.299999999999997,15.530000000000001,86
NYN,1986,72.82,45.4,27.419999999999995,108
SFN,1986,37.96000000000001,19.670000000000005,18.290000000000003,83
CLE,1986,26.259999999999998,25.849999999999998,0.40999999999999986,84
PIT,1986,35.989999999999995,20.869999999999997,15.120000000000001,64
LAN,1986,50.58,25.619999999999997,24.96,73
BOS,1986,46.5,30.6,15.899999999999997,95
SDN,1986,21.369999999999997,12.58,8.79,74
HOU,1986,61.400000000000006,33.9,27.500000000000004,96
CHA,1986,9.07,-1.810000000000001,10.88,72
OAK,1986,15.700000000000001,12.55,3.1500000000000004,76
KCA,1986,28.180000000000003,8.39,19.790000000000003,76
TOR,1986,42.169999999999995,23.16,19.009999999999994,86
MIN,1986,28.810000000000002,21.66,7.15,71
CIN,1986,38.84,22.020000000000003,16.819999999999997,86
ATL,1986,32.62,14.449999999999998,18.17,72
BAL,1986,17.74,7.47,10.269999999999998,73
DET,1986,29.75,23.869999999999997,5.880000000000002,87
NYA,1986,34.11,22.68,11.430000000000003,90
MON,1986,31.469999999999995,12.129999999999999,19.339999999999996,78
SEA,1986,10.600000000000001,4.460000000000001,6.140000000000001,67
CAL,1986,35.72,18.21,17.51,92
CHN,1986,31.629999999999995,17.49,14.139999999999999,70
ML4,1986,16.950000000000003,4.8100000000000005,12.14,77
TEX,1986,23.839999999999996,19.33,4.51,87
SLN,1986,23.370000000000005,9.51,13.860000000000003,79
PHI,1987,30.47,23.439999999999998,7.03,80
SFN,1987,57.96000000000001,37.64000000000001,20.320000000000004,90
CLE,1987,11.430000000000001,15.010000000000002,-3.58,61
NYN,1987,61.120000000000005,39.440000000000005,21.68,92
LAN,1987,28.090000000000003,11.290000000000001,16.8,73
CAL,1987,16.990000000000002,12.64,4.35,75
HOU,1987,43.52,23.4,20.120000000000005,76
CHA,1987,18.450000000000003,15.520000000000001,2.93,77
KCA,1987,32.290000000000006,15.110000000000001,17.180000000000003,83
TOR,1987,42.67,24.790000000000003,17.88,96
BOS,1987,33.83,23.430000000000003,10.399999999999999,78
MIN,1987,25.02,21.18,3.8400000000000003,85
DET,1987,44.89,33.87,11.02,98
CIN,1987,36.050000000000004,23.810000000000002,12.240000000000002,84
PIT,1987,24.0,18.57,5.43,80
ATL,1987,24.049999999999997,20.939999999999998,3.11,69
OAK,1987,36.849999999999994,23.709999999999997,13.14,81
SDN,1987,20.95,15.38,5.569999999999999,65
NYA,1987,31.54,21.19,10.35,89
SLN,1987,47.980000000000004,31.540000000000003,16.44,95
SEA,1987,27.57,21.0,6.569999999999999,78
ML4,1987,36.09,22.37,13.72,91
MON,1987,52.790000000000006,30.8,21.990000000000002,91
TEX,1987,19.32,22.35,-3.03,75
CHN,1987,34.26,26.69,7.5699999999999985,76
BAL,1987,4.199999999999998,7.739999999999999,-3.540000000000001,67
SDN,1988,42.43000000000001,19.050000000000004,23.38,83
ML4,1988,21.13,-0.14000000000000146,21.27,87
NYA,1988,31.020000000000003,17.6,13.420000000000002,85
SFN,1988,48.769999999999996,23.57,25.2,83
SLN,1988,36.239999999999995,14.239999999999998,22.0,76
CLE,1988,26.82,6.190000000000001,20.63,78
BAL,1988,0.5799999999999992,-5.07,5.6499999999999995,54
LAN,1988,59.900000000000006,24.5,35.400000000000006,94
CAL,1988,18.07,5.789999999999999,12.280000000000001,75
HOU,1988,41.69,17.549999999999997,24.14,82
NYN,1988,79.58999999999999,43.46999999999999,36.12,100
CHA,1988,4.980000000000001,-3.96,8.940000000000001,71
SEA,1988,18.96,4.82,14.140000000000002,68
DET,1988,26.47,9.86,16.61,88
TOR,1988,30.04,16.84,13.2,87
BOS,1988,46.53,23.53,23.000000000000004,89
PHI,1988,14.689999999999998,3.3199999999999994,11.37,65
OAK,1988,43.33,20.419999999999998,22.91,104
PIT,1988,44.11,22.119999999999997,21.990000000000002,85
ATL,1988,16.639999999999997,0.6500000000000001,15.989999999999997,54
CHN,1988,48.5,28.34,20.159999999999997,77
KCA,1988,34.29,12.36,21.93,84
MON,1988,42.95,21.290000000000003,21.66,81
TEX,1988,17.86,7.529999999999999,10.33,70
CIN,1988,33.46,13.110000000000001,20.349999999999998,87
MIN,1988,39.620000000000005,22.21,17.410000000000004,91
SDN,1989,37.650000000000006,19.11,18.540000000000003,89
CLE,1989,23.809999999999995,-0.2999999999999998,24.109999999999996,73
MON,1989,55.25,27.499999999999996,27.75,81
BAL,1989,19.98,7.81,12.17,87
LAN,1989,36.4,9.530000000000003,26.869999999999997,77
CAL,1989,28.689999999999998,5.4399999999999995,23.25,91
HOU,1989,33.62,10.16,23.459999999999997,86
MIN,1989,29.92,18.06,11.860000000000001,80
TEX,1989,31.67,14.03,17.64,83
NYA,1989,24.330000000000002,11.540000000000003,12.79,74
BOS,1989,39.2,17.85,21.35,83
OAK,1989,36.11,12.62,23.490000000000002,99
TOR,1989,42.25,15.47,26.78,89
PIT,1989,24.029999999999994,7.58,16.449999999999996,74
ATL,1989,23.6,6.889999999999999,16.71,63
CIN,1989,30.629999999999995,11.139999999999999,19.489999999999995,75
DET,1989,-0.4299999999999997,-2.49,2.0600000000000005,59
CHN,1989,50.93000000000001,27.27,23.660000000000004,93
KCA,1989,42.42,8.79,33.63,92
CHA,1989,11.530000000000001,2.04,9.49,69
SEA,1989,22.810000000000002,7.609999999999999,15.200000000000001,73
ML4,1989,25.43,7.52,17.91,81
SFN,1989,45.550000000000004,27.250000000000004,18.3,92
SLN,1989,54.029999999999994,28.339999999999996,25.689999999999998,86
NYN,1989,50.13999999999999,24.029999999999998,26.109999999999996,87
PHI,1989,28.239999999999995,17.15,11.089999999999998,67
SDN,1990,40.96000000000001,23.580000000000005,17.380000000000003,75
MON,1990,42.33,24.38,17.949999999999996,85
CLE,1990,13.239999999999998,6.709999999999999,6.529999999999999,77
BAL,1990,13.09,5.13,7.96,76
SFN,1990,32.120000000000005,20.790000000000003,11.329999999999998,85
CAL,1990,25.83,4.27,21.56,80
HOU,1990,15.079999999999998,2.13,12.95,75
CIN,1990,55.6,33.88,21.72,91
NYA,1990,5.960000000000001,-1.8800000000000003,7.840000000000001,67
PIT,1990,57.11,35.35,21.759999999999998,95
OAK,1990,46.33,26.82,19.509999999999998,103
BOS,1990,40.57,12.25,28.32,88
LAN,1990,45.2,25.0,20.200000000000003,86
TOR,1990,41.739999999999995,18.019999999999996,23.720000000000002,86
DET,1990,19.87,15.81,4.06,79
CHN,1990,38.400000000000006,22.98,15.420000000000003,77
ATL,1990,40.33,24.06,16.27,65
PHI,1990,21.560000000000002,14.470000000000002,7.09,77
KCA,1990,24.57,6.17,18.4,75
NYN,1990,76.56,43.71,32.85,91
CHA,1990,29.979999999999997,8.319999999999999,21.66,94
SEA,1990,25.660000000000004,7.14,18.520000000000003,77
ML4,1990,28.68,12.06,16.62,74
TEX,1990,27.35,11.060000000000002,16.29,83
MIN,1990,21.18,5.5600000000000005,15.62,74
SLN,1990,40.11000000000001,16.82,23.290000000000006,70
CAL,1991,18.220000000000006,0.43000000000000016,17.790000000000006,81
CLE,1991,7.9499999999999975,-10.790000000000001,18.74,57
SLN,1991,43.04,23.509999999999998,19.53,84
DET,1991,33.79,24.009999999999998,9.780000000000001,84
TOR,1991,37.31,10.33,26.98,91
BAL,1991,22.110000000000003,7.670000000000001,14.440000000000001,67
SFN,1991,29.86,17.0,12.860000000000001,75
HOU,1991,15.969999999999999,2.3100000000000005,13.659999999999998,65
ATL,1991,59.059999999999995,32.48,26.58,94
SDN,1991,34.11,14.519999999999998,19.59,84
PHI,1991,18.07,8.02,10.05,78
OAK,1991,22.02,15.67,6.3500000000000005,84
MON,1991,26.380000000000003,12.290000000000001,14.09,71
NYA,1991,22.080000000000002,7.6,14.480000000000002,71
LAN,1991,55.620000000000005,27.939999999999998,27.680000000000007,93
CHN,1991,38.58,20.12,18.46,77
PIT,1991,67.3,42.12,25.18,98
CIN,1991,42.31999999999999,25.419999999999998,16.9,74
KCA,1991,32.06,8.499999999999998,23.560000000000002,82
ML4,1991,28.240000000000002,16.03,12.21,83
BOS,1991,30.869999999999997,15.259999999999998,15.610000000000001,84
NYN,1991,50.339999999999996,24.179999999999996,26.16,77
SEA,1991,21.28,8.860000000000001,12.42,83
MIN,1991,37.19,20.54,16.65,95
CHA,1991,28.919999999999998,17.57,11.349999999999998,87
TEX,1991,36.339999999999996,24.72,11.62,85
CHA,1992,25.810000000000002,12.18,13.63,86
SLN,1992,40.18000000000001,18.44,21.740000000000002,83
TOR,1992,50.129999999999995,26.009999999999998,24.119999999999997,96
CLE,1992,19.130000000000003,7.59,11.540000000000003,76
MON,1992,47.769999999999996,21.160000000000004,26.609999999999996,87
SEA,1992,16.46,8.92,7.540000000000001,64
PHI,1992,29.299999999999997,15.439999999999998,13.860000000000001,70
BAL,1992,37.81,17.619999999999997,20.19,89
LAN,1992,37.199999999999996,13.44,23.759999999999998,63
HOU,1992,33.06999999999999,12.54,20.529999999999998,81
CHN,1992,33.31999999999999,16.999999999999996,16.32,78
ATL,1992,62.86,36.11,26.75,98
SDN,1992,41.58,19.33,22.25,82
OAK,1992,28.869999999999997,15.0,13.87,96
NYA,1992,24.990000000000002,12.48,12.51,76
DET,1992,22.799999999999997,18.519999999999996,4.28,75
NYN,1992,29.160000000000004,7.82,21.340000000000003,72
CIN,1992,53.68,26.92,26.759999999999998,90
PIT,1992,51.239999999999995,28.42,22.819999999999997,96
SFN,1992,18.699999999999996,1.6999999999999995,16.999999999999996,72
ML4,1992,30.15,12.530000000000001,17.619999999999997,92
BOS,1992,14.020000000000001,-5.6899999999999995,19.71,73
KCA,1992,18.09,-2.05,20.14,72
CAL,1992,-4.039999999999997,-17.409999999999997,13.37,72
MIN,1992,30.619999999999997,11.829999999999998,18.79,90
TEX,1992,29.069999999999997,11.129999999999999,17.939999999999998,77
OAK,1993,2.5700000000000003,0.6400000000000003,1.9299999999999997,68
SLN,1993,41.949999999999996,26.279999999999998,15.67,87
TOR,1993,46.35,30.580000000000002,15.769999999999998,95
CLE,1993,18.21,13.860000000000003,4.35,76
MON,1993,37.19,17.259999999999998,19.93,94
SEA,1993,27.03,12.040000000000003,14.989999999999998,82
PHI,1993,67.34,45.449999999999996,21.89,97
BAL,1993,26.369999999999997,15.549999999999999,10.82,85
HOU,1993,59.19,35.89,23.3,85
FLO,1993,21.54,9.88,11.66,64
LAN,1993,48.36,25.939999999999998,22.42,81
SDN,1993,11.93,5.77,6.159999999999999,61
ATL,1993,71.85000000000001,43.68,28.170000000000005,104
NYN,1993,29.690000000000005,15.19,14.500000000000004,59
DET,1993,33.14,28.119999999999997,5.02,85
CHA,1993,34.32,16.669999999999998,17.650000000000002,94
PIT,1993,29.560000000000002,21.07,8.490000000000002,75
ML4,1993,11.73,3.41,8.32,69
COL,1993,19.529999999999998,15.719999999999999,3.8099999999999996,67
SFN,1993,53.67,34.660000000000004,19.01,103
NYA,1993,35.650000000000006,25.930000000000003,9.719999999999999,88
CIN,1993,22.240000000000002,12.46,9.780000000000001,73
KCA,1993,24.950000000000003,3.209999999999999,21.740000000000002,84
MIN,1993,18.580000000000002,6.06,12.520000000000001,71
CHN,1993,39.27,26.060000000000002,13.21,84
TEX,1993,25.200000000000003,10.120000000000001,15.08,86
BOS,1993,31.660000000000004,13.81,17.85,80
CAL,1993,8.0,3.4099999999999997,4.590000000000001,71
FLO,1994,15.940000000000001,13.09,2.8500000000000005,51
OAK,1994,12.05,13.41,-1.36,51
SLN,1994,23.94,17.94,6.000000000000001,53
TOR,1994,20.33,15.17,5.159999999999999,55
CLE,1994,36.400000000000006,25.560000000000006,10.84,66
MON,1994,48.5,29.77,18.73,74
SEA,1994,20.159999999999997,14.349999999999998,5.8100000000000005,49
BAL,1994,25.19,18.860000000000003,6.329999999999999,63
SDN,1994,29.2,15.180000000000001,14.019999999999998,47
LAN,1994,38.349999999999994,24.749999999999996,13.600000000000001,58
ATL,1994,48.33,27.419999999999998,20.909999999999997,68
HOU,1994,39.120000000000005,27.900000000000002,11.22,66
CHN,1994,23.98,14.620000000000001,9.36,49
PHI,1994,22.98,11.31,11.67,54
DET,1994,20.280000000000005,23.320000000000004,-3.04,53
MIN,1994,16.76,15.72,1.0400000000000003,53
PIT,1994,16.76,9.8,6.96,53
TEX,1994,20.02,18.79,1.2299999999999998,52
SFN,1994,23.9,16.88,7.02,55
BOS,1994,18.35,13.740000000000002,4.61,54
COL,1994,23.119999999999997,18.599999999999998,4.52,53
NYN,1994,25.819999999999993,15.829999999999997,9.989999999999998,55
NYA,1994,34.85,28.21,6.640000000000001,70
CIN,1994,43.64,29.419999999999998,14.220000000000002,66
KCA,1994,27.07,14.599999999999998,12.47,64
ML4,1994,11.39,9.31,2.08,53
CHA,1994,32.790000000000006,21.44,11.350000000000001,67
CAL,1994,11.430000000000001,11.030000000000001,0.40000000000000013,47
FLO,1995,28.42,20.66,7.76,67
CAL,1995,35.3,24.54,10.759999999999998,78
BAL,1995,30.960000000000004,22.210000000000004,8.75,71
NYN,1995,22.509999999999998,9.84,12.67,69
BOS,1995,39.870000000000005,24.290000000000003,15.58,86
TOR,1995,13.89,14.3,-0.4099999999999999,56
CLE,1995,46.24000000000001,31.760000000000005,14.48,100
MON,1995,32.74,17.700000000000003,15.04,66
SEA,1995,38.44,25.360000000000003,13.079999999999998,79
CIN,1995,56.169999999999995,36.41,19.759999999999998,85
SDN,1995,27.13,19.18,7.95,70
LAN,1995,53.78,33.57,20.21,78
PIT,1995,24.259999999999998,13.61,10.649999999999999,58
ATL,1995,64.53999999999999,38.61,25.929999999999996,90
HOU,1995,52.73,31.879999999999995,20.85,76
COL,1995,42.1,32.63,9.469999999999999,77
SLN,1995,7.959999999999999,-1.9899999999999998,9.95,62
DET,1995,5.299999999999998,7.079999999999998,-1.7800000000000002,60
MIN,1995,3.8200000000000003,11.5,-7.68,56
TEX,1995,21.28,12.760000000000003,8.52,74
SFN,1995,17.21,16.05,1.16,67
OAK,1995,20.259999999999998,14.25,6.01,67
NYA,1995,31.919999999999998,21.54,10.379999999999999,79
CHN,1995,33.470000000000006,25.810000000000002,7.660000000000001,73
KCA,1995,12.149999999999999,7.749999999999999,4.399999999999999,70
ML4,1995,14.059999999999999,16.99,-2.9300000000000006,65
PHI,1995,16.130000000000003,7.090000000000002,9.04,69
CHA,1995,22.309999999999995,19.619999999999997,2.6899999999999995,68
FLO,1996,34.92,21.550000000000004,13.370000000000001,80
NYA,1996,39.25,26.929999999999996,12.32,92
BAL,1996,44.53999999999999,39.449999999999996,5.09,88
NYN,1996,29.53,18.110000000000003,11.42,71
SLN,1996,37.31,24.9,12.41,88
PIT,1996,21.45,15.01,6.4399999999999995,73
CLE,1996,60.46999999999999,48.68999999999999,11.78,99
MON,1996,53.400000000000006,33.53,19.87,88
SEA,1996,43.93,43.47,0.45999999999999996,85
PHI,1996,12.560000000000004,-0.5499999999999996,13.110000000000003,67
CAL,1996,13.32,18.54,-5.22,70
COL,1996,39.01,38.36,0.6499999999999996,83
SDN,1996,54.67,32.6,22.07,91
LAN,1996,49.16,26.95,22.21,90
SFN,1996,15.440000000000001,10.010000000000002,5.43,68
DET,1996,-8.100000000000001,6.979999999999998,-15.079999999999998,53
ATL,1996,76.48,41.82000000000001,34.66,96
HOU,1996,52.9,35.79,17.11,82
CHA,1996,42.78999999999999,33.279999999999994,9.510000000000002,85
OAK,1996,18.830000000000002,19.96,-1.13,78
MIN,1996,17.86,19.939999999999998,-2.08,78
BOS,1996,20.6,16.5,4.1000000000000005,85
CIN,1996,34.62,25.529999999999998,9.09,81
TOR,1996,22.029999999999998,18.58,3.4499999999999993,74
CHN,1996,24.840000000000003,17.630000000000003,7.210000000000001,76
TEX,1996,48.589999999999996,36.25,12.339999999999998,90
ML4,1996,21.22,21.99,-0.7700000000000007,80
KCA,1996,19.290000000000003,8.38,10.910000000000002,75
FLO,1997,44.160000000000004,27.020000000000003,17.14,92
HOU,1997,51.12,31.469999999999995,19.650000000000002,84
CHN,1997,18.16,13.93,4.230000000000001,68
NYN,1997,39.05,26.08,12.97,88
ANA,1997,29.909999999999997,26.269999999999996,3.6400000000000006,84
PIT,1997,43.28,28.68,14.600000000000001,79
BAL,1997,43.05,27.270000000000003,15.779999999999998,98
CLE,1997,44.26,34.64,9.62,86
SEA,1997,44.62,31.6,13.019999999999998,90
PHI,1997,21.29,12.96,8.33,68
MON,1997,42.69,28.019999999999996,14.67,78
LAN,1997,46.019999999999996,30.39,15.629999999999999,88
SDN,1997,30.109999999999992,23.019999999999996,7.089999999999998,76
COL,1997,44.11,40.14,3.9700000000000006,83
SFN,1997,51.5,34.66,16.840000000000003,90
ML4,1997,16.57,6.530000000000001,10.040000000000001,78
OAK,1997,8.34,6.5600000000000005,1.78,65
ATL,1997,78.63,48.01999999999999,30.61,101
MIN,1997,25.11,15.409999999999997,9.700000000000001,68
SLN,1997,52.44,32.86,19.579999999999995,73
CHA,1997,18.279999999999998,14.069999999999999,4.21,80
KCA,1997,17.43,9.879999999999999,7.550000000000001,67
BOS,1997,34.82,25.450000000000003,9.37,78
NYA,1997,48.27,28.09,20.180000000000003,96
CIN,1997,22.28,11.53,10.75,76
TOR,1997,17.32,1.8499999999999999,15.47,76
TEX,1997,26.560000000000002,19.810000000000002,6.749999999999999,77
DET,1997,23.119999999999997,16.31,6.8100000000000005,79
CHA,1998,22.810000000000006,23.580000000000005,-0.7699999999999999,80
COL,1998,46.77,38.84,7.93,77
PHI,1998,31.21,20.25,10.959999999999999,75
CHN,1998,52.58,38.96,13.62,90
NYN,1998,41.99,27.240000000000002,14.749999999999998,88
TEX,1998,58.03,39.99,18.04,88
BAL,1998,46.949999999999996,33.44,13.509999999999998,79
CLE,1998,39.25,28.18,11.07,89
HOU,1998,70.75999999999999,45.529999999999994,25.230000000000004,102
DET,1998,16.75,12.09,4.66,65
SEA,1998,28.39,22.13,6.260000000000001,76
ARI,1998,27.450000000000003,19.52,7.9300000000000015,65
ANA,1998,21.700000000000003,11.600000000000001,10.1,85
MON,1998,17.310000000000002,6.880000000000001,10.430000000000001,65
SDN,1998,61.5,38.63,22.87,98
SFN,1998,46.52,33.99,12.530000000000001,89
ATL,1998,82.55000000000001,54.400000000000006,28.15,106
LAN,1998,47.45,25.32,22.13,83
KCA,1998,9.820000000000004,4.370000000000002,5.450000000000001,72
BOS,1998,42.89,26.75,16.14,92
FLO,1998,1.349999999999998,3.0299999999999985,-1.6800000000000004,54
OAK,1998,23.02,15.759999999999998,7.260000000000001,74
TBA,1998,15.540000000000003,9.65,5.8900000000000015,63
CIN,1998,24.199999999999996,17.659999999999997,6.539999999999999,77
NYA,1998,48.989999999999995,29.939999999999994,19.049999999999997,114
PIT,1998,30.15,13.899999999999999,16.25,69
TOR,1998,31.98,21.05,10.93,88
MIL,1998,31.08,21.24,9.84,74
MIN,1998,21.38,11.049999999999999,10.33,70
SLN,1998,33.540000000000006,24.970000000000002,8.57,83
CHA,1999,17.02,16.209999999999997,0.8100000000000007,75
COL,1999,16.970000000000002,24.900000000000002,-7.93,72
PHI,1999,28.080000000000002,29.310000000000002,-1.2300000000000004,77
NYN,1999,51.25,37.910000000000004,13.34,97
CHN,1999,26.319999999999997,20.869999999999997,5.449999999999999,67
TEX,1999,41.32,34.91,6.410000000000001,95
MIN,1999,18.359999999999996,11.979999999999997,6.38,63
CLE,1999,43.900000000000006,38.95,4.949999999999999,97
DET,1999,19.01,17.180000000000003,1.8299999999999996,69
BAL,1999,21.29,20.53,0.7599999999999993,78
ANA,1999,0.9499999999999997,0.43000000000000016,0.5199999999999996,70
SDN,1999,25.940000000000005,18.000000000000004,7.940000000000001,74
SFN,1999,34.6,30.13,4.47,86
FLO,1999,7.910000000000002,7.4700000000000015,0.43999999999999995,64
HOU,1999,63.470000000000006,38.760000000000005,24.71,97
MIL,1999,27.630000000000003,29.830000000000002,-2.2,74
MON,1999,27.21,14.64,12.57,68
TOR,1999,30.779999999999998,24.169999999999998,6.61,84
OAK,1999,42.81,33.28,9.530000000000001,87
SEA,1999,24.75,21.77,2.98,79
ARI,1999,53.45,38.9,14.55,100
LAN,1999,35.089999999999996,29.43,5.659999999999998,77
KCA,1999,11.86,16.61,-4.750000000000001,64
PIT,1999,31.14,23.57,7.569999999999999,78
TBA,1999,9.770000000000001,8.180000000000001,1.5899999999999999,69
CIN,1999,39.849999999999994,33.089999999999996,6.76,96
ATL,1999,70.46000000000001,45.760000000000005,24.7,103
SLN,1999,31.060000000000002,25.53,5.529999999999999,75
NYA,1999,45.41,32.33,13.08,98
BOS,1999,39.74000000000001,22.290000000000003,17.450000000000003,94
CHA,2000,39.49,35.64,3.8500000000000005,95
NYN,2000,50.53999999999999,36.629999999999995,13.909999999999998,94
PHI,2000,14.930000000000003,13.200000000000003,1.7300000000000002,65
BOS,2000,33.44,17.62,15.819999999999999,85
TEX,2000,11.399999999999999,15.45,-4.050000000000001,71
MIN,2000,13.969999999999999,9.09,4.88,69
CLE,2000,50.59,42.02,8.570000000000002,90
HOU,2000,35.559999999999995,36.209999999999994,-0.65,72
BAL,2000,4.91,4.55,0.3600000000000003,74
ARI,2000,41.85,26.950000000000003,14.899999999999999,85
ANA,2000,30.679999999999996,36.66,-5.98,82
PIT,2000,24.979999999999997,22.08,2.9000000000000004,69
CHN,2000,20.29,19.06,1.2300000000000002,65
SLN,2000,44.519999999999996,38.39,6.129999999999999,95
ATL,2000,60.24,46.31,13.93,95
COL,2000,33.05,30.32,2.73,82
SFN,2000,53.05,42.28,10.77,97
DET,2000,32.19,21.009999999999998,11.18,79
LAN,2000,38.239999999999995,30.429999999999996,7.81,86
MIL,2000,14.07,13.84,0.22999999999999987,73
MON,2000,20.14,14.13,6.010000000000001,67
TOR,2000,35.05,28.65,6.4,83
SEA,2000,40.84,32.92,7.919999999999999,91
NYA,2000,38.22,30.669999999999998,7.550000000000002,87
KCA,2000,12.340000000000002,21.69,-9.35,77
FLO,2000,27.469999999999995,22.229999999999997,5.239999999999999,79
CIN,2000,25.11,23.599999999999998,1.51,85
SDN,2000,15.239999999999998,10.869999999999997,4.370000000000001,76
TBA,2000,7.970000000000001,5.7700000000000005,2.1999999999999997,69
OAK,2000,40.290000000000006,30.78,9.510000000000002,91
TBA,2001,3.3999999999999995,0.6300000000000001,2.7699999999999996,62
PHI,2001,39.35,26.89,12.46,86
NYN,2001,37.129999999999995,24.189999999999998,12.94,82
KCA,2001,7.270000000000001,7.530000000000001,-0.26,65
MIN,2001,29.309999999999995,14.93,14.379999999999997,85
CLE,2001,49.290000000000006,32.59,16.700000000000003,91
CHA,2001,25.74,18.88,6.86,83
HOU,2001,54.60000000000001,42.470000000000006,12.129999999999999,93
BAL,2001,8.099999999999998,4.129999999999999,3.9699999999999998,63
ANA,2001,24.38,13.639999999999997,10.740000000000002,75
PIT,2001,11.850000000000001,6.920000000000001,4.930000000000001,62
SDN,2001,22.120000000000005,19.220000000000002,2.9000000000000004,79
MON,2001,19.68,10.9,8.78,68
SFN,2001,63.36,43.08,20.28,90
ATL,2001,51.35,28.540000000000003,22.81,88
ARI,2001,58.86000000000001,40.63,18.230000000000004,92
SEA,2001,52.34,34.67,17.67,116
OAK,2001,48.019999999999996,26.069999999999997,21.950000000000003,102
NYA,2001,46.81999999999999,21.049999999999997,25.769999999999996,95
MIL,2001,10.959999999999997,13.399999999999999,-2.4400000000000004,68
LAN,2001,35.01,21.2,13.81,86
COL,2001,25.79,27.47,-1.6800000000000006,73
CHN,2001,50.989999999999995,30.11,20.88,88
FLO,2001,37.92999999999999,28.029999999999998,9.899999999999999,76
BOS,2001,32.3,13.029999999999998,19.270000000000003,82
SLN,2001,50.68000000000001,40.900000000000006,9.780000000000001,93
CIN,2001,19.25,13.48,5.77,66
TOR,2001,27.71,13.549999999999999,14.16,80
DET,2001,17.490000000000002,13.23,4.26,66
TEX,2001,22.069999999999997,23.179999999999996,-1.11,73
TBA,2002,-4.44,-0.8399999999999999,-3.6000000000000005,55
PHI,2002,46.56,34.03,12.530000000000001,80
BOS,2002,52.730000000000004,30.23,22.5,93
NYN,2002,31.49,15.95,15.54,75
KCA,2002,8.46,8.71,-0.2500000000000001,62
COL,2002,15.810000000000002,19.790000000000003,-3.9800000000000004,73
CHN,2002,34.03,19.189999999999998,14.840000000000002,67
CLE,2002,9.040000000000001,3.4700000000000006,5.57,74
ANA,2002,37.89,26.330000000000002,11.56,99
MON,2002,42.660000000000004,24.169999999999998,18.490000000000006,83
LAN,2002,38.239999999999995,21.4,16.84,92
SFN,2002,63.61,41.37,22.24,95
HOU,2002,51.38,32.470000000000006,18.909999999999997,84
MIL,2002,13.29,10.69,2.6,56
ARI,2002,59.879999999999995,36.76,23.119999999999997,98
BAL,2002,7.209999999999998,3.9899999999999984,3.2199999999999998,67
PIT,2002,23.429999999999996,16.479999999999997,6.95,72
TOR,2002,20.599999999999998,16.54,4.059999999999999,78
TEX,2002,18.1,20.2,-2.0999999999999996,72
ATL,2002,48.99,27.46,21.53,101
DET,2002,-2.6500000000000012,-8.520000000000001,5.87,55
CIN,2002,24.28,15.57,8.71,78
SEA,2002,41.85000000000001,26.01,15.840000000000003,93
SDN,2002,17.19,13.58,3.6100000000000017,66
FLO,2002,32.650000000000006,21.910000000000004,10.739999999999998,79
OAK,2002,44.760000000000005,22.82,21.94,103
SLN,2002,50.870000000000005,34.080000000000005,16.790000000000003,97
MIN,2002,33.72,19.140000000000004,14.579999999999998,94
CHA,2002,25.29,19.29,6.0,81
NYA,2002,60.18999999999999,32.75999999999999,27.43,103
PHI,2003,48.5,34.19,14.31,86
SFN,2003,51.41,30.97,20.44,100
NYA,2003,57.74,29.520000000000003,28.22,101
CHA,2003,41.54,25.59,15.95,86
CHN,2003,59.620000000000005,37.78,21.840000000000003,88
ANA,2003,18.05,9.450000000000001,8.6,77
TBA,2003,0.650000000000003,4.410000000000002,-3.759999999999999,63
COL,2003,28.32,27.48,0.8399999999999997,74
HOU,2003,47.239999999999995,33.01,14.229999999999999,87
ARI,2003,49.169999999999995,30.929999999999996,18.24,84
FLO,2003,62.58,42.17,20.41,91
CLE,2003,7.059999999999998,0.19999999999999868,6.859999999999999,68
MON,2003,38.510000000000005,26.020000000000003,12.489999999999998,83
BAL,2003,10.41,7.199999999999999,3.21,71
PIT,2003,20.42,14.850000000000001,5.57,75
NYN,2003,8.47,4.540000000000001,3.9299999999999997,66
LAN,2003,43.16,17.480000000000004,25.679999999999996,85
KCA,2003,23.759999999999998,21.279999999999998,2.48,83
SDN,2003,14.040000000000003,12.010000000000002,2.0300000000000002,64
TOR,2003,39.62,28.03,11.589999999999998,86
