playerID,mgr_name,yearID,teamID,G,W,L,total_war,expected_w,win_delta,mgr_value
bambege01,George Bamberger,1979,ML4,161,95,66,37.07,84.07,10.930000000000007,15.162051372528083
bambege01,George Bamberger,1982,NYN,162,65,97,13.21,60.21,4.789999999999999,6.9253392601013175
bambege01,George Bamberger,1985,ML4,161,71,90,1.62,48.62,22.380000000000003,12.366502647399905
bambege01,George Bamberger,1986,ML4,152,71,81,16.950000000000003,63.95,7.049999999999997,0.7242453575134249
bancrda01,Dave Bancroft,1924,BSN,154,53,100,20.150000000000002,67.15,-14.150000000000006,-6.475453281402594
bancrda01,Dave Bancroft,1925,BSN,153,70,83,35.25,82.25,-12.25,-3.4531869888305664
bancrda01,Dave Bancroft,1926,BSN,153,66,86,31.560000000000002,78.56,-12.560000000000002,-4.186622200012209
bancrda01,Dave Bancroft,1927,BSN,155,60,94,33.879999999999995,80.88,-20.879999999999995,-14.284284477233882
banisje01,Jeff Banister,2015,TEX,162,88,74,32.190000000000005,79.19,8.810000000000002,3.320241508483889
banisje01,Jeff Banister,2016,TEX,162,95,67,42.1,89.1,5.900000000000006,3.3221308231353817
banisje01,Jeff Banister,2017,TEX,162,78,84,19.230000000000004,66.23,11.769999999999996,5.716333885192867
banisje01,Jeff Banister,2018,TEX,152,64,88,16.419999999999998,63.42,0.5799999999999983,-4.243575973510744
barroed99,Ed Barrow,1920,BOS,154,72,81,49.7,96.7,-24.700000000000003,-12.457365226745608
bauerha01,Hank Bauer,1961,KC1,102,35,67,12.2,59.2,-24.200000000000003,-27.09041352272034
bauerha01,Hank Bauer,1962,KC1,162,72,90,12.120000000000001,59.120000000000005,12.879999999999995,7.9137829589843705
bauerha01,Hank Bauer,1964,BAL,163,97,65,48.3,95.3,1.7000000000000028,6.102709484100345
bauerha01,Hank Bauer,1965,BAL,162,94,68,31.319999999999997,78.32,15.680000000000007,16.101045958995826
bauerha01,Hank Bauer,1966,BAL,160,97,63,52.989999999999995,99.99,-2.989999999999995,2.1576569175720266
bauerha01,Hank Bauer,1967,BAL,161,76,85,38.92,85.92,-9.920000000000002,-14.927890224456789
bauerha01,Hank Bauer,1969,OAK,149,80,69,29.279999999999994,76.28,3.719999999999999,2.331028790473937
baylodo01,Don Baylor,1993,COL,162,67,95,19.529999999999998,66.53,0.46999999999999886,-0.9598688173294079
baylodo01,Don Baylor,1994,COL,117,53,64,23.119999999999997,70.12,-17.120000000000005,-15.460490341186528
baylodo01,Don Baylor,1995,COL,144,77,67,42.1,89.1,-12.099999999999994,-11.509249842166895
baylodo01,Don Baylor,1996,COL,163,83,79,39.01,86.00999999999999,-3.009999999999991,0.08440827369690851
baylodo01,Don Baylor,1997,COL,162,83,79,44.11,91.11,-8.11,-2.9192041015624994
baylodo01,Don Baylor,1998,COL,162,77,85,46.77,93.77000000000001,-16.77000000000001,-11.374078769683848
baylodo01,Don Baylor,2000,CHN,162,65,97,20.29,67.28999999999999,-2.289999999999992,-6.806604423522941
baylodo01,Don Baylor,2001,CHN,162,88,74,50.989999999999995,97.99,-9.989999999999995,-4.595534076690669
bellbu01,Buddy Bell,1996,DET,162,53,109,-8.100000000000001,38.9,14.100000000000001,4.28556308746338
bellbu01,Buddy Bell,1997,DET,162,79,83,23.119999999999997,70.12,8.879999999999995,7.996234779357906
bellbu01,Buddy Bell,1998,DET,137,52,85,16.75,63.75,-11.75,-15.758284091949463
bellbu01,Buddy Bell,2000,COL,160,81,79,33.05,80.05,0.9500000000000028,0.3452172994613676
bellbu01,Buddy Bell,2001,COL,162,73,89,25.79,72.78999999999999,0.21000000000000796,-2.2258670711517254
bellbu01,Buddy Bell,2005,KCA,109,42,67,3.7699999999999996,50.769999999999996,-8.769999999999996,-19.217878837585445
bellbu01,Buddy Bell,2006,KCA,152,58,94,4.539999999999999,51.54,6.460000000000001,-3.0580997848510734
bellbu01,Buddy Bell,2007,KCA,162,69,93,16.93,63.93,5.07,-0.6584474372863767
bellda01,David Bell,2019,CIN,155,70,85,44.58,91.58,-21.58,-16.663953857421873
bellda01,David Bell,2021,CIN,162,83,79,46.779999999999994,93.78,-10.780000000000001,-5.791691570281984
bellda01,David Bell,2022,CIN,162,62,100,-11.46,35.54,26.46,11.957631072998048
bellda01,David Bell,2023,CIN,162,82,80,22.939999999999998,69.94,12.060000000000002,4.664405403137209
bellda01,David Bell,2024,CIN,162,77,85,22.8,69.8,7.200000000000003,2.0360724449157743
berrayo01,Yogi Berra,1964,NYA,164,99,63,54.739999999999995,101.74,-2.739999999999995,6.9854648208618215
berrayo01,Yogi Berra,1972,NYN,156,83,73,27.25,74.25,8.75,14.479939460754395
berrayo01,Yogi Berra,1973,NYN,161,82,79,36.089999999999996,83.09,-1.0900000000000034,4.174607906341549
berrayo01,Yogi Berra,1974,NYN,162,71,91,37.71,84.71000000000001,-13.710000000000008,-4.186607322692879
berrayo01,Yogi Berra,1975,NYN,109,56,53,38.22,85.22,-29.22,-25.373401613235472
berrayo01,Yogi Berra,1984,NYA,162,87,75,31.269999999999996,78.27,8.730000000000004,6.199878435134892
bevinte99,Terry Bevington,1995,CHA,113,57,56,22.309999999999995,69.31,-12.310000000000002,-14.015209970474245
bevinte99,Terry Bevington,1996,CHA,163,85,77,42.78999999999999,89.78999999999999,-4.789999999999992,-2.907712736129753
bevinte99,Terry Bevington,1997,CHA,161,80,81,18.279999999999998,65.28,14.719999999999999,12.481210680007933
blackbu02,Buddy Black,2007,SDN,163,89,74,63.800000000000004,110.80000000000001,-21.80000000000001,-1.1454475402832145
blackbu02,Buddy Black,2008,SDN,162,63,99,19.47,66.47,-3.469999999999999,-7.092070789337157
blackbu02,Buddy Black,2009,SDN,162,75,87,20.36,67.36,7.640000000000001,-0.02819429397582951
blackbu02,Buddy Black,2010,SDN,161,89,72,48.099999999999994,95.1,-6.099999999999994,2.9697536468505916
blackbu02,Buddy Black,2011,SDN,162,71,91,21.520000000000003,68.52000000000001,2.4799999999999898,-2.6654682350158794
blackbu02,Buddy Black,2012,SDN,162,76,86,30.220000000000002,77.22,-1.2199999999999989,-4.7731373023986805
blackbu02,Buddy Black,2013,SDN,162,76,86,33.91,80.91,-4.909999999999997,-6.304115686416623
blackbu02,Buddy Black,2014,SDN,162,77,85,39.77,86.77000000000001,-9.77000000000001,-7.405232925415049
blackbu02,Buddy Black,2017,COL,161,87,74,52.33,99.33,-12.329999999999998,-9.158114748001097
blackbu02,Buddy Black,2018,COL,163,91,72,59.95,106.95,-15.950000000000003,-2.5202695846557646
blackbu02,Buddy Black,2019,COL,162,71,91,27.020000000000003,74.02000000000001,-3.0200000000000102,-8.472933311462413
blackbu02,Buddy Black,2021,COL,161,74,87,42.760000000000005,89.76,-15.760000000000005,-5.216278800964361
blackbu02,Buddy Black,2022,COL,162,68,94,19.900000000000002,66.9,1.0999999999999943,1.6501737594604435
blackbu02,Buddy Black,2023,COL,162,59,103,2.0,49.0,10.0,-0.12250232696533203
blackbu02,Buddy Black,2024,COL,162,61,101,2.779999999999998,49.78,11.219999999999999,1.3024289321899403
blackle01,Lena Blackburne,1929,CHA,152,59,93,20.580000000000002,67.58,-8.579999999999998,0.28269569396972827
bladera01,Ray Blades,1939,SLN,155,92,61,55.99,102.99000000000001,-10.990000000000009,0.4663417434692292
bluegos01,Ossie Bluege,1943,WS1,153,84,69,44.519999999999996,91.52,-7.519999999999996,3.403158645629887
bluegos01,Ossie Bluege,1944,WS1,154,64,90,39.5,86.5,-22.5,-10.963944435119629
bluegos01,Ossie Bluege,1945,WS1,156,87,67,43.629999999999995,90.63,-3.6299999999999955,1.74200784683228
bluegos01,Ossie Bluege,1946,WS1,155,76,78,29.159999999999997,76.16,-0.1599999999999966,-0.6109107172489132
bluegos01,Ossie Bluege,1947,WS1,154,64,90,16.05,63.05,0.9500000000000028,-1.6116998672485323
bochybr01,Bruce Bochy,1995,SDN,144,70,74,27.13,74.13,-4.1299999999999955,-3.2386930036544754
bochybr01,Bruce Bochy,1996,SDN,162,91,71,54.67,101.67,-10.670000000000002,-4.159813327789308
bochybr01,Bruce Bochy,1997,SDN,162,76,86,30.109999999999992,77.10999999999999,-1.1099999999999852,-2.7715599393844457
bochybr01,Bruce Bochy,1998,SDN,162,98,64,61.5,108.5,-10.5,3.604344367980957
bochybr01,Bruce Bochy,1999,SDN,162,74,88,25.940000000000005,72.94,1.0600000000000023,2.991318283081057
bochybr01,Bruce Bochy,2000,SDN,162,76,86,15.239999999999998,62.239999999999995,13.760000000000005,6.779180297851568
bochybr01,Bruce Bochy,2001,SDN,162,79,83,22.120000000000005,69.12,9.879999999999995,6.281810407638545
bochybr01,Bruce Bochy,2002,SDN,162,66,96,17.19,64.19,1.8100000000000023,-1.8738748455047585
bochybr01,Bruce Bochy,2003,SDN,162,64,98,14.040000000000003,61.040000000000006,2.9599999999999937,-3.1432996177673402
bochybr01,Bruce Bochy,2004,SDN,162,87,75,44.519999999999996,91.52,-4.519999999999996,-4.50550650477409
bochybr01,Bruce Bochy,2005,SDN,162,82,80,46.97,93.97,-11.969999999999999,-4.69160243988037
bochybr01,Bruce Bochy,2006,SDN,162,88,74,53.67999999999999,100.67999999999999,-12.679999999999993,-1.6241690444946215
bochybr01,Bruce Bochy,2007,SFN,162,71,91,30.619999999999997,77.62,-6.6200000000000045,-1.8569360923767135
bochybr01,Bruce Bochy,2008,SFN,162,72,90,28.83,75.83,-3.8299999999999983,-2.7791614103317244
bochybr01,Bruce Bochy,2009,SFN,162,88,74,48.3,95.3,-7.299999999999997,2.4103290557861357
bochybr01,Bruce Bochy,2010,SFN,162,92,70,58.56,105.56,-13.560000000000002,2.7724203491210915
bochybr01,Bruce Bochy,2011,SFN,162,86,76,54.09,101.09,-15.090000000000003,3.0159761047363247
bochybr01,Bruce Bochy,2012,SFN,162,94,68,64.38000000000001,111.38000000000001,-17.38000000000001,-0.9183892059326269
bochybr01,Bruce Bochy,2013,SFN,162,76,86,47.56,94.56,-18.560000000000002,-11.61957889556885
bochybr01,Bruce Bochy,2014,SFN,162,88,74,58.17,105.17,-17.17,0.9853077697753889
bochybr01,Bruce Bochy,2015,SFN,162,84,78,59.0,106.0,-22.0,-7.209729194641113
bochybr01,Bruce Bochy,2016,SFN,161,86,75,60.42999999999999,107.42999999999999,-21.429999999999993,-3.469089202880852
bochybr01,Bruce Bochy,2017,SFN,160,63,97,19.9,66.9,-3.9000000000000057,-9.816854381561285
bochybr01,Bruce Bochy,2018,SFN,162,73,89,23.759999999999998,70.75999999999999,2.240000000000009,2.620461245775232
bochybr01,Bruce Bochy,2019,SFN,162,77,85,20.52,67.52,9.480000000000004,7.646886568069462
bochybr01,Bruce Bochy,2023,TEX,162,90,72,54.78,101.78,-11.780000000000001,-5.964175491333009
bochybr01,Bruce Bochy,2024,TEX,162,78,84,25.72,72.72,5.280000000000001,1.8835478115081798
bochybr01,Bruce Bochy,2025,TEX,162,81,81,35.32,82.32,-1.3199999999999932,0.5208777713775703
bolesjo99,John Boles,1999,FLO,162,64,98,7.910000000000002,54.910000000000004,9.089999999999996,3.7308467292785608
bolesjo99,John Boles,2000,FLO,159,79,80,27.469999999999995,74.47,4.530000000000001,1.5294843006134045
