_name,_pid,projected_war,projection_std,total_pa,avg_woba,highest_level,_in_mlb
Tommy Hawke,803142,4.0,16.7,505.0,0.323,2,False
Juan Graterol,492802,4.0,16.7,369.0,0.29725,5,True
Olmo Rosario,468359,4.0,17.1,115.0,0.345,-1,False
Connor Hujsak,824615,4.0,17.9,180.0,0.32699999999999996,2,False
Michael Martinez,824765,4.0,17.3,189.0,0.307,0,False
Diwarys Encarnacion,827285,4.0,16.8,202.0,0.28,0,False
Antonio Barranca,695801,4.0,17.1,206.0,0.28500000000000003,2,False
Dominic Gonnella,695840,4.0,17.4,102.0,0.3165,0,False
Frederick Bencosme,695930,4.0,14.4,1352.0,0.27699999999999997,4,False
Jaylen Palmer,681941,4.0,13.3,1239.0,0.3,5,False
Onix Vega,681974,4.0,14.7,859.0,0.29633333333333334,5,False
Juan Centeno,518542,4.0,16.0,858.0,0.3164,5,True
Herlinton Herrera,821824,4.0,17.3,167.0,0.326,0,False
Jose Cerice,822177,4.0,17.4,179.0,0.35,0,False
Jehancarlos Mendez,823348,4.0,16.7,152.0,0.272,0,False
Klendy Leen,823652,4.0,16.5,111.0,0.291,0,False
Ramiro Dominguez,823719,4.0,16.9,143.0,0.311,0,False
Samuel Brito,823720,4.0,17.3,120.0,0.28,0,False
Lucas Spence,828599,3.9,16.7,189.0,0.34650000000000003,2,False
Joan Acevedo,827280,3.9,16.1,137.0,0.251,0,False
Carlos  Garces,823727,3.9,16.1,130.0,0.302,0,False
Payton Eeles,823356,3.9,15.2,469.0,0.4046666666666667,5,False
Brandon Butterworth,822578,3.9,15.5,190.0,0.31,3,False
Yasmani Grandal,518735,3.9,16.6,105.0,0.39199999999999996,5,True
Matt Cross,681932,3.9,15.7,151.0,0.263,3,False
J.C. Correa,682182,3.9,13.4,1117.0,0.3216,4,False
D.J. Stewart,677047,3.9,14.9,300.0,0.296,3,False
Avisail Garcia,541645,3.9,15.9,108.0,0.31124999999999997,5,True
Garrett Martin,682003,3.9,14.7,499.0,0.327,4,False
Jacen Roberson,682039,3.9,15.1,395.0,0.275,3,False
Shane Selman,682252,3.9,15.5,306.0,0.297,4,False
Jose Cordova,682276,3.9,14.1,434.0,0.2875,4,False
Cesar Berbesi,682452,3.9,15.2,239.0,0.2806666666666667,4,False
Ender Inciarte,542255,3.9,16.2,216.0,0.29900000000000004,5,True
Juan Martinez,821797,3.9,15.5,145.0,0.307,0,False
Micah Bello,677295,3.9,15.3,186.0,0.30833333333333335,3,False
Maxwell Costes,696272,3.9,14.3,537.0,0.3241428571428571,4,False
Ryan Higgins,696287,3.9,13.8,864.0,0.29250000000000004,4,False
Jordan McCants,696291,3.9,15.2,1138.0,0.2753333333333334,2,False
Brayan Mendoza,696535,3.9,16.1,104.0,0.22699999999999998,-1,False
Jair Casanova,698911,3.9,16.3,467.0,0.2353333333333333,2,False
Reiner Chourio,698930,3.9,16.3,104.0,0.329,0,False
Bryan Rincon,804858,3.9,15.3,692.0,0.3144,3,False
Luis Leon,665829,3.9,15.3,310.0,0.30800000000000005,3,False
Myles Emmerson,689880,3.9,14.2,691.0,0.30725,4,False
Jarrod Watkins,690214,3.9,14.8,256.0,0.257,3,False
Adrian Garcia,805051,3.9,15.7,125.0,0.3355,0,False
Edwin Ramos,805080,3.9,15.7,173.0,0.2975,0,False
Ronny Hernandez,805082,3.9,15.6,772.0,0.34750000000000003,2,False
Cade McGee,801629,3.9,16.0,169.0,0.299,2,False
Alex Kirilloff,666135,3.9,16.2,230.0,0.4645,5,True
Jackson Feltner,801822,3.9,15.5,472.0,0.30160000000000003,3,False
Brock Tibbitts,801903,3.9,15.7,171.0,0.332,2,False
Parker Kelly,690917,3.9,15.2,452.0,0.30650000000000005,3,False
Jace Bohrofen,690957,3.9,13.8,671.0,0.38,4,False
Drew Bowser,690958,3.9,15.7,374.0,0.31975,3,False
Chase Davis,690971,3.9,15.1,697.0,0.33359999999999995,4,False
Colby Halter,690985,3.9,14.2,490.0,0.357,4,False
Thomas Jones,666196,3.9,15.5,232.0,0.296,4,False
Mateo Gil,680771,3.9,13.2,955.0,0.2925714285714286,4,False
Jacob Campbell,680775,3.9,15.8,433.0,0.2884,3,False
Masyn Winn,691026,3.9,14.6,1129.0,0.362,5,True
Ismael Mena,691190,3.9,15.9,456.0,0.29233333333333333,2,False
Delvin Perez,666206,3.9,14.6,691.0,0.2782,5,False
Edouard Julien,666397,3.9,14.1,1007.0,0.42200000000000004,5,True
Alexis Torres,666145,3.9,16.0,138.0,0.1575,-1,False
Tre' Morgan,691003,3.9,14.9,525.0,0.3646,5,False
Kevin Parada,691006,3.9,13.5,1074.0,0.29183333333333333,4,False
Kyle Hess,680740,3.9,15.2,249.0,0.3853333333333333,3,False
Carter Aldrete,666177,3.9,13.8,901.0,0.29725,4,False
Brayden Jobert,801430,3.9,15.0,561.0,0.28125,3,False
Andrew Pintar,801464,3.9,13.4,745.0,0.2936666666666667,5,False
Austin Deming,801471,3.9,14.2,591.0,0.256,4,False
Adrian Santana,803745,3.9,15.6,594.0,0.27999999999999997,3,False
Marco Pernalete,691293,3.9,15.7,151.0,0.20600000000000002,0,False
Wyatt Hendrie,689134,3.9,14.8,878.0,0.2775714285714286,4,False
Patrick Romeri,689256,3.9,16.2,237.0,0.29774999999999996,3,False
Ashton Creal,689328,3.9,14.5,403.0,0.27375,4,False
Brett Roberts,689355,3.9,15.4,605.0,0.30075,3,False
Aldemar Burgos,664757,3.9,15.9,148.0,0.28400000000000003,-1,False
Peyton Williams,805268,3.9,13.7,880.0,0.32839999999999997,4,False
Jim Jarvis,805347,3.9,14.5,670.0,0.29800000000000004,4,False
Ignacio Alvarez,805373,3.9,13.4,1114.0,0.36119999999999997,5,True
Enmanuel Martinez,805471,3.9,15.5,125.0,0.248,0,False
Marc Filia,689537,3.9,15.7,257.0,0.301,2,False
Aldrich De Jongh,680884,3.9,15.4,239.0,0.313,3,False
Angelo DiSpigna,805701,3.9,16.1,293.0,0.39149999999999996,2,False
Ryan Lasko,805782,3.9,15.3,599.0,0.2763333333333333,3,False
Ty Hanchey,800643,3.9,16.3,288.0,0.3486666666666667,2,False
Sonny DiChiara,800685,3.9,14.6,1014.0,0.2958571428571429,5,False
Isaiah Drake,806061,3.9,15.9,444.0,0.27066666666666667,2,False
Colt Emerson,806068,3.9,15.6,536.0,0.3984,3,False
Matt Chamberlain,688632,3.9,15.0,330.0,0.3075,3,False
Pres Cavenaugh,688907,3.9,16.2,266.0,0.319,2,False
Jacob Wetzel,689047,3.9,15.0,1060.0,0.3052,3,False
Matt Scheffler,688032,3.9,16.0,557.0,0.29800000000000004,4,False
Terence Doston,688392,3.9,14.1,512.0,0.26125,4,False
TT Bowens,688449,3.9,12.7,1196.0,0.303,5,False
Joaan De Jesus,800525,3.9,15.3,153.0,0.243,0,False
Jhon Diaz,691252,3.9,15.4,1053.0,0.2566,3,False
Adrian Placencia,691269,3.9,14.4,1632.0,0.3162857142857143,4,False
Roger Leyton,691273,3.9,16.4,453.0,0.312,2,False
Luis Caicuto,691276,3.9,14.9,405.0,0.31079999999999997,3,False
Sheng-Ping Chen,691283,3.9,14.7,758.0,0.316,4,False
Junior Franco,691285,3.9,14.4,1144.0,0.29383333333333334,3,False
Angel Ortiz,691292,3.9,15.7,638.0,0.3176666666666666,3,False
Raul Beracierta,668545,3.9,15.9,344.0,0.353,2,False
Nikau Pouaka-Grego,800444,3.9,16.5,330.0,0.336,2,False
Ludwin Tejada,800456,3.9,16.4,157.0,0.283,0,False
Lyle Miller-Green,688509,3.9,15.9,150.0,0.34750000000000003,2,False
Addison Kopack,688551,3.9,15.6,168.0,0.251,3,False
Andrew Keck,806189,3.9,15.6,150.0,0.258,3,False
Tai Peete,806191,3.9,15.8,726.0,0.3215,3,False
Ralphy Velazquez,806252,3.9,15.7,572.0,0.33375000000000005,3,False
Steven Leyton,667351,3.9,15.4,307.0,0.30966666666666665,5,False
Julio E. Rodriguez,667372,3.9,14.9,770.0,0.3185,4,False
Enderson Delgado,800503,3.9,15.6,616.0,0.2765,2,False
Omar Moya,800505,3.9,15.9,108.0,0.2885,0,False
Luis De La Cruz,691331,3.9,15.9,101.0,0.34,0,False
Luis Gonzalez,691332,3.9,16.4,367.0,0.2725,2,False
Michael Guldberg,680671,3.9,15.2,355.0,0.2906666666666667,4,False
Andy Atwood,664762,3.9,14.7,394.0,0.2625,4,False
Michael Berglund,668842,3.9,14.9,433.0,0.31733333333333336,4,False
Juan Benjamin,691405,3.9,15.2,982.0,0.3275,3,False
Fabricio Valera,800376,3.9,15.9,130.0,0.3095,0,False
Todd Lott,668698,3.9,14.5,522.0,0.2763333333333334,4,False
Zach Watson,668789,3.9,15.2,572.0,0.267,4,False
Ciro Norzagaray,664021,3.9,15.3,154.0,0.23,-1,False
Tyler Johnson,806636,3.9,16.0,111.0,0.30900000000000005,2,False
July Vittini,806655,3.9,15.9,109.0,0.2925,0,False
Chris Lanzilli,687811,3.9,14.5,537.0,0.3555,3,False
Brett Rodriguez,687858,3.9,15.4,563.0,0.248,2,False
Garrett Hiott,687997,3.9,15.7,243.0,0.30100000000000005,4,False
Yannic Walther,806921,3.9,16.1,208.0,0.3026666666666667,2,False
Juan Zapata,800403,3.9,16.3,122.0,0.27249999999999996,0,False
Cesar Bonalde,800404,3.9,16.2,100.0,0.317,0,False
Brent Rooker,667670,3.9,16.4,365.0,0.45199999999999996,5,True
Wilmer Reyes,667828,3.9,15.5,174.0,0.29,3,False
Nelly Taylor,807511,3.9,15.9,543.0,0.34166666666666673,3,False
Luke Mann,680996,3.9,14.1,596.0,0.305,4,False
Wendell Marrero,687601,3.9,15.4,428.0,0.2755,3,False
Nick Shumpert,663744,3.9,16.3,123.0,0.252,3,False
Joe Davis,663761,3.9,15.3,304.0,0.318,3,False
Ryan January,663528,3.9,15.4,307.0,0.29766666666666663,4,False
AJ Lee,663529,3.9,15.6,173.0,0.304,3,False
Kody Huff,687627,3.9,14.7,854.0,0.29575,5,False
Luis Valdez,687667,3.9,14.5,931.0,0.28771428571428576,3,False
Caleb Cali,687730,3.9,14.3,627.0,0.366,4,False
Vojtech Mensik,687781,3.9,15.8,196.0,0.294,2,False
Nick Vogt,687793,3.9,15.3,740.0,0.3026666666666667,3,False
Beau Brundage,663555,3.9,16.1,142.0,0.284,3,False
Elijah Cabell,669010,3.9,15.1,346.0,0.2555,3,False
Jose Noguera,800373,3.9,15.3,164.0,0.2225,0,False
Morgan McCullough,668833,3.9,14.0,898.0,0.334,5,False
Diomedes Hernandez,800299,3.9,16.3,173.0,0.3013333333333333,2,False
Carter Graham,807728,3.9,15.4,438.0,0.3035,3,False
TJayy Walton,807737,3.9,16.3,145.0,0.302,2,False
Oscar Santos,687480,3.9,16.3,348.0,0.269,2,False
Pedro Martinez,680932,3.9,15.5,284.0,0.363,4,False
Connor Pavolony,680935,3.9,14.4,619.0,0.2718333333333333,5,False
Bernardo Heras,662966,3.9,15.5,135.0,0.268,-1,False
Rikuu Nishida,807747,3.9,15.4,748.0,0.3316,4,False
Estarling Mercado,807759,3.9,15.8,334.0,0.32866666666666666,3,False
Matthew Acosta,669101,3.9,14.9,372.0,0.26933333333333337,4,False
Ramon Mendoza,680636,3.9,13.3,1006.0,0.283875,5,False
Juan Mora,680643,3.9,15.2,683.0,0.29175,3,False
Hudson Potts,668888,3.9,15.5,567.0,0.28700000000000003,4,False
Royce Lewis,668904,3.9,15.5,235.0,0.365,5,True
John Aiello,663628,3.9,15.6,366.0,0.33799999999999997,5,False
Jake Washer,663382,3.9,15.0,329.0,0.2826666666666667,5,False
Eduarh Colina,691608,3.9,15.7,132.0,0.262,0,False
Breilin Ramirez,691633,3.9,16.1,119.0,0.27,0,False
Adrian Gonzalez,807824,3.9,15.7,150.0,0.22649999999999998,0,False
Edwin Yon,660696,3.9,15.1,196.0,0.296,3,False
Kiko Romero,687340,3.9,14.8,375.0,0.3235,3,False
Vito Friscia,687347,3.9,15.5,392.0,0.3625,5,False
Luis Guerrero,687463,3.9,15.1,333.0,0.25,4,False
Moises Moreno,808025,3.9,16.0,165.0,0.279,0,False
Riley Mahan,657669,3.9,15.9,470.0,0.33975,4,False
Roberto Ramos,657733,3.9,15.1,368.0,0.26666666666666666,5,False
Tanner Allen,669327,3.9,13.0,885.0,0.28914285714285715,4,False
Natanael Yuten,800256,3.9,15.7,943.0,0.3008,2,False
Tony Bullard,669233,3.9,15.2,347.0,0.294,3,False
Francisco Del Valle,669303,3.9,15.6,247.0,0.229,3,False
Albert Belliard,800282,3.9,15.9,113.0,0.198,0,False
Marty Bechina,680393,3.9,14.9,408.0,0.3006666666666667,5,False
Eli Wilson,670250,3.9,14.8,497.0,0.30000000000000004,4,False
Craig Dedelow,670286,3.9,15.5,554.0,0.3275,5,False
Fidel Castro,669858,3.9,16.1,130.0,0.294,2,False
Andrew Daschbach,669898,3.9,15.9,402.0,0.309,4,False
Jeremy Ydens,669918,3.9,15.2,149.0,0.256,3,False
Fabian Machado,691655,3.9,15.4,174.0,0.253,2,False
Jose Rodriguez,679563,3.9,15.2,1141.0,0.3135,5,True
Jacob Teter,679628,3.9,14.1,520.0,0.29633333333333334,4,False
Ben Aklinski,679701,3.9,16.2,105.0,0.2965,-1,False
Henry Guerrero,800147,3.9,15.7,181.0,0.2575,0,False
Delvis Matos,800151,3.9,16.2,208.0,0.22266666666666665,0,False
Wilifer Estrella,800163,3.9,16.3,101.0,0.268,0,False
Ty Duvall,669649,3.9,15.6,236.0,0.32266666666666666,3,False
Brady Whalen,669714,3.9,14.9,751.0,0.31757142857142856,5,False
Brenny Escanio,691601,3.9,14.9,915.0,0.29679999999999995,3,False
Miguel Briceno,691605,3.9,15.3,582.0,0.31779999999999997,2,False
Bryan De La Cruz,650559,3.9,15.4,233.0,0.3056666666666667,5,True
Anthony Scull,703430,3.9,15.7,843.0,0.313,3,False
Ryan Gold,670394,3.9,15.7,201.0,0.326,4,False
Jeffry Parra,670399,3.9,15.3,180.0,0.357,3,False
Kyle Karros,691720,3.9,13.5,782.0,0.3695,4,True
Alsander Womack,703920,3.9,14.1,990.0,0.2996,4,False
Max Wright,659435,3.9,14.8,333.0,0.3116666666666667,3,False
Evan White,657108,3.9,15.9,107.0,0.338,5,True
Paul DeJong,657557,3.9,15.7,270.0,0.40449999999999997,5,True
Blake Klassen,687116,3.9,15.9,189.0,0.317,2,False
Dilan Rosario,687125,3.9,15.1,737.0,0.27359999999999995,4,False
Zach Neto,687263,3.9,16.0,259.0,0.42324999999999996,5,True
Troy Schreffler,687285,3.9,14.6,597.0,0.31425,3,False
Joseph Diaz,808112,3.9,15.6,101.0,0.268,0,False
Tyler Hill,656540,3.9,15.7,154.0,0.3105,5,False
Ramon Rodriguez,670232,3.9,13.1,814.0,0.29050000000000004,5,False
Kristian Delgado,653245,3.9,15.9,115.0,0.26949999999999996,-1,False
Nathanael German,808255,3.9,16.0,131.0,0.25,0,False
Leyderman Ruiz,808266,3.9,15.9,128.0,0.299,0,False
Dariel Gomez,649810,3.9,14.0,571.0,0.3195,4,False
Gersel Pitre,649957,3.9,16.1,111.0,0.361,-1,False
Carlos Herrera,650508,3.9,15.9,137.0,0.27949999999999997,-1,False
Juan Flores,808129,3.9,14.3,659.0,0.27525,3,False
Ti'Quan Forbes,656431,3.9,16.0,386.0,0.305,4,False
Zach Ashford,687055,3.9,15.8,357.0,0.3,4,False
Josh Rivera,687069,3.9,15.4,517.0,0.24200000000000002,4,False
Yan Contreras,687073,3.9,15.1,233.0,0.29525,3,False
Nic Gaddis,687090,3.9,14.6,385.0,0.2845,4,False
Misael Gonzalez,687113,3.9,16.5,365.0,0.268,2,False
Joenelly Van Der Linden,808156,3.9,15.5,114.0,0.245,0,False
Mason Bolivar,808165,3.9,16.1,161.0,0.329,0,False
Geisel Cepeda,808206,3.9,14.2,580.0,0.28500000000000003,4,False
Enrique Valdez,678823,3.9,15.8,469.0,0.28175,3,False
Sam Praytor,671217,3.9,15.4,431.0,0.3308,4,False
Jorge Ona,671250,3.9,16.0,403.0,0.296,4,False
Jhonanderson Robain,808284,3.9,16.3,103.0,0.252,0,False
Shed Long Jr.,643418,3.9,15.3,258.0,0.29075,5,True
Mike Tauchman,643565,3.9,15.6,103.0,0.383,5,True
Drake Baldwin,686948,3.9,13.7,1116.0,0.34259999999999996,5,True
Silas Ardoin,686976,3.9,13.9,944.0,0.311,4,False
Juan Uribe,808322,3.9,15.6,153.0,0.289,0,False
Chad Delancey,808328,3.9,16.4,143.0,0.267,0,False
Tim Elko,671284,3.9,14.8,1348.0,0.355125,5,True
Daniel Vellojin,678962,3.9,14.4,849.0,0.28085714285714286,4,False
Jesus Moreno,678986,3.9,15.9,260.0,0.25525000000000003,3,False
Madison Santos,679027,3.9,16.2,297.0,0.312,2,False
Kevin Richards,670863,3.9,15.6,366.0,0.2806666666666667,3,False
Esmith Pineda,703204,3.9,15.5,763.0,0.33499999999999996,2,False
Michael Harris II,671739,3.9,15.8,222.0,0.41800000000000004,5,True
Matt Coutney,671925,3.9,13.5,1123.0,0.31757142857142856,4,False
T.J. Schofield-Sam,672013,3.9,15.8,1435.0,0.3372857142857143,3,False
Denzel Clarke,672016,3.9,14.1,1279.0,0.36233333333333334,5,True
Agustin Marcano,808330,3.9,15.6,116.0,0.26233333333333336,0,False
Yordys Valdes,686798,3.9,13.9,1232.0,0.2612,5,False
James Beard,686808,3.9,16.4,343.0,0.27449999999999997,3,False
Will Matthiessen,686843,3.9,14.7,442.0,0.25433333333333336,4,False
Tommy Jew,686845,3.9,14.0,378.0,0.263,3,False
Sheldon Neuse,641914,3.9,16.0,113.0,0.428,5,True
William Bergolla,703151,3.9,14.4,751.0,0.3434,4,False
Anthony Gutierrez,703152,3.9,14.7,894.0,0.327,3,False
Freili Encarnacion,703175,3.9,15.6,635.0,0.29150000000000004,2,False
Jesus Castillo,691913,3.9,15.5,963.0,0.2864,3,False
Enmanuel Terrero,691927,3.9,16.1,723.0,0.3276,3,False
Jake DeLeo,691939,3.9,14.6,558.0,0.2776666666666667,3,False
Jacob Heyward,641689,3.9,15.3,370.0,0.285,4,False
Ryan Lidge,641787,3.9,15.9,109.0,0.332,-1,False
Jesus Abreu,808672,3.9,16.0,168.0,0.2955,0,False
Hunter Fitz-Gerald,686638,3.9,14.4,400.0,0.313,4,False
Julian Escobedo,686659,3.9,15.8,574.0,0.2945,4,False
Tevin Tucker,686683,3.9,15.5,386.0,0.2846666666666667,3,False
Jake Snider,686744,3.9,15.4,916.0,0.3415,3,False
Daniel Ozoria,672460,3.9,15.6,212.0,0.261,4,False
Dillon Head,702977,3.9,15.9,316.0,0.31575,2,False
Ronny Ramirez,703035,3.9,16.2,109.0,0.379,0,False
Yunior Garcia,678832,3.9,14.9,735.0,0.2863333333333334,3,False
Eliezel Stevens,678844,3.9,15.6,253.0,0.35525000000000007,3,False
Norkis Marcos,678850,3.9,16.3,216.0,0.20450000000000002,4,False
Manuel Garcia,678851,3.9,15.5,117.0,0.2875,2,False
Christopher De La Cruz,678865,3.9,16.2,278.0,0.2926666666666667,2,False
Oswaldo Linares,692021,3.9,15.4,685.0,0.31240000000000007,3,False
Elijah Hainline,809944,3.9,16.7,186.0,0.3245,2,False
Wuilfredo Antunez,686404,3.9,15.7,932.0,0.35459999999999997,3,False
Drew Compton,686541,3.9,14.8,685.0,0.33659999999999995,4,False
Ryan Jackson,810838,3.9,15.8,163.0,0.375,2,False
Spencer Nivens,811289,3.9,13.8,619.0,0.3053333333333333,4,False
Justin Riemer,811312,3.9,15.3,189.0,0.3406666666666667,3,False
Luis Arias,811323,3.9,16.1,113.0,0.249,0,False
Josh Kross,811339,3.9,16.3,179.0,0.3775,2,False
Émilien Pitre,692150,3.9,15.3,188.0,0.33399999999999996,3,False
Aeverson Arteaga,692348,3.9,13.5,1285.0,0.272,4,False
Cesar Quintas,692364,3.9,15.6,782.0,0.3495,2,False
Jake Burns,692387,3.9,15.7,137.0,0.26733333333333337,2,False
Jose Cordoba,692390,3.9,15.9,675.0,0.3272,2,False
Dylan Dreiling,702662,3.9,15.9,192.0,0.3205,3,False
Brenner Cox,702685,3.9,15.7,686.0,0.26360000000000006,3,False
Everett Cooper III,702686,3.9,16.0,369.0,0.2876666666666667,2,False
Joshua Kuroda-Grauer,811965,3.9,15.4,157.0,0.3403333333333334,3,False
Cole Conn,813833,3.9,15.0,472.0,0.3545,3,False
Will Bush,813844,3.9,15.8,408.0,0.36433333333333334,3,False
Charlie Pagliarini,813860,3.9,16.2,586.0,0.3496666666666666,3,False
BJ Boyd,622196,3.9,16.4,295.0,0.402,2,False
Andrew Miller,685460,3.9,14.5,511.0,0.309,3,False
Chase Jaworsky,814172,3.9,16.2,428.0,0.295,3,False
Pablo Abad,814221,3.9,15.7,122.0,0.2105,0,False
Maikel Hernandez,692397,3.9,15.6,264.0,0.2803333333333333,2,False
Edwin Barragan,692408,3.9,16.3,222.0,0.30099999999999993,2,False
Wilfri Castro,678739,3.9,15.7,140.0,0.313,2,False
Irvin Murr III,702475,3.9,15.9,152.0,0.231,0,False
Justin Guerrera,702478,3.9,15.6,419.0,0.233,3,False
Jacob Reimer,702544,3.9,14.8,617.0,0.35700000000000004,3,False
Yeniel Laboy,702596,3.9,15.5,512.0,0.2702,2,False
Wyatt Crenshaw,809846,3.9,15.6,171.0,0.27325,3,False
Victor Mascai,678685,3.9,16.2,242.0,0.323,2,False
Carlos Santiago,678807,3.9,14.9,644.0,0.30125,3,False
Miguel Fabrizio,678812,3.9,16.1,220.0,0.3016666666666667,2,False
Connor Blair,685278,3.9,16.5,200.0,0.326,2,False
Tanner O'Tremba,681201,3.9,15.3,660.0,0.314,3,False
Neurelin Montero,814842,3.9,16.2,165.0,0.39966666666666667,0,False
Jacob Sharp,814435,3.9,15.2,355.0,0.23975,4,False
JT Schwartz,681286,3.9,12.8,1255.0,0.3338,5,False
Ivan Brethowr,814442,3.9,16.4,177.0,0.32899999999999996,3,False
Jared Sundstrom,814791,3.9,13.6,661.0,0.35266666666666663,4,False
Miguel Villarroel,692446,3.9,15.3,1037.0,0.31483333333333335,3,False
Angel Del Rosario,692489,3.9,15.8,750.0,0.268375,4,False
Deivi Estrada,678627,3.9,15.9,177.0,0.29925,2,False
Luis Baez,678637,3.9,16.2,261.0,0.2585,2,False
Jhoneiker Betancourt,672501,3.9,16.1,346.0,0.319,2,False
Dalvy Rosario,672537,3.9,12.8,1189.0,0.26,5,False
Druw Jones,702258,3.9,15.2,733.0,0.3185,3,False
Malcolm Moore,702270,3.9,15.9,145.0,0.3535,3,False
Franklin Barreto,620439,3.9,14.6,700.0,0.30574999999999997,5,True
Jeremy Celedonio,684494,3.9,16.5,524.0,0.2986,3,False
Omar De Los Santos,684519,3.9,13.4,1226.0,0.2632,4,False
Jake Guenther,684580,3.9,15.4,122.0,0.272,3,False
Jose Hernandez,684872,3.9,15.5,373.0,0.23500000000000001,3,False
Johnathon Thomas,684976,3.9,15.0,698.0,0.2806666666666666,3,False
Aidan Longwell,815067,3.9,15.6,506.0,0.349,3,False
Coby Morales,815089,3.9,15.8,570.0,0.34375,3,False
Mikey Kane,815097,3.9,15.8,272.0,0.35233333333333333,2,False
Cameron Sisneros,815133,3.9,16.1,116.0,0.3435,2,False
Carter Frederick,815150,3.9,15.5,146.0,0.308,3,False
Angel Zarate,702311,3.9,15.2,475.0,0.31466666666666665,3,False
Jaxon Hallmark,702313,3.9,16.5,237.0,0.275,2,False
Sergio Gutierrez,678655,3.9,15.8,310.0,0.2885,2,False
Griffin Doersching,701864,3.9,14.7,847.0,0.34775,3,False
Nestor Rios,701980,3.9,15.4,123.0,0.256,0,False
Trendon Craig,702042,3.9,15.5,600.0,0.3095,3,False
Vicente Guaylupo,815198,3.9,15.4,101.0,0.388,0,False
Matheus Lelis,683844,3.9,15.9,182.0,0.2405,0,False
Ronny Sanchez,683890,3.9,16.1,108.0,0.212,0,False
Travis Bazzana,683953,3.9,15.6,220.0,0.3335,4,False
Erick Brito,684081,3.9,13.7,1203.0,0.2901666666666667,5,False
Yariell Almanzar,815201,3.9,16.1,128.0,0.228,0,False
Orlando Pacheco,815214,3.9,16.2,120.0,0.3655,0,False
Pier-Olivier Boucher,815294,3.9,15.8,253.0,0.254,2,False
Cole Gabrielson,702068,3.9,14.8,464.0,0.3406666666666667,4,False
Johnfrank Salazar,692564,3.9,15.2,836.0,0.32371428571428573,3,False
Yanquiel Fernandez,692585,3.9,14.7,1709.0,0.31557142857142856,5,True
Luis Mendez,692591,3.9,15.3,913.0,0.272,2,False
Oswal Rada,692594,3.9,16.0,167.0,0.2755,0,False
Trey Snyder,815551,3.9,16.1,108.0,0.256,2,False
Danny Serretti,681400,3.9,13.1,903.0,0.3401428571428572,4,False
Zach Morgan,681439,3.9,14.6,792.0,0.29871428571428577,4,False
Angeudis Santos,683649,3.9,15.7,306.0,0.323,3,False
Alexander Suarez,683665,3.9,15.1,967.0,0.312,3,False
Dylan Jasso,815734,3.9,15.6,666.0,0.37350000000000005,4,False
Angel Marte,815765,3.9,15.5,102.0,0.235,0,False
Jarol Capellan,815857,3.9,16.1,140.0,0.348,0,False
Dawel Joseph,815892,3.9,15.7,179.0,0.223,0,False
Kaelen Culpepper,701785,3.9,16.0,158.0,0.342,3,False
Josh Caron,701805,3.9,15.9,113.0,0.312,3,False
Carson Benge,701807,3.9,15.8,151.0,0.3755,3,False
Jordan Viars,701833,3.9,14.9,950.0,0.2733333333333334,3,False
Abiezel Ramirez,672656,3.9,15.2,472.0,0.273,4,False
Carlos Amaya,692650,3.9,15.1,374.0,0.2375,3,False
Jesus Ortega,692837,3.9,15.4,159.0,0.3095,0,False
Sebastian Castro,693766,3.9,15.9,135.0,0.288,0,False
Nick Decker,678006,3.9,13.5,719.0,0.2793333333333334,4,False
Brandon Valenzuela,678218,3.9,12.9,1183.0,0.29583333333333334,5,False
Carter Mathison,701296,3.9,16.4,126.0,0.289,2,False
Elijah Green,701327,3.9,15.5,964.0,0.3376,3,False
Wenceel Perez,672761,3.9,13.8,995.0,0.35733333333333334,5,True
Deury Carrasco,672767,3.9,15.3,208.0,0.307,3,False
Israel Pineda,672832,3.9,13.8,909.0,0.266625,5,False
Jaden Rudd,701437,3.9,15.2,741.0,0.29525,3,False
Garrett Pennington,693243,3.9,16.8,109.0,0.3055,2,False
Isaiah Greene,693309,3.9,14.7,790.0,0.295,3,False
Raico Santos,693408,3.9,15.4,124.0,0.24633333333333338,-1,False
Erik Stock,693486,3.9,15.0,152.0,0.258,3,False
Quinton Low,701703,3.9,16.3,169.0,0.3195,2,False
Cole Messina,701783,3.9,15.4,120.0,0.27,3,False
Anthony Sherwin,815448,3.9,14.8,418.0,0.32525000000000004,4,False
Nick Lorusso,700681,3.9,14.7,512.0,0.31975,4,False
Christian Olivo,700840,3.9,15.5,635.0,0.2408,3,False
Drew Stankiewicz,607733,3.9,15.3,393.0,0.3125,5,False
Eduardo Herrera,815901,3.9,15.5,159.0,0.27,0,False
Albert Fabian,683546,3.9,14.5,918.0,0.309,3,False
Marcos Cabrera,683550,3.9,15.1,640.0,0.287,3,False
Juan Jerez,683563,3.9,16.2,529.0,0.313,2,False
Rayner Santana,683582,3.9,16.3,259.0,0.2856666666666667,2,False
Dariel Lopez,683593,3.9,14.1,420.0,0.344,3,False
Hayden Jones,681348,3.9,15.8,342.0,0.2875,3,False
Josh Hood,681377,3.9,14.0,1078.0,0.2888,4,False
Edwin Espinal,606340,3.9,16.3,150.0,0.315,-1,False
Angel Guzman,815917,3.9,16.3,183.0,0.31,0,False
Franklin Rojas,815922,3.9,15.8,114.0,0.34,0,False
Seth Stephenson,700931,3.9,13.5,1114.0,0.3326,3,False
Frank Hernandez,693746,3.9,15.4,348.0,0.26899999999999996,2,False
