_name,_pid,projected_war,projection_std,total_pa,avg_woba,highest_level,_in_mlb
Jose Medina,802079,4.2,18.9,391.0,0.2985,0,False
Sebastian Baquera,802398,4.2,19.2,116.0,0.427,0,False
Angel Nieblas,808635,4.2,19.3,269.0,0.2865,0,False
Angel Acosta,808665,4.2,18.8,293.0,0.321,2,False
Ichiro Cano,802560,4.2,19.1,173.0,0.3645,0,False
Elizaul Chalas,802738,4.2,18.9,189.0,0.28049999999999997,0,False
Max Holy,802959,4.2,20.2,117.0,0.372,2,False
Iverson Leonardo,678808,4.2,19.8,301.0,0.31833333333333336,2,False
Willmer De La Cruz,692417,4.2,19.5,357.0,0.2922,2,False
Santiago Millan,692424,4.2,19.5,153.0,0.2745,2,False
Estanlin Cassiani,693790,4.2,18.8,639.0,0.3223333333333333,2,False
Junior Perez,678577,4.2,16.7,1458.0,0.33775,4,False
Ronny Rojas,678604,4.2,19.2,305.0,0.308,2,False
Albertson Asigen,692694,4.2,19.2,727.0,0.3605,2,False
Beycker Barroso,692852,4.2,19.6,369.0,0.344,2,False
Sandry Hernandez,692587,4.2,19.8,230.0,0.343,0,False
Layant Tapia,692596,4.2,18.7,333.0,0.23700000000000002,2,False
Jose Chacon,692610,4.2,19.1,252.0,0.2975,0,False
Erick Lara,808717,4.2,19.8,286.0,0.3095,0,False
Rafael Castillo,809336,4.2,18.6,219.0,0.317,0,False
Jeremy Santana,801229,4.2,19.7,132.0,0.276,0,False
Sam Shaw,802511,4.2,19.7,295.0,0.3423333333333334,2,False
Alexander Orasma,801264,4.2,19.0,334.0,0.233,0,False
Maykel Minoso,801460,4.2,18.4,381.0,0.24325,2,False
Jakob Marsee,805300,4.2,15.7,1545.0,0.36344444444444446,5,True
Rafael Flores,804668,4.2,15.9,1038.0,0.36275,4,False
Luis Aparicio,805938,4.2,18.7,219.0,0.2996666666666667,0,False
Franco Willias,814293,4.2,19.4,154.0,0.343,0,False
Carlos Figueroa,624221,4.2,18.4,317.0,0.23466666666666666,-1,False
Jose Marcano,821607,4.2,19.1,239.0,0.3055,0,False
Rickardo Perez,694189,4.2,19.8,218.0,0.35450000000000004,0,False
Jhonny Piron,694190,4.2,19.1,289.0,0.26649999999999996,0,False
Ricardo Toro,678407,4.2,19.3,160.0,0.333,0,False
Junior Manon,693705,4.2,19.9,142.0,0.405,0,False
Bruce Maxwell,622194,4.2,18.9,164.0,0.258,-1,True
Aldrem Corredor,625506,4.2,17.9,673.0,0.3665,4,False
Wagnel Luna,810981,4.2,19.0,251.0,0.2845,0,False
Jason Hernandez,811593,4.2,19.8,199.0,0.31333333333333335,0,False
Josue De Paula,800543,4.2,18.0,1143.0,0.372,3,False
Francisco Garcia,693745,4.2,19.3,443.0,0.28325,2,False
Lewis Castillo,693770,4.2,19.2,243.0,0.3373333333333333,0,False
Luis Freitez,693782,4.2,18.5,354.0,0.28600000000000003,0,False
Darison Garcia,821691,4.2,19.1,181.0,0.3055,0,False
Blake Rambusch,800683,4.2,17.4,646.0,0.3382,4,False
Thomas Dillard,666186,4.2,18.2,609.0,0.332,4,False
Josue Briceno,800522,4.2,19.1,679.0,0.33216666666666667,3,False
Jurdrick Profar,821673,4.2,19.5,194.0,0.354,0,False
Cristhian Adames,542436,4.2,19.1,192.0,0.35050000000000003,-1,True
Victor Arias,692478,4.2,19.0,683.0,0.37,3,False
Cristian Feliz,692490,4.2,18.7,579.0,0.306,2,False
Jose Reina,678642,4.2,19.2,252.0,0.32799999999999996,0,False
German Guilarte,692032,4.2,18.7,358.0,0.26899999999999996,0,False
Edryn Rodriguez,692043,4.2,18.6,471.0,0.25925,2,False
Luis Marinez,692074,4.2,19.2,395.0,0.2625,2,False
Donovan Antonia,692190,4.2,18.9,372.0,0.30933333333333335,3,False
Osvaldo Heredia,808529,4.2,20.0,162.0,0.265,0,False
Hyungchan Um,805870,4.2,18.7,529.0,0.29460000000000003,2,False
Zach Cole ,805904,4.2,17.2,984.0,0.3122857142857143,4,True
Brayden Taylor,694966,4.2,16.6,684.0,0.3295,4,False
Javier Francisco,695223,4.2,19.0,456.0,0.3328,2,False
Aaron Palensky,695312,4.2,16.7,862.0,0.3624,5,False
Imanol Vargas,677673,4.2,16.6,1497.0,0.32975000000000004,4,False
Jefferson Pena,694210,4.2,18.7,691.0,0.312,2,False
Samuel Basallo,694212,4.2,17.4,1220.0,0.3586666666666667,5,True
Yemal Flores,694213,4.2,19.7,293.0,0.31975,2,False
Railin Familia,812747,4.2,18.9,217.0,0.32399999999999995,0,False
Brayan Sanchez,800531,4.2,19.1,267.0,0.29125,0,False
Raylin Ramos,800426,4.2,18.7,352.0,0.30174999999999996,2,False
Ryan Aguilar,666922,4.2,19.2,444.0,0.3275,4,False
Hans Montero,694215,4.2,18.9,811.0,0.302,2,False
Starlin Aguilar,694223,4.2,19.2,460.0,0.28975,2,False
Maikol Munoz,694225,4.2,19.3,234.0,0.248,0,False
Mario Gomez,694034,4.2,19.8,345.0,0.3506666666666667,2,False
Randel Mondesi,694048,4.2,19.0,213.0,0.27,0,False
Faruk De La Cruz,800410,4.2,18.7,416.0,0.25499999999999995,0,False
Alfredo Velasquez,800414,4.2,19.3,570.0,0.2605,4,False
Juan Martinez,800417,4.2,18.6,305.0,0.24766666666666667,0,False
Antonis Macias,805950,4.2,19.7,445.0,0.319,2,False
Javier Salazar,665745,4.2,19.6,237.0,0.308,-1,False
Jean Carlos Sio,805117,4.2,18.6,774.0,0.3115,2,False
Giullianno Allende,805125,4.2,19.6,251.0,0.313,2,False
Kristian Campbell,692225,4.2,17.9,601.0,0.4166,5,True
Wueslly Lespe,692358,4.2,19.4,239.0,0.3375,0,False
Fernando Hernandez,691895,4.2,19.2,274.0,0.3473333333333333,0,False
Robert De Paula,691915,4.2,19.6,228.0,0.2845,0,False
Willy Vasquez,691938,4.2,16.8,1476.0,0.3145,4,False
Jimmy Paredes,517370,4.2,19.7,114.0,0.275,-1,True
Gabriel Gomes,806238,4.2,19.5,154.0,0.434,0,False
Greyber Altamirano,805680,4.2,18.5,299.0,0.2476666666666667,0,False
Junior Garcia,815010,4.2,19.8,468.0,0.3223333333333333,2,False
Josh Altmann,664938,4.2,19.9,216.0,0.2855,-1,False
Ricson Gonzalez,805692,4.2,18.7,340.0,0.31199999999999994,0,False
Angelo Hernandez,808687,4.2,18.7,204.0,0.33799999999999997,0,False
Jhonayker Ugarte,821716,4.2,19.3,183.0,0.366,0,False
Elvin Garcia,821751,4.2,20.1,139.0,0.405,0,False
Hector Campusano,821763,4.2,19.7,166.0,0.34,0,False
Adrian Perez,692023,4.2,19.6,255.0,0.3336666666666667,0,False
Wilderd Patino,679741,4.2,16.4,1199.0,0.3438333333333334,4,False
Zac Veen,691728,4.2,15.5,1180.0,0.3534444444444444,5,False
Braylon Bishop,691770,4.2,18.9,564.0,0.2908,2,False
Ryan Clifford,691775,4.2,16.3,1235.0,0.355125,4,False
Jose Gaitan,668165,4.2,19.0,247.0,0.2835,-1,False
Angel Mateo,800377,4.2,18.5,942.0,0.32199999999999995,2,False
Aneudi Escanio,800401,4.2,19.1,307.0,0.27799999999999997,0,False
Aron Estrada,800406,4.2,18.6,830.0,0.35,3,False
Anderson Nova,800407,4.2,19.6,332.0,0.32866666666666666,0,False
Josh Adamczewski,815304,4.2,19.1,284.0,0.41333333333333333,2,False
Anthony Huezo,805953,4.2,19.1,222.0,0.2836666666666667,3,False
Walker Martin,806152,4.2,19.1,358.0,0.30933333333333335,2,False
Andrews Sosa,806237,4.2,19.2,238.0,0.2833333333333334,0,False
Lisandro Mejia,808371,4.2,18.9,192.0,0.27849999999999997,0,False
Willian Berti,808379,4.2,19.4,290.0,0.3275,0,False
D'Angelo Tejada,808382,4.2,18.6,264.0,0.26549999999999996,0,False
B.Y. Choi,815325,4.2,19.6,409.0,0.28075,2,False
Zyhir Hope,814307,4.2,19.3,418.0,0.39375000000000004,3,False
Kyle DeBarge,814414,4.2,19.0,219.0,0.3325,3,False
Eriandys Ramon,814546,4.2,18.7,453.0,0.298,2,False
Dariel Ramon,814748,4.2,19.3,289.0,0.3265,0,False
Evan Carter,694497,4.2,15.7,1057.0,0.39360000000000006,5,True
Wyatt Langford,694671,4.2,19.1,186.0,0.4813333333333334,5,True
Bryant Flete,622356,4.2,19.8,265.0,0.39249999999999996,-1,False
Juan Pulinario,814224,4.2,19.5,170.0,0.308,0,False
Anyelo Gonzalez,808342,4.2,19.0,281.0,0.3025,0,False
Martin Tamara,808344,4.2,19.3,259.0,0.28049999999999997,0,False
Rafael Alvarez,808353,4.2,19.6,180.0,0.34450000000000003,0,False
Jesus Mujica,808367,4.2,19.5,255.0,0.3055,0,False
Carlos Silva,806991,4.2,18.6,277.0,0.2965,0,False
Felnin Celesten,806958,4.2,19.5,229.0,0.38449999999999995,2,False
Sebastian Walcott,806964,4.2,16.1,815.0,0.3556,4,False
Larry Martinez,800371,4.2,18.4,368.0,0.3298,2,False
Leiker Figueroa,800303,4.2,18.9,564.0,0.25333333333333335,2,False
Jesus Baez,800305,4.2,18.1,774.0,0.2931428571428572,3,False
Isaac Paulino,800312,4.2,18.7,258.0,0.2905,0,False
Juan Perez,800327,4.2,19.0,419.0,0.265,2,False
Estiven Giron,800396,4.2,18.6,294.0,0.31775,0,False
Miguel Dominguez,800399,4.2,19.4,254.0,0.34600000000000003,0,False
Juan Baez,800345,4.2,18.0,921.0,0.3133333333333333,3,False
Daniel Bruzual,800362,4.2,18.8,348.0,0.2876666666666667,0,False
Luis Castro,620449,4.2,18.7,381.0,0.30866666666666664,4,False
Haniel German,815182,4.2,19.0,163.0,0.326,0,False
Justin Barry,815204,4.2,19.0,161.0,0.293,0,False
Aldo Gaxiola,815220,4.2,19.5,207.0,0.3415,0,False
Patrick Lee,815268,4.2,19.1,314.0,0.3235,4,False
Yirber Ruiz,800342,4.2,19.1,209.0,0.303,0,False
Helder Rosario,800293,4.2,18.7,225.0,0.256,0,False
Carter Jensen,695600,4.2,16.5,1623.0,0.3226,4,True
Satchell Norman,695708,4.2,19.6,265.0,0.3406666666666667,2,False
Hector Nieves,695758,4.2,18.4,352.0,0.244,4,False
Jose Camacho,821277,4.2,18.9,171.0,0.376,0,False
Edgardo De Leon,821279,4.2,20.1,181.0,0.385,0,False
Edgar Lugo,814812,4.2,18.9,142.0,0.361,0,False
Maylerson Casanova,815004,4.2,19.9,166.0,0.265,0,False
Guillermo Rosario,806518,4.2,19.1,374.0,0.29,2,False
Zach Nehrir,664215,4.2,19.7,283.0,0.27166666666666667,-1,False
Bo Davidson,815589,4.2,19.6,388.0,0.41275,3,False
Johneshwy Fargas,641561,4.2,17.7,604.0,0.28174999999999994,5,True
Jan Hernandez,641685,4.2,18.8,243.0,0.279,-1,False
Adrian Ibarra,808532,4.2,19.2,275.0,0.274,0,False
Joe Mack,691788,4.2,15.6,1380.0,0.377875,5,False
Darol Garcia,691557,4.2,19.3,216.0,0.313,0,False
Diego Larez,691618,4.2,18.9,112.0,0.333,0,False
Felix Morrobel,807011,4.2,19.3,233.0,0.3115,0,False
Bernard Moon,807239,4.2,19.1,286.0,0.3243333333333333,2,False
Paris Johnson,807379,4.2,19.5,173.0,0.3345,0,False
Dawel Lugo,608475,4.2,18.8,251.0,0.303,-1,True
Waner Luciano,800294,4.2,18.3,780.0,0.288,2,False
Junior Quezada,800296,4.2,19.6,304.0,0.27466666666666667,0,False
Kendall Simmons,669227,4.2,17.2,945.0,0.35366666666666663,4,False
Albert Carpio,800330,4.2,19.5,349.0,0.2448,0,False
Wendell Rijo,620442,4.2,18.4,612.0,0.30199999999999994,4,False
Orlando Arcia,606115,4.2,19.9,171.0,0.2853333333333334,-1,True
Moises Febrillet,800268,4.2,19.7,219.0,0.2875,0,False
Angel Brachi,821791,4.2,19.5,206.0,0.291,0,False
Alexander Perez,691623,4.2,19.6,263.0,0.2663333333333333,2,False
Abelaldo Lopez,691445,4.2,19.1,207.0,0.28049999999999997,0,False
Kleyver Salazar,808307,4.2,18.9,412.0,0.30633333333333335,2,False
Juan Obispo,808312,4.2,19.9,184.0,0.2575,0,False
Yoelkis Guibert,698795,4.2,19.2,217.0,0.317,-1,False
Jesus Hernandez,698929,4.2,18.2,736.0,0.302,2,False
Yasmil Bucce,698935,4.2,18.9,361.0,0.3415,2,False
Hector Jimenez,698940,4.2,19.7,268.0,0.2975,0,False
Kristian Robinson,677565,4.2,18.2,770.0,0.3632,4,False
Alcides Hernandez,815584,4.2,19.0,213.0,0.35,0,False
Jose Carlos Urena,614182,4.2,19.5,187.0,0.305,-1,False
Jacob Robson,615699,4.2,18.8,444.0,0.31866666666666665,5,False
Edson Garcia,616404,4.2,18.7,256.0,0.304,-1,False
Luis Perez,691483,4.2,19.4,220.0,0.2025,2,False
Alberto Rodriguez,679754,4.2,15.7,1478.0,0.329,4,False
Jhostynxon Garcia,691373,4.2,17.6,971.0,0.3541666666666667,4,False
Alberth Palma,808285,4.2,19.5,208.0,0.2425,0,False
Luis Lameda,808288,4.2,19.2,296.0,0.32499999999999996,0,False
Daniel Perez,807949,4.2,19.1,367.0,0.292,2,False
Randy Guzman,807383,4.2,18.6,253.0,0.28633333333333333,0,False
Luis Baez,800232,4.2,17.1,945.0,0.35319999999999996,4,False
Cesar Gonzalez,800177,4.2,19.1,297.0,0.3316666666666666,0,False
Dario Laverde,800188,4.2,18.3,748.0,0.3414,2,False
Jose Cedeno,800190,4.2,19.2,293.0,0.3276666666666667,0,False
Alerick Soularie,669442,4.2,16.8,819.0,0.29825,4,False
Riangelo Richardson,820953,4.2,19.4,127.0,0.245,0,False
Yandel Ricardo,815902,4.2,19.9,196.0,0.308,0,False
Ashly Andujar,815903,4.2,19.9,229.0,0.327,0,False
Leonardo Pineda,815904,4.2,19.6,196.0,0.334,0,False
Jensy De Leon,699035,4.2,19.2,285.0,0.27266666666666667,0,False
Fabio Villadiego,698980,4.2,19.0,126.0,0.329,0,False
Enmanuel Ramirez,698990,4.2,19.2,371.0,0.30466666666666664,0,False
Dayker Baldallo,698995,4.2,18.9,384.0,0.262,0,False
Francisco Vilorio,815910,4.2,19.3,170.0,0.284,0,False
Jose Ramos,815927,4.2,18.7,188.0,0.25,0,False
Edward Lantigua,815928,4.2,18.7,189.0,0.3365,0,False
Capri Ortiz,800194,4.2,18.3,991.0,0.3015,3,False
Ray Garrett,698998,4.2,18.7,235.0,0.293,0,False
Jose Caballero,676609,4.2,18.9,234.0,0.4106666666666667,5,True
Carlos Rodriguez,698946,4.2,18.7,230.0,0.3383333333333333,0,False
Jediael Maduro,698950,4.2,18.7,315.0,0.32425000000000004,0,False
Mauricio Pierre,698963,4.2,18.7,286.0,0.23700000000000002,0,False
Diego Villegas,698969,4.2,19.0,267.0,0.3805,0,False
Javier Castillo,698972,4.2,19.0,383.0,0.283,0,False
Abraham Cohen,808316,4.2,19.5,199.0,0.34099999999999997,0,False
Jhon Diaz,807817,4.2,19.2,274.0,0.326,0,False
Kasen Wells,703673,4.2,19.2,100.0,0.339,2,False
Edward Vargas,703726,4.2,19.1,231.0,0.309,0,False
Luis Barett,703727,4.2,19.7,295.0,0.2936666666666667,0,False
Lazaro Armenteros,670860,4.2,16.6,893.0,0.3515,5,False
Luis Pelegrin,703862,4.2,19.4,140.0,0.3175,0,False
Chase DeLauter,800050,4.2,18.7,506.0,0.39633333333333337,5,False
Xavier Isaac,800060,4.2,17.3,932.0,0.38749999999999996,4,False
Greylin De La Paz,821000,4.2,19.3,152.0,0.301,0,False
Denilson Aguila,820851,4.2,19.0,106.0,0.279,0,False
Justin Capellan,820886,4.2,19.0,156.0,0.326,0,False
Moises Bolivar,821240,4.2,18.8,183.0,0.304,0,False
Jose Sermo,572127,4.2,19.8,192.0,0.2575,-1,False
Zach Britton,676309,4.2,17.5,674.0,0.3568,4,False
Jonny Deluca,676356,4.2,16.7,791.0,0.40540000000000004,5,True
Anyelo Encarnacion,699031,4.2,18.7,710.0,0.32883333333333337,3,False
Wilson Garcia,600902,4.2,18.1,952.0,0.34324999999999994,5,False
Yojhan Quevedo,605101,4.2,19.5,122.0,0.306,-1,False
Louis Pierre,800133,4.2,19.3,221.0,0.288,0,False
Angel Ramirez,807587,4.2,19.5,265.0,0.302,0,False
Adolfo Sanchez,807645,4.2,19.2,177.0,0.3115,0,False
Kyu-Sung Kim,807670,4.2,20.2,107.0,0.332,-1,False
Oscar Aude,691433,4.2,19.2,215.0,0.271,0,False
J.D. Orr,680785,4.2,19.0,532.0,0.3146666666666667,4,False
Seth Gray,680799,4.2,16.0,839.0,0.2946666666666667,4,False
Adael Amador,691182,4.2,17.7,1467.0,0.3598571428571429,5,True
Junior Sanchez,691265,4.2,18.7,438.0,0.27825,2,False
Brayan Altuve,691266,4.2,19.1,179.0,0.23399999999999999,0,False
Alex Ramirez,691267,4.2,16.5,1679.0,0.29240000000000005,4,False
Juan Aparicio,691279,4.2,18.7,328.0,0.302,0,False
Yosmar Gimenez,807981,4.2,18.8,231.0,0.3065,0,False
Idalberto Santiesteban,807755,4.2,18.9,165.0,0.27349999999999997,0,False
Cristopfer Gonzalez,807837,4.2,19.3,285.0,0.295,0,False
Hector Liriano,808324,4.2,19.4,260.0,0.2865,0,False
Pablo Guerrero,808326,4.2,19.5,560.0,0.3035,2,False
Carlos Monteverde,808272,4.2,18.6,402.0,0.33325,2,False
John Santana,808015,4.2,19.6,216.0,0.3225,0,False
Reynaldo De La Paz,807956,4.2,19.0,358.0,0.30400000000000005,0,False
Adan Chacon,807960,4.2,18.5,309.0,0.2835,0,False
Carlos Oviedo,703340,4.2,18.9,248.0,0.304,0,False
Henry Bolte,703607,4.2,17.8,1170.0,0.332,4,False
Esmerlyn Valdez,699013,4.2,18.2,832.0,0.3678,3,False
Eddy Rodriguez,699014,4.2,19.4,617.0,0.32675,2,False
Wesley Zapata,699017,4.2,19.0,435.0,0.31875,2,False
Elias Reynoso,699021,4.2,19.0,197.0,0.316,0,False
Willians Astudillo,553902,4.2,18.5,606.0,0.33899999999999997,5,True
Ilan Fernandez,821180,4.2,18.8,179.0,0.337,0,False
Juan Martinez,821197,4.2,19.2,195.0,0.312,0,False
Ethan Workinger,689688,4.2,16.0,1315.0,0.3131428571428571,4,False
Junior Gonzalez,680854,4.2,18.9,318.0,0.2906,2,False
Roby Enriquez,690702,4.2,18.3,771.0,0.32133333333333336,4,False
Brian Rey,681023,4.2,18.4,476.0,0.2931666666666667,5,False
DJ Gladney,687554,4.2,16.2,1374.0,0.292,4,False
Liam Spence,687608,4.2,18.8,569.0,0.3164,3,False
Ryan Cermak,688714,4.2,18.4,398.0,0.37650000000000006,3,False
Eduardo Perez,808039,4.2,20.0,196.0,0.33,0,False
Adrian Rodriguez,703641,4.2,19.2,478.0,0.24266666666666667,2,False
Alfredo Benzan,820968,4.2,18.6,197.0,0.28700000000000003,0,False
Yensi Rivas,820979,4.2,19.3,185.0,0.307,0,False
Andry Javier,703906,4.2,19.3,166.0,0.3015,0,False
Jose Liriano,800016,4.2,19.5,280.0,0.309,0,False
Fraymi De Leon,703205,4.2,18.9,646.0,0.276,3,False
Andres Sosa,703245,4.2,16.1,837.0,0.3172,4,False
Aniel Mendoza,807831,4.2,19.9,188.0,0.357,0,False
Joan Gutierrez,808241,4.2,18.9,290.0,0.2525,0,False
Daniel Rojas,808263,4.2,19.4,308.0,0.281,0,False
Christian Franklin,681047,4.2,16.5,914.0,0.3658333333333333,5,False
Shane Sasaki,687071,4.2,17.7,1127.0,0.34249999999999997,4,False
Gabriel Rincones Jr.,687282,4.2,16.6,1039.0,0.32916666666666666,5,False
Carlos Matias,820993,4.2,18.8,166.0,0.31,0,False
Michael Arroyo,703197,4.2,17.8,1150.0,0.376,3,False
Fabricio Macias,671246,4.2,18.1,546.0,0.29625,4,False
Juan Olmos,703181,4.2,19.4,264.0,0.30675,0,False
Carlos Arcila,699036,4.2,19.8,167.0,0.327,0,False
Reyden Hidalgo,699055,4.2,19.5,238.0,0.3015,0,False
Adrian Meza,807977,4.2,19.5,383.0,0.26466666666666666,2,False
Jesus Superlano,807978,4.2,19.2,272.0,0.27849999999999997,0,False
Riquelmin Cabral,691282,4.2,19.5,542.0,0.32675,2,False
Matt Feinstein,689356,4.2,19.9,132.0,0.341,-1,False
Christian Sepulveda,689440,4.2,18.2,491.0,0.3375,3,False
Juan Sanchez,702880,4.2,19.5,113.0,0.3195,0,False
Grenyerbert Velasquez,808084,4.2,19.9,233.0,0.31100000000000005,0,False
Carlos Virahonda,808024,4.2,19.2,329.0,0.35633333333333334,0,False
Yohangel Moris,808030,4.2,19.1,244.0,0.27349999999999997,0,False
Esterling Rodriguez,808079,4.2,19.5,185.0,0.3255,0,False
Gerardo Rodriguez,808269,4.2,19.4,228.0,0.36166666666666664,2,False
Lawrence Butler,671732,4.2,16.0,943.0,0.3516,5,True
Ricardo Valenzuela,594020,4.2,19.5,320.0,0.297,-1,False
Jhoan Peguero,821085,4.2,19.7,201.0,0.316,0,False
Samuel Estevez,821086,4.2,19.5,185.0,0.281,0,False
Rougned Odor,596059,4.2,19.7,124.0,0.4335,-1,True
Ney Serrano,699224,4.2,18.7,211.0,0.276,0,False
Nathanael Rodriguez,699085,4.2,19.1,232.0,0.299,0,False
Robin Ortiz,821258,4.2,18.8,164.0,0.351,0,False
Christopher Alvarado,821260,4.2,19.4,176.0,0.311,0,False
Engel Paulino,821162,4.2,19.3,183.0,0.325,0,False
Ezequiel Pena,821101,4.2,18.9,130.0,0.294,0,False
Anderson Fermin,821112,4.2,19.0,224.0,0.34,0,False
Jose Tovar,808270,4.2,19.4,313.0,0.33899999999999997,0,False
Braxton Davidson,656352,4.2,20.1,112.0,0.366,-1,False
Dominic Keegan,681371,4.2,17.4,1002.0,0.3953333333333333,4,False
Luis Castillo,683619,4.2,19.3,228.0,0.3255,2,False
Jesus Rodriguez,683679,4.2,17.6,1108.0,0.35625,5,False
Jarrod Belbin,684008,4.2,19.2,275.0,0.28825,2,False
Geraldo Quintero,684852,4.2,16.4,1384.0,0.30720000000000003,4,False
Jordan Nwogu,685087,4.2,15.5,1176.0,0.3028,4,False
Juan Espinal,821042,4.2,19.8,167.0,0.284,0,False
Feldi Tavarez,821049,4.2,20.1,157.0,0.305,0,False
Ricardo Cabrera,703150,4.2,18.2,924.0,0.34640000000000004,3,False
Austin Overn,702556,4.2,19.7,161.0,0.342,3,False
Avinson Pinto,821130,4.2,19.4,172.0,0.358,0,False
Luis De La Cruz,821139,4.2,18.9,151.0,0.32,0,False
Yeison Vargas,700328,4.2,18.7,239.0,0.318,0,False
Raylin Heredia,699712,4.2,18.7,761.0,0.34959999999999997,3,False
Dario Borrero,700020,4.2,19.1,401.0,0.294,0,False
Victor Labrada,700032,4.2,15.6,1240.0,0.3479999999999999,4,False
Yosmi Fernandez,700160,4.2,19.6,291.0,0.30800000000000005,0,False
Jorluis Guerra,700162,4.2,19.8,281.0,0.315,0,False
Luke Adams,702726,4.2,17.0,993.0,0.381,4,False
Edinson Duran,702750,4.2,20.0,312.0,0.37199999999999994,2,False
Donovan McIntyre,702106,4.2,18.8,323.0,0.27499999999999997,0,False
John Michael Faile,702114,4.2,18.8,216.0,0.38066666666666665,3,False
David Leon,699235,4.2,18.7,246.0,0.37175,0,False
Denyerbe Gervis,699273,4.2,19.2,218.0,0.3115,0,False
Andres Centeno,699278,4.2,19.6,282.0,0.3225,0,False
Junior Del Valle,699285,4.2,19.2,194.0,0.3435,0,False
Samuel Camacaro,699303,4.2,19.4,267.0,0.27625,0,False
Sebastian Castro,699315,4.2,18.6,260.0,0.2565,0,False
Breiny Ramirez,808147,4.2,19.8,231.0,0.281,0,False
Kevin Alcantara,682634,4.2,16.9,1587.0,0.3488571428571428,5,False
Agustin Ramirez,682663,4.2,18.1,1317.0,0.35625,5,True
Jhonny Melenciano,682702,4.2,19.1,106.0,0.349,0,False
Leroy Escalante,823931,4.2,19.6,140.0,0.31,0,False
Josue Brito,821147,4.2,19.3,132.0,0.333,0,False
Jose Castro,821078,4.2,19.5,219.0,0.283,0,False
Jurickson Profar,595777,4.2,19.9,144.0,0.36966666666666664,5,True
Ramón Torres,593527,4.2,19.4,213.0,0.23349999999999999,-1,True
Hanser Alberto,593643,4.2,19.6,174.0,0.3035,-1,True
Juan Diaz,700725,4.2,19.2,182.0,0.294,0,False
Carson Williams,700246,4.2,17.1,1702.0,0.3513333333333333,5,True
Ben Rice,700250,4.2,17.9,931.0,0.41683333333333333,5,True
Vaun Brown,673901,4.2,17.3,954.0,0.342,4,False
Junior Marin,700286,4.2,19.3,210.0,0.3435,0,False
Caleb Durbin,702332,4.2,17.7,1314.0,0.34612499999999996,5,True
Andres Torres,821770,4.2,19.0,172.0,0.304,0,False
Anthony Marquez,821645,4.2,18.9,149.0,0.351,0,False
Gabriel Rodriguez,821657,4.2,19.9,145.0,0.42,0,False
Joswuill Rondon,810048,4.2,18.9,185.0,0.3055,0,False
Luis Rives,823878,4.2,19.8,132.0,0.269,0,False
Amadeo Zazueta,469117,4.2,19.1,335.0,0.23399999999999999,-1,False
Osvaldo Martínez,501954,4.2,19.3,148.0,0.23049999999999998,-1,False
Luis Chevalier,682728,4.2,18.8,274.0,0.3185,3,False
Josuan Hernandez,682761,4.2,19.2,281.0,0.29374999999999996,-1,False
César Hernández,514917,4.2,19.4,402.0,0.358,5,True
Wilmin Candelario,682889,4.2,19.4,271.0,0.2623333333333333,2,False
Jaswel De Los Santos,682917,4.2,19.4,223.0,0.27699999999999997,2,False
Mitchell Edwards,673134,4.2,19.0,204.0,0.3,-1,False
Harry Fullerton,673152,4.2,19.4,167.0,0.27649999999999997,-1,False
Anderson Colmenarez,700338,4.2,19.4,281.0,0.30833333333333335,0,False
Gabriel Silva,700385,4.2,19.0,381.0,0.28725,2,False
Robinson Cano,429664,4.1,18.6,275.0,0.30675,5,True
Tyler Miller,682011,4.1,16.0,1278.0,0.30900000000000005,4,False
Gabriel Rodriguez,682621,4.1,15.6,698.0,0.2546666666666667,4,False
Jairo Pomares,682646,4.1,15.9,848.0,0.3305,4,False
Drew Vogel,826164,4.1,17.7,157.0,0.268,3,False
Yorman Licourt,827326,4.1,18.3,178.0,0.352,0,False
Wilin Rosario,501647,4.1,17.9,109.0,0.22,-1,True
Daniel Mayora,468452,4.1,18.5,176.0,0.324,-1,False
Carlos Tavares,808235,4.1,18.2,304.0,0.3223333333333333,2,False
Pablo Arosemena,808132,4.1,17.5,216.0,0.31,0,False
Sebastian Cadiz,808126,4.1,17.7,195.0,0.3005,0,False
Abelardo Medrano,808124,4.1,17.6,205.0,0.2545,0,False
Daniel Campos,808121,4.1,18.7,206.0,0.28350000000000003,0,False
Pedro Dalmagro,808116,4.1,18.4,211.0,0.373,0,False
Eric Meza,654118,4.1,18.6,198.0,0.28200000000000003,-1,False
Jose Colmenares,683569,4.1,19.2,148.0,0.373,3,False
Christopher Familia,683532,4.1,16.2,768.0,0.405875,3,False
Cristopher Cruz,683531,4.1,17.8,118.0,0.262,0,False
Josttin Diaz,683462,4.1,18.3,199.0,0.3053333333333334,3,False
Brayan Buelvas,683454,4.1,15.4,1281.0,0.2995,4,False
Homer Bush Jr.,683344,4.1,15.5,740.0,0.3661666666666667,4,False
Joe Naranjo,683172,4.1,14.6,1261.0,0.3094,4,False
Anthony Volpe,683011,4.1,17.7,596.0,0.3315,5,True
Chris Newell,683006,4.1,15.1,1036.0,0.32316666666666666,4,False
Jimmy Crooks,699625,4.1,15.1,1087.0,0.332,5,False
Jhoan Contreras,700330,4.1,17.8,209.0,0.314,0,False
Anderson Sanchez,700325,4.1,17.9,116.0,0.313,0,False
Reed Trimble,701655,4.1,16.7,485.0,0.3265,4,False
Connor Kokx,701634,4.1,16.0,894.0,0.3085,4,False
