season,team_id,team_abv,team_name,team_league_id,team_league,team_level_id,team_level_abv,player_id,player_full_name,player_first_name,player_last_name,player_use_name,player_initial_name,player_position,G,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_IBB,batting_SO,batting_TB,batting_GiDP_Opp,batting_GiDP,batting_SH,batting_SF,batting_HBP,batting_XBH,batting_GO,batting_AO,batting_FO,batting_PO,batting_LO,batting_CI,batting_LOB,batting_ground_hits,batting_fly_hits,batting_pop_hits,batting_line_hits,batting_pitches_faced,batting_swings,batting_whiffs,batting_balls_in_play,batting_reached_on_error,batting_walkoffs,batting_AVG,batting_OBP,batting_SLG,batting_OPS,batting_ISO,batting_BABiP,batting_GO/AO
2006,102,RR,Round Rock Express,112,PCL,11,AAA,348563,Morgan Ensberg,Morgan,Ensberg,Morgan,M Ensberg,3B,3,15,12,2,6,2,0,2,7,0,0,3,0,1,14,4,1,0,0,0,4,3,2,0,2,0,0,3,1,3,0,2,64,29,8,11,0,0,0.5,0.2,1.167,1.367,0.667,0.444,1.5
2006,102,RR,Round Rock Express,112,PCL,11,AAA,407840,Brandon Backe,Brandon,Backe,Brandon,B Backe,P,4,7,5,2,3,2,0,0,3,0,0,2,0,0,5,2,0,0,0,0,2,0,2,1,1,0,0,2,1,1,0,1,22,5,0,5,0,0,0.6,0.286,1.0,1.286,0.4,0.6,0.0
2006,102,RR,Round Rock Express,112,PCL,11,AAA,429663,Chris Burke,Christopher,Burke,Chris,C Burke,2B,2,9,8,2,4,1,0,1,2,1,0,1,0,1,8,3,0,0,0,0,2,2,1,1,0,0,0,2,1,1,0,2,28,15,5,7,0,0,0.5,0.111,1.0,1.111,0.5,0.5,2.0
2006,102,RR,Round Rock Express,112,PCL,11,AAA,407399,J.R. House,James,House,J.R.,J House,C/1B,31,128,114,25,47,15,0,5,36,0,0,9,1,15,77,26,4,0,4,1,20,27,29,21,8,0,0,38,10,17,0,20,441,228,51,103,1,0,0.412,0.109,0.675,0.784,0.263,0.429,0.931
2006,102,RR,Round Rock Express,112,PCL,11,AAA,429760,Mike Gallo,Michael,Gallo,Mike,M Gallo,P,33,3,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,15,9,2,2,0,0,0.5,0.0,0.5,0.5,0.0,1.0,
2006,102,RR,Round Rock Express,112,PCL,11,AAA,437912,Derek Nicholson,Derek,Nicholson,Derek,D Nicholson,RF,9,31,26,5,6,1,0,3,6,0,0,5,0,5,16,3,0,0,0,0,4,5,10,8,1,1,0,9,2,4,0,0,122,57,16,21,1,0,0.231,0.161,0.615,0.776,0.385,0.167,0.5
2006,102,RR,Round Rock Express,112,PCL,11,AAA,432928,Luke Scott,Luke,Scott,Luke,L Scott,DH/LF,87,381,318,63,95,15,1,20,63,6,1,52,6,66,172,55,3,1,5,5,36,79,84,61,16,7,0,119,34,34,0,27,1420,609,158,258,2,0,0.299,0.163,0.541,0.704,0.242,0.316,0.94
2006,102,RR,Round Rock Express,112,PCL,11,AAA,462405,Brooks Conrad,Brooks,Conrad,Brooks,B Conrad,3B/2B,138,599,532,100,142,40,15,24,94,15,6,54,2,135,284,84,5,1,8,4,79,105,159,97,45,17,0,222,25,66,2,49,2409,1028,288,406,2,1,0.267,0.11,0.534,0.644,0.267,0.31,0.66
2006,102,RR,Round Rock Express,112,PCL,11,AAA,435598,Royce Huffman,Royce,Huffman,Royce,R Huffman,C/1B,98,412,351,62,105,25,2,10,59,3,2,50,0,73,164,59,9,0,3,8,37,85,91,63,12,16,0,150,36,33,0,36,1633,696,113,281,1,1,0.299,0.148,0.467,0.615,0.168,0.351,0.934
2006,102,RR,Round Rock Express,112,PCL,11,AAA,150043,Alan Zinter,Alan,Zinter,Alan,A Zinter,1B/X,99,248,212,41,55,11,2,12,44,1,0,35,2,63,106,19,5,0,1,0,25,48,47,33,5,9,0,104,11,21,0,23,952,379,111,150,0,0,0.259,0.145,0.5,0.645,0.241,0.312,1.021
