season,team_id,team_abv,team_name,team_league_id,team_league,team_level_id,team_level_abv,player_id,player_full_name,player_first_name,player_last_name,player_use_name,player_initial_name,player_position,G,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_IBB,batting_SO,batting_TB,batting_GiDP_Opp,batting_GiDP,batting_SH,batting_SF,batting_HBP,batting_XBH,batting_GO,batting_AO,batting_FO,batting_PO,batting_LO,batting_CI,batting_LOB,batting_ground_hits,batting_fly_hits,batting_pop_hits,batting_line_hits,batting_pitches_faced,batting_swings,batting_whiffs,batting_balls_in_play,batting_reached_on_error,batting_walkoffs,batting_AVG,batting_OBP,batting_SLG,batting_OPS,batting_ISO,batting_BABiP,batting_GO/AO
2015,102,RR,Round Rock Express,112,PCL,11,AAA,451713,Carlos Peguero,Carlos,Peguero,Carlos,C Peguero,LF/RF,2,7,6,2,4,1,1,0,0,0,0,1,0,1,7,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,0,2,33,13,2,5,0,0,0.667,0.143,1.167,1.31,0.5,0.8,
2015,102,RR,Round Rock Express,112,PCL,11,AAA,519295,Jake Smolinski,Jacob,Smolinski,Jake,J Smolinski,CF/RF,12,50,45,9,19,5,0,4,14,0,1,4,0,7,36,11,0,0,0,1,9,5,14,7,4,3,0,17,4,11,0,4,164,86,23,38,0,0,0.422,0.1,0.8,0.9,0.378,0.441,0.357
2015,102,RR,Round Rock Express,112,PCL,11,AAA,642435,Carlos Arroyo,Carlos,Arroyo,Carlos,C Arroyo,OF/LF,5,11,10,2,4,1,1,0,1,0,0,1,0,0,7,1,0,0,0,0,2,4,2,2,0,0,0,2,2,1,0,1,29,16,3,10,0,0,0.4,0.091,0.7,0.791,0.3,0.4,2.0
2015,102,RR,Round Rock Express,112,PCL,11,AAA,460322,Antoan Richardson,Antoan,Richardson,Antoan,A Richardson,RF/CF,3,14,11,3,4,1,1,0,1,1,0,2,0,2,7,2,0,0,0,1,2,1,4,4,0,0,0,3,1,1,0,2,46,20,7,9,0,0,0.364,0.214,0.636,0.85,0.273,0.444,0.25
2015,102,RR,Round Rock Express,112,PCL,11,AAA,621446,Lewis Brinson,Lewis,Brinson,Lewis,L Brinson,CF/LF,8,37,30,9,13,1,0,1,4,3,0,7,0,6,17,7,1,0,0,0,2,6,5,4,0,1,0,18,6,2,0,5,139,56,19,24,0,0,0.433,0.189,0.567,0.756,0.133,0.522,1.2
2015,102,RR,Round Rock Express,112,PCL,11,AAA,596059,Rougned Odor,Rougned,Odor,Rougned,R Odor,2B,30,124,108,26,38,12,2,5,19,3,1,12,1,10,69,19,2,2,0,2,19,30,32,16,12,4,0,40,10,14,0,14,453,197,25,100,1,0,0.352,0.115,0.639,0.754,0.287,0.355,0.938
2015,102,RR,Round Rock Express,112,PCL,11,AAA,621505,Chuck Moorman,Charles,Moorman,Chuck,C Moorman,C,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,4,3,1,2,0,0,0.5,0.0,0.5,0.5,0.0,0.5,
2015,102,RR,Round Rock Express,112,PCL,11,AAA,452035,Kyle Blanks,Kyle,Blanks,Kyle,K Blanks,LF/1B,18,69,58,8,17,7,0,3,11,0,0,6,0,20,33,5,0,0,1,4,10,11,11,9,2,0,0,21,3,7,0,7,289,143,50,39,0,0,0.293,0.159,0.569,0.728,0.276,0.389,1.0
2015,102,RR,Round Rock Express,112,PCL,11,AAA,547982,Leonys Martin,Leonys,Martin,Leonys,L Martin,CF,9,43,37,7,11,3,0,2,4,2,1,5,0,4,20,5,1,0,1,0,5,12,11,6,4,1,0,12,1,3,0,7,178,77,12,34,0,0,0.297,0.14,0.541,0.681,0.243,0.281,1.091
2015,102,RR,Round Rock Express,112,PCL,11,AAA,592740,Rock Shoulders,Roderick,Shoulders,Rock,R Shoulders,1B/LF,2,8,8,2,2,0,0,1,1,0,0,0,0,2,5,3,0,0,0,0,1,1,3,1,2,0,0,4,1,1,0,0,31,16,5,6,0,0,0.25,0.0,0.625,0.625,0.375,0.2,0.333
2015,102,RR,Round Rock Express,112,PCL,11,AAA,608577,Nomar Mazara,Nomar,Mazara,Nomar,N Mazara,OF/RF,20,88,81,11,29,4,0,1,13,0,0,5,1,10,36,20,1,0,0,2,5,22,20,11,4,5,0,38,15,6,0,8,309,142,24,71,0,0,0.358,0.08,0.444,0.524,0.086,0.4,1.1
2015,102,RR,Round Rock Express,112,PCL,11,AAA,448296,Ed Lucas,Edward,Lucas,Ed,E Lucas,3B,107,442,393,43,124,17,3,6,48,3,4,45,0,85,165,51,8,0,1,3,26,96,89,56,18,15,0,166,39,27,2,56,1768,766,169,309,3,0,0.316,0.111,0.42,0.531,0.104,0.389,1.079
2015,102,RR,Round Rock Express,112,PCL,11,AAA,592685,Drew Robinson,Drew,Robinson,Drew,D Robinson,CF/3B,7,28,23,4,7,2,0,0,2,2,1,4,0,4,9,8,0,1,0,0,2,8,5,5,0,0,0,17,1,4,0,2,101,46,10,20,0,0,0.304,0.148,0.391,0.539,0.087,0.368,1.6
2015,102,RR,Round Rock Express,112,PCL,11,AAA,474494,Tommy Field,Thomas,Field,Tommy,T Field,2B,103,435,369,51,91,23,3,14,44,5,1,53,1,82,162,50,6,0,6,7,40,78,124,73,38,13,0,152,27,34,0,30,1821,694,137,293,7,0,0.247,0.152,0.439,0.591,0.192,0.276,0.629
2015,102,RR,Round Rock Express,112,PCL,11,AAA,595005,Ryan Strausborger,Ryan,Strausborger,Ryan,R Strausborger,LF/RF,86,381,345,54,96,21,2,10,34,27,5,24,0,66,151,39,4,7,2,3,33,96,96,65,21,10,0,130,35,22,0,39,1359,641,125,288,8,0,0.278,0.078,0.438,0.516,0.159,0.317,1.0
2015,102,RR,Round Rock Express,112,PCL,11,AAA,593643,Hanser Alberto,Hanser,Alberto,Hanser,H Alberto,3B/SS,81,330,310,42,96,19,4,4,32,5,5,9,1,33,135,54,6,7,2,2,27,96,94,64,17,13,0,122,38,19,4,35,983,555,84,286,4,0,0.31,0.04,0.435,0.475,0.126,0.335,1.021
