season,team_id,team_abv,team_name,team_league_id,team_league,team_level_id,team_level_abv,player_id,player_full_name,player_first_name,player_last_name,player_use_name,player_initial_name,player_position,G,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_IBB,batting_SO,batting_TB,batting_GiDP_Opp,batting_GiDP,batting_SH,batting_SF,batting_HBP,batting_XBH,batting_GO,batting_AO,batting_FO,batting_PO,batting_LO,batting_CI,batting_LOB,batting_ground_hits,batting_fly_hits,batting_pop_hits,batting_line_hits,batting_pitches_faced,batting_swings,batting_whiffs,batting_balls_in_play,batting_reached_on_error,batting_walkoffs,batting_AVG,batting_OBP,batting_SLG,batting_OPS,batting_ISO,batting_BABiP,batting_GO/AO
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,614171,Daniel Bravo,Jose,Bravo,Daniel,D Bravo,SS,8,27,27,7,0,0,3,5,1,0,0,0,6,16,3,0,0,0,0,3,9,5,3,1,1,0,11,3,2,0,2,52,40,14,21,0,0,0.259,0.0,0.593,0.593,0.333,0.222,1.8
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,543191,Kyle Gaedele,Kyle,Gaedele,Kyle,K Gaedele,LF/DH,44,177,153,38,6,4,8,29,3,0,20,0,58,76,16,3,0,2,2,18,28,31,17,9,5,0,82,10,12,0,16,648,294,135,97,3,1,0.248,0.136,0.497,0.633,0.248,0.337,0.903
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,595160,Matthew Chavez,Matthew,Chavez,Matthew,M Chavez,1B,15,60,58,17,4,0,3,8,0,0,0,0,20,30,7,0,0,1,1,7,12,10,7,1,2,0,29,4,5,0,8,143,101,48,39,1,1,0.293,0.033,0.517,0.55,0.224,0.389,1.2
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,602922,Jose Rondon,Jose,Rondon,Jose,J Rondón,SS,57,264,237,71,12,3,3,22,17,6,21,1,38,98,38,4,3,1,2,18,68,64,39,17,8,0,86,29,14,0,28,810,423,76,203,4,0,0.3,0.092,0.414,0.506,0.114,0.345,1.062
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,571976,Wil Myers,William,Myers,Wil,W Myers,RF/CF,3,12,9,2,1,0,0,0,0,0,2,0,2,3,0,0,0,0,1,1,2,3,3,0,0,0,3,0,0,0,2,56,19,2,7,0,0,0.222,0.25,0.333,0.583,0.111,0.286,0.667
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,655719,Nick Schulz,Nicholas,Schulz,Nick,N Schulz,RF/LF,122,527,453,108,26,2,12,48,2,6,67,0,112,174,56,8,0,3,4,40,116,120,62,43,15,0,200,35,40,0,33,1681,801,261,344,8,1,0.238,0.14,0.384,0.524,0.146,0.289,0.967
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,657051,Nicholas Torres,Nicholas,Torres,Nicholas,N Torres,OF/RF,52,228,211,58,15,2,3,30,5,1,9,0,45,86,27,2,0,3,5,20,47,64,48,9,7,0,94,12,18,1,27,642,390,118,169,1,1,0.275,0.075,0.408,0.483,0.133,0.331,0.734
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,592435,Chase Jensen,Peter,Jensen,Chase,C Jensen,SS,51,210,196,54,6,1,5,28,2,0,8,0,54,77,14,1,1,2,3,12,45,46,29,15,2,0,49,16,12,1,25,577,361,134,145,1,0,0.276,0.062,0.393,0.455,0.117,0.353,0.978
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,572698,Jeremy Baltz,Jeremy,Baltz,Jeremy,J Baltz,LF,22,86,69,13,6,0,2,8,0,0,10,0,22,25,10,2,1,0,6,8,15,20,11,6,3,0,32,4,4,0,5,288,141,46,48,2,0,0.188,0.188,0.362,0.55,0.174,0.244,0.75
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,595890,Auston Bousfield,Auston,Bousfield,Auston,A Bousfield,CF,102,468,400,109,12,2,3,32,22,6,50,0,79,134,47,3,8,3,7,17,116,107,66,23,18,0,116,46,28,1,34,1414,655,158,332,11,1,0.272,0.13,0.335,0.465,0.062,0.33,1.084
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,592247,Marcus Davis,Marcus,Davis,Marcus,M Davis,1B,128,540,494,126,28,3,9,65,2,0,31,1,110,187,77,12,1,9,5,40,131,137,93,24,20,0,209,36,32,0,58,1593,865,242,394,8,1,0.255,0.083,0.379,0.462,0.123,0.305,0.956
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,641881,Ryan Miller,Ryan,Miller,Ryan,R Miller,C,69,297,287,75,20,4,3,27,2,1,8,0,58,112,35,3,0,0,2,27,72,82,53,19,10,0,121,28,13,0,34,747,471,139,229,4,0,0.261,0.034,0.39,0.424,0.129,0.319,0.878
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,623174,River Stevens,River,Stevens,River,R Stevens,3B/2B,41,173,158,47,5,0,0,14,13,1,8,0,28,52,22,5,4,0,3,5,64,23,18,1,4,0,63,22,12,0,13,482,264,61,134,2,0,0.297,0.065,0.329,0.394,0.032,0.362,2.783
2015,103,LE,Lake Elsinore Storm,110,CAL,13,A+,593775,Gabriel Quintana,Gabriel,Quintana,Gabriel,G Quintana,3B,117,483,461,113,31,1,12,54,1,4,16,1,107,182,76,8,1,4,1,44,115,131,62,41,28,0,197,44,29,4,36,1326,806,282,359,11,1,0.245,0.044,0.395,0.439,0.15,0.292,0.878
