season,team_id,team_abv,team_name,team_league_id,team_league,team_level_id,team_level_abv,player_id,player_full_name,player_first_name,player_last_name,player_use_name,player_initial_name,player_position,G,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_IBB,batting_SO,batting_TB,batting_GiDP_Opp,batting_GiDP,batting_SH,batting_SF,batting_HBP,batting_XBH,batting_GO,batting_AO,batting_FO,batting_PO,batting_LO,batting_CI,batting_LOB,batting_ground_hits,batting_fly_hits,batting_pop_hits,batting_line_hits,batting_pitches_faced,batting_swings,batting_whiffs,batting_balls_in_play,batting_reached_on_error,batting_walkoffs,batting_AVG,batting_OBP,batting_SLG,batting_OPS,batting_ISO,batting_BABiP,batting_GO/AO
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,592394,Jake Hernandez,Jake,Hernandez,Jake,J Hernandez,1B/C,2,8,7,4,1,0,0,5,1,0,1,0,1,5,1,1,0,0,0,1,1,1,0,0,1,0,1,2,0,0,2,32,17,3,6,0,0,0.571,0.125,0.714,0.839,0.143,0.667,1.0
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,665460,Joey Falcone,Joseph,Falcone,Joey,J Falcone,OF/LF,3,11,10,3,1,0,1,3,0,0,0,0,1,7,3,1,0,0,1,2,5,1,1,0,0,0,7,0,1,0,2,16,13,1,9,0,0,0.3,0.091,0.7,0.791,0.4,0.25,5.0
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,595920,Vicente Conde,Vicente,Conde,Vicente,V Conde,2B,89,369,321,85,30,0,6,32,9,5,41,1,74,133,47,6,1,3,3,36,67,99,65,20,14,0,130,31,15,0,39,1295,548,129,251,8,0,0.265,0.128,0.414,0.542,0.15,0.324,0.677
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,641583,Dustin Fowler,Dustin,Fowler,Dustin,D Fowler,CF,58,256,241,74,9,3,4,31,18,7,11,1,47,101,23,2,0,2,2,16,66,56,30,17,9,0,99,38,9,0,27,759,426,109,196,6,0,0.307,0.059,0.419,0.478,0.112,0.365,1.179
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,659003,Billy Fleming,Billy,Fleming,Billy,B Fleming,2B,26,107,97,32,3,0,0,9,3,1,9,0,18,35,15,2,0,1,0,3,23,25,17,1,7,0,31,10,5,0,17,345,184,40,80,6,0,0.33,0.093,0.361,0.454,0.031,0.4,0.92
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,572200,Brandon Thomas,John,Thomas,Brandon,B Thomas,CF/LF,32,116,97,25,7,0,1,7,8,1,17,0,41,35,11,2,0,0,2,8,16,15,7,6,2,0,37,4,8,0,13,421,202,78,56,0,0,0.258,0.164,0.361,0.525,0.103,0.436,1.067
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,623214,Abiatal Avelino,Abiatal,Avelino,Abiatal,A Avelino,SS/3B,20,90,83,25,8,0,0,4,16,3,5,0,16,33,11,1,2,0,0,8,27,17,8,2,7,0,22,14,4,0,7,285,147,31,69,6,0,0.301,0.057,0.398,0.455,0.096,0.373,1.588
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,657778,Bo Thompson,Leonard,Thompson,Bo,B Thompson,1B,71,289,233,59,13,0,3,24,4,1,45,1,30,81,46,4,2,2,7,16,62,86,54,23,9,0,103,22,13,0,24,938,407,73,207,9,0,0.253,0.188,0.348,0.536,0.094,0.277,0.721
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,656992,Connor Spencer,Connor,Spencer,Connor,C Spencer,1B,49,206,169,49,9,0,0,23,3,6,22,1,31,58,17,0,1,6,8,9,46,50,34,5,11,0,60,15,7,0,27,621,331,68,145,6,0,0.29,0.176,0.343,0.519,0.053,0.34,0.92
2015,233,CSC,Charleston RiverDogs,116,SAL,14,A,622761,Jorge Mateo,Jorge,Mateo,Jorge,J Mateo,SS,96,409,365,98,18,8,2,33,71,15,36,1,80,138,52,4,4,1,3,28,98,94,45,28,21,0,141,38,11,0,49,1344,678,187,290,5,0,0.268,0.099,0.378,0.477,0.11,0.338,1.043
