player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,sprint_speed,oaa,bat_speed,squared_up_rate,swing_length
"Walker, Christian",572233,2021,32.0,46.0,31.0,29.0,43.0,26.0,29.0,38.0,79,49.0,32.0,43.0,33.0,46.0,2.0,60,85.0,,,
"Winker, Jesse",608385,2021,93.0,95.0,87.0,80.0,96.0,72.0,74.0,74.0,89,81.0,85.0,76.0,79.0,70.0,62.0,26,7.0,,,
"Haseley, Adam",656514,2021,,,,,,,,,33,,,,,,,47,,,,
"Toro, Abraham",647351,2021,45.0,44.0,44.0,46.0,46.0,34.0,39.0,12.0,59,18.0,89.0,41.0,89.0,31.0,41.0,76,8.0,,,
"Contreras, William",661388,2021,,,,,,,,,92,,,,,,,48,,,,
"Walker, Taijuan",592836,2021,,,,,,,,,39,,,,,,,54,,,,
"Kemp, Tony",643393,2021,45.0,51.0,13.0,8.0,86.0,1.0,2.0,11.0,22,2.0,97.0,92.0,92.0,89.0,21.0,44,78.0,,,
"Aquino, Aristides",606157,2021,,,,,,,,,90,,,,,,100.0,80,,,,
"Tucker, Cole",657061,2021,,,,,,,,,44,,,,,,21.0,65,,,,
"Mayfield, Jack",608686,2021,,,,,,,,,61,,,,,,22.0,56,83.0,,,
"Arrieta, Jake",453562,2021,,,,,,,,,17,,,,,,,6,,,,
"Gonsolin, Tony",664062,2021,,,,,,,,,30,,,,,,,45,,,,
"Arroyo, Christian",624414,2021,,,,,,,,,82,,,,,,31.0,74,34.0,,,
"Burnes, Corbin",669203,2021,,,,,,,,,16,,,,,,,4,,,,
"Naylor, Josh",647304,2021,,,,,,,,,94,,,,,,97.0,38,,,,
"Johnson, Daniel",669288,2021,,,,,,,,,53,,,,,,84.0,81,,,,
"Schoop, Jonathan",570731,2021,28.0,58.0,33.0,29.0,23.0,60.0,33.0,28.0,98,43.0,62.0,10.0,48.0,8.0,47.0,52,93.0,,,
"Thompson, Zach",605507,2021,,,,,,,,,35,,,,,,,9,,,,
"McCormick, Chas",676801,2021,,,,,,,,,54,,,,,,57.0,90,98.0,,,
"Pederson, Joc",592626,2021,53.0,29.0,55.0,64.0,37.0,55.0,65.0,80.0,90,84.0,29.0,39.0,38.0,15.0,53.0,46,10.0,,,
"Arcia, Orlando",606115,2021,,,,,,,,,56,,,,,,95.0,44,,,,
"Schrock, Max",621011,2021,,,,,,,,,48,,,,,,35.0,54,,,,
"Reyes, Franmil",614177,2021,77.0,39.0,86.0,90.0,40.0,81.0,94.0,89.0,94,87.0,3.0,55.0,6.0,63.0,,31,,,,
"Duran, Jarren",680776,2021,,,,,,,,,54,,,,,,74.0,96,,,,
"Burns, Andy",542992,2021,,,,,,,,,33,,,,,,,82,,,,
"McGuire, Reese",624512,2021,,,,,,,,,49,,,,,,,38,,,,
"Bradley Jr., Jackie",598265,2021,1.0,1.0,1.0,6.0,1.0,13.0,19.0,59.0,56,45.0,6.0,18.0,5.0,51.0,96.0,55,84.0,,,
"Sánchez, Gary",596142,2021,58.0,13.0,63.0,77.0,49.0,68.0,86.0,53.0,89,56.0,14.0,85.0,20.0,65.0,,22,,,,
"Vargas, Ildemaro",545121,2021,,,,,,,,,37,,,,,,,50,,,,
"Sanchez, Adrián",506703,2021,,,,,,,,,36,,,,,,,26,,,,
"Rivera, René",425784,2021,,,,,,,,,43,,,,,,,29,,,,
"Ortega, Rafael",542364,2021,,,,,,,,,65,,,,,,72.0,62,23.0,,,
"Duvall, Adam",594807,2021,51.0,14.0,83.0,91.0,3.0,90.0,92.0,61.0,91,70.0,4.0,15.0,21.0,11.0,77.0,85,87.0,,,
"Astudillo, Willians",553902,2021,,,,,,,,,58,,,,,,35.0,10,,,,
"Fletcher, David",664058,2021,6.0,84.0,4.0,1.0,31.0,1.0,1.0,1.0,52,1.0,100.0,4.0,100.0,39.0,12.0,66,95.0,,,
"Wisdom, Patrick",621550,2021,40.0,5.0,70.0,84.0,8.0,49.0,93.0,83.0,92,92.0,1.0,43.0,1.0,37.0,86.0,76,85.0,,,
"Upton, Justin",457708,2021,42.0,13.0,50.0,66.0,32.0,40.0,79.0,67.0,98,53.0,7.0,73.0,13.0,70.0,37.0,61,,,,
"Gallo, Joey",608336,2021,75.0,1.0,70.0,89.0,77.0,88.0,98.0,87.0,95,75.0,1.0,99.0,1.0,94.0,99.0,59,93.0,,,
"Crawford, J.P.",641487,2021,19.0,63.0,9.0,3.0,52.0,12.0,6.0,8.0,74,8.0,77.0,42.0,94.0,87.0,42.0,63,48.0,,,
"Acuña Jr., Ronald",660670,2021,100.0,96.0,99.0,97.0,99.0,78.0,99.0,98.0,99,97.0,34.0,94.0,30.0,90.0,99.0,97,,,,
"Rodgers, Brendan",663898,2021,26.0,51.0,40.0,37.0,15.0,26.0,29.0,38.0,83,45.0,58.0,3.0,65.0,30.0,32.0,45,17.0,,,
"Meadows, Austin",640457,2021,46.0,27.0,48.0,57.0,46.0,63.0,53.0,48.0,73,32.0,55.0,66.0,52.0,66.0,49.0,62,,,,
"De La Cruz, Bryan",650559,2021,,,,,,,,,53,,,,,,93.0,78,,,,
"Craig, Will",643269,2021,,,,,,,,,51,,,,,,,30,,,,
"Webb, Logan",657277,2021,,,,,,,,,59,,,,,,,8,,,,
"Neuse, Sheldon",641914,2021,,,,,,,,,57,,,,,,,52,,,,
"Rojas, Miguel",500743,2021,8.0,36.0,8.0,6.0,20.0,12.0,8.0,7.0,63,15.0,92.0,23.0,82.0,57.0,57.0,41,14.0,,,
"Kuhl, Chad",641771,2021,,,,,,,,,33,,,,,,,1,,,,
"Severino, Pedro",600474,2021,28.0,44.0,33.0,35.0,29.0,34.0,42.0,29.0,93,35.0,20.0,39.0,19.0,45.0,,29,,,,
"Bellinger, Cody",641355,2021,5.0,3.0,15.0,33.0,4.0,18.0,37.0,48.0,48,20.0,17.0,50.0,18.0,25.0,89.0,75,64.0,,,
"Ohtani, Shohei",660271,2021,97.0,72.0,100.0,100.0,95.0,100.0,100.0,97.0,100,97.0,7.0,98.0,3.0,54.0,,90,,,,
"Jones, JaCoby",592444,2021,,,,,,,,,47,,,,,,19.0,61,,,,
"Candelario, Jeimer",600869,2021,77.0,84.0,72.0,55.0,80.0,70.0,56.0,38.0,78,37.0,48.0,70.0,61.0,38.0,17.0,56,43.0,,,
"Bradley, Bobby",656252,2021,,,,,,,,,92,,,,,,34.0,50,,,,
"Duggar, Steven",621453,2021,,,,,,,,,60,,,,,,75.0,83,89.0,,,
"Stewart, DJ",621466,2021,,,,,,,,,75,,,,,,64.0,42,,,,
"Jankowski, Travis",608671,2021,,,,,,,,,39,,,,,,43.0,86,,,,
"Espino, Paolo",502179,2021,,,,,,,,,19,,,,,,,6,,,,
"Romine, Andrew",461865,2021,,,,,,,,,25,,,,,,19.0,62,,,,
"Lewis, Kyle",641786,2021,,,,,,,,,67,,,,,,62.0,67,,,,
"Allen, Greg",656185,2021,,,,,,,,,40,,,,,,,75,,,,
"Slater, Austin",596103,2021,,,,,,,,,70,,,,,,78.0,83,81.0,,,
"Chisholm Jr., Jazz",665862,2021,25.0,27.0,40.0,48.0,11.0,48.0,56.0,71.0,84,56.0,10.0,19.0,17.0,23.0,29.0,95,19.0,,,
"Owings, Chris",572008,2021,,,,,,,,,45,,,,,,,76,,,,
"Happ, Ian",664023,2021,39.0,10.0,33.0,52.0,43.0,60.0,72.0,53.0,84,52.0,9.0,83.0,10.0,79.0,55.0,67,8.0,,,
"Moniak, Mickey",666160,2021,,,,,,,,,50,,,,,,,77,,,,
"Perdomo, Geraldo",672695,2021,,,,,,,,,30,,,,,,,58,,,,
"Wilson, Bryse",669060,2021,,,,,,,,,31,,,,,,,5,,,,
"McBroom, Ryan",643436,2021,,,,,,,,,12,,,,,,,20,,,,
"Olson, Matt",621566,2021,91.0,66.0,84.0,86.0,92.0,94.0,82.0,87.0,95,87.0,76.0,92.0,64.0,76.0,24.0,28,60.0,,,
"Megill, Tylor",656731,2021,,,,,,,,,27,,,,,,,1,,,,
"Marisnick, Jake",545350,2021,,,,,,,,,63,,,,,,60.0,90,,,,
"Villar, Jonathan",542340,2021,25.0,23.0,26.0,34.0,29.0,39.0,39.0,26.0,94,23.0,19.0,54.0,16.0,46.0,67.0,57,20.0,,,
"Castro, Willi",650489,2021,7.0,29.0,13.0,12.0,8.0,18.0,23.0,5.0,95,7.0,29.0,6.0,21.0,2.0,41.0,89,56.0,,,
"McKenna, Ryan",663630,2021,,,,,,,,,47,,,,,,88.0,94,,,,
"Sierra, Magneuris",642423,2021,,,,,,,,,29,,,,,,89.0,91,,,,
"Wallach, Chad",595453,2021,,,,,,,,,61,,,,,,,10,,,,
"Williams, Luke",663897,2021,,,,,,,,,45,,,,,,,93,,,,
"Mahle, Tyler",641816,2021,,,,,,,,,28,,,,,,,26,,,,
"Díaz, Aledmys",649557,2021,,,,,,,,,71,,,,,,64.0,53,95.0,,,
"Giménez, Andrés",665926,2021,,,,,,,,,72,,,,,,57.0,94,81.0,,,
"Marte, Starling",516782,2021,72.0,84.0,56.0,39.0,78.0,53.0,49.0,21.0,87,40.0,67.0,40.0,49.0,30.0,81.0,85,62.0,,,
"Hedges, Austin",595978,2021,,,,,,,,,71,,,,,,,12,,,,
"Tsutsugo, Yoshi",660294,2021,,,,,,,,,79,,,,,,43.0,33,,,,
"Florial, Estevan",664314,2021,,,,,,,,,27,,,,,,,95,,,,
"Eaton, Adam",594809,2021,,,,,,,,,48,,,,,,95.0,74,,,,
"Dubón, Mauricio",643289,2021,,,,,,,,,46,,,,,,46.0,73,83.0,,,
"Brinson, Lewis",621446,2021,,,,,,,,,89,,,,,,75.0,88,,,,
"Higashioka, Kyle",543309,2021,,,,,,,,,65,,,,,,,21,,,,
"Rogers, Trevor",669432,2021,,,,,,,,,32,,,,,,,7,,,,
"García, Robel",596825,2021,,,,,,,,,51,,,,,,53.0,51,,,,
"Urías, Julio",628711,2021,,,,,,,,,34,,,,,,,2,,,,
"Murphy, Tom",608596,2021,,,,,,,,,63,,,,,,,48,,,,
"Simmons, Andrelton",592743,2021,1.0,21.0,1.0,1.0,10.0,1.0,1.0,1.0,54,1.0,92.0,26.0,91.0,44.0,43.0,33,99.0,,,
"Garlick, Kyle",664247,2021,,,,,,,,,62,,,,,,68.0,45,,,,
"Renfroe, Hunter",592669,2021,75.0,58.0,84.0,86.0,39.0,92.0,88.0,67.0,97,71.0,41.0,33.0,40.0,19.0,100.0,56,20.0,,,
"Seager, Kyle",572122,2021,40.0,8.0,68.0,81.0,10.0,90.0,80.0,43.0,78,42.0,31.0,50.0,18.0,38.0,7.0,25,91.0,,,
"Mondesi, Adalberto",609275,2021,,,,,,,,,86,,,,,,81.0,84,,,,
"Park, Hoy",660829,2021,,,,,,,,,72,,,,,,19.0,76,,,,
"Mercer, Jordy",474568,2021,,,,,,,,,42,,,,,,33.0,39,,,,
