player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,sprint_speed,oaa,bat_speed,squared_up_rate,swing_length
"Springer, George",543807,2023,56.0,62.0,44.0,39.0,63.0,70.0,42.0,29.0,97,44.0,73.0,54.0,67.0,82.0,70.0,61,72.0,61.0,22.0,28.0
"Rivera, Emmanuel",656896,2023,,,,,,,,,49,,,,,,34.0,43,66.0,,,
"Herrera, Iván",671056,2023,,,,,,,,,55,,,,,,,34,,,,
"Velazquez, Andrew",623205,2023,,,,,,,,,14,,,,,,17.0,77,,,,
"Choi, Ji Man",596847,2023,,,,,,,,,58,,,,,,,6,,,,
"Garrett, Stone",656448,2023,,,,,,,,,81,,,,,,81.0,79,,,,
"Rojas, Miguel",500743,2023,10.0,43.0,7.0,4.0,22.0,6.0,5.0,15.0,42,13.0,97.0,19.0,93.0,24.0,44.0,28,91.0,13.0,96.0,84.0
"Marsh, Brandon",669016,2023,44.0,20.0,28.0,40.0,66.0,37.0,56.0,81.0,63,87.0,11.0,88.0,38.0,72.0,77.0,82,93.0,44.0,31.0,62.0
"Frazier, Clint",640449,2023,,,,,,,,,48,,,,,,,60,,,,
"Solano, Donovan",456781,2023,79.0,89.0,50.0,32.0,90.0,22.0,27.0,68.0,55,65.0,49.0,56.0,46.0,39.0,15.0,10,13.0,8.0,46.0,80.0
"Riley, Austin",663586,2023,90.0,81.0,92.0,91.0,74.0,98.0,89.0,93.0,97,89.0,34.0,47.0,36.0,58.0,35.0,70,42.0,95.0,27.0,28.0
"DeLuca, Jonny",676356,2023,,,,,,,,,8,,,,,,,97,,,,
"Julks, Corey",667452,2023,,,,,,,,,70,,,,,,49.0,78,,,,
"Schmitt, Casey",669477,2023,,,,,,,,,74,,,,,,94.0,69,24.0,,,
"Benson, Will",666181,2023,,,,,,,,,36,,,,,,68.0,88,19.0,23.0,26.0,39.0
"Thompson, Trayce",572204,2023,,,,,,,,,59,,,,,,49.0,50,,,,
"Hill, Derek",656537,2023,,,,,,,,,22,,,,,,23.0,97,,,,
"Allen, Nick",669397,2023,,,,,,,,,29,,,,,,57.0,64,64.0,2.0,93.0,98.0
"Greene, Riley",682985,2023,90.0,93.0,89.0,78.0,80.0,54.0,74.0,85.0,93,82.0,21.0,49.0,33.0,65.0,60.0,71,49.0,89.0,30.0,62.0
"Aranda, Jonathan",666018,2023,,,,,,,,,32,,,,,,,20,,,,
"Moore, Dylan",664238,2023,,,,,,,,,45,,,,,,37.0,59,,,,
"Ruiz, Keibert",660688,2023,44.0,83.0,47.0,33.0,46.0,45.0,25.0,16.0,59,12.0,99.0,12.0,97.0,9.0,,8,,2.0,90.0,71.0
"Contreras, Willson",575929,2023,93.0,86.0,87.0,79.0,91.0,73.0,79.0,81.0,99,81.0,46.0,74.0,27.0,32.0,,35,,,,
"Heim, Jonah",641680,2023,50.0,53.0,57.0,58.0,37.0,50.0,46.0,49.0,61,34.0,67.0,42.0,65.0,36.0,,15,,10.0,63.0,47.0
"Baker, Luken",663609,2023,,,,,,,,,69,,,,,,,4,,,,
"Gurriel, Yuli",493329,2023,,,,,,,,,35,,,,,,1.0,46,25.0,,,
"Smith, Will",669257,2023,77.0,58.0,56.0,53.0,88.0,42.0,32.0,50.0,66,53.0,86.0,83.0,82.0,74.0,,44,,11.0,61.0,62.0
"Gorman, Nolan",669357,2023,79.0,23.0,87.0,94.0,53.0,81.0,97.0,77.0,79,86.0,6.0,83.0,5.0,54.0,22.0,29,29.0,,,
"Duran, Jarren",680776,2023,44.0,76.0,39.0,25.0,51.0,9.0,20.0,60.0,82,77.0,30.0,26.0,53.0,38.0,61.0,96,35.0,,,
"Triolo, Jared",669707,2023,,,,,,,,,36,,,,,,38.0,77,88.0,,,
"Hall, Darick",669742,2023,,,,,,,,,83,,,,,,,2,,,,
"Mauricio, Ronny",677595,2023,,,,,,,,,99,,,,,,43.0,60,,,,
"Friedl, TJ",670770,2023,10.0,26.0,2.0,2.0,35.0,9.0,7.0,11.0,29,5.0,85.0,52.0,87.0,76.0,54.0,74,91.0,11.0,76.0,94.0
"Velázquez, Nelson",676369,2023,,,,,,,,,71,,,,,,44.0,48,,,,
"Cruz, Nelson",443558,2023,,,,,,,,,81,,,,,,,5,,,,
"Yoshida, Masataka",807799,2023,50.0,81.0,48.0,37.0,47.0,54.0,31.0,42.0,79,49.0,93.0,17.0,88.0,58.0,52.0,22,,38.0,93.0,47.0
"Hoerner, Nico",663538,2023,31.0,84.0,12.0,3.0,74.0,6.0,2.0,10.0,48,16.0,96.0,35.0,99.0,36.0,15.0,80,98.0,13.0,97.0,71.0
"Pinto, René",650907,2023,,,,,,,,,66,,,,,,,38,,,,
"Capel, Conner",668843,2023,,,,,,,,,14,,,,,,93.0,41,,,,
"Beaty, Matt",607461,2023,,,,,,,,,21,,,,,,,11,,,,
"Haase, Eric",606992,2023,,,,,,,,,57,,,,,,,67,,,,
