player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,xera,fb_velocity,fb_spin,curve_spin
"Criswell, Jeff",676105,2024,,,,,,,,,58,,,,,,,,71.0,71.0,
"Morgan, Eli",669212,2024,,,,,,,,,70,,,,,,,,21.0,52.0,
"López, Pablo",641154,2024,62.0,49.0,47.0,45.0,77.0,5.0,39.0,75.0,27,61.0,71.0,90.0,62.0,89.0,,62.0,63.0,35.0,67.0
"Montero, Rafael",606160,2024,,,,,,,,,56,,,,,,,,69.0,81.0,
"Brieske, Beau",689225,2024,79.0,79.0,83.0,83.0,57.0,83.0,85.0,42.0,49,74.0,62.0,18.0,38.0,58.0,,79.0,78.0,94.0,
"Zeferjahn, Ryan",666171,2024,,,,,,,,,65,,,,,,,,93.0,16.0,
"Miller, Ryan",668943,2024,,,,,,,,,71,,,,,,,,41.0,26.0,
"Hamilton, Ian",641656,2024,,,,,,,,,22,,,,,,,,82.0,34.0,
"Legumina, Casey",668984,2024,,,,,,,,,82,,,,,,,,38.0,72.0,
"Kelly, Michael",547184,2024,,,,,,,,,82,,,,,,,,65.0,74.0,
"Halvorsen, Seth",678020,2024,,,,,,,,,13,,,,,,,,100.0,48.0,
"Vásquez, Randy",681190,2024,2.0,1.0,2.0,13.0,3.0,27.0,28.0,53.0,1,41.0,1.0,68.0,5.0,32.0,,2.0,54.0,86.0,98.0
"Skubal, Tarik",669373,2024,95.0,88.0,89.0,83.0,97.0,21.0,70.0,81.0,27,84.0,91.0,95.0,90.0,77.0,,95.0,89.0,33.0,21.0
"Hendricks, Kyle",543294,2024,16.0,8.0,24.0,52.0,19.0,21.0,56.0,97.0,22,87.0,4.0,56.0,5.0,59.0,,16.0,1.0,8.0,94.0
"Baz, Shane",669358,2024,64.0,78.0,62.0,48.0,71.0,50.0,59.0,9.0,70,21.0,38.0,41.0,42.0,6.0,,64.0,76.0,87.0,73.0
"Fitts, Richard",690916,2024,,,,,,,,,8,,,,,,,,56.0,90.0,
"France, J.P.",641585,2024,,,,,,,,,14,,,,,,,,20.0,79.0,52.0
"Bird, Jake",656234,2024,,,,,,,,,63,,,,,,,,71.0,7.0,89.0
"Crouse, Hans",668968,2024,,,,,,,,,63,,,,,,,,28.0,59.0,
"Jackson, Luke",592426,2024,43.0,64.0,61.0,57.0,33.0,64.0,26.0,39.0,67,38.0,67.0,14.0,81.0,76.0,,43.0,61.0,62.0,31.0
"Contreras, Roansy",672710,2024,10.0,20.0,13.0,14.0,7.0,40.0,14.0,23.0,66,13.0,18.0,20.0,12.0,46.0,,10.0,61.0,67.0,67.0
"Burnes, Corbin",669203,2024,79.0,60.0,68.0,68.0,86.0,15.0,70.0,81.0,15,95.0,51.0,80.0,74.0,90.0,,79.0,91.0,95.0,91.0
"Cecconi, Slade",677944,2024,25.0,28.0,10.0,8.0,62.0,31.0,9.0,42.0,46,70.0,19.0,92.0,8.0,10.0,,25.0,56.0,76.0,39.0
"Lawrence, Justin",664875,2024,1.0,1.0,9.0,40.0,1.0,54.0,49.0,19.0,10,18.0,5.0,8.0,26.0,6.0,,1.0,59.0,76.0,
"Romano, Jordan",605447,2024,,,,,,,,,83,,,,,,,,86.0,50.0,
"Liberatore, Matthew",669461,2024,38.0,32.0,28.0,27.0,46.0,45.0,63.0,25.0,49,51.0,34.0,52.0,46.0,41.0,,38.0,65.0,22.0,90.0
"Lynch IV, Daniel",663738,2024,,,,,,,,,45,,,,,,,,31.0,33.0,
"Hernández, Carlos",672578,2024,,,,,,,,,42,,,,,,,,97.0,86.0,35.0
"Gómez, Yoendrys",672782,2024,,,,,,,,,83,,,,,,,,25.0,75.0,
"Gray, Jon",592351,2024,23.0,8.0,15.0,29.0,36.0,29.0,30.0,9.0,30,20.0,23.0,75.0,37.0,61.0,,23.0,63.0,7.0,28.0
"Dobnak, Randy",677976,2024,,,,,,,,,13,,,,,,,,23.0,4.0,
"Rodríguez, Randy",678495,2024,81.0,85.0,76.0,65.0,79.0,77.0,54.0,71.0,17,59.0,58.0,48.0,80.0,66.0,,81.0,94.0,96.0,
"Hernández, Elieser",622694,2024,,,,,,,,,81,,,,,,,,16.0,46.0,
"Miller, Erik",669062,2024,87.0,95.0,95.0,90.0,61.0,77.0,65.0,30.0,31,29.0,92.0,2.0,85.0,10.0,,87.0,90.0,56.0,
"Helsley, Ryan",664854,2024,94.0,82.0,95.0,98.0,84.0,96.0,97.0,32.0,17,76.0,90.0,40.0,97.0,94.0,,94.0,99.0,97.0,45.0
"Sánchez, Sixto",664350,2024,,,,,,,,,62,,,,,,,,41.0,18.0,
"Law, Derek",571882,2024,60.0,20.0,69.0,92.0,50.0,83.0,96.0,68.0,63,78.0,32.0,70.0,74.0,96.0,,60.0,63.0,16.0,
"Kopech, Michael",656629,2024,71.0,95.0,77.0,48.0,57.0,50.0,7.0,42.0,60,33.0,93.0,7.0,92.0,51.0,,71.0,98.0,99.0,
"Emanuel, Kent",592288,2024,,,,,,,,,12,,,,,,,,3.0,7.0,
"Sears, JP",676664,2024,27.0,43.0,12.0,5.0,61.0,1.0,9.0,35.0,15,36.0,13.0,73.0,19.0,37.0,,27.0,15.0,9.0,
"Francis, Bowden",670102,2024,74.0,78.0,56.0,30.0,88.0,33.0,28.0,41.0,37,72.0,46.0,89.0,15.0,30.0,,74.0,30.0,75.0,23.0
"Waldron, Matt",663362,2024,43.0,37.0,38.0,37.0,52.0,23.0,65.0,71.0,24,79.0,36.0,75.0,11.0,13.0,,43.0,7.0,6.0,
"Díaz, Alexis",664747,2024,64.0,89.0,87.0,80.0,28.0,83.0,70.0,58.0,56,55.0,48.0,3.0,58.0,12.0,,64.0,47.0,99.0,
"Petersen, Michael",656848,2024,,,,,,,,,75,,,,,,,,92.0,54.0,
"Bradley, Taj",671737,2024,39.0,64.0,27.0,12.0,68.0,13.0,9.0,2.0,5,15.0,76.0,48.0,65.0,70.0,,39.0,86.0,64.0,49.0
"Glasnow, Tyler",607192,2024,96.0,94.0,88.0,74.0,98.0,30.0,32.0,42.0,2,37.0,95.0,68.0,85.0,33.0,,96.0,84.0,97.0,81.0
"Zuñiga, Guillo",670871,2024,,,,,,,,,42,,,,,,,,88.0,63.0,
"Wacha, Michael",608379,2024,47.0,31.0,36.0,43.0,57.0,8.0,39.0,89.0,3,92.0,34.0,70.0,32.0,39.0,,47.0,41.0,14.0,16.0
"Festa, David",701581,2024,47.0,51.0,39.0,29.0,57.0,54.0,30.0,30.0,42,48.0,82.0,45.0,73.0,82.0,,47.0,61.0,75.0,
"Bello, Brayan",678394,2024,24.0,25.0,45.0,61.0,17.0,18.0,56.0,58.0,11,29.0,40.0,33.0,53.0,60.0,,24.0,77.0,11.0,
"Tate, Dillon",622253,2024,,,,,,,,,29,,,,,,,,28.0,4.0,
"Fedde, Erick",607200,2024,55.0,40.0,45.0,49.0,61.0,11.0,52.0,56.0,5,59.0,34.0,63.0,17.0,8.0,,55.0,33.0,5.0,
"Gallen, Zac",668678,2024,52.0,40.0,56.0,64.0,42.0,25.0,56.0,19.0,19,30.0,67.0,39.0,54.0,60.0,,52.0,43.0,61.0,33.0
"Weaver, Luke",596133,2024,79.0,92.0,69.0,33.0,88.0,47.0,30.0,41.0,57,52.0,93.0,51.0,94.0,84.0,,79.0,77.0,92.0,
"Espino, Paolo",502179,2024,,,,,,,,,39,,,,,,,,2.0,37.0,94.0
"Foley, Jason",671345,2024,33.0,24.0,39.0,57.0,30.0,72.0,73.0,30.0,7,28.0,14.0,50.0,23.0,14.0,,33.0,91.0,10.0,
"Fleming, Josh",676596,2024,,,,,,,,,84,,,,,,,,7.0,1.0,
"White, Mitch",669952,2024,,,,,,,,,4,,,,,,,,47.0,52.0,56.0
"Lowder, Rhett",695076,2024,,,,,,,,,38,,,,,,,,33.0,57.0,
"Spence, Mitch",687765,2024,39.0,32.0,33.0,36.0,52.0,8.0,35.0,30.0,21,25.0,21.0,67.0,25.0,82.0,,39.0,18.0,1.0,85.0
"Ruiz, José",614179,2024,39.0,28.0,33.0,41.0,42.0,72.0,39.0,6.0,53,20.0,58.0,52.0,67.0,87.0,,39.0,82.0,49.0,8.0
"King, John",667463,2024,55.0,29.0,57.0,76.0,65.0,72.0,79.0,58.0,65,66.0,4.0,87.0,3.0,79.0,,55.0,40.0,34.0,
"Anderson, Grant",681982,2024,,,,,,,,,17,,,,,,,,21.0,60.0,
"Wentz, Joey",666214,2024,62.0,74.0,78.0,79.0,41.0,61.0,61.0,71.0,63,73.0,58.0,16.0,80.0,59.0,,62.0,43.0,47.0,62.0
"Brown, Ben",676962,2024,38.0,60.0,39.0,23.0,57.0,54.0,5.0,1.0,21,1.0,87.0,40.0,88.0,49.0,,38.0,86.0,42.0,18.0
"Falter, Bailey",663559,2024,14.0,14.0,8.0,11.0,32.0,8.0,23.0,18.0,23,27.0,6.0,56.0,8.0,39.0,,14.0,18.0,6.0,1.0
"Crochet, Garrett",676979,2024,91.0,90.0,79.0,62.0,96.0,21.0,21.0,65.0,47,49.0,98.0,87.0,93.0,93.0,,91.0,92.0,94.0,
"Stanek, Ryne",592773,2024,73.0,89.0,69.0,45.0,68.0,61.0,16.0,16.0,64,24.0,82.0,20.0,94.0,85.0,,73.0,96.0,70.0,
"Otañez, Michel",671305,2024,,,,,,,,,87,,,,,,,,96.0,83.0,
"Garrett, Reed",657585,2024,87.0,90.0,94.0,91.0,57.0,93.0,86.0,81.0,60,65.0,96.0,7.0,97.0,88.0,,87.0,88.0,67.0,
"Gonzales, Marco",594835,2024,,,,,,,,,38,,,,,,,,4.0,13.0,8.0
"Pérez, Martín",527048,2024,4.0,7.0,5.0,7.0,11.0,15.0,30.0,42.0,3,26.0,13.0,45.0,13.0,44.0,,4.0,10.0,4.0,40.0
"Martin, Davis",663436,2024,43.0,67.0,64.0,58.0,31.0,77.0,52.0,75.0,39,57.0,36.0,19.0,62.0,58.0,,43.0,41.0,83.0,66.0
"Hjelle, Sean",663546,2024,68.0,33.0,59.0,74.0,74.0,64.0,86.0,53.0,42,61.0,44.0,96.0,16.0,25.0,,68.0,59.0,42.0,3.0
"Abbott, Andrew",671096,2024,50.0,58.0,39.0,24.0,60.0,11.0,19.0,68.0,37,86.0,22.0,35.0,26.0,22.0,,50.0,30.0,52.0,84.0
"Rodón, Carlos",607074,2024,43.0,67.0,26.0,9.0,69.0,1.0,4.0,11.0,37,32.0,75.0,53.0,84.0,72.0,,43.0,71.0,82.0,72.0
"Alcala, Jorge",660896,2024,88.0,94.0,81.0,58.0,88.0,77.0,61.0,91.0,71,91.0,64.0,41.0,70.0,19.0,,88.0,97.0,88.0,
"Thompson, Keegan",624522,2024,,,,,,,,,1,,,,,,,,40.0,95.0,76.0
"Ramirez, Emmanuel",642629,2024,,,,,,,,,66,,,,,,,,47.0,62.0,
"Ort, Kaleb",672391,2024,,,,,,,,,38,,,,,,,,94.0,90.0,
"Shugart, Chase",663767,2024,,,,,,,,,76,,,,,,,,73.0,22.0,
"Chargois, JT",608638,2024,,,,,,,,,19,,,,,,,,63.0,61.0,
"Robertson, Nick",687798,2024,,,,,,,,,63,,,,,,,,54.0,15.0,
"Kremer, Dean",665152,2024,24.0,47.0,22.0,13.0,41.0,15.0,13.0,84.0,15,76.0,44.0,32.0,32.0,34.0,,24.0,33.0,42.0,83.0
"Cruz, Fernando",518585,2024,52.0,74.0,58.0,40.0,37.0,61.0,13.0,53.0,35,10.0,99.0,7.0,99.0,64.0,,52.0,59.0,59.0,
"Lazar, Max",676661,2024,,,,,,,,,67,,,,,,,,43.0,70.0,
"Javier, Cristian",664299,2024,,,,,,,,,65,,,,,,,,16.0,63.0,
"Matzek, Tyler",554431,2024,,,,,,,,,81,,,,,,,,41.0,84.0,
"Carasiti, Matt",571539,2024,,,,,,,,,69,,,,,,,,54.0,9.0,
"Beeks, Jalen",656222,2024,57.0,41.0,63.0,73.0,42.0,77.0,91.0,87.0,9,89.0,11.0,39.0,31.0,6.0,,57.0,56.0,32.0,
"Gore, MacKenzie",669022,2024,42.0,31.0,61.0,78.0,24.0,21.0,69.0,74.0,26,54.0,65.0,35.0,74.0,34.0,,42.0,80.0,66.0,30.0
"Allen, Logan",671106,2024,2.0,9.0,1.0,2.0,6.0,18.0,3.0,4.0,19,3.0,14.0,27.0,15.0,5.0,,2.0,11.0,20.0,
"Pivetta, Nick",601713,2024,73.0,78.0,38.0,14.0,91.0,11.0,10.0,32.0,12,48.0,88.0,80.0,50.0,65.0,,73.0,47.0,67.0,86.0
"Staumont, Josh",622251,2024,,,,,,,,,61,,,,,,,,63.0,49.0,
"Fried, Max",608331,2024,57.0,36.0,73.0,88.0,44.0,34.0,89.0,95.0,15,81.0,52.0,50.0,39.0,52.0,,57.0,45.0,29.0,87.0
"Milner, Hoby",571948,2024,85.0,36.0,80.0,95.0,75.0,98.0,99.0,78.0,42,72.0,57.0,92.0,7.0,23.0,,85.0,2.0,5.0,
"Varland, Louis",686973,2024,5.0,4.0,7.0,17.0,10.0,54.0,24.0,7.0,19,6.0,30.0,68.0,31.0,5.0,,5.0,82.0,26.0,31.0
"Baker, Bryan",641329,2024,,,,,,,,,27,,,,,,,,84.0,56.0,
"Hoffman, Jeff",656546,2024,90.0,90.0,74.0,49.0,95.0,72.0,52.0,65.0,33,21.0,96.0,81.0,96.0,96.0,,90.0,88.0,98.0,
"Fernandez, Ryan",681676,2024,71.0,75.0,90.0,94.0,37.0,64.0,61.0,42.0,42,84.0,66.0,13.0,88.0,64.0,,71.0,73.0,31.0,
"Cueto, Johnny",456501,2024,,,,,,,,,27,,,,,,,,11.0,10.0,
"Henry, Tommy",674072,2024,,,,,,,,,19,,,,,,,,5.0,22.0,17.0
"Lucas, Easton",687922,2024,,,,,,,,,88,,,,,,,,54.0,39.0,
"Duffey, Tyler",608648,2024,,,,,,,,,88,,,,,,,,11.0,79.0,51.0
"Hernández, Jonathan",642546,2024,,,,,,,,,15,,,,,,,,89.0,48.0,
"Kirby, George",669923,2024,76.0,55.0,47.0,36.0,93.0,3.0,41.0,42.0,19,70.0,50.0,99.0,39.0,84.0,,76.0,80.0,44.0,42.0
"Thornton, Trent",663423,2024,74.0,64.0,75.0,79.0,73.0,54.0,47.0,75.0,44,62.0,73.0,73.0,65.0,88.0,,74.0,70.0,91.0,98.0
"de Geus, Brett",676969,2024,,,,,,,,,83,,,,,,,,86.0,15.0,26.0
"Aguiar, Julian",687924,2024,,,,,,,,,24,,,,,,,,54.0,11.0,
"Veneziano, Anthony",685107,2024,,,,,,,,,35,,,,,,,,62.0,53.0,
"Morejon, Adrian",670970,2024,79.0,72.0,80.0,82.0,78.0,54.0,35.0,91.0,56,93.0,73.0,53.0,65.0,81.0,,79.0,92.0,91.0,
"Pressly, Ryan",519151,2024,53.0,47.0,45.0,41.0,62.0,64.0,46.0,23.0,1,24.0,56.0,59.0,61.0,81.0,,53.0,45.0,97.0,99.0
"Brown, Hunter",686613,2024,79.0,70.0,85.0,90.0,68.0,38.0,93.0,95.0,19,97.0,67.0,44.0,46.0,34.0,,79.0,78.0,50.0,44.0
"Montgomery, Mason",682254,2024,,,,,,,,,81,,,,,,,,93.0,69.0,
"Smith, Will",519293,2024,,,,,,,,,41,,,,,,,,11.0,40.0,9.0
"Manning, Matt",666159,2024,,,,,,,,,18,,,,,,,,45.0,45.0,
"Mahle, Tyler",641816,2024,,,,,,,,,64,,,,,,,,13.0,68.0,
"Yarbrough, Ryan",642232,2024,36.0,39.0,53.0,61.0,23.0,45.0,79.0,97.0,29,99.0,6.0,50.0,13.0,32.0,,36.0,1.0,1.0,
"Sammons, Bryan",676614,2024,,,,,,,,,73,,,,,,,,15.0,20.0,
"Hancock, Emerson",676106,2024,2.0,2.0,2.0,6.0,3.0,40.0,12.0,58.0,42,4.0,2.0,64.0,20.0,37.0,,2.0,36.0,77.0,
"Junk, Janson",676083,2024,,,,,,,,,59,,,,,,,,45.0,64.0,
"Englert, Mason",669438,2024,,,,,,,,,73,,,,,,,,23.0,30.0,
"Ragans, Cole",666142,2024,82.0,81.0,82.0,82.0,74.0,27.0,79.0,65.0,9,76.0,88.0,38.0,90.0,61.0,,82.0,71.0,97.0,43.0
"King, Michael",650633,2024,70.0,70.0,73.0,70.0,65.0,29.0,79.0,99.0,34,97.0,81.0,39.0,78.0,70.0,,70.0,36.0,57.0,
"Garrett, Braxton",666129,2024,,,,,,,,,47,,,,,,,,6.0,18.0,
"Blewett, Scott",656240,2024,,,,,,,,,29,,,,,,,,41.0,64.0,
"Rogers, Tyler",643511,2024,88.0,49.0,81.0,92.0,87.0,83.0,93.0,99.0,32,95.0,11.0,100.0,4.0,39.0,,88.0,1.0,3.0,
"Gomber, Austin",596295,2024,7.0,6.0,2.0,3.0,40.0,1.0,16.0,16.0,27,28.0,7.0,87.0,9.0,19.0,,7.0,7.0,32.0,54.0
"Baumann, Mike",657508,2024,18.0,45.0,27.0,19.0,19.0,50.0,21.0,3.0,51,12.0,42.0,18.0,42.0,29.0,,18.0,87.0,59.0,23.0
"Brzykcy, Zach",694350,2024,,,,,,,,,65,,,,,,,,50.0,35.0,
"Holderman, Colin",670059,2024,43.0,84.0,65.0,43.0,34.0,54.0,5.0,79.0,35,55.0,67.0,13.0,79.0,18.0,,43.0,92.0,58.0,
"Cimber, Adam",643256,2024,,,,,,,,,47,,,,,,,,1.0,48.0,
"Santillan, Tony",663574,2024,,,,,,,,,35,,,,,,,,92.0,78.0,
"Lively, Ben",594902,2024,47.0,45.0,38.0,33.0,55.0,25.0,74.0,16.0,4,26.0,17.0,52.0,4.0,7.0,,47.0,6.0,5.0,5.0
"Parker, Mitchell",680730,2024,30.0,24.0,17.0,19.0,52.0,13.0,41.0,27.0,22,48.0,30.0,68.0,23.0,66.0,,30.0,26.0,35.0,17.0
"Matz, Steven",571927,2024,,,,,,,,,7,,,,,,,,47.0,37.0,15.0
"Nastrini, Nick",680897,2024,,,,,,,,,27,,,,,,,,43.0,80.0,24.0
"Brebbia, John",605154,2024,16.0,17.0,14.0,16.0,24.0,50.0,7.0,50.0,47,62.0,81.0,51.0,50.0,85.0,,16.0,45.0,59.0,
"Pagán, Emilio",641941,2024,,,,,,,,,81,,,,,,,,59.0,97.0,
"Santana, Dennis",642701,2024,82.0,71.0,81.0,85.0,75.0,88.0,92.0,95.0,71,92.0,58.0,62.0,72.0,98.0,,82.0,73.0,94.0,
"Woodford, Jake",663765,2024,,,,,,,,,35,,,,,,,,13.0,32.0,
"Gil, Luis",661563,2024,57.0,88.0,74.0,54.0,44.0,16.0,18.0,35.0,35,61.0,77.0,7.0,76.0,15.0,,57.0,88.0,90.0,
"Peguero, Elvis",665625,2024,43.0,33.0,73.0,88.0,8.0,91.0,86.0,18.0,32,35.0,32.0,8.0,68.0,95.0,,43.0,89.0,1.0,
"Bibee, Tanner",676440,2024,57.0,51.0,48.0,41.0,73.0,20.0,65.0,62.0,4,66.0,74.0,78.0,61.0,27.0,,57.0,59.0,77.0,72.0
"Sulser, Cole",642121,2024,,,,,,,,,64,,,,,,,,21.0,72.0,
"Rocker, Kumar",677958,2024,,,,,,,,,93,,,,,,,,77.0,24.0,
"Elder, Bryce",693821,2024,12.0,4.0,20.0,50.0,12.0,61.0,28.0,21.0,66,6.0,28.0,57.0,50.0,61.0,,12.0,8.0,8.0,
"Alzolay, Adbert",640470,2024,,,,,,,,,54,,,,,,,,56.0,52.0,
"Davis, Noah",663562,2024,,,,,,,,,26,,,,,,,,45.0,54.0,
"Ferguson, Tyler",621053,2024,62.0,85.0,65.0,45.0,48.0,83.0,35.0,68.0,6,50.0,91.0,10.0,61.0,48.0,,62.0,76.0,55.0,
"Díaz, Yilber",700270,2024,,,,,,,,,61,,,,,,,,80.0,52.0,19.0
"Maldonado, Anthony",687424,2024,,,,,,,,,57,,,,,,,,34.0,80.0,
"Clevinger, Mike",605182,2024,,,,,,,,,15,,,,,,,,36.0,74.0,
"Povich, Cade",700249,2024,43.0,60.0,39.0,23.0,48.0,36.0,24.0,62.0,11,68.0,23.0,25.0,23.0,20.0,,43.0,21.0,60.0,39.0
"Crawford, Kutter",676710,2024,56.0,71.0,31.0,11.0,79.0,1.0,12.0,62.0,4,70.0,51.0,68.0,48.0,88.0,,56.0,28.0,95.0,11.0
"Marte, Yunior",628708,2024,,,,,,,,,24,,,,,,,,86.0,81.0,
"Soriano, José",667755,2024,39.0,43.0,64.0,72.0,23.0,38.0,73.0,21.0,39,10.0,32.0,27.0,35.0,57.0,,39.0,97.0,3.0,40.0
"Scott, Tayler",605463,2024,71.0,79.0,92.0,95.0,31.0,96.0,98.0,74.0,26,75.0,69.0,6.0,79.0,37.0,,71.0,30.0,23.0,
"Mears, Nick",683232,2024,84.0,81.0,75.0,65.0,79.0,77.0,65.0,71.0,65,88.0,88.0,29.0,74.0,69.0,,84.0,88.0,68.0,52.0
"Wilson, Steven",621051,2024,,,,,,,,,58,,,,,,,,40.0,90.0,
"Heaney, Andrew",571760,2024,27.0,29.0,19.0,17.0,46.0,8.0,37.0,27.0,29,37.0,49.0,83.0,56.0,70.0,,27.0,16.0,86.0,53.0
"Martinez, Justin",679885,2024,88.0,78.0,98.0,99.0,37.0,98.0,99.0,94.0,23,94.0,89.0,10.0,96.0,70.0,,88.0,100.0,18.0,
"Ashcraft, Graham",668933,2024,8.0,6.0,16.0,38.0,7.0,40.0,49.0,7.0,21,16.0,6.0,53.0,22.0,22.0,,8.0,63.0,81.0,
"Webb, Jacob",657097,2024,74.0,86.0,78.0,66.0,62.0,72.0,46.0,84.0,9,82.0,62.0,12.0,65.0,53.0,,74.0,40.0,93.0,
"Yamamoto, Yoshinobu",808967,2024,73.0,55.0,70.0,78.0,82.0,40.0,37.0,62.0,39,27.0,85.0,81.0,62.0,82.0,,73.0,73.0,29.0,76.0
"McGreevy, Michael",700241,2024,,,,,,,,,78,,,,,,,,21.0,30.0,
"Díaz, Edwin",621242,2024,98.0,99.0,97.0,82.0,96.0,91.0,59.0,97.0,56,97.0,100.0,31.0,98.0,72.0,,98.0,94.0,75.0,
"McArthur, James",663704,2024,29.0,11.0,22.0,40.0,39.0,54.0,37.0,16.0,51,36.0,25.0,90.0,72.0,65.0,,29.0,65.0,66.0,84.0
"Marte, José",665896,2024,,,,,,,,,68,,,,,,,,86.0,25.0,
"Nola, Aaron",605400,2024,57.0,39.0,49.0,57.0,72.0,8.0,61.0,58.0,1,53.0,58.0,80.0,47.0,86.0,,57.0,20.0,58.0,62.0
"Banks, Tanner",621383,2024,77.0,60.0,79.0,88.0,67.0,64.0,76.0,81.0,6,84.0,69.0,53.0,54.0,27.0,,77.0,35.0,42.0,
"Turnbull, Spencer",605513,2024,47.0,63.0,59.0,55.0,40.0,83.0,61.0,76.0,73,18.0,73.0,34.0,49.0,14.0,,47.0,23.0,90.0,80.0
"Peralta, Sammy",671111,2024,,,,,,,,,80,,,,,,,,2.0,28.0,
"Minter, A.J.",621345,2024,,,,,,,,,57,,,,,,,,56.0,88.0,
"Warren, Will",701542,2024,,,,,,,,,81,,,,,,,,40.0,92.0,
"Maeda, Kenta",628317,2024,30.0,25.0,24.0,27.0,45.0,27.0,39.0,62.0,41,73.0,24.0,75.0,38.0,75.0,,30.0,9.0,60.0,
"La Sorsa, Joe",686747,2024,,,,,,,,,21,,,,,,,,1.0,9.0,
"Reynolds, Sean",669308,2024,,,,,,,,,91,,,,,,,,90.0,91.0,
"Sandoval, Patrick",663776,2024,32.0,20.0,49.0,68.0,16.0,72.0,88.0,75.0,32,70.0,49.0,24.0,57.0,30.0,,32.0,43.0,5.0,81.0
"Pfaadt, Brandon",694297,2024,60.0,39.0,47.0,52.0,75.0,5.0,41.0,32.0,9,42.0,60.0,87.0,49.0,59.0,,60.0,45.0,94.0,61.0
"Palencia, Daniel",694037,2024,,,,,,,,,71,,,,,,,,98.0,46.0,
"Erceg, Lucas",668674,2024,86.0,72.0,83.0,87.0,75.0,83.0,76.0,97.0,60,87.0,85.0,77.0,86.0,84.0,,86.0,98.0,11.0,
"Moore, Matt",519043,2024,33.0,80.0,29.0,7.0,33.0,64.0,21.0,50.0,26,76.0,22.0,6.0,59.0,36.0,,33.0,30.0,50.0,13.0
"Hernandez, Nick",663321,2024,,,,,,,,,59,,,,,,,,10.0,99.0,
"Carrasco, Carlos",471911,2024,20.0,20.0,17.0,20.0,32.0,31.0,41.0,35.0,15,49.0,25.0,59.0,27.0,79.0,,20.0,13.0,27.0,80.0
"Castellanos, Humberto",528748,2024,,,,,,,,,81,,,,,,,,7.0,3.0,
"Montero, Keider",672456,2024,6.0,4.0,9.0,22.0,11.0,35.0,52.0,47.0,51,57.0,17.0,57.0,16.0,25.0,,6.0,59.0,30.0,92.0
"Armstrong, Shawn",542888,2024,7.0,6.0,12.0,25.0,8.0,45.0,24.0,47.0,27,54.0,45.0,41.0,28.0,59.0,,7.0,40.0,44.0,
"Littell, Zack",641793,2024,30.0,15.0,14.0,19.0,61.0,3.0,16.0,35.0,15,46.0,37.0,94.0,29.0,77.0,,30.0,20.0,7.0,
"Banda, Anthony",607455,2024,81.0,64.0,69.0,70.0,61.0,88.0,74.0,65.0,4,49.0,57.0,40.0,82.0,79.0,,81.0,82.0,27.0,
"Matthews, Zebby",805673,2024,,,,,,,,,68,,,,,,,,63.0,45.0,26.0
"Sale, Chris",519242,2024,93.0,84.0,91.0,91.0,92.0,34.0,84.0,92.0,15,95.0,94.0,87.0,86.0,93.0,,93.0,61.0,40.0,
"Brito, Jhony",666745,2024,,,,,,,,,47,,,,,,,,84.0,23.0,
"Lambert, Peter",663567,2024,29.0,15.0,48.0,73.0,10.0,72.0,80.0,71.0,62,66.0,12.0,20.0,21.0,10.0,,29.0,56.0,46.0,
"Peterson, David",656849,2024,22.0,18.0,43.0,64.0,15.0,31.0,59.0,35.0,15,16.0,24.0,34.0,50.0,52.0,,22.0,26.0,26.0,25.0
"Cantillo, Joey",676282,2024,,,,,,,,,34,,,,,,,,21.0,1.0,73.0
"Pop, Zach",647315,2024,20.0,14.0,26.0,45.0,13.0,77.0,63.0,47.0,26,8.0,5.0,33.0,22.0,79.0,,20.0,83.0,42.0,
"Irvin, Cole",608344,2024,3.0,3.0,1.0,2.0,17.0,2.0,1.0,21.0,5,32.0,5.0,83.0,2.0,15.0,,3.0,16.0,8.0,12.0
"Walker, Ryan",676254,2024,96.0,94.0,96.0,94.0,94.0,77.0,81.0,94.0,6,98.0,94.0,84.0,74.0,54.0,,96.0,76.0,58.0,
"Winans, Allan",642216,2024,,,,,,,,,85,,,,,,,,4.0,45.0,
"Bradford, Cody",674003,2024,73.0,59.0,42.0,25.0,92.0,40.0,24.0,50.0,32,80.0,48.0,96.0,34.0,65.0,,73.0,4.0,16.0,5.0
"Kuhnel, Joel",669270,2024,,,,,,,,,80,,,,,,,,56.0,26.0,
"Plesac, Zach",668676,2024,,,,,,,,,9,,,,,,,,6.0,6.0,
"Kimbrel, Craig",518886,2024,36.0,78.0,56.0,31.0,16.0,64.0,7.0,3.0,1,13.0,93.0,2.0,85.0,2.0,,36.0,47.0,68.0,60.0
"Klein, Will",694361,2024,,,,,,,,,54,,,,,,,,91.0,28.0,
"Leiter, Jack",683004,2024,,,,,,,,,47,,,,,,,,86.0,75.0,64.0
"Hoeing, Bryan",663773,2024,11.0,4.0,11.0,27.0,21.0,72.0,47.0,4.0,15,5.0,29.0,68.0,25.0,47.0,,11.0,47.0,4.0,
"Gilbert, Tyler",656457,2024,,,,,,,,,63,,,,,,,,16.0,22.0,
"Merryweather, Julian",657240,2024,,,,,,,,,54,,,,,,,,80.0,47.0,
"Newcomb, Sean",656794,2024,,,,,,,,,74,,,,,,,,41.0,75.0,
