year,player_id,player_name,team_name,start_year,end_year,pitches,catcher_blocking_runs,blocks_above_average,n_pbwp,x_pbwp,blocks_above_average_per_game,freq_pbwp_easy,freq_pbwp_medium,freq_pbwp_tough,diff_pbwp_easy,diff_pbwp_medium,diff_pbwp_tough
2020,694212,"Basallo, Samuel",BAL,2026,,407,-1,-2,6,3.869058790529469,-0.2094291114958754,0.9484029484029488,0.0417690417690417,0.0098280098280098,-2.4142265491986903,0.5794632608910714,-0.2961779211629123
2020,543877,"Vázquez, Christian",HOU,2026,,437,-1,-2,7,4.610304483049263,-0.2187364317575048,0.947368421052632,0.0389016018306636,0.0137299771167048,-1.55259198265717,-0.3402881850338815,-0.4968153492596887
2020,695600,"Jensen, Carter",KC,2026,,318,0,-2,4,2.073414725895904,-0.2423377703275593,0.962264150943396,0.0283018867924528,0.0094339622641509,0.8862151973601257,-1.3289156539232925,-1.4838848175409307
2020,691740,"Susac, Daniel",SF,2026,,281,0,-2,5,3.1559124452191885,-0.2625035665168413,0.9501779359430604,0.0320284697508896,0.0177935943060498,0.1492390930534288,-0.1877612486780396,-1.805565399156199
2020,543309,"Higashioka, Kyle",TEX,2026,,334,-1,-2,5,2.722842577887049,-0.2727134637261021,0.9550898203592816,0.0329341317365269,0.0119760479041916,-0.2691948224585169,-2.0188237360083128,0.0108611363538786
2020,595978,"Hedges, Austin",CLE,2026,,275,0,-2,4,2.0283126987251823,-0.2867908801854281,0.9672727272727272,0.0218181818181818,0.0109090909090909,-0.3753293168431988,-1.3872568980116282,-0.20910108641999
2020,641598,"Garver, Mitch",SEA,2026,,138,0,-2,3,1.0531430051733226,-0.5643063753120805,0.9710144927536232,0.0217391304347826,0.0072463768115942,-0.5657266079642723,-0.6042040604412833,-0.7769263264211219
2020,681807,"Fry, David",CLE,2026,,145,-1,-2,4,1.521768465776103,-0.6836500784065915,0.9517241379310344,0.0413793103448275,0.0068965517241379,-1.3476508911393368,-0.3363377086209427,-0.7942429344636178
2020,700337,"Quero, Edgar",CWS,2026,,667,-1,-3,7,4.386131530501546,-0.1567537313042552,0.9610194902548722,0.0344827586206896,0.0044977511244377,-1.1267231332267638,-2.0580453130018337,0.5708999767301401
2020,682626,"Alvarez, Francisco",NYM,2026,,675,-1,-3,9,5.960403110832084,-0.1801242600988394,0.951111111111112,0.0414814814814815,0.0074074074074074,-2.4968242441760253,-1.5676491518433706,1.0248765068514831
2020,680779,"Davis, Henry",PIT,2026,,540,-1,-3,8,5.4036476203890205,-0.1923223984897016,0.9611111111111112,0.0185185185185185,0.0203703703703703,-1.5410222928170008,-0.1822692531609627,-0.8730608336330146
2020,641680,"Heim, Jonah",ATL,2026,,226,-1,-3,5,2.0498962817596,-0.5221422510160004,0.9469026548672568,0.0398230088495575,0.0132743362831858,0.6287267583503109,-3.1667857655845952,-0.4120447110061174
2020,596142,"Sánchez, Gary",MIL,2026,,131,-1,-3,4,0.8694748630541845,-0.9558855379987226,0.9694656488549618,0.0305343511450381,0.0,-1.5958888586253128,-1.5346362783205023,0.0
2020,681351,"O'Hoppe, Logan",LAA,2026,,904,-2,-6,15,8.585119627320797,-0.2838442642778405,0.9535398230088494,0.036504424778761,0.0099557522123893,-2.8039703877368014,-3.140868363857475,-0.4700416210849211
2020,682663,"Ramírez, Agustín",MIA,2026,,501,-1,-6,10,4.405656389289482,-0.4466541804958497,0.958083832335329,0.029940119760479,0.0119760479041916,-1.1280577823300026,-0.7783318103462153,-3.687954018034299
