player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,xera,fb_velocity,fb_spin,curve_spin
"García, Luis",472610,2025,26.0,18.0,32.0,55.0,7.0,76.0,62.0,10.0,29,3.0,34.0,10.0,41.0,47.0,,26.0,87.0,26.0,
"Smith-Shawver, AJ",700363,2025,,,,,,,,,6,,,,,,,,71.0,11.0,13.0
"Brogdon, Connor",641401,2025,,,,,,,,,38,,,,,,,,69.0,51.0,
"McGee, Easton",668834,2025,,,,,,,,,82,,,,,,,,32.0,84.0,17.0
"Englert, Mason",669438,2025,,,,,,,,,21,,,,,,,,33.0,47.0,79.0
"Cavalli, Cade",676917,2025,39.0,20.0,56.0,76.0,31.0,95.0,95.0,85.0,70,38.0,18.0,71.0,72.0,95.0,,39.0,88.0,53.0,16.0
"Payamps, Joel",606303,2025,,,,,,,,,41,,,,,,,,56.0,85.0,
"Giolito, Lucas",608337,2025,12.0,16.0,13.0,13.0,18.0,17.0,39.0,22.0,23,45.0,28.0,30.0,28.0,30.0,,12.0,32.0,33.0,33.0
"Fedde, Erick",607200,2025,6.0,7.0,14.0,22.0,3.0,20.0,58.0,26.0,30,31.0,1.0,13.0,3.0,10.0,,6.0,30.0,3.0,
"Bubic, Kris",663460,2025,84.0,74.0,88.0,92.0,75.0,45.0,78.0,87.0,18,60.0,63.0,44.0,76.0,89.0,,84.0,18.0,78.0,
"Alvarado, Elvis",665660,2025,,,,,,,,,48,,,,,,,,97.0,89.0,
"Rainey, Tanner",663432,2025,,,,,,,,,54,,,,,,,,66.0,80.0,
"Scott, Tayler",605463,2025,,,,,,,,,26,,,,,,,,15.0,9.0,
"Castillo, José",620454,2025,,,,,,,,,48,,,,,,,,29.0,5.0,
"Lara, Andry",691251,2025,,,,,,,,,70,,,,,,,,49.0,11.0,
"Strickland, Hunter",519326,2025,,,,,,,,,62,,,,,,,,33.0,35.0,
"Sproat, Brandon",687075,2025,,,,,,,,,53,,,,,,,,77.0,2.0,
"Festa, David",701581,2025,15.0,44.0,12.0,6.0,38.0,51.0,4.0,19.0,28,50.0,54.0,43.0,67.0,68.0,,15.0,46.0,76.0,
"Javier, Cristian",664299,2025,,,,,,,,,35,,,,,,,,26.0,65.0,95.0
"Kelly, Zack",677161,2025,,,,,,,,,82,,,,,,,,79.0,17.0,
"Loáisiga, Jonathan",642528,2025,,,,,,,,,8,,,,,,,,86.0,41.0,55.0
"Brieske, Beau",689225,2025,,,,,,,,,68,,,,,,,,72.0,94.0,
"Rodríguez, Yariel",684320,2025,38.0,68.0,60.0,53.0,20.0,51.0,30.0,95.0,74,83.0,46.0,8.0,68.0,32.0,,38.0,72.0,87.0,
"Matsui, Yuki",673513,2025,43.0,65.0,51.0,38.0,33.0,59.0,39.0,69.0,22,75.0,48.0,5.0,84.0,63.0,,43.0,16.0,86.0,
"Pilkington, Konnor",663455,2025,,,,,,,,,62,,,,,,,,52.0,70.0,
"Rodriguez, Eduardo",593958,2025,25.0,20.0,25.0,35.0,30.0,15.0,52.0,78.0,25,87.0,34.0,38.0,29.0,61.0,,25.0,15.0,54.0,17.0
"Morejon, Adrian",670970,2025,97.0,73.0,95.0,99.0,89.0,93.0,97.0,98.0,51,99.0,64.0,85.0,37.0,88.0,,97.0,93.0,84.0,
"Garcia, Brandyn",805299,2025,,,,,,,,,72,,,,,,,,87.0,38.0,
"Burke, Sean",680732,2025,13.0,38.0,15.0,9.0,18.0,14.0,17.0,42.0,30,30.0,47.0,15.0,50.0,32.0,,13.0,50.0,96.0,47.0
"Abner, Philip",691769,2025,,,,,,,,,95,,,,,,,,7.0,78.0,
"Holman, Grant",680880,2025,,,,,,,,,26,,,,,,,,53.0,2.0,
"Hodge, Porter",687863,2025,,,,,,,,,82,,,,,,,,77.0,74.0,
"Bautista, Félix",642585,2025,,,,,,,,,63,,,,,,,,89.0,78.0,
"Morales, Luis",806960,2025,,,,,,,,,22,,,,,,,,90.0,95.0,
"Montgomery, Mason",682254,2025,22.0,44.0,48.0,53.0,8.0,81.0,32.0,47.0,35,63.0,90.0,3.0,97.0,83.0,,22.0,97.0,58.0,
"Enright, Nic",663671,2025,,,,,,,,,60,,,,,,,,30.0,94.0,
"Sands, Cole",663485,2025,53.0,57.0,45.0,39.0,68.0,45.0,21.0,45.0,30,43.0,41.0,76.0,24.0,40.0,,53.0,58.0,63.0,91.0
"Hader, Josh",623352,2025,100.0,100.0,100.0,85.0,100.0,89.0,53.0,80.0,77,91.0,99.0,53.0,99.0,99.0,,100.0,69.0,61.0,
"Kerkering, Orion",689147,2025,66.0,65.0,78.0,82.0,38.0,81.0,79.0,98.0,21,93.0,63.0,18.0,36.0,13.0,,66.0,88.0,73.0,
"Pagán, Emilio",641941,2025,91.0,99.0,82.0,45.0,97.0,62.0,36.0,60.0,63,78.0,89.0,46.0,78.0,90.0,,91.0,75.0,99.0,
"Meyer, Max",676974,2025,16.0,16.0,16.0,20.0,36.0,51.0,35.0,1.0,36,4.0,59.0,68.0,67.0,40.0,,16.0,56.0,93.0,
"Ragans, Cole",666142,2025,96.0,97.0,92.0,75.0,96.0,72.0,28.0,73.0,3,59.0,100.0,53.0,95.0,68.0,,96.0,66.0,97.0,32.0
"Nikhazy, Doug",680951,2025,,,,,,,,,70,,,,,,,,5.0,3.0,
"Miller, Mason",695243,2025,97.0,100.0,99.0,86.0,93.0,85.0,21.0,82.0,85,71.0,100.0,6.0,100.0,98.0,,97.0,100.0,97.0,
"Canning, Griffin",656288,2025,18.0,27.0,24.0,25.0,21.0,45.0,30.0,5.0,22,11.0,41.0,16.0,52.0,30.0,,18.0,46.0,17.0,40.0
"Brash, Matt",666374,2025,,,,,,,,,61,,,,,,,,82.0,40.0,
"Saucedo, Tayler",642048,2025,,,,,,,,,77,,,,,,,,9.0,47.0,
"Shuster, Jared",694363,2025,,,,,,,,,60,,,,,,,,22.0,21.0,
"Peguero, Elvis",665625,2025,,,,,,,,,78,,,,,,,,64.0,1.0,
"Kittredge, Andrew",552640,2025,94.0,83.0,79.0,70.0,97.0,89.0,75.0,11.0,35,19.0,92.0,92.0,82.0,100.0,,94.0,63.0,63.0,
"McKenzie, Triston",663474,2025,,,,,,,,,60,,,,,,,,39.0,68.0,
"McDonald, Trevor",686790,2025,,,,,,,,,74,,,,,,,,28.0,42.0,
"Nicolas, Kyle",693312,2025,,,,,,,,,71,,,,,,,,93.0,71.0,70.0
"Mahle, Tyler",641816,2025,37.0,26.0,38.0,51.0,43.0,46.0,57.0,69.0,51,77.0,23.0,41.0,32.0,43.0,,37.0,16.0,65.0,
"Suarez, Ranger",624133,2025,84.0,70.0,79.0,82.0,85.0,36.0,89.0,95.0,41,98.0,55.0,86.0,24.0,78.0,,84.0,7.0,2.0,4.0
"Burrows, Mike",681347,2025,32.0,36.0,28.0,28.0,47.0,32.0,13.0,50.0,32,36.0,60.0,55.0,63.0,38.0,,32.0,69.0,50.0,87.0
"Gordon, Tanner",685299,2025,3.0,1.0,1.0,2.0,14.0,32.0,7.0,29.0,36,45.0,19.0,93.0,3.0,34.0,,3.0,20.0,40.0,
"Murfee, Penn",682171,2025,,,,,,,,,71,,,,,,,,1.0,39.0,
"Wolfram, Grant",664991,2025,,,,,,,,,67,,,,,,,,76.0,50.0,28.0
"Alvarado, José",621237,2025,,,,,,,,,52,,,,,,,,98.0,8.0,
"Beeter, Clayton",690925,2025,,,,,,,,,81,,,,,,,,84.0,88.0,
"Hudson, Bryan",663542,2025,,,,,,,,,65,,,,,,,,6.0,27.0,
"Ohtani, Shohei",660271,2025,,,,,,,,,21,,,,,,,,95.0,83.0,65.0
"Bird, Jake",656234,2025,56.0,57.0,66.0,72.0,33.0,72.0,49.0,69.0,61,27.0,78.0,19.0,72.0,54.0,,56.0,50.0,15.0,88.0
"Garrett, Reed",657585,2025,72.0,65.0,85.0,91.0,45.0,95.0,93.0,80.0,48,47.0,79.0,13.0,86.0,86.0,,72.0,88.0,53.0,
"Domínguez, Seranthony",622554,2025,82.0,93.0,97.0,96.0,43.0,85.0,74.0,89.0,17,79.0,91.0,1.0,94.0,41.0,,82.0,94.0,68.0,34.0
"Detmers, Reid",672282,2025,69.0,63.0,73.0,78.0,51.0,72.0,52.0,29.0,1,29.0,90.0,26.0,93.0,95.0,,69.0,75.0,19.0,37.0
"Strider, Spencer",675911,2025,14.0,26.0,16.0,13.0,18.0,20.0,14.0,5.0,19,30.0,62.0,25.0,86.0,57.0,,14.0,69.0,54.0,67.0
"Robertson, David",502085,2025,,,,,,,,,28,,,,,,,,,,70.0
"Sulser, Cole",642121,2025,,,,,,,,,28,,,,,,,,27.0,70.0,
"Snell, Blake",605483,2025,82.0,73.0,92.0,96.0,58.0,89.0,86.0,96.0,26,92.0,85.0,18.0,96.0,95.0,,82.0,63.0,89.0,42.0
"Matthews, Zebby",805673,2025,19.0,15.0,19.0,24.0,41.0,39.0,21.0,50.0,26,64.0,68.0,71.0,68.0,74.0,,19.0,80.0,65.0,26.0
"Sisk, Evan",681895,2025,,,,,,,,,82,,,,,,,,5.0,10.0,
"Palencia, Daniel",694037,2025,82.0,72.0,78.0,79.0,76.0,97.0,95.0,29.0,32,2.0,86.0,63.0,68.0,34.0,,82.0,99.0,68.0,
"Brzykcy, Zach",694350,2025,,,,,,,,,56,,,,,,,,56.0,47.0,66.0
"Hill, Jaden",677955,2025,,,,,,,,,13,,,,,,,,86.0,69.0,
"Ellard, Fraser",686642,2025,,,,,,,,,80,,,,,,,,56.0,93.0,
"Wilson, Steven",621051,2025,61.0,56.0,63.0,66.0,50.0,89.0,89.0,42.0,13,82.0,39.0,30.0,48.0,8.0,,61.0,43.0,91.0,
"Gil, Luis",661563,2025,13.0,24.0,32.0,43.0,4.0,67.0,50.0,16.0,12,31.0,11.0,2.0,20.0,1.0,,13.0,66.0,90.0,
"Weissert, Greg",669711,2025,75.0,74.0,67.0,60.0,78.0,62.0,62.0,36.0,8,64.0,33.0,59.0,26.0,23.0,,75.0,44.0,45.0,
"Hollowell, Gavin",668970,2025,,,,,,,,,82,,,,,,,,56.0,100.0,
"Rock, Joe",697812,2025,,,,,,,,,84,,,,,,,,39.0,45.0,
"Lugo, Seth",607625,2025,10.0,23.0,8.0,5.0,21.0,7.0,9.0,11.0,8,14.0,33.0,32.0,15.0,5.0,,10.0,12.0,74.0,99.0
"Povich, Cade",700249,2025,6.0,12.0,5.0,4.0,14.0,20.0,9.0,5.0,44,7.0,61.0,36.0,42.0,28.0,,6.0,18.0,60.0,51.0
"Fluharty, Mason",689254,2025,81.0,86.0,80.0,66.0,63.0,85.0,62.0,95.0,12,95.0,75.0,10.0,91.0,43.0,,81.0,,,
"Hamilton, Ian",641656,2025,,,,,,,,,11,,,,,,,,60.0,28.0,
"Cruz, Fernando",518585,2025,,,,,,,,,29,,,,,,,,35.0,24.0,
"Minter, A.J.",621345,2025,,,,,,,,,71,,,,,,,,52.0,94.0,
"Winckowski, Josh",670174,2025,,,,,,,,,60,,,,,,,,58.0,21.0,
"Pallante, Andre",669467,2025,34.0,20.0,47.0,68.0,24.0,24.0,79.0,50.0,1,55.0,4.0,36.0,25.0,17.0,,34.0,53.0,48.0,81.0
"Altavilla, Dan",656186,2025,,,,,,,,,30,,,,,,,,82.0,57.0,
"Montero, Rafael",606160,2025,70.0,86.0,90.0,85.0,33.0,81.0,72.0,75.0,76,64.0,53.0,1.0,78.0,80.0,,70.0,63.0,75.0,
"Snider, Collin",676092,2025,,,,,,,,,5,,,,,,,,22.0,98.0,
"Young, Danny",664849,2025,,,,,,,,,77,,,,,,,,27.0,72.0,
"Mattson, Isaac",676755,2025,,,,,,,,,41,,,,,,,,43.0,74.0,
"Mazur, Adam",800049,2025,,,,,,,,,75,,,,,,,,53.0,66.0,41.0
"Walter, Brandon",687888,2025,82.0,54.0,57.0,57.0,94.0,81.0,67.0,96.0,45,64.0,64.0,100.0,44.0,94.0,,82.0,14.0,17.0,
"Sugano, Tomoyuki",608372,2025,3.0,3.0,2.0,3.0,14.0,1.0,4.0,33.0,5,56.0,6.0,92.0,7.0,57.0,,3.0,26.0,67.0,69.0
"O'Brien, Riley",676617,2025,,,,,,,,,76,,,,,,,,95.0,24.0,
"Morton, Charlie",450203,2025,19.0,38.0,41.0,47.0,7.0,21.0,45.0,5.0,9,23.0,51.0,11.0,72.0,35.0,,19.0,46.0,50.0,98.0
"Lawrence, Justin",664875,2025,,,,,,,,,70,,,,,,,,62.0,76.0,
"Montas, Frankie",593423,2025,,,,,,,,,44,,,,,,,,67.0,57.0,
"Holmes, Clay",605280,2025,32.0,41.0,53.0,61.0,22.0,25.0,75.0,38.0,20,34.0,18.0,28.0,23.0,63.0,,32.0,39.0,26.0,
"Richards, Trevor",670950,2025,,,,,,,,,86,,,,,,,,12.0,37.0,
"Bernardino, Brennan",657514,2025,78.0,83.0,91.0,90.0,39.0,81.0,66.0,87.0,34,85.0,23.0,6.0,9.0,21.0,,78.0,8.0,22.0,71.0
"Taillon, Jameson",592791,2025,56.0,47.0,29.0,24.0,82.0,27.0,53.0,75.0,3,67.0,22.0,93.0,16.0,55.0,,56.0,20.0,55.0,53.0
"López, Jorge",605347,2025,,,,,,,,,78,,,,,,,,56.0,1.0,33.0
"Hicks, Jordan",663855,2025,21.0,14.0,63.0,89.0,3.0,85.0,93.0,33.0,11,11.0,20.0,18.0,30.0,7.0,,21.0,92.0,2.0,
"Junis, Jakob",596001,2025,45.0,23.0,43.0,61.0,47.0,76.0,82.0,87.0,69,64.0,30.0,74.0,27.0,37.0,,45.0,10.0,14.0,
"Zulueta, Yosver",691172,2025,,,,,,,,,85,,,,,,,,79.0,4.0,
"Matz, Steven",571927,2025,78.0,60.0,45.0,36.0,93.0,62.0,81.0,73.0,58,50.0,23.0,99.0,8.0,68.0,,78.0,52.0,38.0,13.0
"Ferrer, Jose A.",678606,2025,71.0,27.0,78.0,95.0,55.0,81.0,93.0,54.0,38,35.0,45.0,95.0,48.0,51.0,,71.0,94.0,13.0,
"Ross, Joe",605452,2025,1.0,3.0,2.0,4.0,5.0,46.0,3.0,47.0,56,24.0,12.0,51.0,26.0,23.0,,1.0,50.0,27.0,
"Scholtens, Jesse",669947,2025,,,,,,,,,64,,,,,,,,66.0,29.0,
"Blalock, Bradley",687134,2025,1.0,1.0,1.0,1.0,1.0,34.0,3.0,4.0,23,10.0,1.0,41.0,1.0,3.0,,1.0,53.0,10.0,41.0
"Hill, Tim",657612,2025,77.0,47.0,61.0,68.0,79.0,55.0,58.0,33.0,19,14.0,2.0,85.0,2.0,96.0,,77.0,2.0,7.0,
"Olson, Reese",681857,2025,43.0,42.0,57.0,65.0,30.0,67.0,64.0,3.0,36,16.0,51.0,36.0,80.0,76.0,,43.0,50.0,34.0,31.0
"Bowlan, Jonathan",680742,2025,,,,,,,,,43,,,,,,,,72.0,55.0,24.0
"Weems, Jordan",607179,2025,,,,,,,,,47,,,,,,,,72.0,18.0,
"Senga, Kodai",673540,2025,51.0,72.0,66.0,64.0,35.0,36.0,57.0,60.0,15,49.0,49.0,8.0,67.0,51.0,,51.0,39.0,69.0,
"deGrom, Jacob",594798,2025,79.0,74.0,57.0,38.0,91.0,14.0,35.0,29.0,39,37.0,83.0,89.0,84.0,89.0,,79.0,92.0,95.0,78.0
"Tarnok, Freddy",676206,2025,,,,,,,,,85,,,,,,,,63.0,81.0,
"Sims, Lucas",608371,2025,,,,,,,,,65,,,,,,,,60.0,94.0,
"Alexander, Scott",518397,2025,,,,,,,,,55,,,,,,,,11.0,26.0,
"Scott, Tanner",656945,2025,38.0,36.0,33.0,35.0,49.0,67.0,39.0,10.0,74,34.0,71.0,65.0,79.0,99.0,,38.0,84.0,97.0,
"Svanson, Matt",694335,2025,86.0,91.0,88.0,74.0,83.0,76.0,47.0,54.0,21,83.0,88.0,40.0,30.0,2.0,,86.0,86.0,43.0,
"Manaea, Sean",640455,2025,47.0,49.0,30.0,25.0,69.0,62.0,41.0,36.0,12,31.0,86.0,96.0,62.0,79.0,,47.0,14.0,6.0,
"Beeks, Jalen",656222,2025,53.0,57.0,51.0,47.0,54.0,55.0,16.0,69.0,46,58.0,32.0,36.0,70.0,16.0,,53.0,50.0,18.0,
"Wells, Tyler",669330,2025,,,,,,,,,82,,,,,,,,26.0,77.0,
"Rutledge, Jackson",671131,2025,17.0,24.0,18.0,17.0,28.0,41.0,23.0,7.0,56,1.0,28.0,59.0,51.0,41.0,,17.0,67.0,57.0,
"Ort, Kaleb",672391,2025,,,,,,,,,22,,,,,,,,83.0,88.0,
"Winn, Cole",668390,2025,,,,,,,,,55,,,,,,,,75.0,78.0,
"Poche, Colin",621363,2025,,,,,,,,,66,,,,,,,,18.0,34.0,
"Mantiply, Joe",573009,2025,,,,,,,,,56,,,,,,,,2.0,30.0,37.0
"Walker, Ryan",676254,2025,56.0,30.0,69.0,89.0,30.0,89.0,91.0,93.0,39,86.0,49.0,71.0,20.0,22.0,,56.0,77.0,73.0,
"Crismatt, Nabil",622503,2025,,,,,,,,,72,,,,,,,,2.0,18.0,11.0
"Bowman, Matt",621199,2025,,,,,,,,,66,,,,,,,,10.0,8.0,
"Kranick, Max",668820,2025,,,,,,,,,20,,,,,,,,71.0,47.0,34.0
"Effross, Scott",664123,2025,,,,,,,,,53,,,,,,,,2.0,30.0,
"La Sorsa, Joe",686747,2025,,,,,,,,,55,,,,,,,,16.0,20.0,
"Estrada, Jeremiah",669093,2025,94.0,98.0,91.0,68.0,94.0,62.0,39.0,29.0,36,61.0,98.0,34.0,96.0,93.0,,94.0,94.0,27.0,
"Stratton, Chris",608717,2025,,,,,,,,,73,,,,,,,,11.0,83.0,96.0
"Uribe, Abner",682842,2025,94.0,88.0,99.0,100.0,72.0,99.0,100.0,96.0,28,88.0,91.0,30.0,91.0,47.0,,94.0,98.0,58.0,
"Barlow, Scott",605130,2025,31.0,68.0,71.0,72.0,3.0,72.0,66.0,96.0,16,99.0,67.0,1.0,87.0,36.0,,31.0,21.0,77.0,60.0
"Winans, Allan",642216,2025,,,,,,,,,62,,,,,,,,4.0,23.0,
"Perkins, Jack",678022,2025,,,,,,,,,71,,,,,,,,77.0,42.0,
"Mejia, Juan",675848,2025,90.0,92.0,97.0,96.0,69.0,93.0,92.0,99.0,6,89.0,76.0,22.0,85.0,76.0,,90.0,85.0,98.0,
"Bender, Anthony",669622,2025,71.0,80.0,71.0,61.0,59.0,85.0,67.0,42.0,14,17.0,34.0,17.0,15.0,7.0,,71.0,85.0,62.0,
"Woodruff, Brandon",605540,2025,99.0,99.0,96.0,80.0,100.0,81.0,69.0,82.0,73,83.0,94.0,91.0,72.0,34.0,,99.0,28.0,59.0,
"Silseth, Chase",681217,2025,,,,,,,,,50,,,,,,,,64.0,72.0,
"Soriano, José",667755,2025,45.0,44.0,70.0,82.0,21.0,24.0,67.0,4.0,10,4.0,37.0,13.0,63.0,33.0,,45.0,90.0,2.0,37.0
"Miller, Bobby",676272,2025,,,,,,,,,85,,,,,,,,91.0,33.0,
"Romano, Jordan",605447,2025,,,,,,,,,5,,,,,,,,69.0,45.0,
"Leiter Jr., Mark",643410,2025,61.0,57.0,72.0,80.0,53.0,93.0,88.0,92.0,56,94.0,66.0,53.0,77.0,36.0,,61.0,39.0,5.0,13.0
"Kershaw, Clayton",477132,2025,60.0,30.0,64.0,80.0,52.0,67.0,96.0,38.0,36,36.0,18.0,59.0,43.0,11.0,,60.0,2.0,57.0,9.0
"Littell, Zack",641793,2025,31.0,24.0,15.0,12.0,71.0,1.0,21.0,26.0,17,46.0,12.0,98.0,14.0,79.0,,31.0,15.0,5.0,
"Cruz, Omar",678316,2025,,,,,,,,,70,,,,,,,,24.0,70.0,
"Borucki, Ryan",621366,2025,,,,,,,,,56,,,,,,,,43.0,46.0,
"Gallen, Zac",668678,2025,35.0,46.0,25.0,18.0,55.0,2.0,24.0,29.0,45,26.0,42.0,46.0,36.0,51.0,,35.0,35.0,57.0,28.0
"Mikolas, Miles",571945,2025,9.0,10.0,3.0,2.0,47.0,1.0,1.0,47.0,22,38.0,4.0,89.0,2.0,17.0,,9.0,24.0,25.0,53.0
"Cruz, Steven",674444,2025,,,,,,,,,21,,,,,,,,96.0,35.0,
"Glasnow, Tyler",607192,2025,80.0,88.0,91.0,87.0,61.0,55.0,58.0,78.0,46,73.0,87.0,7.0,73.0,1.0,,80.0,75.0,95.0,83.0
"Dollander, Chase",801403,2025,11.0,33.0,18.0,14.0,8.0,24.0,6.0,65.0,17,50.0,20.0,11.0,28.0,4.0,,11.0,94.0,85.0,81.0
"Avila, Luinder",679883,2025,,,,,,,,,87,,,,,,,,75.0,86.0,90.0
"Gillispie, Connor",687362,2025,,,,,,,,,12,,,,,,,,11.0,67.0,
"Megill, Trevor",656730,2025,,,,,,,,,39,,,,,,,,99.0,90.0,85.0
"Lovelady, Richard",663992,2025,,,,,,,,,71,,,,,,,,12.0,48.0,
"Burdi, Nick",595897,2025,,,,,,,,,83,,,,,,,,44.0,16.0,
"Sanders, Cam",676742,2025,,,,,,,,,76,,,,,,,,72.0,96.0,
"Zerpa, Angel",672582,2025,47.0,38.0,49.0,57.0,51.0,59.0,50.0,44.0,54,26.0,38.0,48.0,2.0,29.0,,47.0,84.0,6.0,
"Greene, Hunter",668881,2025,88.0,89.0,66.0,36.0,97.0,36.0,26.0,19.0,11,15.0,93.0,82.0,90.0,89.0,,88.0,99.0,87.0,
"Jax, Griffin",643377,2025,82.0,65.0,74.0,78.0,76.0,62.0,32.0,50.0,58,20.0,98.0,63.0,98.0,99.0,,82.0,86.0,90.0,
"Skenes, Paul",694973,2025,97.0,89.0,93.0,88.0,97.0,34.0,86.0,87.0,7,53.0,89.0,87.0,83.0,78.0,,97.0,95.0,42.0,27.0
"Soriano, George",666277,2025,,,,,,,,,28,,,,,,,,72.0,34.0,
"Spence, Mitch",687765,2025,4.0,4.0,3.0,5.0,9.0,26.0,3.0,26.0,32,29.0,14.0,69.0,53.0,83.0,,4.0,23.0,75.0,80.0
"Houck, Tanner",656557,2025,1.0,1.0,5.0,14.0,1.0,76.0,53.0,7.0,43,9.0,6.0,41.0,20.0,57.0,,1.0,52.0,37.0,
"McLean, Nolan",690997,2025,,,,,,,,,40,,,,,,,,63.0,31.0,100.0
"Hoffman, Jeff",656546,2025,61.0,92.0,41.0,10.0,79.0,43.0,1.0,47.0,11,58.0,88.0,26.0,90.0,97.0,,61.0,83.0,96.0,
"Brazobán, Huascar",623211,2025,51.0,70.0,73.0,73.0,33.0,67.0,57.0,93.0,51,90.0,44.0,17.0,38.0,88.0,,51.0,83.0,38.0,
"Gage, Matt",657424,2025,,,,,,,,,26,,,,,,,,23.0,13.0,
"Headrick, Brent",687396,2025,,,,,,,,,54,,,,,,,,44.0,81.0,
"Webb, Logan",657277,2025,70.0,38.0,60.0,72.0,72.0,7.0,50.0,38.0,4,52.0,76.0,91.0,47.0,67.0,,70.0,23.0,3.0,
"Kent, Zak",687849,2025,,,,,,,,,93,,,,,,,,26.0,100.0,86.0
"Crochet, Garrett",676979,2025,91.0,83.0,82.0,73.0,95.0,20.0,66.0,85.0,9,75.0,93.0,87.0,78.0,90.0,,91.0,82.0,87.0,
"Smith, Cade",671922,2025,98.0,91.0,96.0,96.0,94.0,95.0,97.0,50.0,19,78.0,97.0,79.0,95.0,89.0,,98.0,83.0,61.0,
"Scherzer, Max",453286,2025,20.0,41.0,7.0,2.0,68.0,28.0,2.0,75.0,39,68.0,53.0,76.0,35.0,38.0,,20.0,37.0,78.0,71.0
"Gordon, Colton",676467,2025,20.0,14.0,9.0,11.0,55.0,26.0,6.0,57.0,26,49.0,23.0,93.0,3.0,38.0,,20.0,11.0,7.0,57.0
"Basso, Brady",669620,2025,,,,,,,,,76,,,,,,,,24.0,63.0,
"Fernández, Julian",642759,2025,,,,,,,,,76,,,,,,,,91.0,77.0,
"Wesneski, Hayden",669713,2025,,,,,,,,,51,,,,,,,,33.0,33.0,
"Maxwell, Zach",687209,2025,,,,,,,,,92,,,,,,,,99.0,97.0,
"Fulmer, Carson",608334,2025,,,,,,,,,20,,,,,,,,22.0,48.0,
"Long, Sam",669674,2025,,,,,,,,,1,,,,,,,,29.0,49.0,55.0
"Burgos, Juan",686228,2025,,,,,,,,,40,,,,,,,,75.0,81.0,
"Granillo, Andre",701552,2025,,,,,,,,,63,,,,,,,,53.0,49.0,
"Brown, Ben",676962,2025,24.0,26.0,17.0,15.0,51.0,21.0,7.0,1.0,29,6.0,73.0,71.0,73.0,54.0,,24.0,75.0,30.0,12.0
"Henriquez, Ronny",678692,2025,90.0,98.0,80.0,41.0,93.0,48.0,10.0,75.0,38,32.0,94.0,34.0,97.0,98.0,,90.0,85.0,91.0,
"Eder, Jake",671109,2025,,,,,,,,,45,,,,,,,,29.0,4.0,
"Hagenman, Justin",663795,2025,,,,,,,,,64,,,,,,,,28.0,33.0,
"Rangel, Alan",660604,2025,,,,,,,,,66,,,,,,,,26.0,44.0,
"Mlodzinski, Carmen",669387,2025,43.0,18.0,52.0,75.0,43.0,51.0,83.0,26.0,23,53.0,39.0,76.0,29.0,41.0,,43.0,77.0,15.0,60.0
"Kelly, Kevin",687330,2025,,,,,,,,,17,,,,,,,,10.0,19.0,
"Leahy, Kyle",681517,2025,28.0,16.0,34.0,58.0,31.0,36.0,23.0,54.0,11,20.0,45.0,55.0,30.0,49.0,,28.0,67.0,68.0,25.0
"Gomber, Austin",596295,2025,2.0,6.0,1.0,1.0,25.0,27.0,1.0,79.0,7,58.0,1.0,79.0,1.0,5.0,,2.0,3.0,11.0,44.0
"Tidwell, Blade",694918,2025,,,,,,,,,87,,,,,,,,69.0,28.0,
"Ashcraft, Graham",668933,2025,74.0,44.0,88.0,98.0,51.0,93.0,96.0,99.0,35,97.0,49.0,36.0,82.0,100.0,,74.0,,,
"Clarke, Taylor",664199,2025,66.0,51.0,36.0,29.0,87.0,76.0,58.0,47.0,32,47.0,41.0,97.0,32.0,57.0,,66.0,58.0,61.0,
"Pop, Zach",647315,2025,,,,,,,,,1,,,,,,,,83.0,28.0,
"Young, Brandon",687064,2025,35.0,46.0,22.0,15.0,57.0,48.0,19.0,45.0,23,35.0,19.0,38.0,20.0,41.0,,35.0,41.0,29.0,73.0
"Castro, Miguel",612434,2025,,,,,,,,,85,,,,,,,,63.0,38.0,
"Rashi, Taylor",688497,2025,,,,,,,,,45,,,,,,,,5.0,27.0,
"Okert, Steven",595345,2025,97.0,97.0,91.0,70.0,98.0,76.0,72.0,73.0,63,96.0,91.0,69.0,93.0,36.0,,97.0,16.0,32.0,
"Graceffo, Gordon",700669,2025,,,,,,,,,14,,,,,,,,72.0,8.0,66.0
"Alexander, Jason",669920,2025,15.0,11.0,20.0,34.0,16.0,46.0,50.0,36.0,28,10.0,26.0,55.0,44.0,1.0,,15.0,10.0,9.0,
"Baz, Shane",669358,2025,53.0,64.0,59.0,55.0,54.0,11.0,28.0,57.0,21,59.0,67.0,32.0,54.0,62.0,,53.0,88.0,89.0,72.0
"Blubaugh, AJ",805123,2025,,,,,,,,,44,,,,,,,,53.0,73.0,
"Ferguson, Caleb",657571,2025,73.0,54.0,89.0,98.0,39.0,97.0,99.0,99.0,43,100.0,22.0,46.0,18.0,63.0,,73.0,43.0,53.0,
"Bachar, Lake",669199,2025,26.0,65.0,21.0,9.0,43.0,46.0,14.0,22.0,52,43.0,71.0,19.0,84.0,76.0,,26.0,58.0,100.0,
"Wentz, Joey",666214,2025,24.0,22.0,31.0,46.0,20.0,32.0,28.0,16.0,45,29.0,36.0,20.0,34.0,57.0,,24.0,33.0,60.0,46.0
"McFarland, T.J.",519008,2025,,,,,,,,,60,,,,,,,,1.0,1.0,
