"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
"Kelly, Merrill",518876,2024,300,215,0.242,0.262,-0.02,0.426,0.483,-0.0569999999999999,0.311,0.345,-0.0339999999999999,4.03,4.97,-0.938
"Farmer, Buck",571656,2024,299,193,0.215,0.236,-0.0209999999999999,0.369,0.404,-0.035,0.293,0.317,-0.024,3.04,4.11,-1.068
"Contreras, Roansy",672710,2024,298,207,0.243,0.257,-0.014,0.425,0.452,-0.027,0.322,0.345,-0.0229999999999999,4.35,4.97,-0.624
"Robertson, David",502085,2024,297,164,0.202,0.21,-0.0079999999999999,0.282,0.332,-0.05,0.257,0.281,-0.024,3.0,3.17,-0.17
"Bellozo, Valente",678368,2024,295,228,0.256,0.247,0.009,0.481,0.497,-0.016,0.338,0.347,-0.0089999999999999,3.67,5.03,-1.36
"Armstrong, Shawn",542888,2024,295,202,0.289,0.275,0.0139999999999999,0.436,0.453,-0.017,0.345,0.35,-0.005,4.86,5.13,-0.27
"Buttó, José",676130,2024,294,172,0.167,0.19,-0.0229999999999999,0.276,0.334,-0.0579999999999999,0.26,0.294,-0.0339999999999999,2.55,3.49,-0.936
"Thornton, Trent",663423,2024,294,193,0.238,0.227,0.0109999999999999,0.396,0.361,0.035,0.302,0.291,0.011,3.61,3.42,0.188
"Puk, A.J.",640462,2024,294,176,0.195,0.198,-0.003,0.324,0.301,0.023,0.265,0.262,0.003,3.15,2.75,0.404
"Strickland, Hunter",519326,2024,294,211,0.211,0.211,0.0,0.376,0.395,-0.019,0.286,0.294,-0.008,3.31,3.49,-0.176
"Scott, Tanner",656945,2024,294,171,0.179,0.2,-0.021,0.243,0.298,-0.0549999999999999,0.241,0.273,-0.032,1.75,2.99,-1.24
"Sands, Cole",663485,2024,292,189,0.221,0.223,-0.002,0.326,0.388,-0.062,0.259,0.29,-0.0309999999999999,3.28,3.39,-0.11
"Ginkel, Kevin",656464,2024,291,196,0.256,0.229,0.0269999999999999,0.389,0.367,0.022,0.3,0.283,0.017,3.21,3.22,-0.006
"Hill, Tim",657612,2024,291,239,0.289,0.261,0.0279999999999999,0.338,0.328,0.01,0.299,0.297,0.002,3.36,3.57,-0.212
"Rogers, Tyler",643511,2024,290,225,0.245,0.237,0.008,0.374,0.348,0.026,0.281,0.276,0.005,2.81,3.06,-0.245
"Vest, Will",676684,2024,289,205,0.234,0.261,-0.0269999999999999,0.31,0.384,-0.074,0.261,0.31,-0.0489999999999999,2.81,3.91,-1.095
"Smith, Cade",671922,2024,289,166,0.19,0.189,0.001,0.28,0.306,-0.0259999999999999,0.235,0.25,-0.015,1.91,2.5,-0.588
"Leclerc, José",600917,2024,288,163,0.227,0.212,0.015,0.348,0.353,-0.005,0.3,0.297,0.003,4.32,3.57,0.75
"Cruz, Fernando",518585,2024,288,143,0.216,0.22,-0.004,0.388,0.387,0.001,0.307,0.311,-0.004,4.86,3.94,0.92
"Santana, Dennis",642701,2024,287,193,0.22,0.222,-0.002,0.351,0.347,0.004,0.281,0.284,-0.0029999999999999,3.89,3.25,0.643
"Kittredge, Andrew",552640,2024,287,200,0.228,0.247,-0.0189999999999999,0.395,0.424,-0.0289999999999999,0.289,0.313,-0.024,2.8,3.99,-1.188
"Knack, Landon",689017,2024,286,196,0.22,0.224,-0.004,0.428,0.444,-0.016,0.304,0.313,-0.009,3.65,3.99,-0.338
"Kinley, Tyler",641755,2024,285,178,0.248,0.241,0.007,0.455,0.422,0.033,0.341,0.329,0.012,6.19,4.46,1.728
"Fernandez, Ryan",681676,2024,285,180,0.236,0.219,0.0169999999999999,0.341,0.327,0.014,0.291,0.294,-0.003,3.51,3.49,0.02
"Pearson, Nate",663878,2024,285,187,0.263,0.241,0.022,0.459,0.443,0.016,0.333,0.33,0.003,4.48,4.49,-0.013
"Miller, Erik",669062,2024,284,158,0.205,0.189,0.0159999999999999,0.344,0.304,0.0399999999999999,0.296,0.28,0.0159999999999999,3.88,3.15,0.726
"Wesneski, Hayden",669713,2024,283,193,0.215,0.232,-0.017,0.392,0.434,-0.0419999999999999,0.293,0.318,-0.025,3.86,4.14,-0.283
"Holmes, Grant",656550,2024,282,195,0.252,0.237,0.015,0.37,0.397,-0.027,0.287,0.295,-0.008,3.56,3.52,0.036
"Scott, Tayler",605463,2024,282,171,0.188,0.215,-0.0269999999999999,0.31,0.32,-0.01,0.275,0.294,-0.0189999999999999,2.23,3.49,-1.262
"Brieske, Beau",689225,2024,282,181,0.224,0.215,0.009,0.354,0.342,0.0119999999999999,0.291,0.287,0.004,3.59,3.32,0.271
"Adam, Jason",592094,2024,282,172,0.159,0.204,-0.0449999999999999,0.259,0.35,-0.0909999999999999,0.224,0.283,-0.0589999999999999,1.96,3.22,-1.265
"Lambert, Peter",663567,2024,280,198,0.302,0.261,0.0409999999999999,0.471,0.4,0.0709999999999999,0.362,0.327,0.0349999999999999,5.72,4.4,1.323
"Floro, Dylan",571670,2024,279,213,0.252,0.259,-0.007,0.349,0.397,-0.048,0.285,0.311,-0.026,3.8,3.94,-0.139
"Kopech, Michael",656629,2024,279,152,0.188,0.19,-0.002,0.321,0.354,-0.0329999999999999,0.277,0.294,-0.0169999999999999,3.46,3.49,-0.032
"Lawrence, Justin",664875,2024,279,194,0.313,0.296,0.017,0.485,0.463,0.0219999999999999,0.387,0.38,0.007,6.49,6.23,0.256
"Kelly, Kevin",687330,2024,278,201,0.226,0.24,-0.0139999999999999,0.352,0.373,-0.021,0.268,0.288,-0.0199999999999999,2.67,3.34,-0.665
"De Los Santos, Enyel",660853,2024,278,182,0.262,0.245,0.017,0.544,0.491,0.053,0.377,0.352,0.025,5.2,5.2,0.003
"Hader, Josh",623352,2024,278,147,0.171,0.173,-0.0019999999999999,0.343,0.339,0.004,0.261,0.261,0.0,3.8,2.73,1.073
"Gaddis, Hunter",683769,2024,278,194,0.166,0.198,-0.032,0.282,0.343,-0.061,0.22,0.26,-0.04,1.57,2.71,-1.143
"Richards, Trevor",670950,2024,277,177,0.188,0.205,-0.0169999999999999,0.308,0.346,-0.0379999999999999,0.273,0.301,-0.0279999999999999,4.55,3.67,0.876
"Festa, David",701581,2024,277,175,0.247,0.235,0.012,0.434,0.411,0.023,0.324,0.314,0.01,4.9,4.02,0.876
"Barnes, Jacob",606930,2024,277,202,0.266,0.276,-0.01,0.444,0.474,-0.0299999999999999,0.323,0.342,-0.019,4.36,4.87,-0.506
"Jiménez, Joe",641729,2024,277,168,0.181,0.183,-0.002,0.242,0.292,-0.0499999999999999,0.23,0.253,-0.0229999999999999,2.62,2.56,0.061
"Jax, Griffin",643377,2024,276,163,0.184,0.186,-0.002,0.281,0.312,-0.0309999999999999,0.227,0.244,-0.0169999999999999,2.03,2.38,-0.352
"Luzardo, Jesús",666200,2024,274,192,0.246,0.253,-0.007,0.411,0.44,-0.029,0.315,0.331,-0.016,5.0,4.52,0.475
"Morejon, Adrian",670970,2024,272,179,0.256,0.221,0.035,0.39,0.349,0.041,0.304,0.286,0.018,2.83,3.29,-0.463
"Thompson, Ryan",657044,2024,272,204,0.254,0.254,0.0,0.377,0.407,-0.0299999999999999,0.29,0.312,-0.022,3.26,3.97,-0.714
"Doval, Camilo",666808,2024,271,152,0.241,0.182,0.059,0.393,0.319,0.074,0.327,0.288,0.039,4.88,3.34,1.541
"Finnegan, Kyle",640448,2024,271,187,0.249,0.259,-0.01,0.4,0.43,-0.0299999999999999,0.309,0.327,-0.018,3.67,4.4,-0.725
"Holmes, Clay",605280,2024,271,178,0.248,0.224,0.0239999999999999,0.347,0.335,0.0119999999999999,0.292,0.284,0.008,3.14,3.25,-0.107
"Cabrera, Génesis",650893,2024,271,190,0.268,0.244,0.024,0.443,0.401,0.0419999999999999,0.338,0.324,0.014,3.59,4.31,-0.72
"Suter, Brent",608718,2024,270,205,0.249,0.268,-0.019,0.419,0.423,-0.004,0.305,0.318,-0.013,3.15,4.14,-0.988
"Clase, Emmanuel",661403,2024,270,192,0.154,0.213,-0.059,0.202,0.305,-0.1029999999999999,0.175,0.248,-0.073,0.6,2.46,-1.855
"Milner, Hoby",571948,2024,268,188,0.258,0.245,0.013,0.393,0.349,0.044,0.297,0.282,0.015,4.73,3.2,1.532
"Cleavinger, Garrett",664076,2024,266,157,0.231,0.229,0.002,0.342,0.38,-0.0379999999999999,0.308,0.325,-0.017,3.75,4.34,-0.59
"Helsley, Ryan",664854,2024,266,164,0.21,0.212,-0.002,0.273,0.305,-0.0319999999999999,0.243,0.26,-0.017,2.04,2.71,-0.675
"Hancock, Emerson",676106,2024,266,202,0.259,0.287,-0.0279999999999999,0.456,0.5,-0.0439999999999999,0.339,0.372,-0.0329999999999999,4.75,5.92,-1.173
"Kochanowicz, Jack",686799,2024,266,223,0.275,0.287,-0.0119999999999999,0.417,0.461,-0.044,0.323,0.348,-0.0249999999999999,4.0,5.07,-1.075
"Maton, Phil",664208,2024,265,172,0.203,0.235,-0.0319999999999999,0.346,0.393,-0.047,0.29,0.322,-0.032,3.66,4.25,-0.594
"Koenig, Jared",657649,2024,265,174,0.229,0.225,0.004,0.309,0.373,-0.064,0.273,0.298,-0.0249999999999999,2.47,3.59,-1.122
"Hoffman, Jeff",656546,2024,265,157,0.197,0.2,-0.003,0.324,0.362,-0.0379999999999999,0.252,0.27,-0.018,2.17,2.92,-0.749
"Chapman, Aroldis",547973,2024,264,126,0.198,0.165,0.033,0.315,0.289,0.026,0.289,0.272,0.0169999999999999,3.79,2.97,0.825
"Chavez, Jesse",445926,2024,264,189,0.249,0.26,-0.011,0.427,0.419,0.008,0.315,0.321,-0.006,3.13,4.22,-1.094
"Baumann, Mike",657508,2024,264,174,0.259,0.239,0.02,0.456,0.426,0.03,0.344,0.337,0.0069999999999999,5.55,4.71,0.844
"Molina, Anthony",683627,2024,264,199,0.305,0.308,-0.003,0.445,0.482,-0.0369999999999999,0.349,0.373,-0.024,6.79,5.96,0.828
"Weissert, Greg",669711,2024,263,185,0.274,0.246,0.028,0.401,0.373,0.028,0.31,0.294,0.016,3.13,3.49,-0.364
"Vesia, Alex",681911,2024,263,140,0.148,0.153,-0.005,0.291,0.324,-0.033,0.246,0.26,-0.014,1.76,2.71,-0.946
"Bednar, David",670280,2024,262,172,0.238,0.226,0.0119999999999999,0.41,0.422,-0.012,0.319,0.324,-0.005,5.78,4.31,1.465
"Neris, Héctor",593576,2024,260,165,0.244,0.233,0.0109999999999999,0.418,0.41,0.008,0.324,0.32,0.004,4.1,4.19,-0.094
"Williams, Trevor",592866,2024,260,183,0.214,0.216,-0.002,0.294,0.357,-0.063,0.248,0.284,-0.0359999999999999,2.02,3.25,-1.225
"Iglesias, Raisel",628452,2024,259,175,0.16,0.195,-0.035,0.248,0.302,-0.0539999999999999,0.2,0.239,-0.0389999999999999,1.95,2.29,-0.343
"Bido, Osvaldo",674370,2024,259,163,0.192,0.18,0.012,0.286,0.28,0.0059999999999999,0.265,0.26,0.005,3.41,2.71,0.701
"Alvarado, José",621237,2024,258,166,0.215,0.234,-0.019,0.346,0.374,-0.028,0.288,0.311,-0.023,4.09,3.94,0.146
"Suarez, Robert",663158,2024,258,183,0.217,0.216,0.001,0.333,0.366,-0.0329999999999999,0.262,0.275,-0.013,2.77,3.03,-0.261
"Jarvis, Bryce",686826,2024,258,182,0.239,0.269,-0.03,0.362,0.442,-0.08,0.314,0.357,-0.0429999999999999,3.19,5.37,-2.185
"Miller, Bobby",676272,2024,258,174,0.305,0.293,0.012,0.571,0.535,0.0359999999999999,0.411,0.396,0.0149999999999999,8.52,6.9,1.618
"Herrin, Tim",682120,2024,257,159,0.173,0.206,-0.033,0.24,0.33,-0.09,0.236,0.285,-0.0489999999999999,1.92,3.27,-1.351
"Smyly, Drew",592767,2024,257,173,0.252,0.232,0.0199999999999999,0.416,0.373,0.0429999999999999,0.325,0.302,0.023,3.83,3.7,0.135
"Matsui, Yuki",673513,2024,257,161,0.204,0.201,0.0029999999999999,0.381,0.335,0.0459999999999999,0.283,0.271,0.0119999999999999,3.73,2.94,0.794
"Stratton, Chris",608717,2024,257,177,0.248,0.251,-0.003,0.397,0.411,-0.0139999999999999,0.326,0.345,-0.0189999999999999,5.55,4.97,0.584
"Kerkering, Orion",689147,2024,257,158,0.223,0.219,0.004,0.301,0.329,-0.028,0.271,0.282,-0.0109999999999999,2.29,3.2,-0.914
"Leiter Jr., Mark",643410,2024,256,145,0.238,0.222,0.0159999999999999,0.39,0.352,0.038,0.308,0.291,0.017,4.5,3.42,1.08
"Mears, Nick",683232,2024,256,157,0.268,0.213,0.055,0.417,0.36,0.0569999999999999,0.324,0.283,0.041,5.93,3.22,2.711
"Domínguez, Seranthony",622554,2024,255,164,0.225,0.208,0.017,0.424,0.414,0.01,0.312,0.303,0.009,4.45,3.72,0.729
"Anderson, Chase",502624,2024,255,188,0.242,0.239,0.003,0.449,0.443,0.006,0.329,0.332,-0.003,5.4,4.55,0.85
"García, Luis",472610,2024,254,183,0.26,0.234,0.0259999999999999,0.417,0.385,0.0319999999999999,0.314,0.296,0.018,4.88,3.54,1.341
"Junis, Jakob",596001,2024,253,191,0.203,0.25,-0.0469999999999999,0.361,0.43,-0.069,0.259,0.309,-0.0499999999999999,2.69,3.88,-1.193
"Erceg, Lucas",668674,2024,253,159,0.212,0.221,-0.009,0.303,0.342,-0.039,0.259,0.281,-0.022,3.36,3.17,0.187
"Hudson, Daniel",543339,2024,253,170,0.198,0.213,-0.0149999999999999,0.371,0.431,-0.06,0.274,0.305,-0.0309999999999999,3.0,3.78,-0.78
"Estrada, Jeremiah",669093,2024,252,134,0.188,0.187,0.001,0.277,0.286,-0.0089999999999999,0.239,0.253,-0.014,2.95,2.56,0.391
"Garcia, Robert",676395,2024,251,159,0.237,0.205,0.032,0.323,0.297,0.026,0.27,0.251,0.019,4.22,2.52,1.703
"Foley, Jason",671345,2024,250,182,0.228,0.255,-0.0269999999999999,0.339,0.411,-0.0719999999999999,0.277,0.324,-0.0469999999999999,3.15,4.31,-1.16
"Ferguson, Caleb",657571,2024,249,153,0.256,0.244,0.012,0.388,0.38,0.008,0.322,0.317,0.005,4.64,4.11,0.528
"Rogers, Taylor",573124,2024,249,161,0.237,0.213,0.0239999999999999,0.397,0.338,0.059,0.309,0.282,0.027,2.4,3.2,-0.8
"Miller, Mason",695243,2024,249,123,0.16,0.149,0.011,0.262,0.233,0.0289999999999999,0.218,0.21,0.008,2.49,1.78,0.712
"Cano, Yennier",666974,2024,249,159,0.242,0.232,0.0099999999999999,0.372,0.369,0.003,0.303,0.303,0.0,3.15,3.72,-0.57
"Meyer, Max",676974,2024,248,180,0.276,0.239,0.037,0.56,0.461,0.099,0.381,0.335,0.0459999999999999,5.68,4.64,1.044
"King, John",667463,2024,248,195,0.258,0.251,0.007,0.351,0.388,-0.037,0.28,0.308,-0.0279999999999999,2.85,3.86,-1.01
"Voth, Austin",608723,2024,248,166,0.204,0.212,-0.008,0.367,0.374,-0.007,0.281,0.288,-0.0069999999999999,3.69,3.34,0.349
"Garrett, Reed",657585,2024,247,132,0.236,0.2,0.0359999999999999,0.363,0.312,0.0509999999999999,0.31,0.28,0.0299999999999999,3.77,3.15,0.617
"Sandlin, Nick",680704,2024,246,145,0.222,0.221,0.001,0.435,0.425,0.01,0.328,0.33,-0.002,3.75,4.49,-0.744
"McArthur, James",663704,2024,246,181,0.298,0.268,0.0299999999999999,0.456,0.436,0.02,0.344,0.327,0.0169999999999999,4.92,4.4,0.524
"Chafin, Andrew",605177,2024,246,144,0.246,0.221,0.0249999999999999,0.341,0.356,-0.0149999999999999,0.301,0.298,0.003,3.52,3.59,-0.075
"Faedo, Alex",656412,2024,246,160,0.233,0.248,-0.0149999999999999,0.405,0.391,0.014,0.322,0.327,-0.005,3.61,4.4,-0.79
"Ottavino, Adam",493603,2024,245,144,0.23,0.196,0.034,0.362,0.322,0.0399999999999999,0.305,0.281,0.0239999999999999,4.34,3.17,1.169
"Bummer, Aaron",607481,2024,244,155,0.277,0.23,0.047,0.364,0.287,0.077,0.305,0.265,0.0399999999999999,3.58,2.81,0.768
"Nicolas, Kyle",693312,2024,244,153,0.249,0.234,0.0149999999999999,0.341,0.366,-0.0249999999999999,0.315,0.326,-0.011,3.95,4.37,-0.419
"Soto, Gregory",642397,2024,244,144,0.272,0.235,0.037,0.398,0.381,0.017,0.34,0.328,0.012,4.42,4.43,-0.015
"Pressly, Ryan",519151,2024,244,165,0.264,0.238,0.026,0.395,0.405,-0.01,0.314,0.31,0.004,3.49,3.91,-0.416
"Romero, JoJo",668941,2024,243,171,0.236,0.267,-0.031,0.395,0.465,-0.07,0.305,0.346,-0.0409999999999999,3.36,5.0,-1.644
"Mantiply, Joe",573009,2024,243,172,0.231,0.227,0.004,0.342,0.384,-0.0419999999999999,0.265,0.284,-0.0189999999999999,3.92,3.25,0.672
"Anderson, Justin",605121,2024,243,150,0.234,0.236,-0.0019999999999999,0.351,0.431,-0.08,0.314,0.343,-0.029,4.39,4.9,-0.512
"Brebbia, John",605154,2024,242,153,0.255,0.26,-0.005,0.455,0.451,0.004,0.337,0.339,-0.002,5.86,4.77,1.085
"Díaz, Alexis",664747,2024,242,150,0.206,0.204,0.002,0.338,0.334,0.004,0.3,0.3,0.0,3.99,3.64,0.354
"Stanek, Ryne",592773,2024,241,146,0.226,0.202,0.0239999999999999,0.387,0.368,0.019,0.307,0.292,0.015,4.88,3.44,1.44
"Smith, Burch",572143,2024,241,181,0.288,0.265,0.0229999999999999,0.428,0.442,-0.014,0.328,0.329,-0.001,4.95,4.46,0.493
"Kelly, Zack",677161,2024,241,151,0.208,0.224,-0.016,0.387,0.416,-0.0289999999999999,0.3,0.319,-0.019,3.97,4.16,-0.189
"Barlow, Scott",605130,2024,241,138,0.216,0.231,-0.015,0.358,0.367,-0.009,0.306,0.318,-0.012,4.25,4.14,0.115
"Suarez, José",660761,2024,240,153,0.274,0.254,0.02,0.495,0.413,0.082,0.371,0.34,0.0309999999999999,6.02,4.8,1.219
"Kuhl, Chad",641771,2024,240,154,0.273,0.241,0.032,0.41,0.382,0.0279999999999999,0.343,0.325,0.018,5.06,4.34,0.723
"Zerpa, Angel",672582,2024,240,169,0.273,0.259,0.014,0.403,0.42,-0.0169999999999999,0.323,0.328,-0.005,3.86,4.43,-0.573
"Lee, Dylan",669276,2024,240,147,0.222,0.198,0.0239999999999999,0.376,0.342,0.0339999999999999,0.277,0.256,0.021,2.11,2.62,-0.508
"Winn, Keaton",676775,2024,238,165,0.268,0.269,-0.001,0.493,0.487,0.006,0.354,0.361,-0.007,7.16,5.52,1.637
"Pérez, Cionel",672335,2024,238,159,0.232,0.219,0.013,0.31,0.318,-0.008,0.296,0.297,-0.001,4.53,3.57,0.958
"Varland, Louis",686973,2024,238,169,0.318,0.281,0.0369999999999999,0.523,0.473,0.05,0.382,0.356,0.026,7.61,5.34,2.271
"Strahm, Matt",621381,2024,237,141,0.166,0.186,-0.0199999999999999,0.276,0.321,-0.0449999999999999,0.221,0.248,-0.0269999999999999,1.87,2.46,-0.593
"Webb, Jacob",657097,2024,237,151,0.192,0.207,-0.0149999999999999,0.303,0.352,-0.0489999999999999,0.266,0.291,-0.0249999999999999,3.02,3.42,-0.402
"Yates, Kirby",489446,2024,237,121,0.113,0.146,-0.0329999999999999,0.182,0.218,-0.036,0.186,0.215,-0.0289999999999999,1.17,1.86,-0.692
"Johnson, Pierce",572955,2024,236,142,0.23,0.221,0.009,0.364,0.375,-0.011,0.302,0.304,-0.002,3.67,3.75,-0.075
"Jackson, Luke",592426,2024,235,148,0.255,0.227,0.0279999999999999,0.402,0.382,0.02,0.328,0.316,0.012,5.09,4.08,1.014
"Alcala, Jorge",660896,2024,235,153,0.19,0.192,-0.002,0.352,0.347,0.005,0.273,0.277,-0.004,3.24,3.08,0.16
"Miller, Tyson",668338,2024,235,165,0.18,0.218,-0.038,0.313,0.396,-0.083,0.242,0.29,-0.0479999999999999,2.32,3.39,-1.067
"McFarland, T.J.",519008,2024,235,175,0.252,0.238,0.014,0.367,0.352,0.015,0.293,0.291,0.002,3.81,3.42,0.392
"Payamps, Joel",606303,2024,235,156,0.184,0.232,-0.048,0.34,0.431,-0.0909999999999999,0.254,0.314,-0.06,3.05,4.02,-0.969
"Faucher, Calvin",676534,2024,235,142,0.246,0.23,0.0159999999999999,0.342,0.34,0.002,0.299,0.302,-0.003,3.19,3.7,-0.514
"Kimbrel, Craig",518886,2024,232,123,0.208,0.216,-0.008,0.365,0.39,-0.025,0.309,0.323,-0.014,5.33,4.28,1.051
"Muñoz, Andrés",662253,2024,232,126,0.153,0.177,-0.0239999999999999,0.257,0.312,-0.0549999999999999,0.233,0.269,-0.036,2.12,2.9,-0.776
"Hudson, Bryan",663542,2024,231,148,0.135,0.195,-0.06,0.279,0.342,-0.063,0.218,0.273,-0.055,1.73,2.99,-1.257
"Rainey, Tanner",663432,2024,231,154,0.239,0.234,0.0049999999999999,0.416,0.488,-0.072,0.335,0.36,-0.0249999999999999,4.76,5.48,-0.715
"Duran, Jhoan",661395,2024,228,141,0.235,0.207,0.0279999999999999,0.363,0.291,0.072,0.292,0.265,0.0269999999999999,3.64,2.81,0.834
"Phillips, Evan",623465,2024,228,147,0.232,0.223,0.009,0.372,0.354,0.018,0.288,0.284,0.004,3.62,3.25,0.372
"Bender, Anthony",669622,2024,228,147,0.245,0.229,0.0159999999999999,0.353,0.341,0.0119999999999999,0.296,0.29,0.006,4.08,3.39,0.685
"Peguero, Elvis",665625,2024,227,151,0.264,0.247,0.017,0.36,0.364,-0.004,0.317,0.316,0.001,2.98,4.08,-1.099
"Boyle, Joe",671212,2024,226,126,0.235,0.214,0.0209999999999999,0.346,0.33,0.0159999999999999,0.334,0.323,0.011,6.42,4.28,2.14
"Elder, Bryce",693821,2024,226,161,0.311,0.281,0.0299999999999999,0.49,0.441,0.0489999999999999,0.37,0.343,0.0269999999999999,6.52,4.9,1.623
"Bernardino, Brennan",657514,2024,226,142,0.256,0.231,0.0249999999999999,0.405,0.388,0.017,0.322,0.31,0.012,4.06,3.91,0.149
"Miller, Shelby",571946,2024,225,158,0.202,0.221,-0.0189999999999999,0.384,0.398,-0.014,0.28,0.303,-0.0229999999999999,4.53,3.72,0.807
"Slaten, Justin",686580,2024,224,155,0.223,0.234,-0.011,0.318,0.36,-0.0419999999999999,0.253,0.284,-0.0309999999999999,2.93,3.25,-0.322
"Rodriguez, Eduardo",593958,2024,224,157,0.277,0.272,0.005,0.475,0.491,-0.016,0.35,0.358,-0.008,5.04,5.41,-0.37
"Schreiber, John",670167,2024,224,154,0.242,0.228,0.0139999999999999,0.318,0.318,0.0,0.287,0.288,-0.001,3.66,3.34,0.318
"Holderman, Colin",670059,2024,223,137,0.223,0.21,0.013,0.367,0.376,-0.009,0.307,0.316,-0.009,3.16,4.08,-0.924
"Martinez, Seth",661527,2024,222,164,0.246,0.243,0.003,0.422,0.397,0.0249999999999999,0.323,0.316,0.007,3.59,4.08,-0.491
"Brown, Ben",676962,2024,222,138,0.208,0.229,-0.021,0.33,0.411,-0.0809999999999999,0.268,0.321,-0.0529999999999999,3.58,4.22,-0.642
"Turnbull, Spencer",605513,2024,222,139,0.188,0.228,-0.04,0.325,0.385,-0.06,0.272,0.314,-0.0419999999999999,2.65,4.02,-1.37
"Priester, Quinn",682990,2024,221,171,0.277,0.269,0.008,0.421,0.414,0.007,0.327,0.328,-0.001,4.71,4.43,0.281
"Rodríguez, Randy",678495,2024,221,146,0.24,0.209,0.031,0.372,0.355,0.017,0.301,0.285,0.016,4.3,3.27,1.029
"Martin, Davis",663436,2024,220,145,0.26,0.224,0.036,0.365,0.378,-0.013,0.324,0.316,0.008,4.32,4.08,0.24
"Harvey, Hunter",640451,2024,219,143,0.259,0.276,-0.017,0.442,0.465,-0.023,0.333,0.349,-0.0159999999999999,4.44,5.1,-0.659
"Jansen, Kenley",445276,2024,218,135,0.196,0.207,-0.0109999999999999,0.304,0.368,-0.064,0.253,0.286,-0.0329999999999999,3.29,3.29,0.003
"Brazobán, Huascar",623211,2024,217,138,0.201,0.224,-0.0229999999999999,0.28,0.323,-0.0429999999999999,0.269,0.3,-0.0309999999999999,3.83,3.64,0.192
"Roupp, Landen",694738,2024,217,143,0.226,0.238,-0.0119999999999999,0.326,0.363,-0.0369999999999999,0.294,0.313,-0.019,3.58,3.99,-0.414
"Ruiz, José",614179,2024,217,147,0.26,0.252,0.008,0.423,0.419,0.004,0.32,0.318,0.002,3.71,4.14,-0.434
"Grove, Michael",675627,2024,216,139,0.241,0.218,0.0229999999999999,0.382,0.366,0.016,0.308,0.298,0.01,5.12,3.59,1.528
"Thielbar, Caleb",573204,2024,216,139,0.266,0.233,0.033,0.41,0.399,0.0109999999999999,0.327,0.316,0.011,5.32,4.08,1.244
"López, Jorge",605347,2024,216,146,0.235,0.218,0.0169999999999999,0.372,0.384,-0.012,0.298,0.298,0.0,2.89,3.59,-0.703
"Díaz, Edwin",621242,2024,216,109,0.188,0.164,0.0239999999999999,0.328,0.292,0.036,0.269,0.249,0.02,3.52,2.48,1.042
"Sims, Lucas",608371,2024,215,134,0.229,0.22,0.009,0.413,0.397,0.0159999999999999,0.331,0.324,0.007,4.38,4.31,0.068
"Estévez, Carlos",608032,2024,212,149,0.192,0.218,-0.0259999999999999,0.313,0.404,-0.091,0.235,0.283,-0.0479999999999999,2.46,3.22,-0.765
"Wicks, Jordan",696136,2024,212,148,0.291,0.265,0.0259999999999999,0.497,0.465,0.0319999999999999,0.373,0.352,0.021,5.48,5.2,0.278
"Kolek, Stephen",663568,2024,211,156,0.303,0.28,0.0229999999999999,0.41,0.416,-0.006,0.336,0.333,0.003,5.21,4.58,0.627
"Green, Chad",643338,2024,210,148,0.216,0.232,-0.016,0.379,0.447,-0.068,0.276,0.308,-0.0319999999999999,3.21,3.86,-0.654
"Moore, Matt",519043,2024,210,141,0.218,0.214,0.004,0.436,0.424,0.012,0.329,0.324,0.005,5.03,4.31,0.718
"Nardi, Andrew",677053,2024,210,121,0.234,0.194,0.04,0.426,0.332,0.0939999999999999,0.312,0.265,0.0469999999999999,5.07,2.81,2.264
"Hoeing, Bryan",663773,2024,210,153,0.219,0.283,-0.0639999999999999,0.316,0.46,-0.144,0.259,0.344,-0.0849999999999999,2.18,4.93,-2.75
"Pop, Zach",647315,2024,209,155,0.243,0.264,-0.021,0.422,0.429,-0.007,0.315,0.335,-0.02,5.59,4.64,0.946
"Banda, Anthony",607455,2024,209,139,0.238,0.227,0.0109999999999999,0.351,0.368,-0.017,0.281,0.285,-0.0039999999999999,3.08,3.27,-0.189
"Wilson, Justin",458677,2024,209,143,0.286,0.239,0.0469999999999999,0.495,0.446,0.0489999999999999,0.354,0.317,0.0369999999999999,5.59,4.11,1.483
"Mlodzinski, Carmen",669387,2024,209,142,0.223,0.226,-0.003,0.315,0.341,-0.026,0.272,0.288,-0.0159999999999999,3.38,3.34,0.035
"Ramírez, Yohan",670990,2024,208,134,0.28,0.25,0.03,0.423,0.39,0.0329999999999999,0.351,0.331,0.0199999999999999,6.2,4.52,1.68
"Ferguson, Tyler",621053,2024,207,119,0.178,0.209,-0.031,0.306,0.374,-0.068,0.262,0.301,-0.0389999999999999,3.68,3.67,0.012
"Dubin, Shawn",681869,2024,207,130,0.256,0.218,0.038,0.375,0.346,0.029,0.324,0.312,0.012,4.17,3.97,0.199
"Bivens, Spencer",702352,2024,202,153,0.25,0.242,0.008,0.431,0.438,-0.007,0.311,0.314,-0.003,3.14,4.02,-0.876
"Muller, Kyle",666205,2024,202,155,0.255,0.261,-0.006,0.404,0.417,-0.0129999999999999,0.294,0.312,-0.018,4.01,3.97,0.044
