player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,sprint_speed,oaa,bat_speed,squared_up_rate,swing_length
"Vargas, Ildemaro",545121,2022,,,,,,,,,51,,,,,,31.0,46,92.0,,,
"MacKinnon, David",676950,2022,,,,,,,,,28,,,,,,,35,,,,
"Candelario, Jeimer",600869,2022,21.0,22.0,39.0,51.0,12.0,51.0,54.0,16.0,75,21.0,36.0,20.0,45.0,19.0,22.0,48,9.0,,,
"Sheets, Gavin",657757,2022,12.0,16.0,19.0,32.0,8.0,29.0,37.0,42.0,59,27.0,50.0,29.0,65.0,21.0,72.0,33,15.0,,,
"Yastrzemski, Mike",573262,2022,43.0,12.0,45.0,62.0,41.0,76.0,78.0,67.0,59,65.0,24.0,83.0,61.0,85.0,59.0,42,76.0,,,
"Beckham, Tim",542921,2022,,,,,,,,,20,,,,,,,41,,,,
"Naylor, Josh",647304,2022,63.0,64.0,69.0,65.0,53.0,63.0,57.0,57.0,89,65.0,82.0,43.0,81.0,24.0,15.0,11,84.0,,,
"Molina, Yadier",425877,2022,,,,,,,,,37,,,,,,,1,,,,
"Wallner, Matt",670242,2022,,,,,,,,,93,,,,,,,77,,,,
"Grissom, Vaughn",687093,2022,,,,,,,,,29,,,,,,10.0,60,,,,
"Carpenter, Matt",572761,2022,,,,,,,,,36,,,,,,,21,,,,
"Pinder, Chad",640461,2022,8.0,28.0,34.0,37.0,2.0,20.0,37.0,22.0,60,55.0,5.0,2.0,6.0,42.0,59.0,19,5.0,,,
"Hampson, Garrett",641658,2022,,,,,,,,,28,,,,,,40.0,96,49.0,,,
"Florial, Estevan",664314,2022,,,,,,,,,35,,,,,,,67,,,,
"Anderson, Tim",641313,2022,74.0,99.0,75.0,39.0,74.0,20.0,29.0,37.0,46,57.0,84.0,5.0,59.0,2.0,39.0,79,24.0,,,
"Bernard, Wynton",592144,2022,,,,,,,,,26,,,,,,,99,,,,
"Franco, Maikel",596748,2022,5.0,44.0,18.0,16.0,4.0,16.0,20.0,14.0,82,20.0,59.0,1.0,28.0,8.0,35.0,12,20.0,,,
"Thompson, Trayce",572204,2022,,,,,,,,,80,,,,,,18.0,60,,,,
"Moncada, Yoán",660162,2022,17.0,10.0,38.0,55.0,9.0,54.0,66.0,43.0,78,33.0,19.0,41.0,29.0,59.0,51.0,52,86.0,,,
"Gutiérrez, Kelvin",642721,2022,,,,,,,,,18,,,,,,,74,,,,
"Slater, Austin",596103,2022,,,,,,,,,54,,,,,,94.0,73,71.0,,,
"Daza, Yonathan",602074,2022,47.0,97.0,22.0,2.0,78.0,2.0,3.0,1.0,23,2.0,91.0,25.0,86.0,12.0,91.0,71,30.0,,,
"Renfroe, Hunter",592669,2022,55.0,33.0,73.0,78.0,30.0,76.0,76.0,78.0,86,70.0,37.0,43.0,35.0,30.0,96.0,45,29.0,,,
"Benintendi, Andrew",643217,2022,73.0,88.0,58.0,37.0,86.0,31.0,25.0,53.0,60,43.0,88.0,74.0,75.0,84.0,49.0,57,40.0,,,
"Rodgers, Brendan",663898,2022,59.0,76.0,52.0,39.0,64.0,60.0,45.0,69.0,83,80.0,74.0,47.0,61.0,62.0,20.0,34,81.0,,,
"Muncy, Max",571970,2022,80.0,5.0,70.0,88.0,81.0,83.0,91.0,75.0,74,78.0,25.0,99.0,40.0,100.0,24.0,47,16.0,,,
"Mazeika, Patrick",664850,2022,,,,,,,,,9,,,,,,,3,,,,
"Schwarber, Kyle",656941,2022,97.0,31.0,98.0,99.0,79.0,99.0,99.0,99.0,96,99.0,8.0,94.0,20.0,87.0,31.0,30,1.0,,,
"Arias, Gabriel",672356,2022,,,,,,,,,61,,,,,,,69,,,,
"Belt, Brandon",474832,2022,,,,,,,,,43,,,,,,2.0,3,17.0,,,
"Hoerner, Nico",663538,2022,38.0,88.0,34.0,11.0,55.0,9.0,7.0,16.0,59,15.0,98.0,14.0,97.0,18.0,51.0,92,98.0,,,
"Andrus, Elvis",462101,2022,22.0,48.0,24.0,20.0,30.0,31.0,18.0,31.0,61,22.0,83.0,32.0,69.0,49.0,25.0,23,83.0,,,
"Phillips, Brett",621433,2022,,,,,,,,,37,,,,,,97.0,91,,,,
"Diaz, Jordan",672478,2022,,,,,,,,,13,,,,,,,22,,,,
"Reyes, Pablo",622569,2022,,,,,,,,,6,,,,,,,46,,,,
"Mullins, Cedric",656775,2022,18.0,26.0,18.0,22.0,25.0,41.0,24.0,46.0,54,33.0,64.0,36.0,63.0,45.0,59.0,81,97.0,,,
"Lavastida, Bryan",681526,2022,,,,,,,,,7,,,,,,,16,,,,
"McKinney, Billy",641856,2022,,,,,,,,,25,,,,,,,44,,,,
"Wallach, Chad",595453,2022,,,,,,,,,25,,,,,,,3,,,,
"Kreidler, Ryan",668952,2022,,,,,,,,,10,,,,,,54.0,75,,,,
"Miller, Brad",543543,2022,,,,,,,,,70,,,,,,30.0,45,,,,
"Nootbaar, Lars",663457,2022,84.0,49.0,64.0,64.0,93.0,51.0,85.0,90.0,89,80.0,54.0,98.0,55.0,92.0,94.0,73,74.0,,,
"Collins, Zack",641470,2022,,,,,,,,,38,,,,,,,5,,,,
"Swaggerty, Travis",680552,2022,,,,,,,,,10,,,,,,,72,,,,
"Baddoo, Akil",668731,2022,,,,,,,,,44,,,,,,46.0,89,50.0,,,
"Culberson, Charlie",518586,2022,,,,,,,,,12,,,,,,65.0,64,,,,
"Ford, Mike",645801,2022,,,,,,,,,67,,,,,,,4,,,,
"Cruz, Nelson",443558,2022,53.0,37.0,49.0,55.0,55.0,60.0,60.0,84.0,93,81.0,35.0,67.0,11.0,34.0,,13,,,,
"Cron, C.J.",543068,2022,51.0,37.0,69.0,74.0,31.0,85.0,76.0,43.0,97,63.0,20.0,32.0,52.0,21.0,34.0,9,69.0,,,
"Zunino, Mike",572287,2022,,,,,,,,,96,,,,,,,16,,,,
"Siri, Jose",642350,2022,,,,,,,,,81,,,,,,95.0,100,99.0,,,
"Sánchez, Jesús",660821,2022,22.0,14.0,38.0,53.0,14.0,38.0,68.0,61.0,96,53.0,17.0,43.0,19.0,26.0,87.0,49,22.0,,,
"Reynolds, Bryan",668804,2022,65.0,54.0,62.0,60.0,73.0,63.0,50.0,73.0,91,66.0,40.0,61.0,29.0,33.0,80.0,75,7.0,,,
"Owings, Chris",572008,2022,,,,,,,,,10,,,,,,39.0,63,,,,
"Wade Jr., LaMonte",664774,2022,,,,,,,,,53,,,,,,54.0,19,,,,
"Plummer, Nick",663911,2022,,,,,,,,,88,,,,,,,25,,,,
"Higashioka, Kyle",543309,2022,,,,,,,,,50,,,,,,,18,,,,
"Gonzalez, Romy",663853,2022,,,,,,,,,68,,,,,,60.0,84,,,,
"Arcia, Orlando",606115,2022,,,,,,,,,38,,,,,,36.0,29,19.0,,,
"Hernández, Yonny",660634,2022,,,,,,,,,5,,,,,,,36,,,,
"Biggio, Cavan",624415,2022,,,,,,,,,35,,,,,,17.0,81,94.0,,,
"Betts, Mookie",605141,2022,83.0,59.0,87.0,86.0,62.0,86.0,65.0,78.0,48,76.0,81.0,55.0,90.0,85.0,79.0,52,82.0,,,
"Torrens, Luis",620443,2022,,,,,,,,,37,,,,,,,24,,,,
"Higgins, P.J.",664731,2022,,,,,,,,,16,,,,,,2.0,28,,,,
"Smith, Dominic",642086,2022,,,,,,,,,30,,,,,,,26,,,,
"Mathias, Mark",664029,2022,,,,,,,,,50,,,,,,,56,,,,
"Dozier, Hunter",641531,2022,35.0,43.0,44.0,45.0,25.0,47.0,49.0,41.0,70,42.0,25.0,32.0,21.0,22.0,54.0,65,7.0,,,
"Narváez, Omar",553882,2022,,,,,,,,,25,,,,,,,3,,,,
"Pollock, AJ",572041,2022,55.0,73.0,68.0,60.0,37.0,74.0,61.0,46.0,71,61.0,67.0,21.0,49.0,17.0,78.0,62,38.0,,,
"Carroll, Corbin",682998,2022,,,,,,,,,34,,,,,,65.0,100,,,,
"Muñoz, Yairo",622168,2022,,,,,,,,,28,,,,,,,82,,,,
"Vavra, Terrin",679631,2022,,,,,,,,,16,,,,,,,48,,,,
"White, Eli",642201,2022,,,,,,,,,20,,,,,,77.0,98,,,,
"Alvarez, Yordan",670541,2022,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99,100.0,63.0,96.0,57.0,74.0,79.0,32,,,,
"Merrifield, Whit",593160,2022,23.0,43.0,31.0,28.0,22.0,25.0,14.0,16.0,35,9.0,85.0,35.0,82.0,45.0,41.0,84,88.0,,,
"Rios, Edwin",621458,2022,,,,,,,,,38,,,,,,,10,,,,
"Quinn, Roman",596451,2022,,,,,,,,,33,,,,,,98.0,96,,,,
"Walsh, Jared",665120,2022,11.0,14.0,33.0,49.0,4.0,51.0,63.0,72.0,82,65.0,7.0,19.0,30.0,37.0,26.0,19,34.0,,,
"Díaz, Aledmys",649557,2022,,,,,,,,,81,,,,,,84.0,59,82.0,,,
"Lewis, Royce",668904,2022,,,,,,,,,94,,,,,,,78,,,,
"Happ, Ian",664023,2022,41.0,37.0,41.0,42.0,47.0,54.0,37.0,65.0,94,52.0,37.0,59.0,33.0,66.0,47.0,65,79.0,,,
"Leblanc, Charles",641779,2022,,,,,,,,,48,,,,,,19.0,69,,,,
"Lopez, Nicky",670032,2022,8.0,49.0,4.0,2.0,29.0,2.0,2.0,2.0,27,1.0,93.0,20.0,88.0,44.0,38.0,59,98.0,,,
"Joe, Connor",656582,2022,43.0,41.0,12.0,10.0,81.0,16.0,18.0,5.0,63,16.0,52.0,90.0,72.0,87.0,85.0,37,17.0,,,
"Devers, Rafael",646240,2022,93.0,95.0,94.0,87.0,85.0,92.0,82.0,98.0,93,96.0,67.0,48.0,25.0,11.0,51.0,14,29.0,,,
"McCarthy, Jake",664983,2022,34.0,62.0,27.0,16.0,45.0,10.0,20.0,20.0,43,14.0,46.0,27.0,28.0,47.0,29.0,99,38.0,,,
"Chirinos, Robinson",455139,2022,,,,,,,,,35,,,,,,,1,,,,
"Burger, Jake",669394,2022,,,,,,,,,95,,,,,,56.0,61,,,,
"Moustakas, Mike",519058,2022,,,,,,,,,79,,,,,,11.0,8,,,,
"Schwindel, Frank",643524,2022,,,,,,,,,53,,,,,,1.0,14,,,,
"Vientos, Mark",668901,2022,,,,,,,,,80,,,,,,,25,,,,
"Hernández, César",514917,2022,21.0,54.0,8.0,6.0,43.0,9.0,5.0,1.0,71,5.0,68.0,39.0,74.0,69.0,7.0,77,14.0,,,
"Smith, Josh",669701,2022,,,,,,,,,21,,,,,,68.0,75,74.0,,,
"Bleday, JJ",668709,2022,,,,,,,,,38,,,,,,78.0,58,,,,
"Jankowski, Travis",608671,2022,,,,,,,,,9,,,,,,,92,,,,
"Baty, Brett",683146,2022,,,,,,,,,89,,,,,,,40,,,,
"Ruiz, Keibert",660688,2022,63.0,91.0,52.0,28.0,74.0,13.0,11.0,33.0,54,11.0,97.0,35.0,94.0,33.0,,11,,,,
"Pérez, Roberto",547379,2022,,,,,,,,,60,,,,,,,9,,,,
"Henderson, Gunnar",683002,2022,,,,,,,,,73,,,,,,74.0,91,,,,
"Vosler, Jason",613564,2022,,,,,,,,,54,,,,,,14.0,34,,,,
"Nola, Austin",543592,2022,41.0,70.0,24.0,11.0,70.0,3.0,5.0,57.0,50,47.0,87.0,55.0,95.0,93.0,,29,,,,
"Grichuk, Randal",545341,2022,14.0,24.0,37.0,43.0,6.0,47.0,41.0,69.0,78,70.0,34.0,9.0,49.0,25.0,69.0,68,28.0,,,
"Lee, Korey",686676,2022,,,,,,,,,7,,,,,,,71,,,,
"Maldonado, Martín",455117,2022,1.0,1.0,7.0,45.0,1.0,29.0,53.0,39.0,51,51.0,6.0,18.0,10.0,35.0,,1,,,,
"Massey, Michael",686681,2022,,,,,,,,,46,,,,,,10.0,44,15.0,,,
"Bruján, Vidal",660644,2022,,,,,,,,,13,,,,,,42.0,83,,,,
"Pasquantino, Vinnie",686469,2022,,,,,,,,,87,,,,,,1.0,15,,,,
"Olson, Matt",621566,2022,82.0,44.0,85.0,89.0,68.0,98.0,93.0,97.0,98,96.0,29.0,80.0,22.0,57.0,3.0,27,86.0,,,
"Alfaro, Jorge",595751,2022,,,,,,,,,97,,,,,,,85,,,,
"Mayfield, Jack",608686,2022,,,,,,,,,12,,,,,,,48,,,,
"Contreras, Willson",575929,2022,95.0,65.0,85.0,82.0,94.0,67.0,73.0,76.0,98,90.0,49.0,63.0,13.0,30.0,,55,,,,
"Alvarez, Eddy",657193,2022,,,,,,,,,8,,,,,,,36,,,,
"Outman, James",681546,2022,,,,,,,,,56,,,,,,,59,,,,
"Rivas III, Alfonso",663845,2022,,,,,,,,,40,,,,,,6.0,27,24.0,,,
"Bannon, Rylan",676625,2022,,,,,,,,,8,,,,,,,38,,,,
"Kwan, Steven",680757,2022,45.0,85.0,12.0,2.0,87.0,3.0,1.0,3.0,29,1.0,100.0,67.0,100.0,96.0,54.0,80,96.0,,,
"Goodrum, Niko",592348,2022,,,,,,,,,10,,,,,,,54,,,,
"Freeman, Freddie",518692,2022,99.0,100.0,98.0,94.0,99.0,92.0,68.0,88.0,84,88.0,90.0,90.0,81.0,62.0,22.0,38,71.0,,,
"Laureano, Ramón",657656,2022,37.0,10.0,50.0,70.0,21.0,54.0,82.0,43.0,64,41.0,15.0,27.0,16.0,54.0,82.0,56,12.0,,,
"Ohtani, Shohei",660271,2022,98.0,90.0,99.0,98.0,92.0,99.0,98.0,97.0,100,93.0,30.0,81.0,27.0,58.0,,76,,,,
"Dickerson, Corey",572816,2022,,,,,,,,,82,,,,,,9.0,41,,,,
"Meneses, Joey",608841,2022,,,,,,,,,71,,,,,,50.0,18,,,,
"Jones, Nolan",666134,2022,,,,,,,,,80,,,,,,100.0,72,,,,
"Lagares, Juan",501571,2022,,,,,,,,,31,,,,,,,55,,,,
"Santana, Carlos",467793,2022,87.0,59.0,77.0,75.0,94.0,63.0,60.0,81.0,75,76.0,74.0,97.0,71.0,87.0,21.0,17,85.0,,,
"Heredia, Guillermo",628338,2022,,,,,,,,,31,,,,,,74.0,69,,,,
"Ramos, Heliot",671218,2022,,,,,,,,,33,,,,,,,52,,,,
"Marisnick, Jake",545350,2022,,,,,,,,,64,,,,,,96.0,86,,,,
"Tsutsugo, Yoshi",660294,2022,,,,,,,,,33,,,,,,5.0,21,,,,
"Arraez, Luis",650333,2022,73.0,98.0,61.0,29.0,88.0,25.0,11.0,48.0,31,7.0,100.0,51.0,100.0,78.0,35.0,39,11.0,,,
"Stefanic, Michael",683021,2022,,,,,,,,,15,,,,,,,28,,,,
"Machín, Vimael",605353,2022,,,,,,,,,44,,,,,,17.0,15,11.0,,,
"Stevenson, Cal",670276,2022,,,,,,,,,11,,,,,,70.0,59,,,,
"Thomas, Dillon",605504,2022,,,,,,,,,8,,,,,,,6,,,,
"Chapman, Matt",656305,2022,78.0,26.0,77.0,81.0,69.0,89.0,88.0,93.0,87,97.0,14.0,84.0,22.0,98.0,68.0,78,76.0,,,
"Jung, Josh",673962,2022,,,,,,,,,43,,,,,,29.0,43,,,,
"Frazier, Adam",624428,2022,26.0,76.0,11.0,4.0,60.0,3.0,2.0,3.0,19,2.0,95.0,43.0,95.0,54.0,61.0,38,90.0,,,
"Díaz, Elias",553869,2022,3.0,10.0,8.0,20.0,7.0,20.0,31.0,39.0,80,46.0,46.0,29.0,61.0,21.0,,21,,,,
"Heim, Jonah",641680,2022,18.0,14.0,24.0,37.0,21.0,38.0,43.0,55.0,85,49.0,59.0,61.0,69.0,47.0,,20,,,,
"Larnach, Trevor",663616,2022,,,,,,,,,85,,,,,,66.0,41,,,,
"Taylor, Chris",621035,2022,8.0,2.0,13.0,42.0,11.0,45.0,70.0,20.0,44,38.0,1.0,67.0,1.0,82.0,64.0,82,82.0,,,
"Isbel, Kyle",664728,2022,,,,,,,,,74,,,,,,72.0,69,98.0,,,
"Bouchard, Sean",656248,2022,,,,,,,,,38,,,,,,34.0,70,,,,
"Cain, Lorenzo",456715,2022,,,,,,,,,47,,,,,,41.0,76,,,,
"Castro, Rodolfo",666801,2022,,,,,,,,,78,,,,,,77.0,50,15.0,,,
"Cruz, Oneil",665833,2022,31.0,10.0,55.0,73.0,10.0,63.0,96.0,91.0,100,81.0,1.0,46.0,4.0,40.0,97.0,98,3.0,,,
"Voit, Luke",572228,2022,62.0,16.0,76.0,87.0,36.0,89.0,94.0,66.0,75,73.0,4.0,67.0,1.0,39.0,2.0,6,,,,
"Garlick, Kyle",664247,2022,,,,,,,,,64,,,,,,31.0,36,,,,
"Knizner, Andrew",668800,2022,,,,,,,,,64,,,,,,,18,,,,
"Villar, David",681584,2022,,,,,,,,,24,,,,,,34.0,35,,,,
"Garrett, Stone",656448,2022,,,,,,,,,46,,,,,,,83,,,,
"Vaughn, Andrew",683734,2022,53.0,59.0,63.0,59.0,37.0,67.0,50.0,82.0,82,90.0,75.0,17.0,74.0,25.0,76.0,25,1.0,,,
"Heineman, Tyler",623168,2022,,,,,,,,,10,,,,,,,34,,,,
"Choi, Ji Man",596847,2022,71.0,26.0,57.0,67.0,84.0,54.0,84.0,93.0,73,88.0,9.0,96.0,10.0,96.0,3.0,8,77.0,,,
"Robles, Victor",645302,2022,1.0,4.0,1.0,4.0,2.0,6.0,8.0,1.0,59,1.0,22.0,6.0,30.0,23.0,96.0,87,90.0,,,
"Taylor, Michael A.",572191,2022,20.0,20.0,27.0,34.0,18.0,34.0,41.0,9.0,54,13.0,33.0,45.0,21.0,33.0,92.0,86,89.0,,,
"Mazara, Nomar",608577,2022,,,,,,,,,67,,,,,,85.0,26,,,,
"Gorman, Nolan",669357,2022,,,,,,,,,69,,,,,,19.0,42,2.0,,,
"Stephenson, Tyler",663886,2022,,,,,,,,,24,,,,,,,32,,,,
"Smith-Njigba, Canaan",675986,2022,,,,,,,,,29,,,,,,,38,,,,
"Park, Hoy",660829,2022,,,,,,,,,13,,,,,,,51,,,,
"Urías, Ramón",602104,2022,53.0,52.0,64.0,62.0,39.0,59.0,64.0,57.0,62,83.0,43.0,31.0,33.0,53.0,25.0,33,91.0,,,
"Delay, Jason",641511,2022,,,,,,,,,31,,,,,,,23,,,,
"Polanco, Jorge",593871,2022,92.0,54.0,80.0,80.0,94.0,57.0,70.0,51.0,73,43.0,48.0,98.0,42.0,72.0,15.0,71,4.0,,,
"Pujols, Albert",405395,2022,94.0,75.0,95.0,96.0,81.0,60.0,85.0,86.0,79,86.0,84.0,48.0,71.0,15.0,,1,,,,
"Perez, Salvador",521692,2022,55.0,37.0,85.0,90.0,9.0,75.0,79.0,88.0,86,91.0,40.0,3.0,12.0,1.0,,10,,,,
"La Stella, Tommy",600303,2022,,,,,,,,,40,,,,,,,7,,,,
"Rojas, Josh",668942,2022,37.0,37.0,27.0,26.0,60.0,20.0,18.0,46.0,50,27.0,61.0,81.0,63.0,96.0,61.0,50,10.0,,,
"Franco, Wander",677551,2022,72.0,98.0,61.0,31.0,83.0,13.0,19.0,18.0,85,26.0,99.0,43.0,98.0,43.0,29.0,63,70.0,,,
"Giménez, Andrés",665926,2022,65.0,73.0,53.0,40.0,78.0,41.0,33.0,29.0,61,36.0,56.0,21.0,39.0,8.0,38.0,94,98.0,,,
"Alvarez, Francisco",682626,2022,,,,,,,,,47,,,,,,,11,,,,
"Maton, Nick",665155,2022,,,,,,,,,31,,,,,,,35,,,,
"Rojas, Miguel",500743,2022,18.0,73.0,14.0,7.0,37.0,5.0,3.0,7.0,50,3.0,95.0,12.0,92.0,41.0,44.0,28,97.0,,,
"Urshela, Gio",570482,2022,61.0,83.0,63.0,49.0,59.0,57.0,44.0,48.0,66,34.0,74.0,41.0,69.0,11.0,32.0,17,11.0,,,
"Cronenworth, Jake",630105,2022,32.0,12.0,20.0,34.0,48.0,47.0,29.0,24.0,45,18.0,61.0,76.0,88.0,88.0,19.0,74,79.0,,,
"Bolt, Skye",621450,2022,,,,,,,,,37,,,,,,65.0,64,,,,
"Riley, Austin",663586,2022,98.0,86.0,98.0,98.0,86.0,98.0,96.0,96.0,98,95.0,30.0,49.0,31.0,42.0,39.0,61,6.0,,,
"Johnson, Bryce",669369,2022,,,,,,,,,3,,,,,,,42,,,,
"Henry, Payton",668721,2022,,,,,,,,,11,,,,,,,22,,,,
"Palacios, Joshua",641943,2022,,,,,,,,,13,,,,,,,81,,,,
"Miller, Owen",680911,2022,22.0,53.0,14.0,9.0,40.0,10.0,10.0,6.0,50,10.0,57.0,32.0,87.0,16.0,8.0,91,90.0,,,
"Upton, Justin",457708,2022,,,,,,,,,20,,,,,,,47,,,,
"Brantley, Michael",488726,2022,,,,,,,,,42,,,,,,52.0,12,,,,
"Wisdom, Patrick",621550,2022,23.0,1.0,41.0,77.0,12.0,80.0,93.0,81.0,86,82.0,1.0,72.0,3.0,66.0,71.0,62,1.0,,,
"Schrock, Max",621011,2022,,,,,,,,,8,,,,,,,13,,,,
"Aquino, Aristides",606157,2022,,,,,,,,,92,,,,,,99.0,86,,,,
"Senzel, Nick",669222,2022,31.0,56.0,20.0,13.0,45.0,7.0,8.0,16.0,56,17.0,70.0,37.0,65.0,60.0,63.0,85,41.0,,,
"Gregorius, Didi",544369,2022,,,,,,,,,25,,,,,,77.0,50,11.0,,,
"Estrada, Thairo",642731,2022,28.0,49.0,16.0,13.0,43.0,25.0,15.0,8.0,53,9.0,80.0,21.0,78.0,27.0,11.0,73,70.0,,,
"Altuve, Jose",514888,2022,87.0,84.0,75.0,62.0,94.0,70.0,49.0,6.0,60,5.0,90.0,83.0,91.0,56.0,4.0,70,73.0,,,
"Barrera, Tres",668663,2022,,,,,,,,,11,,,,,,,2,,,,
"Zavala, Seby",664874,2022,,,,,,,,,22,,,,,,,20,,,,
"Haggerty, Sam",664059,2022,,,,,,,,,48,,,,,,55.0,89,,,,
"Freeman, Tyler",671289,2022,,,,,,,,,40,,,,,,38.0,72,,,,
"Moniak, Mickey",666160,2022,,,,,,,,,38,,,,,,59.0,75,,,,
"Simmons, Andrelton",592743,2022,,,,,,,,,6,,,,,,15.0,33,,,,
"Azocar, José",640492,2022,,,,,,,,,42,,,,,,84.0,96,93.0,,,
"Mercedes, Yermín",606213,2022,,,,,,,,,79,,,,,,,17,,,,
"Drury, Brandon",592273,2022,51.0,41.0,67.0,73.0,31.0,80.0,72.0,51.0,85,62.0,42.0,31.0,67.0,43.0,15.0,44,71.0,,,
"Davis, Jonathan",641505,2022,,,,,,,,,50,,,,,,13.0,70,,,,
"Harris II, Michael",671739,2022,72.0,82.0,83.0,77.0,41.0,60.0,69.0,61.0,88,76.0,29.0,11.0,27.0,7.0,95.0,95,90.0,,,
"Guillorme, Luis",641645,2022,,,,,,,,,64,,,,,,20.0,19,91.0,,,
"Smith, Will",669257,2022,90.0,67.0,92.0,90.0,79.0,82.0,72.0,67.0,48,67.0,79.0,67.0,83.0,90.0,,54,,,,
"Bae, Ji Hwan",678225,2022,,,,,,,,,40,,,,,,,90,,,,
"Bart, Joey",663698,2022,,,,,,,,,95,,,,,,,48,,,,
"González, Erik",570481,2022,,,,,,,,,46,,,,,,,68,,,,
"Báez, Javier",595879,2022,13.0,20.0,35.0,47.0,3.0,67.0,52.0,31.0,82,38.0,26.0,8.0,4.0,1.0,75.0,67,72.0,,,
"Sosa, Lenyn",672820,2022,,,,,,,,,24,,,,,,,57,,,,
"Cameron, Daz",663662,2022,,,,,,,,,67,,,,,,,83,,,,
"Vogt, Stephen",519390,2022,,,,,,,,,27,,,,,,,16,,,,
"Piscotty, Stephen",572039,2022,,,,,,,,,38,,,,,,61.0,9,,,,
"Odor, Rougned",596059,2022,8.0,5.0,12.0,32.0,8.0,34.0,37.0,29.0,59,14.0,39.0,32.0,31.0,36.0,48.0,45,8.0,,,
"Rooker, Brent",667670,2022,,,,,,,,,44,,,,,,,64,,,,
"De La Cruz, Bryan",650559,2022,90.0,96.0,94.0,85.0,62.0,57.0,84.0,82.0,74,86.0,23.0,14.0,22.0,34.0,89.0,62,18.0,,,
"Cooper, Garrett",643265,2022,78.0,72.0,76.0,71.0,74.0,63.0,75.0,63.0,86,71.0,23.0,53.0,46.0,41.0,9.0,27,,,,
"Straw, Myles",664702,2022,11.0,37.0,2.0,1.0,40.0,1.0,1.0,14.0,18,3.0,89.0,61.0,99.0,97.0,52.0,94,98.0,,,
"Beer, Seth",666179,2022,,,,,,,,,36,,,,,,,5,,,,
"Donaldson, Josh",518626,2022,28.0,6.0,32.0,53.0,31.0,67.0,66.0,81.0,79,68.0,15.0,72.0,8.0,50.0,42.0,16,89.0,,,
"Jeffers, Ryan",680777,2022,,,,,,,,,91,,,,,,,21,,,,
"Reynolds, Matt",608703,2022,,,,,,,,,27,,,,,,39.0,51,44.0,,,
"Dalbec, Bobby",666915,2022,28.0,9.0,42.0,61.0,15.0,41.0,84.0,75.0,94,79.0,2.0,49.0,5.0,51.0,5.0,75,42.0,,,
"Montero, Elehuris",660707,2022,,,,,,,,,56,,,,,,,39,,,,
"Torres, Gleyber",650402,2022,57.0,43.0,78.0,79.0,25.0,82.0,75.0,76.0,75,77.0,41.0,32.0,33.0,60.0,17.0,40,33.0,,,
"Hernandez, Yadiel",628450,2022,,,,,,,,,40,,,,,,33.0,15,,,,
"Rizzo, Anthony",519203,2022,84.0,31.0,80.0,87.0,86.0,78.0,76.0,57.0,91,55.0,69.0,79.0,60.0,47.0,9.0,12,17.0,,,
