player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,sprint_speed,oaa,bat_speed,squared_up_rate,swing_length
"Swanson, Dansby",621020,2020,71.0,71.0,74.0,69.0,64.0,89.0,77.0,55.0,64,58.0,27.0,40.0,20.0,68.0,14.0,90,100.0,,,
"Plawecki, Kevin",608700,2020,,,,,,,,,37,,,,,,,19,,,,
"White, Eli",642201,2020,,,,,,,,,17,,,,,,,99,,,,
"Gardner, Brett",458731,2020,48.0,21.0,22.0,31.0,76.0,16.0,29.0,57.0,48,35.0,51.0,95.0,57.0,96.0,53.0,84,44.0,,,
"Vogelbach, Daniel",596129,2020,56.0,25.0,44.0,52.0,70.0,27.0,54.0,63.0,82,62.0,40.0,90.0,71.0,97.0,,5,,,,
"Kemp, Tony",643393,2020,,,,,,,,,7,,,,,,2.0,43,72.0,,,
"Noll, Jake",669738,2020,,,,,,,,,54,,,,,,,50,,,,
"Renfroe, Hunter",592669,2020,39.0,7.0,59.0,82.0,20.0,41.0,70.0,64.0,85,49.0,28.0,64.0,17.0,53.0,98.0,62,39.0,,,
"Yelich, Christian",592885,2020,85.0,44.0,70.0,76.0,94.0,75.0,80.0,99.0,86,98.0,11.0,98.0,13.0,93.0,17.0,83,13.0,,,
"Rios, Edwin",621458,2020,,,,,,,,,78,,,,,,,35,,,,
"Realmuto, J.T.",592663,2020,74.0,44.0,82.0,88.0,53.0,84.0,88.0,73.0,89,67.0,37.0,38.0,30.0,60.0,,85,,,,
"Varsho, Daulton",662139,2020,,,,,,,,,65,,,,,,39.0,86,,,,
"Cameron, Daz",663662,2020,,,,,,,,,56,,,,,,,76,,,,
"Moncada, Yoán",660162,2020,14.0,8.0,9.0,18.0,27.0,35.0,36.0,32.0,70,23.0,9.0,77.0,26.0,49.0,63.0,68,24.0,,,
"Hosmer, Eric",543333,2020,82.0,85.0,88.0,83.0,55.0,61.0,67.0,80.0,86,85.0,76.0,18.0,79.0,14.0,,21,14.0,,,
"Rendon, Anthony",543685,2020,92.0,87.0,71.0,52.0,99.0,51.0,37.0,71.0,61,56.0,93.0,95.0,96.0,95.0,17.0,37,78.0,,,
"Pederson, Joc",592626,2020,56.0,28.0,62.0,72.0,44.0,41.0,67.0,96.0,87,79.0,37.0,37.0,24.0,42.0,57.0,41,14.0,,,
"McBroom, Ryan",643436,2020,,,,,,,,,52,,,,,,,39,,,,
"Martinez, J.D.",502110,2020,39.0,25.0,62.0,73.0,27.0,84.0,73.0,63.0,77,63.0,36.0,53.0,38.0,30.0,,26,,,,
"Villar, Jonathan",542340,2020,3.0,14.0,1.0,2.0,12.0,4.0,4.0,17.0,80,33.0,30.0,52.0,17.0,18.0,39.0,55,1.0,,,
"Olivares, Edward",658668,2020,,,,,,,,,68,,,,,,70.0,95,20.0,,,
"Tucker, Kyle",663656,2020,48.0,64.0,64.0,56.0,40.0,75.0,58.0,84.0,79,77.0,63.0,35.0,69.0,55.0,59.0,69,95.0,,,
"Arozarena, Randy",668227,2020,,,,,,,,,91,,,,,,,93,,,,
"Díaz, Lewin",650331,2020,,,,,,,,,48,,,,,,,8,,,,
"Pujols, Albert",405395,2020,22.0,48.0,40.0,38.0,16.0,27.0,31.0,45.0,57,27.0,87.0,16.0,71.0,11.0,,1,,,,
"Mendick, Danny",664901,2020,,,,,,,,,46,,,,,,10.0,30,64.0,,,
"Buxton, Byron",621439,2020,56.0,49.0,93.0,95.0,4.0,66.0,87.0,85.0,85,89.0,28.0,1.0,35.0,1.0,96.0,99,93.0,,,
"Barnes, Austin",605131,2020,,,,,,,,,28,,,,,,,44,,,,
"Polanco, Jorge",593871,2020,26.0,65.0,28.0,15.0,29.0,16.0,8.0,16.0,62,23.0,85.0,18.0,91.0,75.0,25.0,73,52.0,,,
"Torreyes, Ronald",591720,2020,,,,,,,,,6,,,,,,,36,,,,
"Vogt, Stephen",519390,2020,,,,,,,,,27,,,,,,,32,,,,
"Stassi, Max",545358,2020,,,,,,,,,49,,,,,,,39,,,,
"Andujar, Miguel",609280,2020,,,,,,,,,37,,,,,,,41,,,,
"Riddle, JT",595375,2020,,,,,,,,,36,,,,,,,50,3.0,,,
"Bradley Jr., Jackie",598265,2020,23.0,16.0,22.0,35.0,32.0,55.0,47.0,42.0,89,35.0,52.0,69.0,49.0,71.0,87.0,62,98.0,,,
"Perez, Salvador",521692,2020,96.0,98.0,98.0,95.0,64.0,78.0,89.0,82.0,75,85.0,45.0,1.0,45.0,1.0,,15,,,,
"Huff, Sam",669087,2020,,,,,,,,,82,,,,,,,54,,,,
"Odor, Rougned",596059,2020,10.0,5.0,49.0,80.0,1.0,55.0,79.0,10.0,76,20.0,7.0,7.0,51.0,18.0,53.0,57,75.0,,,
"Cabrera, Asdrúbal",452678,2020,38.0,38.0,53.0,55.0,28.0,51.0,39.0,63.0,41,44.0,69.0,48.0,77.0,41.0,,11,89.0,,,
"Mathisen, Wyatt",621500,2020,,,,,,,,,17,,,,,,,16,,,,
"Chavis, Michael",656308,2020,18.0,25.0,35.0,46.0,9.0,27.0,43.0,40.0,53,42.0,8.0,11.0,4.0,24.0,,80,5.0,,,
"Hernández, César",514917,2020,53.0,76.0,36.0,17.0,68.0,27.0,17.0,55.0,52,40.0,54.0,52.0,82.0,76.0,1.0,89,91.0,,,
"Barrero, José",676480,2020,,,,,,,,,47,,,,,,58.0,41,66.0,,,
"Tapia, Raimel",606132,2020,11.0,40.0,7.0,5.0,25.0,6.0,6.0,6.0,42,12.0,73.0,24.0,86.0,31.0,91.0,82,40.0,,,
"Goodwin, Brian",571718,2020,21.0,11.0,28.0,48.0,21.0,51.0,73.0,69.0,67,61.0,5.0,67.0,12.0,87.0,76.0,78,14.0,,,
"Demeritte, Travis",641513,2020,,,,,,,,,62,,,,,,,45,,,,
"Anderson, Tim",641313,2020,70.0,87.0,83.0,74.0,45.0,78.0,65.0,22.0,57,33.0,47.0,6.0,24.0,5.0,65.0,92,86.0,,,
"Chisholm Jr., Jazz",665862,2020,,,,,,,,,34,,,,,,22.0,81,,,,
"McCutchen, Andrew",457705,2020,72.0,75.0,77.0,70.0,64.0,71.0,52.0,65.0,70,60.0,65.0,51.0,72.0,82.0,25.0,68,,,,
"Urshela, Gio",570482,2020,87.0,98.0,81.0,51.0,92.0,41.0,42.0,86.0,79,59.0,90.0,66.0,78.0,48.0,53.0,13,65.0,,,
"Kingery, Scott",664068,2020,,,,,,,,,32,,,,,,31.0,92,5.0,,,
"Bishop, Braden",623323,2020,,,,,,,,,43,,,,,,,95,,,,
"Valaika, Pat",642162,2020,44.0,62.0,66.0,61.0,22.0,41.0,53.0,47.0,52,27.0,47.0,13.0,32.0,17.0,27.0,61,2.0,,,
"Trout, Mike",545361,2020,98.0,91.0,97.0,98.0,96.0,95.0,93.0,99.0,91,97.0,44.0,89.0,83.0,99.0,75.0,95,27.0,,,
"Gurriel, Yuli",493329,2020,39.0,68.0,44.0,29.0,35.0,27.0,13.0,60.0,42,35.0,97.0,12.0,95.0,15.0,,59,93.0,,,
"Braun, Ryan",460075,2020,64.0,77.0,75.0,66.0,42.0,61.0,78.0,67.0,73,59.0,67.0,11.0,36.0,3.0,,31,,,,
"Brosseau, Mike",670712,2020,,,,,,,,,50,,,,,,,73,94.0,,,
"Polanco, Gregory",570256,2020,23.0,18.0,47.0,60.0,9.0,61.0,83.0,95.0,95,93.0,2.0,32.0,1.0,14.0,30.0,67,82.0,,,
"Zimmer, Bradley",605548,2020,,,,,,,,,37,,,,,,,88,,,,
"Bohm, Alec",664761,2020,75.0,85.0,69.0,52.0,75.0,66.0,67.0,73.0,67,84.0,64.0,48.0,55.0,62.0,63.0,64,41.0,,,
"Ervin, Phillip",640447,2020,,,,,,,,,24,,,,,,90.0,65,,,,
"Maybin, Cameron",457727,2020,,,,,,,,,53,,,,,,24.0,70,,,,
"Alfaro, Jorge",595751,2020,,,,,,,,,69,,,,,,,84,,,,
"Urías, Ramón",602104,2020,,,,,,,,,37,,,,,,,60,,,,
"Sogard, Eric",519299,2020,14.0,58.0,5.0,1.0,49.0,1.0,1.0,3.0,22,1.0,84.0,44.0,100.0,79.0,10.0,25,78.0,,,
"Allen, Greg",656185,2020,,,,,,,,,14,,,,,,,60,,,,
"Eaton, Adam",594809,2020,25.0,48.0,32.0,27.0,25.0,24.0,22.0,32.0,69,42.0,74.0,24.0,91.0,17.0,85.0,75,23.0,,,
"Muncy, Max",571970,2020,77.0,25.0,73.0,87.0,80.0,87.0,81.0,43.0,69,52.0,41.0,93.0,45.0,98.0,12.0,63,4.0,,,
"Pollock, AJ",572041,2020,67.0,74.0,82.0,81.0,33.0,78.0,70.0,64.0,71,70.0,54.0,17.0,56.0,36.0,79.0,83,21.0,,,
"Rojas, Miguel",500743,2020,53.0,77.0,28.0,10.0,82.0,1.0,2.0,22.0,41,13.0,95.0,73.0,89.0,77.0,55.0,37,88.0,,,
"LeMahieu, DJ",518934,2020,82.0,97.0,67.0,33.0,87.0,16.0,9.0,86.0,65,81.0,100.0,40.0,99.0,68.0,33.0,30,10.0,,,
"Lux, Gavin",666158,2020,,,,,,,,,30,,,,,,12.0,73,,,,
"Díaz, Elias",553869,2020,,,,,,,,,72,,,,,,,19,,,,
"Smith, Mallex",605480,2020,,,,,,,,,7,,,,,,,93,,,,
"Merrifield, Whit",593160,2020,59.0,91.0,59.0,32.0,55.0,55.0,28.0,10.0,32,7.0,96.0,6.0,93.0,45.0,30.0,90,88.0,,,
"Cooper, Garrett",643265,2020,89.0,95.0,87.0,74.0,85.0,41.0,65.0,71.0,68,63.0,44.0,40.0,71.0,49.0,,25,,,,
"Barnhart, Tucker",571466,2020,,,,,,,,,25,,,,,,,7,,,,
"Smith Jr., Dwight",596105,2020,,,,,,,,,86,,,,,,,24,,,,
"Jones, Jahmai",663330,2020,,,,,,,,,10,,,,,,,72,,,,
"Marte, Starling",516782,2020,47.0,67.0,48.0,39.0,49.0,61.0,38.0,21.0,76,12.0,81.0,9.0,53.0,13.0,91.0,88,83.0,,,
"Heath, Nick",670084,2020,,,,,,,,,26,,,,,,,91,,,,
"Jones, Taylor",622100,2020,,,,,,,,,32,,,,,,,27,,,,
"Engel, Adam",641553,2020,,,,,,,,,79,,,,,,61.0,100,,,,
"Adams, Matt",571431,2020,,,,,,,,,55,,,,,,,15,,,,
"Madrigal, Nick",663611,2020,,,,,,,,,23,,,,,,21.0,79,71.0,,,
"Alberto, Hanser",593643,2020,3.0,46.0,7.0,3.0,6.0,4.0,3.0,1.0,18,1.0,95.0,1.0,90.0,1.0,11.0,48,9.0,,,
"Chirinos, Robinson",455139,2020,,,,,,,,,28,,,,,,,1,,,,
"Carlson, Dylan",666185,2020,,,,,,,,,53,,,,,,70.0,75,41.0,,,
"Tromp, Chadwick",644433,2020,,,,,,,,,45,,,,,,,13,,,,
"Inciarte, Ender",542255,2020,2.0,11.0,1.0,1.0,10.0,1.0,3.0,1.0,5,1.0,67.0,52.0,60.0,49.0,81.0,38,34.0,,,
"Collins, Zack",641470,2020,,,,,,,,,30,,,,,,,16,,,,
"Heyward, Jason",518792,2020,88.0,87.0,64.0,44.0,98.0,16.0,20.0,29.0,50,54.0,62.0,96.0,62.0,92.0,83.0,56,69.0,,,
"Reyes, Victor",622682,2020,51.0,87.0,53.0,29.0,45.0,24.0,15.0,71.0,55,62.0,57.0,6.0,47.0,2.0,60.0,76,76.0,,,
"Bemboom, Anthony",621532,2020,,,,,,,,,22,,,,,,,38,,,,
"Ruiz, Rio",547004,2020,8.0,11.0,18.0,31.0,7.0,61.0,54.0,34.0,60,46.0,48.0,40.0,43.0,42.0,20.0,15,85.0,,,
"Trevino, Jose",624431,2020,,,,,,,,,37,,,,,,,4,,,,
"Davis, Jonathan",641505,2020,,,,,,,,,55,,,,,,,79,,,,
"Canha, Mark",592192,2020,76.0,37.0,46.0,50.0,93.0,55.0,48.0,65.0,59,48.0,51.0,91.0,61.0,90.0,45.0,69,76.0,,,
"Myers, Wil",571976,2020,93.0,85.0,96.0,96.0,71.0,94.0,93.0,82.0,62,82.0,33.0,40.0,50.0,61.0,62.0,83,69.0,,,
"Sisco, Chance",642082,2020,,,,,,,,,21,,,,,,,6,,,,
"Sierra, Magneuris",642423,2020,,,,,,,,,30,,,,,,,94,,,,
"Brantley, Michael",488726,2020,45.0,62.0,45.0,38.0,50.0,27.0,25.0,47.0,27,40.0,88.0,51.0,93.0,86.0,67.0,35,,,,
"Carpenter, Matt",572761,2020,53.0,9.0,40.0,57.0,67.0,41.0,63.0,38.0,34,34.0,19.0,84.0,14.0,85.0,5.0,24,84.0,,,
"Caratini, Victor",605170,2020,11.0,14.0,6.0,7.0,32.0,6.0,13.0,34.0,79,35.0,44.0,51.0,62.0,83.0,,8,,,,
"Thomas, Lane",657041,2020,,,,,,,,,54,,,,,,,87,,,,
"Miller, Brad",543543,2020,87.0,54.0,77.0,81.0,88.0,66.0,87.0,67.0,74,72.0,27.0,89.0,7.0,71.0,,60,,,,
"Naylor, Josh",647304,2020,,,,,,,,,57,,,,,,96.0,58,,,,
"Apostel, Sherten",665947,2020,,,,,,,,,47,,,,,,,14,,,,
"Odom, Joseph",641929,2020,,,,,,,,,28,,,,,,,5,,,,
"León, Sandy",506702,2020,,,,,,,,,50,,,,,,,3,,,,
"Sanó, Miguel",593934,2020,47.0,13.0,78.0,91.0,12.0,95.0,100.0,100.0,98,99.0,1.0,46.0,1.0,45.0,,37,34.0,,,
"Tsutsugo, Yoshi",660294,2020,45.0,11.0,49.0,71.0,47.0,51.0,59.0,73.0,59,86.0,26.0,87.0,66.0,95.0,,23,,,,
"Choi, Ji Man",596847,2020,7.0,5.0,3.0,11.0,28.0,6.0,12.0,53.0,70,47.0,36.0,85.0,18.0,79.0,,7,9.0,,,
"Bruce, Jay",457803,2020,,,,,,,,,62,,,,,,,11,,,,
"Crawford, Brandon",543063,2020,30.0,30.0,38.0,44.0,32.0,61.0,60.0,47.0,69,48.0,39.0,34.0,21.0,27.0,50.0,22,99.0,,,
"Hicks, Aaron",543305,2020,85.0,58.0,57.0,51.0,96.0,41.0,42.0,39.0,65,42.0,75.0,99.0,40.0,98.0,85.0,66,6.0,,,
"Springer, George",543807,2020,96.0,92.0,95.0,93.0,93.0,89.0,81.0,47.0,97,68.0,78.0,71.0,53.0,73.0,19.0,79,81.0,,,
"Marisnick, Jake",545350,2020,,,,,,,,,48,,,,,,,82,,,,
"Refsnyder, Rob",608701,2020,,,,,,,,,23,,,,,,,54,,,,
"Casali, Curt",592200,2020,,,,,,,,,23,,,,,,,5,,,,
"Bogaerts, Xander",593428,2020,62.0,61.0,71.0,72.0,50.0,71.0,55.0,53.0,89,38.0,74.0,53.0,67.0,72.0,24.0,69,13.0,,,
"Peraza, José",606299,2020,,,,,,,,,43,,,,,,22.0,85,87.0,,,
"Segura, Jean",516416,2020,39.0,52.0,34.0,27.0,55.0,41.0,35.0,30.0,64,45.0,60.0,69.0,70.0,28.0,79.0,87,96.0,,,
"Encarnación, Edwin",429665,2020,8.0,1.0,21.0,67.0,3.0,71.0,86.0,7.0,91,22.0,14.0,46.0,15.0,36.0,,17,,,,
"Santana, Domingo",570267,2020,,,,,,,,,93,,,,,,,53,,,,
"Rosario, Eddie",592696,2020,39.0,44.0,58.0,58.0,28.0,55.0,36.0,28.0,26,31.0,89.0,38.0,69.0,4.0,95.0,53,40.0,,,
"Haggerty, Sam",664059,2020,,,,,,,,,33,,,,,,,92,,,,
"Mateo, Jorge",622761,2020,,,,,,,,,57,,,,,,,98,,,,
"Ona, Jorge",671250,2020,,,,,,,,,22,,,,,,,64,,,,
"Pillar, Kevin",607680,2020,50.0,75.0,57.0,44.0,44.0,41.0,30.0,21.0,49,35.0,73.0,18.0,53.0,8.0,69.0,74,20.0,,,
"Castro, Starlin",516770,2020,,,,,,,,,67,,,,,,,36,,,,
"Grisham, Trent",663757,2020,80.0,62.0,75.0,75.0,79.0,84.0,75.0,40.0,85,65.0,35.0,78.0,60.0,93.0,69.0,96,99.0,,,
"Díaz, Isan",656371,2020,,,,,,,,,43,,,,,,,25,,,,
"Stewart, Christin",621514,2020,,,,,,,,,28,,,,,,33.0,34,,,,
"Murphy, Sean",669221,2020,68.0,15.0,60.0,77.0,71.0,51.0,83.0,91.0,89,91.0,29.0,97.0,53.0,88.0,,21,,,,
"Solak, Nick",669256,2020,39.0,67.0,32.0,18.0,49.0,35.0,23.0,69.0,84,55.0,75.0,33.0,84.0,66.0,25.0,91,1.0,,,
"Nottingham, Jacob",641924,2020,,,,,,,,,43,,,,,,,18,,,,
"Altuve, Jose",514888,2020,13.0,27.0,15.0,15.0,20.0,27.0,22.0,17.0,39,23.0,71.0,37.0,79.0,12.0,4.0,88,1.0,,,
"Wendle, Joey",621563,2020,26.0,58.0,24.0,15.0,37.0,16.0,13.0,17.0,25,20.0,68.0,16.0,86.0,9.0,14.0,83,85.0,,,
"Oliva, Jared",666931,2020,,,,,,,,,71,,,,,,,96,,,,
"Bellinger, Cody",641355,2020,85.0,85.0,81.0,71.0,87.0,78.0,60.0,60.0,76,62.0,78.0,78.0,64.0,47.0,92.0,91,100.0,,,
"García Jr., Luis",671277,2020,19.0,71.0,25.0,11.0,16.0,16.0,24.0,2.0,80,11.0,59.0,3.0,35.0,33.0,41.0,45,1.0,,,
"Grichuk, Randal",545341,2020,56.0,73.0,70.0,63.0,33.0,89.0,75.0,51.0,79,50.0,56.0,17.0,66.0,16.0,82.0,72,73.0,,,
"Schoop, Jonathan",570731,2020,23.0,38.0,32.0,31.0,18.0,27.0,33.0,22.0,95,25.0,53.0,6.0,41.0,7.0,35.0,62,94.0,,,
"Kepler, Max",596146,2020,62.0,61.0,51.0,47.0,70.0,27.0,28.0,43.0,74,42.0,73.0,73.0,75.0,66.0,68.0,79,71.0,,,
"Fletcher, David",664058,2020,37.0,91.0,15.0,1.0,73.0,1.0,1.0,4.0,41,1.0,98.0,45.0,100.0,57.0,13.0,63,30.0,,,
"Rodgers, Brendan",663898,2020,,,,,,,,,90,,,,,,,70,,,,
"Dozier, Hunter",641531,2020,54.0,30.0,31.0,36.0,71.0,41.0,52.0,14.0,74,15.0,33.0,89.0,24.0,65.0,28.0,76,35.0,,,
"Garneau, Dustin",572863,2020,,,,,,,,,14,,,,,,,21,,,,
"Osuna, José",591741,2020,,,,,,,,,71,,,,,,,63,,,,
"Suárez, Eugenio",553993,2020,64.0,14.0,72.0,89.0,47.0,89.0,91.0,55.0,82,78.0,16.0,81.0,18.0,69.0,41.0,28,72.0,,,
"Hoskins, Rhys",656555,2020,88.0,32.0,84.0,92.0,90.0,78.0,93.0,65.0,81,64.0,44.0,93.0,46.0,80.0,,24,3.0,,,
"Hays, Austin",669720,2020,16.0,42.0,16.0,11.0,22.0,11.0,17.0,20.0,39,16.0,70.0,19.0,81.0,10.0,94.0,74,67.0,,,
"Abreu, José",547989,2020,95.0,94.0,95.0,93.0,76.0,98.0,91.0,95.0,94,96.0,48.0,26.0,27.0,25.0,,48,91.0,,,
"Mathis, Jeff",425772,2020,,,,,,,,,20,,,,,,,18,,,,
"Sánchez, Jesús",660821,2020,,,,,,,,,75,,,,,,,41,,,,
"Gallagher, Cam",595956,2020,,,,,,,,,11,,,,,,,10,,,,
"Wolters, Tony",547172,2020,,,,,,,,,13,,,,,,,28,,,,
"d'Arnaud, Travis",518595,2020,91.0,94.0,90.0,83.0,84.0,66.0,75.0,98.0,68,100.0,24.0,45.0,24.0,28.0,,35,,,,
"Heredia, Guillermo",628338,2020,,,,,,,,,54,,,,,,,68,,,,
"Sánchez, Gary",596142,2020,33.0,5.0,53.0,84.0,16.0,78.0,97.0,89.0,100,92.0,2.0,64.0,11.0,39.0,,12,,,,
"Mejía, Francisco",642336,2020,,,,,,,,,8,,,,,,,31,,,,
"Mondesi, Adalberto",609275,2020,5.0,13.0,16.0,25.0,3.0,55.0,45.0,78.0,79,47.0,13.0,7.0,2.0,13.0,77.0,98,87.0,,,
"Davis, J.D.",605204,2020,72.0,54.0,51.0,48.0,87.0,61.0,58.0,71.0,81,80.0,38.0,84.0,33.0,73.0,83.0,59,2.0,,,
"Moreland, Mitch",519048,2020,56.0,32.0,75.0,85.0,37.0,75.0,91.0,39.0,72,55.0,57.0,61.0,23.0,63.0,,6,73.0,,,
"Bonifacio, Jorge",593528,2020,,,,,,,,,39,,,,,,88.0,89,,,,
"Wade, Tyler",642180,2020,,,,,,,,,28,,,,,,18.0,82,97.0,,,
"Martínez, José A.",500874,2020,,,,,,,,,41,,,,,,,42,,,,
"Holt, Brock",571788,2020,,,,,,,,,11,,,,,,,20,23.0,,,
"Molina, Yadier",425877,2020,21.0,56.0,31.0,21.0,20.0,6.0,7.0,4.0,20,4.0,93.0,4.0,60.0,4.0,,1,,,,
"Piscotty, Stephen",572039,2020,17.0,33.0,38.0,42.0,9.0,27.0,39.0,38.0,80,51.0,10.0,13.0,12.0,2.0,46.0,40,17.0,,,
"Ford, Mike",645801,2020,,,,,,,,,62,,,,,,,7,,,,
"Camargo, Johan",622666,2020,1.0,2.0,5.0,23.0,1.0,11.0,23.0,25.0,35,21.0,22.0,7.0,11.0,35.0,93.0,24,94.0,,,
"Blackmon, Charlie",453568,2020,54.0,78.0,51.0,36.0,62.0,41.0,25.0,20.0,68,11.0,76.0,33.0,64.0,37.0,73.0,51,28.0,,,
"Tatis Jr., Fernando",665487,2020,97.0,93.0,97.0,97.0,93.0,100.0,100.0,100.0,93,100.0,43.0,69.0,38.0,56.0,97.0,98,97.0,,,
"Grossman, Robbie",543257,2020,50.0,36.0,40.0,42.0,66.0,27.0,31.0,53.0,50,40.0,65.0,72.0,87.0,81.0,61.0,66,89.0,,,
"Knizner, Andrew",668800,2020,,,,,,,,,65,,,,,,,18,,,,
"DeShields, Delino",592261,2020,,,,,,,,,13,,,,,,3.0,91,45.0,,,
"Drury, Brandon",592273,2020,,,,,,,,,57,,,,,,,32,,,,
"Cabrera, Miguel",408234,2020,87.0,89.0,88.0,82.0,82.0,75.0,63.0,97.0,87,91.0,52.0,67.0,20.0,35.0,,1,,,,
"Joyce, Matt",459964,2020,32.0,22.0,10.0,11.0,57.0,6.0,12.0,17.0,34,20.0,22.0,84.0,14.0,59.0,18.0,21,10.0,,,
"Mercado, Óscar",640458,2020,,,,,,,,,78,,,,,,75.0,82,76.0,,,
"Farmer, Kyle",571657,2020,,,,,,,,,39,,,,,,11.0,43,83.0,,,
"Dickerson, Corey",572816,2020,27.0,48.0,36.0,35.0,23.0,41.0,34.0,8.0,57,13.0,80.0,27.0,51.0,20.0,3.0,55,28.0,,,
"Thaiss, Matt",642136,2020,,,,,,,,,22,,,,,,,31,,,,
"Stanton, Giancarlo",519317,2020,,,,,,,,,100,,,,,,,23,,,,
"Edman, Tommy",669242,2020,35.0,70.0,21.0,7.0,55.0,24.0,15.0,15.0,60,25.0,57.0,26.0,85.0,58.0,35.0,95,90.0,,,
"Arroyo, Christian",624414,2020,,,,,,,,,44,,,,,,,60,,,,
"Kelly, Carson",608348,2020,6.0,17.0,16.0,23.0,5.0,11.0,20.0,13.0,28,27.0,48.0,7.0,45.0,72.0,,20,,,,
"Hernández, Teoscar",606192,2020,95.0,92.0,97.0,97.0,68.0,96.0,98.0,98.0,98,96.0,12.0,24.0,8.0,30.0,83.0,85,15.0,,,
"Báez, Javier",595879,2020,7.0,12.0,27.0,47.0,2.0,61.0,51.0,61.0,99,55.0,7.0,2.0,4.0,6.0,80.0,75,100.0,,,
"Arraez, Luis",650333,2020,,,,,,,,,18,,,,,,37.0,42,12.0,,,
"Rengifo, Luis",650859,2020,,,,,,,,,49,,,,,,8.0,69,11.0,,,
"Taveras, Leody",665750,2020,27.0,28.0,24.0,29.0,33.0,16.0,39.0,51.0,47,63.0,7.0,67.0,27.0,31.0,92.0,96,62.0,,,
"Castellanos, Nick",592206,2020,86.0,77.0,92.0,92.0,65.0,97.0,95.0,82.0,54,83.0,18.0,35.0,10.0,10.0,35.0,72,6.0,,,
"Chapman, Matt",656305,2020,69.0,42.0,92.0,95.0,14.0,78.0,98.0,98.0,98,95.0,3.0,13.0,6.0,62.0,74.0,65,80.0,,,
"Sandoval, Pablo",467055,2020,,,,,,,,,87,,,,,,,5,,,,
"Duvall, Adam",594807,2020,64.0,24.0,86.0,93.0,18.0,89.0,89.0,38.0,95,53.0,33.0,29.0,44.0,22.0,78.0,77,80.0,,,
"Frazier, Todd",453943,2020,18.0,20.0,22.0,31.0,18.0,24.0,29.0,32.0,50,16.0,39.0,22.0,45.0,40.0,5.0,6,24.0,,,
"Bart, Joey",663698,2020,,,,,,,,,65,,,,,,,47,,,,
"Dyson, Jarrod",502481,2020,,,,,,,,,15,,,,,,80.0,67,,,,
"Guzmán, Ronald",608597,2020,,,,,,,,,78,,,,,,,26,79.0,,,
