player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,sprint_speed,oaa,bat_speed,squared_up_rate,swing_length
"Lindor, Francisco",596019,2025,77.0,68.0,68.0,64.0,77.0,80.0,47.0,61.0,83,54.0,70.0,58.0,73.0,57.0,27.0,48,90.0,31.0,61.0,28.0
"Slater, Austin",596103,2025,,,,,,,,,64,,,,,,80.0,67,,,,
"Devers, Rafael",646240,2025,90.0,38.0,84.0,89.0,93.0,96.0,94.0,97.0,92,97.0,17.0,98.0,10.0,66.0,17.0,5,,42.0,15.0,18.0
"Ramos, Bryan",682868,2025,,,,,,,,,7,,,,,,,61,,,,
"Eaton, Nate",681987,2025,,,,,,,,,30,,,,,,,98,,,,
"Bliss, Ryan",669208,2025,,,,,,,,,10,,,,,,,78,,,,
"Barnes, Austin",605131,2025,,,,,,,,,14,,,,,,,11,,,,
"Haase, Eric",606992,2025,,,,,,,,,41,,,,,,,74,,,,
"Olson, Matt",621566,2025,88.0,49.0,86.0,89.0,82.0,94.0,89.0,95.0,90,95.0,30.0,89.0,36.0,70.0,10.0,7,95.0,76.0,16.0,28.0
"Reynolds, Bryan",668804,2025,72.0,64.0,65.0,61.0,65.0,72.0,59.0,78.0,86,64.0,14.0,54.0,19.0,62.0,69.0,68,24.0,50.0,36.0,84.0
"Clarke, Denzel",672016,2025,,,,,,,,,86,,,,,,64.0,97,98.0,,,
"Misner, Kameron",670224,2025,,,,,,,,,57,,,,,,85.0,75,,,,
"Muncy, Max",691777,2025,,,,,,,,,81,,,,,,43.0,71,7.0,,,
"Báez, Javier",595879,2025,2.0,16.0,13.0,20.0,1.0,18.0,20.0,23.0,54,34.0,26.0,1.0,13.0,1.0,81.0,50,90.0,71.0,15.0,1.0
"Mayer, Marcelo",691785,2025,,,,,,,,,39,,,,,,26.0,50,,,,
"Albies, Ozzie",645277,2025,19.0,34.0,18.0,17.0,36.0,34.0,17.0,16.0,52,10.0,88.0,50.0,73.0,17.0,2.0,44,14.0,10.0,73.0,58.0
"Hamilton, David",666152,2025,,,,,,,,,32,,,,,,37.0,95,74.0,,,
"Vargas, Ildemaro",545121,2025,,,,,,,,,75,,,,,,5.0,47,,,,
"Fairchild, Stuart",656413,2025,,,,,,,,,13,,,,,,,86,,,,
"Maton, Nick",665155,2025,,,,,,,,,46,,,,,,,9,,,,
"Cruz, Oneil",665833,2025,50.0,7.0,52.0,74.0,43.0,88.0,97.0,100.0,100,98.0,2.0,86.0,3.0,48.0,100.0,93,57.0,100.0,16.0,7.0
"Meyers, Jake",676694,2025,52.0,80.0,37.0,24.0,68.0,13.0,18.0,22.0,59,31.0,72.0,48.0,71.0,79.0,16.0,71,96.0,,,
"Lee, Korey",686676,2025,,,,,,,,,17,,,,,,,54,,,,
"Halpin, Petey",690984,2025,,,,,,,,,1,,,,,,,83,,,,
"Witt Jr., Bobby",677951,2025,90.0,94.0,92.0,80.0,82.0,93.0,78.0,95.0,98,81.0,68.0,35.0,54.0,32.0,73.0,100,100.0,82.0,64.0,76.0
"Loftin, Nick",679845,2025,,,,,,,,,14,,,,,,67.0,76,,,,
"Perez, Salvador",521692,2025,86.0,80.0,94.0,94.0,39.0,98.0,91.0,50.0,93,70.0,60.0,3.0,33.0,2.0,2.0,3,,64.0,40.0,5.0
"Iglesias, Jose",578428,2025,6.0,29.0,1.0,2.0,34.0,2.0,4.0,1.0,48,6.0,80.0,34.0,86.0,16.0,27.0,60,20.0,,,
"Lewis, Royce",668904,2025,16.0,29.0,36.0,39.0,10.0,35.0,47.0,48.0,87,36.0,56.0,24.0,34.0,28.0,44.0,34,72.0,72.0,44.0,3.0
"Ward, Taylor",621493,2025,66.0,17.0,67.0,79.0,46.0,90.0,84.0,53.0,66,47.0,16.0,82.0,55.0,92.0,51.0,45,53.0,15.0,77.0,69.0
"Peraza, Oswald",672724,2025,,,,,,,,,78,,,,,,81.0,93,77.0,,,
"Tromp, Chadwick",644433,2025,,,,,,,,,13,,,,,,,1,,,,
"Castellanos, Nick",592206,2025,24.0,32.0,40.0,44.0,12.0,51.0,37.0,18.0,56,16.0,44.0,15.0,16.0,3.0,30.0,56,1.0,23.0,24.0,12.0
"Salazar, César",663967,2025,,,,,,,,,3,,,,,,,1,,,,
"Keaschall, Luke",807712,2025,,,,,,,,,45,,,,,,6.0,85,,,,
"Brooks, Trenton",670092,2025,,,,,,,,,8,,,,,,,29,,,,
"Stanton, Giancarlo",519317,2025,,,,,,,,,99,,,,,,,1,,,,
"Casas, Triston",671213,2025,,,,,,,,,64,,,,,,8.0,2,,,,
"Farmer, Kyle",571657,2025,,,,,,,,,16,,,,,,10.0,22,11.0,,,
"Dezenzo, Zach",701305,2025,,,,,,,,,64,,,,,,75.0,70,,,,
"Anthony, Roman",701350,2025,,,,,,,,,87,,,,,,52.0,59,,,,
"Toglia, Michael",669911,2025,,,,,,,,,71,,,,,,3.0,38,2.0,61.0,1.0,18.0
"Alcántara, Kevin",682634,2025,,,,,,,,,24,,,,,,,10,,,,
"Torres, Gleyber",650402,2025,89.0,80.0,72.0,63.0,94.0,58.0,42.0,50.0,64,32.0,81.0,95.0,80.0,100.0,9.0,22,12.0,21.0,80.0,58.0
"Robles, Victor",645302,2025,,,,,,,,,81,,,,,,96.0,68,,,,
"Cameron, Daz",663662,2025,,,,,,,,,48,,,,,,,56,,,,
"Mervis, Matt",670223,2025,,,,,,,,,34,,,,,,25.0,7,,,,
"Lopez, Nicky",670032,2025,,,,,,,,,12,,,,,,,46,,,,
"Hernández, Enrique",571771,2025,,,,,,,,,66,,,,,,38.0,37,89.0,,,
"Wong, Connor",657136,2025,,,,,,,,,72,,,,,,,65,,,,
"Dingler, Dillon",693307,2025,82.0,97.0,78.0,60.0,75.0,46.0,52.0,50.0,62,62.0,38.0,9.0,46.0,35.0,,53,,44.0,55.0,12.0
"Tucker, Kyle",663656,2025,93.0,82.0,83.0,78.0,96.0,77.0,65.0,53.0,39,38.0,85.0,96.0,76.0,98.0,58.0,26,25.0,47.0,84.0,18.0
"Hummel, Cooper",669450,2025,,,,,,,,,75,,,,,,,74,,,,
"Cortes, Carlos",666126,2025,,,,,,,,,63,,,,,,,29,,,,
"Lile, Daylen",695734,2025,80.0,100.0,66.0,29.0,85.0,13.0,20.0,33.0,43,35.0,82.0,22.0,81.0,57.0,52.0,92,5.0,,,
"Triolo, Jared",669707,2025,32.0,27.0,27.0,28.0,50.0,15.0,25.0,35.0,41,26.0,55.0,74.0,52.0,73.0,47.0,85,92.0,,,
"Workman, Gage",669398,2025,,,,,,,,,16,,,,,,,53,,,,
"Crooks, Jimmy",699625,2025,,,,,,,,,21,,,,,,,28,,,,
"Loperfido, Joey",694388,2025,,,,,,,,,24,,,,,,27.0,81,,,,
"Correa, Carlos",621043,2025,72.0,92.0,62.0,38.0,72.0,42.0,30.0,61.0,81,64.0,61.0,44.0,65.0,45.0,56.0,26,61.0,74.0,44.0,58.0
"Vilade, Ryan",668723,2025,,,,,,,,,51,,,,,,,52,,,,
"Harper, Bryce",547180,2025,91.0,78.0,86.0,81.0,92.0,81.0,77.0,79.0,88,77.0,52.0,88.0,13.0,11.0,8.0,40,73.0,81.0,14.0,48.0
"Gorman, Nolan",669357,2025,16.0,1.0,29.0,62.0,12.0,24.0,51.0,45.0,72,41.0,1.0,84.0,2.0,50.0,37.0,15,5.0,61.0,4.0,18.0
"Sanoja, Javier",691594,2025,7.0,50.0,9.0,6.0,20.0,2.0,3.0,26.0,24,17.0,94.0,16.0,97.0,32.0,54.0,67,58.0,,,
"Verdugo, Alex",657077,2025,,,,,,,,,28,,,,,,87.0,19,,,,
"Díaz, Elias",553869,2025,,,,,,,,,71,,,,,,,6,,,,
"Lowe, Brandon",664040,2025,68.0,55.0,80.0,81.0,32.0,81.0,81.0,75.0,81,69.0,12.0,32.0,4.0,22.0,14.0,36,1.0,76.0,10.0,58.0
"Yoshida, Masataka",807799,2025,,,,,,,,,79,,,,,,,25,,,,
"Kirk, Alejandro",672386,2025,87.0,91.0,81.0,70.0,83.0,66.0,59.0,75.0,76,91.0,95.0,64.0,83.0,43.0,,2,,58.0,91.0,58.0
"Mayo, Coby",691723,2025,,,,,,,,,51,,,,,,12.0,64,,,,
"Locklear, Tyler",682988,2025,,,,,,,,,32,,,,,,6.0,39,,,,
"Langford, Wyatt",694671,2025,78.0,27.0,66.0,76.0,78.0,82.0,87.0,82.0,84,81.0,16.0,90.0,35.0,80.0,59.0,88,96.0,66.0,53.0,76.0
"Cabrera, Oswaldo",665828,2025,,,,,,,,,26,,,,,,,28,,,,
"Tena, José",677588,2025,,,,,,,,,36,,,,,,64.0,58,,,,
"Shaw, Matt",807713,2025,24.0,24.0,24.0,24.0,32.0,27.0,32.0,3.0,45,7.0,49.0,54.0,63.0,32.0,33.0,90,37.0,16.0,21.0,76.0
"Ornelas, Jonathan",680716,2025,,,,,,,,,5,,,,,,,26,,,,
"Aranda, Jonathan",666018,2025,96.0,97.0,93.0,81.0,95.0,54.0,80.0,94.0,71,96.0,23.0,69.0,45.0,49.0,9.0,15,67.0,23.0,40.0,48.0
"Fletcher, Dominic",666150,2025,,,,,,,,,15,,,,,,,10,,,,
"Baker, Luken",663609,2025,,,,,,,,,48,,,,,,,7,,,,
"Taylor, Michael A.",572191,2025,,,,,,,,,92,,,,,,72.0,60,83.0,,,
"Karros, Kyle",691720,2025,,,,,,,,,26,,,,,,38.0,51,,,,
"Cowser, Colton",681297,2025,13.0,1.0,38.0,70.0,3.0,38.0,88.0,69.0,87,64.0,1.0,40.0,2.0,78.0,93.0,49,64.0,,,
"Soderstrom, Tyler",691016,2025,74.0,69.0,70.0,65.0,67.0,82.0,70.0,84.0,90,86.0,44.0,56.0,41.0,44.0,88.0,49,50.0,77.0,47.0,28.0
"Sánchez, Jesús",660821,2025,49.0,32.0,63.0,68.0,34.0,62.0,68.0,79.0,93,50.0,46.0,51.0,39.0,32.0,80.0,40,40.0,93.0,24.0,84.0
"Lugo, Matthew",683090,2025,,,,,,,,,32,,,,,,90.0,95,,,,
"Baldwin, Brooks",681460,2025,,,,,,,,,56,,,,,,55.0,82,2.0,,,
"Winker, Jesse",608385,2025,,,,,,,,,46,,,,,,,13,,,,
"Adames, Willy",642715,2025,55.0,11.0,60.0,77.0,44.0,87.0,79.0,33.0,56,48.0,18.0,84.0,21.0,57.0,70.0,65,89.0,49.0,14.0,2.0
"Urshela, Gio",570482,2025,,,,,,,,,28,,,,,,18.0,2,,,,
"Massey, Michael",686681,2025,,,,,,,,,36,,,,,,15.0,17,70.0,,,
"Rosario, Amed",642708,2025,,,,,,,,,64,,,,,,51.0,51,,,,
"Hilliard, Sam",656541,2025,,,,,,,,,57,,,,,,,88,,,,
"Smith, Josh",669701,2025,32.0,46.0,18.0,16.0,66.0,24.0,18.0,12.0,34,10.0,72.0,70.0,79.0,65.0,38.0,50,12.0,12.0,67.0,94.0
"Jiménez, Leo",677870,2025,,,,,,,,,35,,,,,,,35,,,,
"Ibáñez, Andy",628451,2025,,,,,,,,,41,,,,,,7.0,52,,,,
"Saggese, Thomas",695336,2025,,,,,,,,,52,,,,,,33.0,78,46.0,,,
"Díaz, Yandy",650490,2025,83.0,94.0,71.0,52.0,89.0,70.0,44.0,94.0,87,94.0,88.0,56.0,85.0,76.0,3.0,20,,72.0,84.0,18.0
"Gurriel Jr., Lourdes",666971,2025,36.0,61.0,49.0,42.0,30.0,48.0,34.0,18.0,43,26.0,90.0,18.0,76.0,14.0,56.0,42,18.0,25.0,77.0,28.0
"Clement, Ernie",676391,2025,9.0,68.0,14.0,9.0,24.0,9.0,6.0,8.0,41,2.0,97.0,6.0,94.0,9.0,25.0,83,98.0,5.0,97.0,76.0
"Henderson, Gunnar",683002,2025,74.0,89.0,52.0,33.0,87.0,62.0,46.0,89.0,89,84.0,51.0,64.0,43.0,50.0,71.0,79,20.0,91.0,47.0,48.0
"Sogard, Nick",686765,2025,,,,,,,,,28,,,,,,,65,,,,
"Marsh, Brandon",669016,2025,61.0,73.0,58.0,46.0,62.0,30.0,44.0,75.0,67,66.0,20.0,58.0,60.0,42.0,79.0,73,60.0,40.0,61.0,69.0
"Wade Jr., LaMonte",664774,2025,,,,,,,,,36,,,,,,72.0,17,,,,
"Thomas, Alek",677950,2025,9.0,32.0,22.0,20.0,8.0,34.0,40.0,45.0,61,34.0,19.0,4.0,24.0,13.0,40.0,75,58.0,36.0,48.0,76.0
"Eldridge, Bryce",805811,2025,,,,,,,,,50,,,,,,,5,,,,
"Martínez, Angel",682657,2025,1.0,5.0,1.0,8.0,1.0,9.0,9.0,10.0,25,7.0,41.0,7.0,70.0,4.0,96.0,57,13.0,21.0,37.0,40.0
"Hernández, Heriberto",681715,2025,,,,,,,,,83,,,,,,62.0,84,,,,
"Hayes, Ke'Bryan",663647,2025,7.0,26.0,9.0,10.0,20.0,20.0,13.0,39.0,50,46.0,60.0,26.0,77.0,54.0,21.0,44,99.0,36.0,86.0,90.0
"Horwitz, Spencer",687462,2025,54.0,50.0,40.0,37.0,70.0,32.0,42.0,14.0,24,20.0,72.0,76.0,86.0,81.0,7.0,9,68.0,8.0,58.0,76.0
"Martin, Austin",668885,2025,,,,,,,,,21,,,,,,55.0,74,,,,
"Noda, Ryan",676116,2025,,,,,,,,,39,,,,,,,15,,,,
"Maldonado, Martín",455117,2025,,,,,,,,,26,,,,,,,1,,,,
"Winn, Masyn",691026,2025,8.0,29.0,12.0,11.0,22.0,20.0,16.0,24.0,54,16.0,64.0,26.0,79.0,63.0,88.0,77,100.0,34.0,48.0,28.0
"Caballero, José",676609,2025,19.0,7.0,4.0,15.0,52.0,11.0,23.0,6.0,92,9.0,14.0,90.0,34.0,46.0,74.0,73,90.0,,,
"Tatis Jr., Fernando",665487,2025,91.0,85.0,84.0,79.0,94.0,86.0,66.0,95.0,86,93.0,66.0,90.0,32.0,73.0,99.0,83,94.0,77.0,69.0,48.0
"Nido, Tomás",621512,2025,,,,,,,,,14,,,,,,,6,,,,
"Wilson, Will",669717,2025,,,,,,,,,14,,,,,,21.0,11,,,,
"Rafaela, Ceddanne",678882,2025,29.0,32.0,46.0,52.0,12.0,66.0,52.0,24.0,77,29.0,56.0,7.0,34.0,2.0,97.0,92,99.0,31.0,39.0,28.0
"Moniak, Mickey",666160,2025,71.0,70.0,90.0,88.0,24.0,77.0,85.0,46.0,74,60.0,34.0,7.0,26.0,6.0,56.0,80,4.0,74.0,42.0,12.0
"Carpenter, Kerry",681481,2025,68.0,54.0,87.0,88.0,17.0,70.0,78.0,82.0,48,71.0,40.0,2.0,36.0,15.0,72.0,41,21.0,46.0,81.0,28.0
"Jackson, Jeremiah",669236,2025,,,,,,,,,60,,,,,,90.0,52,,,,
"Beavers, Dylan",687637,2025,,,,,,,,,28,,,,,,58.0,89,,,,
"DeLuca, Jonny",676356,2025,,,,,,,,,19,,,,,,73.0,96,,,,
"Pederson, Joc",592626,2025,,,,,,,,,87,,,,,,,7,,,,
"Short, Zack",670097,2025,,,,,,,,,19,,,,,,40.0,48,,,,
"Harris II, Michael",671739,2025,36.0,78.0,62.0,46.0,14.0,77.0,51.0,55.0,90,50.0,56.0,1.0,49.0,1.0,77.0,79,95.0,82.0,35.0,3.0
"Pereira, Everson",677592,2025,,,,,,,,,63,,,,,,,75,,,,
"Schneider, Davis",676914,2025,,,,,,,,,35,,,,,,44.0,54,,,,
"Merrill, Jackson",701538,2025,80.0,73.0,86.0,83.0,44.0,75.0,82.0,46.0,64,48.0,45.0,31.0,31.0,7.0,97.0,79,80.0,47.0,20.0,40.0
"English, Tristin",663536,2025,,,,,,,,,13,,,,,,,20,,,,
"Bryant, Kris",592178,2025,,,,,,,,,8,,,,,,,13,,,,
"Peña, Jeremy",665161,2025,66.0,82.0,58.0,40.0,67.0,52.0,42.0,33.0,52,48.0,76.0,28.0,31.0,11.0,29.0,97,94.0,53.0,86.0,18.0
"Alexander, Blaze",677942,2025,,,,,,,,,62,,,,,,63.0,86,70.0,,,
"Kayfus, CJ",692216,2025,,,,,,,,,51,,,,,,64.0,55,,,,
"Arozarena, Randy",668227,2025,55.0,14.0,46.0,62.0,58.0,84.0,72.0,79.0,79,90.0,12.0,59.0,17.0,67.0,31.0,58,13.0,53.0,48.0,40.0
"Canzone, Dominic",686527,2025,,,,,,,,,96,,,,,,91.0,27,,,,
"Whitcomb, Shay",694376,2025,,,,,,,,,27,,,,,,,66,,,,
"Garcia, Maikel",672580,2025,68.0,89.0,50.0,29.0,78.0,42.0,21.0,79.0,57,59.0,93.0,62.0,92.0,91.0,79.0,63,98.0,46.0,98.0,48.0
"Palacios, Joshua",641943,2025,,,,,,,,,57,,,,,,90.0,33,,,,
"Smith, Cam",701358,2025,26.0,22.0,25.0,27.0,37.0,27.0,32.0,19.0,89,40.0,8.0,54.0,24.0,39.0,88.0,95,70.0,84.0,3.0,48.0
"Ortiz, Joey",687401,2025,3.0,40.0,3.0,4.0,12.0,9.0,8.0,3.0,51,13.0,86.0,14.0,90.0,17.0,48.0,85,98.0,55.0,29.0,28.0
"Teel, Kyle",691019,2025,,,,,,,,,87,,,,,,,50,,,,
"Tovar, Ezequiel",678662,2025,41.0,69.0,63.0,57.0,27.0,34.0,54.0,42.0,80,31.0,25.0,15.0,10.0,3.0,58.0,56,83.0,42.0,2.0,28.0
"Westburg, Jordan",676059,2025,55.0,55.0,72.0,74.0,26.0,38.0,69.0,55.0,74,50.0,41.0,7.0,19.0,59.0,33.0,89,81.0,,,
"Sosa, Lenyn",672820,2025,54.0,73.0,76.0,71.0,16.0,70.0,63.0,64.0,72,52.0,39.0,1.0,57.0,3.0,22.0,31,20.0,59.0,61.0,40.0
"Kingery, Scott",664068,2025,,,,,,,,,25,,,,,,,73,,,,
"Fitzgerald, Tyler",666149,2025,,,,,,,,,22,,,,,,11.0,97,46.0,,,
"DeJong, Paul",657557,2025,,,,,,,,,61,,,,,,25.0,25,41.0,,,
"Bruján, Vidal",660644,2025,,,,,,,,,57,,,,,,,37,,,,
"Reyes, Pablo",622569,2025,,,,,,,,,4,,,,,,,37,,,,
"Fernández, Yanquiel",692585,2025,,,,,,,,,57,,,,,,100.0,9,,,,
"Rodríguez, Johnathan",671286,2025,,,,,,,,,76,,,,,,,39,,,,
"Simpson, Chandler",802415,2025,16.0,98.0,6.0,1.0,62.0,1.0,1.0,1.0,27,1.0,98.0,4.0,98.0,38.0,59.0,97,11.0,,,
"Rivera, Emmanuel",656896,2025,,,,,,,,,43,,,,,,,14,,,,
"Gonzalez, Oscar",660757,2025,,,,,,,,,64,,,,,,,67,,,,
"Abreu, Wilyer",677800,2025,68.0,34.0,78.0,86.0,40.0,54.0,77.0,66.0,73,58.0,32.0,67.0,52.0,43.0,97.0,54,94.0,80.0,16.0,69.0
"Alonso, Pete",624413,2025,96.0,87.0,98.0,98.0,84.0,99.0,98.0,97.0,96,96.0,40.0,53.0,40.0,52.0,5.0,8,2.0,91.0,48.0,69.0
"Stewart, Sal",701398,2025,,,,,,,,,81,,,,,,,14,,,,
"Rave, John",670231,2025,,,,,,,,,48,,,,,,57.0,88,,,,
"Taylor, Chris",621035,2025,,,,,,,,,41,,,,,,70.0,61,,,,
"Lux, Gavin",666158,2025,19.0,34.0,6.0,8.0,59.0,9.0,10.0,24.0,19,23.0,41.0,81.0,68.0,96.0,68.0,64,,16.0,72.0,40.0
"Robert Jr., Luis",673357,2025,44.0,43.0,54.0,57.0,44.0,38.0,60.0,42.0,96,42.0,19.0,62.0,9.0,20.0,53.0,90,93.0,92.0,8.0,7.0
"Kelly, Carson",608348,2025,44.0,23.0,42.0,54.0,50.0,38.0,55.0,30.0,55,36.0,64.0,76.0,75.0,88.0,,17,,23.0,69.0,76.0
"Suárez, Eugenio",553993,2025,42.0,4.0,73.0,92.0,8.0,90.0,89.0,55.0,88,78.0,5.0,34.0,4.0,30.0,39.0,25,8.0,53.0,18.0,7.0
"Duran, Ezequiel",677649,2025,,,,,,,,,43,,,,,,70.0,87,80.0,,,
"Solak, Nick",669256,2025,,,,,,,,,17,,,,,,,29,,,,
"Soler, Jorge",624585,2025,,,,,,,,,82,,,,,,64.0,19,,,,
"Candelario, Jeimer",600869,2025,,,,,,,,,26,,,,,,,32,,,,
"Taveras, Leody",665750,2025,,,,,,,,,68,,,,,,91.0,86,,,,
"Duran, Jarren",680776,2025,54.0,48.0,41.0,40.0,59.0,75.0,56.0,87.0,99,71.0,30.0,53.0,20.0,30.0,71.0,91,18.0,86.0,30.0,28.0
"Osuna, Alejandro",696030,2025,,,,,,,,,56,,,,,,72.0,80,,,,
"Freeman, Cody",683227,2025,,,,,,,,,11,,,,,,18.0,52,,,,
"Encarnacion, Jerar",666464,2025,,,,,,,,,79,,,,,,,20,,,,
"Bregman, Alex",608324,2025,71.0,57.0,55.0,52.0,78.0,32.0,29.0,53.0,49,54.0,88.0,73.0,92.0,95.0,36.0,17,84.0,31.0,97.0,69.0
"McMahon, Ryan",641857,2025,47.0,8.0,48.0,70.0,44.0,65.0,76.0,95.0,87,89.0,2.0,87.0,2.0,69.0,58.0,30,92.0,77.0,10.0,40.0
"Wagner, Will",695238,2025,,,,,,,,,42,,,,,,,36,,,,
"Manzardo, Kyle",700932,2025,47.0,11.0,64.0,80.0,29.0,66.0,74.0,58.0,70,52.0,23.0,59.0,28.0,52.0,2.0,9,,25.0,55.0,40.0
"Rengifo, Luis",650859,2025,24.0,68.0,24.0,15.0,34.0,24.0,18.0,10.0,45,12.0,62.0,24.0,67.0,34.0,53.0,38,13.0,15.0,60.0,69.0
"Jung, Jace",690291,2025,,,,,,,,,24,,,,,,,10,,,,
"Turang, Brice",668930,2025,68.0,70.0,56.0,45.0,74.0,56.0,41.0,75.0,68,76.0,40.0,71.0,72.0,78.0,23.0,88,34.0,25.0,71.0,90.0
"Chourio, Jackson",694192,2025,30.0,46.0,54.0,56.0,10.0,72.0,56.0,39.0,87,45.0,53.0,12.0,38.0,8.0,70.0,93,82.0,76.0,56.0,28.0
"Grichuk, Randal",545341,2025,,,,,,,,,95,,,,,,77.0,41,,,,
"Suwinski, Jack",669261,2025,,,,,,,,,60,,,,,,64.0,64,,,,
"Call, Alex",669743,2025,,,,,,,,,52,,,,,,79.0,62,63.0,,,
"Lopez, Otto",672640,2025,61.0,80.0,59.0,44.0,59.0,52.0,34.0,26.0,68,26.0,90.0,39.0,81.0,40.0,48.0,81,95.0,44.0,90.0,90.0
"Muncy, Max",571970,2025,94.0,26.0,90.0,93.0,95.0,51.0,84.0,79.0,60,92.0,50.0,99.0,57.0,94.0,49.0,40,10.0,36.0,43.0,76.0
"Scott II, Victor",687363,2025,9.0,12.0,1.0,5.0,39.0,8.0,10.0,6.0,21,2.0,33.0,61.0,33.0,73.0,69.0,100,99.0,10.0,28.0,98.0
"Lee, Jung Hoo",808982,2025,44.0,90.0,28.0,12.0,75.0,19.0,10.0,10.0,24,11.0,95.0,42.0,95.0,84.0,91.0,70,11.0,7.0,96.0,28.0
"Gurriel, Yuli",493329,2025,,,,,,,,,30,,,,,,,33,,,,
"Bailey, Patrick",672275,2025,2.0,3.0,4.0,17.0,1.0,15.0,21.0,23.0,51,22.0,6.0,30.0,24.0,42.0,,12,,42.0,24.0,48.0
"Turner, Justin",457759,2025,,,,,,,,,31,,,,,,5.0,8,,,,
"Marsee, Jakob",805300,2025,,,,,,,,,67,,,,,,75.0,68,,,,
"White, Eli",642201,2025,,,,,,,,,49,,,,,,82.0,99,,,,
"Canario, Alexander",672744,2025,,,,,,,,,77,,,,,,88.0,68,27.0,,,
"Jensen, Carter",695600,2025,,,,,,,,,82,,,,,,,52,,,,
"Fraley, Jake",641584,2025,,,,,,,,,36,,,,,,86.0,77,,,,
"Conine, Griffin",665052,2025,,,,,,,,,98,,,,,,83.0,55,,,,
"Kjerstad, Heston",677008,2025,,,,,,,,,21,,,,,,61.0,58,,,,
"Jones, Nolan",666134,2025,23.0,11.0,22.0,32.0,34.0,27.0,46.0,66.0,82,70.0,8.0,69.0,27.0,55.0,99.0,53,10.0,61.0,17.0,84.0
"India, Jonathan",663697,2025,36.0,26.0,26.0,26.0,62.0,30.0,22.0,19.0,63,22.0,66.0,64.0,77.0,97.0,27.0,71,1.0,47.0,65.0,48.0
"Schuemann, Max",680474,2025,,,,,,,,,27,,,,,,31.0,73,95.0,,,
"Jankowski, Travis",608671,2025,,,,,,,,,24,,,,,,,94,,,,
"Kemp, Otto",805249,2025,,,,,,,,,68,,,,,,39.0,95,,,,
