player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,sprint_speed,oaa,bat_speed,squared_up_rate,swing_length
"Haase, Eric",606992,2024,,,,,,,,,55,,,,,,,65,,,,
"Brown, Seth",664913,2024,23.0,24.0,41.0,49.0,10.0,37.0,55.0,67.0,71,51.0,14.0,23.0,24.0,36.0,17.0,49,8.0,73.0,23.0,62.0
"Merrill, Jackson",701538,2024,94.0,98.0,96.0,92.0,78.0,90.0,78.0,70.0,79,68.0,78.0,8.0,73.0,14.0,90.0,81,97.0,56.0,50.0,29.0
"Barrosa, Jorge",678489,2024,,,,,,,,,10,,,,,,,69,,,,
"Ibáñez, Andy",628451,2024,,,,,,,,,42,,,,,,7.0,58,91.0,,,
"Seager, Corey",608369,2024,97.0,93.0,97.0,98.0,91.0,95.0,95.0,91.0,88,94.0,72.0,72.0,56.0,55.0,27.0,9,90.0,58.0,62.0,97.0
"Candelario, Jeimer",600869,2024,11.0,12.0,26.0,40.0,7.0,47.0,53.0,13.0,38,20.0,32.0,17.0,24.0,13.0,24.0,50,2.0,11.0,49.0,8.0
"Crow-Armstrong, Pete",691718,2024,12.0,13.0,27.0,40.0,6.0,34.0,45.0,46.0,29,30.0,36.0,11.0,18.0,2.0,96.0,99,97.0,26.0,38.0,62.0
"Biggio, Cavan",624415,2024,,,,,,,,,14,,,,,,12.0,80,26.0,,,
"Scott II, Victor",687363,2024,,,,,,,,,27,,,,,,51.0,99,,,,
"Robert Jr., Luis",673357,2024,9.0,7.0,28.0,48.0,4.0,45.0,66.0,68.0,87,52.0,2.0,28.0,2.0,10.0,54.0,88,74.0,85.0,4.0,13.0
"Conforto, Michael",624424,2024,85.0,67.0,90.0,89.0,69.0,72.0,80.0,68.0,90,77.0,36.0,58.0,45.0,76.0,82.0,24,19.0,82.0,53.0,39.0
"Buxton, Byron",621439,2024,88.0,75.0,92.0,92.0,56.0,65.0,89.0,87.0,88,86.0,27.0,12.0,10.0,22.0,88.0,97,84.0,84.0,19.0,2.0
"Schuemann, Max",680474,2024,26.0,13.0,13.0,20.0,50.0,18.0,25.0,49.0,18,35.0,25.0,75.0,28.0,92.0,52.0,64,37.0,9.0,81.0,94.0
"Chaparro, Andrés",665953,2024,,,,,,,,,27,,,,,,,15,,,,
"Noda, Ryan",676116,2024,,,,,,,,,35,,,,,,1.0,41,,,,
"Stanton, Giancarlo",519317,2024,86.0,45.0,94.0,97.0,42.0,94.0,99.0,99.0,100,98.0,6.0,55.0,4.0,30.0,,3,,100.0,8.0,1.0
"Acuña, Luisangel",682668,2024,,,,,,,,,58,,,,,,,95,,,,
"Rodgers, Brendan",663898,2024,24.0,52.0,30.0,24.0,20.0,34.0,25.0,55.0,73,70.0,33.0,17.0,43.0,46.0,16.0,17,25.0,45.0,42.0,72.0
"Ramos, Bryan",682868,2024,,,,,,,,,23,,,,,,,86,,,,
"Wynns, Austin",642851,2024,,,,,,,,,60,,,,,,,7,,,,
"Fitzgerald, Tyler",666149,2024,17.0,20.0,30.0,42.0,11.0,20.0,53.0,22.0,30,13.0,4.0,26.0,12.0,60.0,31.0,100,32.0,,,
"Thompson, Bubba",669352,2024,,,,,,,,,7,,,,,,,96,,,,
"Mayo, Coby",691723,2024,,,,,,,,,12,,,,,,,58,,,,
"Schneider, Davis",676914,2024,17.0,2.0,22.0,54.0,13.0,58.0,81.0,40.0,52,40.0,4.0,77.0,15.0,87.0,45.0,45,49.0,20.0,19.0,86.0
"Gorman, Nolan",669357,2024,35.0,5.0,68.0,89.0,8.0,68.0,98.0,38.0,72,41.0,1.0,56.0,1.0,36.0,14.0,21,8.0,70.0,1.0,29.0
"Díaz, Elias",553869,2024,7.0,31.0,10.0,10.0,14.0,10.0,17.0,16.0,65,20.0,63.0,16.0,32.0,20.0,,2,,,,
"Sánchez, Jesús",660821,2024,83.0,76.0,87.0,82.0,64.0,80.0,83.0,93.0,99,95.0,23.0,45.0,12.0,9.0,77.0,46,80.0,90.0,20.0,72.0
"Sosa, Edmundo",624641,2024,,,,,,,,,90,,,,,,27.0,92,86.0,,,
"Dahl, David",621311,2024,,,,,,,,,19,,,,,,,44,,,,
"Edwards, Xavier",669364,2024,,,,,,,,,8,,,,,,20.0,78,1.0,,,
"Wagner, Will",695238,2024,,,,,,,,,48,,,,,,18.0,25,,,,
"Bride, Jonah",681146,2024,,,,,,,,,20,,,,,,5.0,38,,,,
"Adrianza, Ehire",501303,2024,,,,,,,,,6,,,,,,,28,,,,
"Wade, Tyler",642180,2024,,,,,,,,,15,,,,,,28.0,86,,,,
"Duran, Ezequiel",677649,2024,,,,,,,,,80,,,,,,59.0,87,82.0,,,
"Chapman, Matt",656305,2024,77.0,48.0,75.0,80.0,71.0,91.0,86.0,96.0,93,88.0,34.0,72.0,55.0,78.0,73.0,84,96.0,98.0,17.0,29.0
"Valdez, Enmanuel",665839,2024,,,,,,,,,70,,,,,,6.0,21,3.0,,,
"Larnach, Trevor",663616,2024,81.0,67.0,79.0,77.0,77.0,48.0,69.0,90.0,88,73.0,44.0,73.0,31.0,68.0,36.0,22,,,,
"Robles, Victor",645302,2024,,,,,,,,,58,,,,,,94.0,63,64.0,,,
"Encarnacion, Jerar",666464,2024,,,,,,,,,95,,,,,,,38,,,,
"Pages, Andy",681624,2024,55.0,54.0,64.0,63.0,37.0,60.0,73.0,40.0,81,49.0,34.0,26.0,41.0,32.0,95.0,75,73.0,69.0,14.0,13.0
"Hill, Derek",656537,2024,,,,,,,,,76,,,,,,79.0,95,,,,
"Sabol, Blake",666165,2024,,,,,,,,,65,,,,,,,30,,,,
"Locklear, Tyler",682988,2024,,,,,,,,,80,,,,,,,27,,,,
"McKinstry, Zach",656716,2024,,,,,,,,,36,,,,,,58.0,79,81.0,,,
"Duvall, Adam",594807,2024,,,,,,,,,87,,,,,,68.0,72,70.0,,,
"Nevin, Tyler",663527,2024,,,,,,,,,34,,,,,,70.0,24,10.0,,,
"Rice, Ben",700250,2024,,,,,,,,,70,,,,,,2.0,52,,,,
"Mendick, Danny",664901,2024,,,,,,,,,36,,,,,,12.0,26,,,,
"Monasterio, Andruw",655316,2024,,,,,,,,,26,,,,,,32.0,57,,,,
"Davis, J.D.",605204,2024,,,,,,,,,80,,,,,,,13,,,,
"Montero, Elehuris",660707,2024,,,,,,,,,92,,,,,,21.0,21,,,,
"Flores, Wilmer",527038,2024,,,,,,,,,27,,,,,,3.0,1,,,,
"Walker, Jordan",691023,2024,,,,,,,,,96,,,,,,97.0,78,,,,
"McGuire, Reese",624512,2024,,,,,,,,,20,,,,,,,11,,,,
"Lindor, Francisco",596019,2024,95.0,92.0,95.0,95.0,89.0,97.0,90.0,77.0,85,83.0,69.0,52.0,54.0,64.0,35.0,58,98.0,58.0,82.0,18.0
"Lipscomb, Trey",702358,2024,,,,,,,,,38,,,,,,86.0,52,20.0,,,
"Pache, Cristian",665506,2024,,,,,,,,,50,,,,,,92.0,80,,,,
"Pereda, Jhonny",640902,2024,,,,,,,,,20,,,,,,,2,,,,
"Wiemer, Joey",686894,2024,,,,,,,,,11,,,,,,,83,,,,
"Clemens, Kody",665019,2024,,,,,,,,,39,,,,,,,61,,,,
"Trejo, Alan",676701,2024,,,,,,,,,8,,,,,,56.0,23,,,,
"Aranda, Jonathan",666018,2024,,,,,,,,,65,,,,,,,14,,,,
"Story, Trevor",596115,2024,,,,,,,,,17,,,,,,24.0,70,,,,
"Miller, Owen",680911,2024,,,,,,,,,14,,,,,,,82,,,,
"Baker, Darren",671117,2024,,,,,,,,,5,,,,,,,39,,,,
"O'Neill, Tyler",641933,2024,74.0,7.0,91.0,97.0,44.0,81.0,98.0,77.0,87,90.0,2.0,87.0,5.0,65.0,82.0,55,17.0,90.0,3.0,18.0
"Wilson, Jacob",805779,2024,,,,,,,,,13,,,,,,82.0,44,,,,
"McMahon, Ryan",641857,2024,59.0,34.0,56.0,60.0,66.0,79.0,74.0,91.0,87,93.0,12.0,79.0,18.0,61.0,47.0,16,92.0,61.0,23.0,62.0
"Taylor, Michael A.",572191,2024,,,,,,,,,80,,,,,,84.0,80,95.0,,,
"Dingler, Dillon",693307,2024,,,,,,,,,34,,,,,,,54,,,,
"O'Hearn, Ryan",656811,2024,86.0,89.0,83.0,69.0,86.0,47.0,40.0,59.0,44,49.0,93.0,64.0,84.0,65.0,18.0,64,,58.0,79.0,72.0
"Perdomo, Geraldo",672695,2024,14.0,25.0,4.0,4.0,37.0,3.0,6.0,14.0,58,5.0,90.0,64.0,98.0,96.0,57.0,40,38.0,,,
"McCutchen, Andrew",457705,2024,56.0,11.0,56.0,72.0,54.0,72.0,81.0,38.0,58,31.0,26.0,88.0,26.0,100.0,,34,,64.0,31.0,18.0
"Kiermaier, Kevin",595281,2024,,,,,,,,,20,,,,,,98.0,86,96.0,,,
"Drury, Brandon",592273,2024,1.0,4.0,1.0,4.0,8.0,3.0,10.0,21.0,90,25.0,42.0,44.0,50.0,62.0,13.0,18,31.0,,,
"Guerrero Jr., Vladimir",665489,2024,98.0,100.0,98.0,95.0,99.0,98.0,91.0,98.0,99,97.0,93.0,76.0,68.0,56.0,78.0,45,2.0,95.0,74.0,13.0
"Bruján, Vidal",660644,2024,,,,,,,,,14,,,,,,61.0,53,15.0,,,
"Turang, Brice",668930,2024,27.0,76.0,12.0,2.0,64.0,8.0,3.0,14.0,33,9.0,78.0,52.0,97.0,48.0,24.0,94,90.0,2.0,83.0,100.0
"Kreidler, Ryan",668952,2024,,,,,,,,,20,,,,,,41.0,52,,,,
"Volpe, Anthony",683011,2024,6.0,26.0,7.0,8.0,12.0,27.0,12.0,22.0,43,23.0,41.0,20.0,62.0,45.0,29.0,83,97.0,15.0,55.0,72.0
"Taylor, Chris",621035,2024,,,,,,,,,41,,,,,,77.0,71,18.0,,,
"Goldschmidt, Paul",502671,2024,64.0,62.0,76.0,76.0,40.0,84.0,73.0,82.0,76,92.0,21.0,38.0,34.0,43.0,1.0,23,57.0,61.0,49.0,8.0
"De Los Santos, Luis",665782,2024,,,,,,,,,22,,,,,,,42,,,,
"Salazar, César",663967,2024,,,,,,,,,5,,,,,,,11,,,,
"Adell, Jo",666176,2024,42.0,15.0,59.0,74.0,20.0,64.0,79.0,62.0,97,71.0,15.0,47.0,19.0,42.0,63.0,86,57.0,98.0,2.0,18.0
"Pérez, Wenceel",672761,2024,20.0,37.0,21.0,18.0,26.0,12.0,14.0,34.0,48,10.0,49.0,44.0,71.0,48.0,55.0,74,86.0,23.0,55.0,86.0
"Marte, Noelvi",682622,2024,,,,,,,,,77,,,,,,68.0,86,1.0,,,
"Refsnyder, Rob",608701,2024,,,,,,,,,77,,,,,,84.0,48,,,,
"Myers, Dane",667472,2024,,,,,,,,,23,,,,,,98.0,81,,,,
"Torkelson, Spencer",679529,2024,12.0,6.0,16.0,35.0,12.0,18.0,37.0,49.0,47,45.0,16.0,60.0,38.0,84.0,4.0,47,72.0,77.0,10.0,29.0
"Moreno, Gabriel",672515,2024,62.0,60.0,39.0,30.0,84.0,20.0,36.0,67.0,73,55.0,91.0,92.0,84.0,91.0,,44,,,,
"Leblanc, Charles",641779,2024,,,,,,,,,26,,,,,,,46,,,,
"Langford, Wyatt",694671,2024,64.0,62.0,66.0,60.0,69.0,68.0,63.0,59.0,81,67.0,57.0,64.0,60.0,86.0,68.0,98,83.0,84.0,47.0,82.0
"García Jr., Luis",671277,2024,69.0,90.0,75.0,63.0,46.0,64.0,51.0,51.0,67,60.0,82.0,11.0,69.0,9.0,13.0,45,89.0,45.0,78.0,48.0
"Baty, Brett",683146,2024,,,,,,,,,81,,,,,,43.0,38,78.0,,,
"Hoerner, Nico",663538,2024,46.0,94.0,17.0,2.0,86.0,1.0,1.0,5.0,62,7.0,99.0,32.0,99.0,27.0,8.0,78,95.0,7.0,92.0,72.0
"Grichuk, Randal",545341,2024,,,,,,,,,84,,,,,,60.0,54,,,,
"Vientos, Mark",668901,2024,66.0,40.0,83.0,88.0,27.0,76.0,92.0,82.0,88,80.0,8.0,40.0,4.0,24.0,62.0,22,7.0,50.0,41.0,18.0
"Encarnacion-Strand, Christian",687952,2024,,,,,,,,,88,,,,,,,50,,,,
"Jung, Jace",690291,2024,,,,,,,,,30,,,,,,,18,,,,
"Marte, Starling",516782,2024,77.0,96.0,67.0,37.0,84.0,24.0,40.0,62.0,71,65.0,46.0,40.0,28.0,38.0,90.0,43,4.0,58.0,46.0,48.0
"López, Jack",605346,2024,,,,,,,,,11,,,,,,35.0,57,,,,
"Guillorme, Luis",641645,2024,,,,,,,,,41,,,,,,20.0,4,80.0,,,
"Tovar, Ezequiel",678662,2024,15.0,25.0,51.0,58.0,2.0,79.0,60.0,44.0,66,46.0,10.0,2.0,8.0,1.0,50.0,71,99.0,39.0,12.0,29.0
"Jiménez, Leo",677870,2024,,,,,,,,,26,,,,,,21.0,67,21.0,,,
"Martínez, Angel",682657,2024,,,,,,,,,22,,,,,,63.0,58,,,,
"Waters, Drew",671221,2024,,,,,,,,,2,,,,,,,69,,,,
"Soto, Livan",670869,2024,,,,,,,,,3,,,,,,,20,,,,
"Rogers, Jake",668670,2024,,,,,,,,,27,,,,,,,42,,,,
"Edman, Tommy",669242,2024,,,,,,,,,18,,,,,,33.0,66,27.0,,,
"Yastrzemski, Mike",573262,2024,29.0,10.0,48.0,67.0,14.0,60.0,72.0,70.0,38,55.0,22.0,51.0,41.0,80.0,66.0,44,47.0,32.0,68.0,18.0
"Jankowski, Travis",608671,2024,,,,,,,,,16,,,,,,57.0,79,,,,
"Fermin, Freddy",666023,2024,7.0,40.0,8.0,4.0,18.0,3.0,6.0,29.0,36,18.0,73.0,23.0,59.0,32.0,,28,,,,
"Happ, Ian",664023,2024,82.0,37.0,72.0,79.0,82.0,86.0,79.0,76.0,92,74.0,26.0,94.0,31.0,84.0,48.0,66,40.0,58.0,31.0,82.0
"Cronenworth, Jake",630105,2024,73.0,72.0,61.0,56.0,82.0,68.0,50.0,40.0,71,29.0,72.0,64.0,89.0,86.0,15.0,59,52.0,17.0,65.0,72.0
"Williams, Alika",675961,2024,,,,,,,,,41,,,,,,18.0,67,,,,
"Tellez, Rowdy",642133,2024,29.0,30.0,46.0,51.0,18.0,42.0,51.0,56.0,96,28.0,53.0,42.0,67.0,56.0,16.0,1,11.0,,,
"Campusano, Luis",669134,2024,,,,,,,,,70,,,,,,,6,,,,
"Amaya, Jacob",676070,2024,,,,,,,,,13,,,,,,27.0,73,,,,
"Rojas, Josh",668942,2024,21.0,13.0,18.0,27.0,32.0,24.0,27.0,29.0,39,40.0,40.0,69.0,50.0,89.0,57.0,40,94.0,4.0,83.0,48.0
"Renfroe, Hunter",592669,2024,19.0,11.0,23.0,35.0,14.0,30.0,36.0,38.0,81,44.0,62.0,56.0,56.0,64.0,91.0,32,11.0,90.0,36.0,18.0
"Smith, Dominic",642086,2024,,,,,,,,,48,,,,,,1.0,12,78.0,,,
"DeLuca, Jonny",676356,2024,5.0,22.0,5.0,5.0,14.0,6.0,12.0,2.0,53,7.0,50.0,28.0,54.0,5.0,87.0,98,91.0,30.0,9.0,18.0
"De La Cruz, Bryan",650559,2024,31.0,40.0,61.0,67.0,9.0,74.0,63.0,59.0,65,58.0,18.0,7.0,16.0,22.0,88.0,52,5.0,50.0,39.0,13.0
"India, Jonathan",663697,2024,86.0,78.0,55.0,40.0,96.0,60.0,49.0,17.0,70,28.0,64.0,97.0,81.0,98.0,9.0,68,71.0,45.0,53.0,62.0
"Hamilton, David",666152,2024,,,,,,,,,44,,,,,,46.0,94,40.0,,,
"Verdugo, Alex",657077,2024,31.0,54.0,30.0,24.0,37.0,48.0,25.0,32.0,67,21.0,88.0,49.0,93.0,70.0,94.0,31,70.0,9.0,96.0,99.0
"Frelick, Sal",686217,2024,9.0,52.0,2.0,1.0,40.0,1.0,1.0,1.0,24,1.0,90.0,42.0,98.0,68.0,68.0,94,90.0,3.0,92.0,86.0
"Albies, Ozzie",645277,2024,35.0,52.0,47.0,43.0,27.0,34.0,31.0,34.0,90,13.0,90.0,22.0,73.0,17.0,4.0,46,34.0,14.0,67.0,62.0
"Rojas, Johan",679032,2024,1.0,18.0,1.0,1.0,3.0,2.0,4.0,5.0,66,6.0,68.0,3.0,62.0,10.0,92.0,100,93.0,,,
"Pillar, Kevin",607680,2024,,,,,,,,,44,,,,,,65.0,78,49.0,,,
"Walsh, Jared",665120,2024,,,,,,,,,85,,,,,,,30,,,,
"Alvarez, Armando",669137,2024,,,,,,,,,9,,,,,,,60,,,,
"Westburg, Jordan",676059,2024,88.0,90.0,92.0,84.0,64.0,72.0,80.0,80.0,74,77.0,48.0,8.0,22.0,35.0,31.0,91,9.0,34.0,70.0,91.0
"Thomas, Alek",677950,2024,,,,,,,,,48,,,,,,55.0,62,,,,
"Frazier, Adam",624428,2024,,,,,,,,,22,,,,,,59.0,31,39.0,,,
"Alvarez, Francisco",682626,2024,21.0,10.0,24.0,38.0,16.0,16.0,37.0,44.0,95,62.0,28.0,61.0,20.0,47.0,,14,,,,
"Madrigal, Nick",663611,2024,,,,,,,,,16,,,,,,36.0,54,,,,
"Garcia, Maikel",672580,2024,29.0,74.0,24.0,14.0,42.0,24.0,10.0,70.0,42,65.0,81.0,30.0,92.0,92.0,68.0,66,76.0,30.0,98.0,62.0
"Grossman, Robbie",543257,2024,,,,,,,,,26,,,,,,46.0,60,,,,
"Carlson, Dylan",666185,2024,,,,,,,,,29,,,,,,63.0,49,4.0,,,
"Isbel, Kyle",664728,2024,9.0,25.0,6.0,8.0,16.0,10.0,12.0,28.0,55,26.0,56.0,23.0,80.0,31.0,43.0,65,94.0,30.0,72.0,72.0
"Crews, Dylan",686611,2024,,,,,,,,,55,,,,,,83.0,93,,,,
"Manzardo, Kyle",700932,2024,,,,,,,,,58,,,,,,,16,,,,
"Triolo, Jared",669707,2024,20.0,20.0,12.0,17.0,40.0,16.0,23.0,34.0,35,44.0,21.0,67.0,34.0,73.0,51.0,80,83.0,25.0,26.0,8.0
"Chourio, Jackson",694192,2024,59.0,84.0,61.0,47.0,58.0,60.0,50.0,60.0,79,73.0,53.0,31.0,35.0,26.0,48.0,97,89.0,70.0,61.0,39.0
"Perkins, Blake",663368,2024,7.0,10.0,3.0,7.0,23.0,8.0,12.0,44.0,25,38.0,30.0,69.0,35.0,76.0,87.0,97,95.0,15.0,90.0,48.0
"Allen, Nick",669397,2024,,,,,,,,,13,,,,,,39.0,59,,,,
"Peterson, Jace",607054,2024,,,,,,,,,7,,,,,,,53,,,,
"Colás, Oscar",693049,2024,,,,,,,,,50,,,,,,,29,,,,
"Mervis, Matt",670223,2024,,,,,,,,,80,,,,,,,3,,,,
"Murphy, Sean",669221,2024,,,,,,,,,85,,,,,,,8,,,,
"Casali, Curt",592200,2024,,,,,,,,,13,,,,,,,2,,,,
"Narváez, Omar",553882,2024,,,,,,,,,4,,,,,,,1,,,,
"Jackson, Alex",656577,2024,,,,,,,,,63,,,,,,,34,,,,
"Sogard, Nick",686765,2024,,,,,,,,,6,,,,,,20.0,59,,,,
"Miranda, Jose",669304,2024,39.0,70.0,52.0,42.0,22.0,30.0,28.0,46.0,67,42.0,86.0,6.0,63.0,10.0,29.0,16,5.0,34.0,83.0,18.0
"Hernández, Teoscar",606192,2024,82.0,50.0,91.0,92.0,53.0,96.0,94.0,74.0,92,81.0,10.0,52.0,7.0,48.0,70.0,83,3.0,70.0,6.0,8.0
"Brooks, Trenton",670092,2024,,,,,,,,,10,,,,,,,5,,,,
"Rortvedt, Ben",666163,2024,,,,,,,,,52,,,,,,,13,,,,
"Diaz, Yainer",673237,2024,78.0,97.0,80.0,53.0,66.0,71.0,48.0,68.0,76,85.0,74.0,5.0,54.0,2.0,,44,,61.0,65.0,39.0
"Kwan, Steven",680757,2024,70.0,94.0,38.0,12.0,93.0,8.0,4.0,9.0,19,1.0,99.0,70.0,100.0,96.0,60.0,43,88.0,1.0,100.0,98.0
"Kim, Ha-Seong",673490,2024,47.0,50.0,17.0,15.0,86.0,18.0,18.0,25.0,34,23.0,81.0,96.0,92.0,98.0,74.0,76,84.0,,,
"Hampson, Garrett",641658,2024,,,,,,,,,48,,,,,,41.0,99,93.0,,,
"Sweeney, Trey",700242,2024,,,,,,,,,47,,,,,,27.0,73,77.0,,,
"Busch, Michael",683737,2024,55.0,10.0,62.0,80.0,42.0,72.0,76.0,64.0,52,46.0,12.0,85.0,28.0,84.0,1.0,48,75.0,24.0,52.0,48.0
"Tucker, Kyle",663656,2024,,,,,,,,,36,,,,,,52.0,18,,,,
"Gallo, Joey",608336,2024,,,,,,,,,47,,,,,,5.0,26,,,,
"Pederson, Joc",592626,2024,95.0,74.0,89.0,86.0,98.0,65.0,87.0,93.0,92,79.0,38.0,94.0,46.0,44.0,,12,,76.0,21.0,13.0
"Tucker, Cole",657061,2024,,,,,,,,,15,,,,,,,67,,,,
"Nimmo, Brandon",607043,2024,72.0,40.0,54.0,57.0,86.0,72.0,60.0,89.0,77,83.0,37.0,91.0,56.0,78.0,65.0,68,66.0,73.0,44.0,48.0
"Castillo, Diego",660636,2024,,,,,,,,,6,,,,,,,21,,,,
"Pasquantino, Vinnie",686469,2024,70.0,80.0,71.0,65.0,58.0,58.0,42.0,78.0,83,80.0,96.0,38.0,96.0,32.0,2.0,12,79.0,45.0,94.0,39.0
"Varsho, Daulton",662139,2024,2.0,1.0,4.0,29.0,4.0,30.0,31.0,7.0,63,18.0,20.0,67.0,36.0,67.0,40.0,80,99.0,78.0,1.0,18.0
"Suwinski, Jack",669261,2024,,,,,,,,,77,,,,,,63.0,77,5.0,,,
"Noel, Jhonkensy",678877,2024,,,,,,,,,97,,,,,,76.0,70,,,,
"Nuñez, Nasim",683083,2024,,,,,,,,,9,,,,,,94.0,95,,,,
"Stott, Bryson",681082,2024,39.0,67.0,23.0,15.0,69.0,16.0,10.0,14.0,58,10.0,82.0,64.0,90.0,50.0,43.0,91,54.0,7.0,87.0,72.0
"Santana, Carlos",467793,2024,66.0,48.0,58.0,59.0,78.0,58.0,44.0,52.0,90,46.0,79.0,82.0,57.0,83.0,18.0,17,98.0,50.0,79.0,18.0
"Sánchez, Ali",645305,2024,,,,,,,,,16,,,,,,,5,,,,
"Rosario, Eguy",666703,2024,,,,,,,,,32,,,,,,,57,,,,
"Rafaela, Ceddanne",678882,2024,4.0,22.0,25.0,34.0,1.0,56.0,46.0,12.0,38,31.0,22.0,1.0,9.0,1.0,94.0,87,34.0,22.0,12.0,29.0
"Domínguez, Jasson",691176,2024,,,,,,,,,52,,,,,,,64,,,,
"Newman, Kevin",621028,2024,,,,,,,,,14,,,,,,27.0,53,90.0,,,
